,시도,인구수,연도,월,사용량,위도,경도
405,대구광역시,2424171.0,2020,10,1102514.0,35.825757,128.576897
406,대구광역시,2421859.0,2020,11,1190723.0,35.825757,128.576897
407,대구광역시,2418346.0,2020,12,1317533.0,35.825757,128.576897
408,대구광역시,2415813.0,2021,1,1443838.0,35.825757,128.576897
409,대구광역시,2413191.0,2021,2,1342988.0,35.825757,128.576897
410,대구광역시,2408875.0,2021,3,1222748.0,35.825757,128.576897
411,대구광역시,2406296.0,2021,4,1210022.0,35.825757,128.576897
412,대구광역시,2402940.0,2021,5,1153415.0,35.825757,128.576897
413,대구광역시,2397646.0,2021,6,1232554.0,35.825757,128.576897
414,대구광역시,2395749.0,2021,7,1344663.0,35.825757,128.576897
415,대구광역시,2393626.0,2021,8,1461379.0,35.825757,128.576897
416,대구광역시,2392787.0,2021,9,1301387.0,35.825757,128.576897
417,대구광역시,2390721.0,2021,10,1175079.0,35.825757,128.576897
418,대구광역시,2388230.0,2021,11,1221063.0,35.825757,128.576897
419,대구광역시,2385412.0,2021,12,1334812.0,35.825757,128.576897
420,대구광역시,2383858.0,2022,1,,,
421,대구광역시,2381095.0,2022,2,,,
422,대구광역시,2380494.0,2022,3,,,
423,대구광역시,2378573.0,2022,4,,,
424,대구광역시,2376676.0,2022,5,,,
425,대구광역시,2375306.0,2022,6,,,
426,대구광역시,2374120.0,2022,7,,,
427,대구광역시,2371936.0,2022,8,,,
428,대구광역시,2367735.0,2022,9,,,
429,대구광역시,2366852.0,2022,10,,,
430,대구광역시,2365619.0,2022,11,,,
431,대구광역시,2363691.0,2022,12,,,
432,인천광역시,2761122.0,2011,1,2160417.0,37.455307,126.70392
433,인천광역시,2765025.0,2011,2,1883873.0,37.455307,126.70392
434,인천광역시,2768648.0,2011,3,1925528.0,37.455307,126.70392
435,인천광역시,2772131.0,2011,4,1859019.0,37.455307,126.70392
436,인천광역시,2775394.0,2011,5,1748862.0,37.455307,126.70392
437,인천광역시,2779133.0,2011,6,1753742.0,37.455307,126.70392
438,인천광역시,2782458.0,2011,7,1783544.0,37.455307,126.70392
439,인천광역시,2786717.0,2011,8,1849160.0,37.455307,126.70392
440,인천광역시,2790226.0,2011,9,1752984.0,37.455307,126.70392
441,인천광역시,2794493.0,2011,10,1769220.0,37.455307,126.70392
442,인천광역시,2798762.0,2011,11,1792105.0,37.455307,126.70392
443,인천광역시,2801274.0,2011,12,1962683.0,37.455307,126.70392
444,인천광역시,2804287.0,2012,1,2070192.0,37.455307,126.70392
445,인천광역시,2808286.0,2012,2,2070475.0,37.455307,126.70392
446,인천광역시,2811410.0,2012,3,1938203.0,37.455307,126.70392
447,인천광역시,2815158.0,2012,4,1847382.0,37.455307,126.70392
448,인천광역시,2818348.0,2012,5,1757729.0,37.455307,126.70392
449,인천광역시,2820994.0,2012,6,1779877.0,37.455307,126.70392
450,인천광역시,2824150.0,2012,7,1829867.0,37.455307,126.70392
451,인천광역시,2828342.0,2012,8,1943473.0,37.455307,126.70392
452,인천광역시,2831729.0,2012,9,1806302.0,37.455307,126.70392
453,인천광역시,2836080.0,2012,10,1701322.0,37.455307,126.70392
454,인천광역시,2840308.0,2012,11,1850798.0,37.455307,126.70392
455,인천광역시,2843981.0,2012,12,2056325.0,37.455307,126.70392
456,인천광역시,2846899.0,2013,1,2193461.0,37.455307,126.70392
457,인천광역시,2850543.0,2013,2,1981709.0,37.455307,126.70392
458,인천광역시,2853489.0,2013,3,1914157.0,37.455307,126.70392
459,인천광역시,2856667.0,2013,4,1858262.0,37.455307,126.70392
460,인천광역시,2859335.0,2013,5,1767068.0,37.455307,126.70392
461,인천광역시,2861722.0,2013,6,1784636.0,37.455307,126.70392
462,인천광역시,2864951.0,2013,7,1875985.0,37.455307,126.70392
463,인천광역시,2867429.0,2013,8,1930205.0,37.455307,126.70392
464,인천광역시,2870125.0,2013,9,1816536.0,37.455307,126.70392
465,인천광역시,2873451.0,2013,10,1733855.0,37.455307,126.70392
466,인천광역시,2876797.0,2013,11,1827736.0,37.455307,126.70392
467,인천광역시,2879782.0,2013,12,1989830.0,37.455307,126.70392
468,인천광역시,2882047.0,2014,1,2073838.0,37.455307,126.70392
469,인천광역시,2884824.0,2014,2,1927635.0,37.455307,126.70392
470,인천광역시,2886580.0,2014,3,1876836.0,37.455307,126.70392
471,인천광역시,2889258.0,2014,4,1815977.0,37.455307,126.70392
472,인천광역시,2891615.0,2014,5,1733900.0,37.455307,126.70392
473,인천광역시,2892483.0,2014,6,1804931.0,37.455307,126.70392
474,인천광역시,2894151.0,2014,7,1933604.0,37.455307,126.70392
475,인천광역시,2895292.0,2014,8,1911112.0,37.455307,126.70392
476,인천광역시,2897018.0,2014,9,1812648.0,37.455307,126.70392
477,인천광역시,2899071.0,2014,10,1823647.0,37.455307,126.70392
478,인천광역시,2900996.0,2014,11,1822629.0,37.455307,126.70392
479,인천광역시,2902608.0,2014,12,2041291.0,37.455307,126.70392
480,인천광역시,2904876.0,2015,1,2170984.0,37.455307,126.70392
481,인천광역시,2906603.0,2015,2,1944363.0,37.455307,126.70392
482,인천광역시,2908418.0,2015,3,1959769.0,37.455307,126.70392
483,인천광역시,2910307.0,2015,4,1913281.0,37.455307,126.70392
484,인천광역시,2912114.0,2015,5,1796751.0,37.455307,126.70392
485,인천광역시,2914271.0,2015,6,1856934.0,37.455307,126.70392
486,인천광역시,2916719.0,2015,7,1903269.0,37.455307,126.70392
487,인천광역시,2918982.0,2015,8,2060394.0,37.455307,126.70392
488,인천광역시,2920938.0,2015,9,1882874.0,37.455307,126.70392
489,인천광역시,2923030.0,2015,10,1819691.0,37.455307,126.70392
490,인천광역시,2924578.0,2015,11,1879980.0,37.455307,126.70392
491,인천광역시,2925815.0,2015,12,2023477.0,37.455307,126.70392
492,인천광역시,2927195.0,2016,1,2160095.0,37.455307,126.70392
493,인천광역시,2928596.0,2016,2,2022911.0,37.455307,126.70392
494,인천광역시,2929817.0,2016,3,2033501.0,37.455307,126.70392
495,인천광역시,2932141.0,2016,4,1903770.0,37.455307,126.70392
496,인천광역시,2933959.0,2016,5,1844211.0,37.455307,126.70392
497,인천광역시,2935314.0,2016,6,1901027.0,37.455307,126.70392
498,인천광역시,2937217.0,2016,7,2018624.0,37.455307,126.70392
499,인천광역시,2938902.0,2016,8,2159497.0,37.455307,126.70392
500,인천광역시,2940436.0,2016,9,1946465.0,37.455307,126.70392
501,인천광역시,2941793.0,2016,10,1820561.0,37.455307,126.70392
502,인천광역시,2942613.0,2016,11,1962339.0,37.455307,126.70392
503,인천광역시,2943069.0,2016,12,2102857.0,37.455307,126.70392
504,인천광역시,2944009.0,2017,1,2171785.0,37.455307,126.70392
505,인천광역시,2944266.0,2017,2,2146147.0,37.455307,126.70392
506,인천광역시,2944630.0,2017,3,2042082.0,37.455307,126.70392
507,인천광역시,2945305.0,2017,4,1945739.0,37.455307,126.70392
508,인천광역시,2946270.0,2017,5,1867276.0,37.455307,126.70392
509,인천광역시,2946915.0,2017,6,1938030.0,37.455307,126.70392
510,인천광역시,2947803.0,2017,7,2117650.0,37.455307,126.70392
511,인천광역시,2948014.0,2017,8,2225964.0,37.455307,126.70392
512,인천광역시,2947298.0,2017,9,2043139.0,37.455307,126.70392
513,인천광역시,2948098.0,2017,10,1820833.0,37.455307,126.70392
514,인천광역시,2948241.0,2017,11,1979776.0,37.455307,126.70392
515,인천광역시,2948542.0,2017,12,2216892.0,37.455307,126.70392
516,인천광역시,2950771.0,2018,1,2348574.0,37.455307,126.70392
517,인천광역시,2951629.0,2018,2,2195442.0,37.455307,126.70392
518,인천광역시,2951442.0,2018,3,2050296.0,37.455307,126.70392
519,인천광역시,2952476.0,2018,4,1959511.0,37.455307,126.70392
520,인천광역시,2953255.0,2018,5,1865680.0,37.455307,126.70392
521,인천광역시,2953883.0,2018,6,1981285.0,37.455307,126.70392
522,인천광역시,2953841.0,2018,7,2110535.0,37.455307,126.70392
523,인천광역시,2953206.0,2018,8,2408422.0,37.455307,126.70392
524,인천광역시,2953116.0,2018,9,2019014.0,37.455307,126.70392
525,인천광역시,2953333.0,2018,10,1879956.0,37.455307,126.70392
526,인천광역시,2953844.0,2018,11,1956641.0,37.455307,126.70392
527,인천광역시,2954642.0,2018,12,2146569.0,37.455307,126.70392
528,인천광역시,2955916.0,2019,1,2309124.0,37.455307,126.70392
529,인천광역시,2956063.0,2019,2,2028323.0,37.455307,126.70392
530,인천광역시,2956513.0,2019,3,2006746.0,37.455307,126.70392
531,인천광역시,2956700.0,2019,4,1975424.0,37.455307,126.70392
532,인천광역시,2957179.0,2019,5,1912787.0,37.455307,126.70392
533,인천광역시,2957024.0,2019,6,1897766.0,37.455307,126.70392
534,인천광역시,2956828.0,2019,7,2039203.0,37.455307,126.70392
535,인천광역시,2956525.0,2019,8,2226318.0,37.455307,126.70392
536,인천광역시,2956804.0,2019,9,2030427.0,37.455307,126.70392
537,인천광역시,2956984.0,2019,10,1821469.0,37.455307,126.70392
538,인천광역시,2957249.0,2019,11,1921931.0,37.455307,126.70392
539,인천광역시,2957026.0,2019,12,2111170.0,37.455307,126.70392
540,인천광역시,2956119.0,2020,1,2108033.0,37.455307,126.70392
541,인천광역시,2954955.0,2020,2,2062334.0,37.455307,126.70392
542,인천광역시,2952689.0,2020,3,1997984.0,37.455307,126.70392
543,인천광역시,2950972.0,2020,4,1884823.0,37.455307,126.70392
544,인천광역시,2950063.0,2020,5,1801113.0,37.455307,126.70392
545,인천광역시,2947217.0,2020,6,1873175.0,37.455307,126.70392
546,인천광역시,2945565.0,2020,7,1962282.0,37.455307,126.70392
547,인천광역시,2943491.0,2020,8,2075731.0,37.455307,126.70392
548,인천광역시,2942553.0,2020,9,2112103.0,37.455307,126.70392
549,인천광역시,2942233.0,2020,10,1783811.0,37.455307,126.70392
550,인천광역시,2942307.0,2020,11,1885452.0,37.455307,126.70392
551,인천광역시,2942828.0,2020,12,2091741.0,37.455307,126.70392
552,인천광역시,2942452.0,2021,1,2258624.0,37.455307,126.70392
553,인천광역시,2941705.0,2021,2,2089431.0,37.455307,126.70392
554,인천광역시,2936461.0,2021,3,2021302.0,37.455307,126.70392
555,인천광역시,2936214.0,2021,4,1952161.0,37.455307,126.70392
556,인천광역시,2936382.0,2021,5,1904260.0,37.455307,126.70392
557,인천광역시,2936367.0,2021,6,2000698.0,37.455307,126.70392
558,인천광역시,2937440.0,2021,7,2191297.0,37.455307,126.70392
559,인천광역시,2938429.0,2021,8,2387486.0,37.455307,126.70392
560,인천광역시,2941795.0,2021,9,2065171.0,37.455307,126.70392
561,인천광역시,2945009.0,2021,10,1925023.0,37.455307,126.70392
562,인천광역시,2946319.0,2021,11,1946417.0,37.455307,126.70392
563,인천광역시,2948375.0,2021,12,2159324.0,37.455307,126.70392
564,인천광역시,2949150.0,2022,1,,,
565,인천광역시,2950978.0,2022,2,,,
566,인천광역시,2952699.0,2022,3,,,
567,인천광역시,2953260.0,2022,4,,,
568,인천광역시,2955167.0,2022,5,,,
569,인천광역시,2957066.0,2022,6,,,
570,인천광역시,2960580.0,2022,7,,,
571,인천광역시,2963117.0,2022,8,,,
572,인천광역시,2960097.0,2022,9,,,
573,인천광역시,2962388.0,2022,10,,,
574,인천광역시,2964820.0,2022,11,,,
575,인천광역시,2967314.0,2022,12,,,
576,광주광역시,1456308.0,2011,1,757197.0,35.15484,126.836647
577,광주광역시,1458195.0,2011,2,717292.0,35.15484,126.836647
578,광주광역시,1458326.0,2011,3,672951.0,35.15484,126.836647
579,광주광역시,1458814.0,2011,4,669154.0,35.15484,126.836647
580,광주광역시,1459615.0,2011,5,615840.0,35.15484,126.836647
581,광주광역시,1459862.0,2011,6,626417.0,35.15484,126.836647
582,광주광역시,1461368.0,2011,7,674555.0,35.15484,126.836647
583,광주광역시,1462915.0,2011,8,712046.0,35.15484,126.836647
584,광주광역시,1463432.0,2011,9,673056.0,35.15484,126.836647
585,광주광역시,1464073.0,2011,10,618928.0,35.15484,126.836647
586,광주광역시,1464516.0,2011,11,635724.0,35.15484,126.836647
587,광주광역시,1463464.0,2011,12,674224.0,35.15484,126.836647
588,광주광역시,1465313.0,2012,1,735756.0,35.15484,126.836647
589,광주광역시,1466516.0,2012,2,737378.0,35.15484,126.836647
590,광주광역시,1466810.0,2012,3,696422.0,35.15484,126.836647
591,광주광역시,1466676.0,2012,4,675943.0,35.15484,126.836647
592,광주광역시,1466464.0,2012,5,626117.0,35.15484,126.836647
593,광주광역시,1466388.0,2012,6,628135.0,35.15484,126.836647
594,광주광역시,1467030.0,2012,7,660058.0,35.15484,126.836647
595,광주광역시,1467979.0,2012,8,734889.0,35.15484,126.836647
596,광주광역시,1468777.0,2012,9,671096.0,35.15484,126.836647
597,광주광역시,1469614.0,2012,10,599532.0,35.15484,126.836647
598,광주광역시,1470669.0,2012,11,656591.0,35.15484,126.836647
599,광주광역시,1469216.0,2012,12,708574.0,35.15484,126.836647
600,광주광역시,1470061.0,2013,1,748024.0,35.15484,126.836647
601,광주광역시,1470969.0,2013,2,709493.0,35.15484,126.836647
602,광주광역시,1470979.0,2013,3,658528.0,35.15484,126.836647
603,광주광역시,1471324.0,2013,4,682512.0,35.15484,126.836647
604,광주광역시,1471801.0,2013,5,637641.0,35.15484,126.836647
605,광주광역시,1471867.0,2013,6,654744.0,35.15484,126.836647
606,광주광역시,1472357.0,2013,7,707543.0,35.15484,126.836647
607,광주광역시,1472807.0,2013,8,773392.0,35.15484,126.836647
608,광주광역시,1473229.0,2013,9,702556.0,35.15484,126.836647
609,광주광역시,1473576.0,2013,10,630561.0,35.15484,126.836647
610,광주광역시,1473689.0,2013,11,653890.0,35.15484,126.836647
611,광주광역시,1472910.0,2013,12,715191.0,35.15484,126.836647
612,광주광역시,1473529.0,2014,1,753936.0,35.15484,126.836647
613,광주광역시,1473327.0,2014,2,723756.0,35.15484,126.836647
614,광주광역시,1472490.0,2014,3,683278.0,35.15484,126.836647
615,광주광역시,1471850.0,2014,4,671402.0,35.15484,126.836647
616,광주광역시,1473697.0,2014,5,623437.0,35.15484,126.836647
617,광주광역시,1474546.0,2014,6,651234.0,35.15484,126.836647
618,광주광역시,1475676.0,2014,7,692995.0,35.15484,126.836647
619,광주광역시,1476459.0,2014,8,717104.0,35.15484,126.836647
620,광주광역시,1477517.0,2014,9,668280.0,35.15484,126.836647
621,광주광역시,1477780.0,2014,10,629549.0,35.15484,126.836647
622,광주광역시,1478204.0,2014,11,655913.0,35.15484,126.836647
623,광주광역시,1475884.0,2014,12,726392.0,35.15484,126.836647
624,광주광역시,1476891.0,2015,1,776667.0,35.15484,126.836647
625,광주광역시,1477340.0,2015,2,741223.0,35.15484,126.836647
626,광주광역시,1477504.0,2015,3,686980.0,35.15484,126.836647
627,광주광역시,1477609.0,2015,4,682684.0,35.15484,126.836647
628,광주광역시,1477212.0,2015,5,628402.0,35.15484,126.836647
629,광주광역시,1476974.0,2015,6,645195.0,35.15484,126.836647
630,광주광역시,1476716.0,2015,7,714512.0,35.15484,126.836647
631,광주광역시,1476152.0,2015,8,754560.0,35.15484,126.836647
632,광주광역시,1475590.0,2015,9,696736.0,35.15484,126.836647
633,광주광역시,1474603.0,2015,10,637335.0,35.15484,126.836647
634,광주광역시,1474910.0,2015,11,660658.0,35.15484,126.836647
635,광주광역시,1472199.0,2015,12,708920.0,35.15484,126.836647
636,광주광역시,1472802.0,2016,1,753434.0,35.15484,126.836647
637,광주광역시,1472153.0,2016,2,756943.0,35.15484,126.836647
638,광주광역시,1471618.0,2016,3,714023.0,35.15484,126.836647
639,광주광역시,1471819.0,2016,4,675078.0,35.15484,126.836647
640,광주광역시,1472317.0,2016,5,630983.0,35.15484,126.836647
641,광주광역시,1472285.0,2016,6,675463.0,35.15484,126.836647
642,광주광역시,1472481.0,2016,7,731855.0,35.15484,126.836647
643,광주광역시,1472432.0,2016,8,813713.0,35.15484,126.836647
644,광주광역시,1472379.0,2016,9,742389.0,35.15484,126.836647
645,광주광역시,1471911.0,2016,10,650524.0,35.15484,126.836647
646,광주광역시,1471384.0,2016,11,679694.0,35.15484,126.836647
647,광주광역시,1469214.0,2016,12,734270.0,35.15484,126.836647
648,광주광역시,1469583.0,2017,1,765086.0,35.15484,126.836647
649,광주광역시,1468527.0,2017,2,773394.0,35.15484,126.836647
650,광주광역시,1467766.0,2017,3,717911.0,35.15484,126.836647
651,광주광역시,1467002.0,2017,4,698719.0,35.15484,126.836647
652,광주광역시,1466741.0,2017,5,634699.0,35.15484,126.836647
653,광주광역시,1466451.0,2017,6,677388.0,35.15484,126.836647
654,광주광역시,1466415.0,2017,7,761988.0,35.15484,126.836647
655,광주광역시,1466642.0,2017,8,833272.0,35.15484,126.836647
656,광주광역시,1466639.0,2017,9,758365.0,35.15484,126.836647
657,광주광역시,1466716.0,2017,10,631753.0,35.15484,126.836647
658,광주광역시,1466328.0,2017,11,680055.0,35.15484,126.836647
659,광주광역시,1463770.0,2017,12,751019.0,35.15484,126.836647
660,광주광역시,1464037.0,2018,1,807536.0,35.15484,126.836647
661,광주광역시,1463100.0,2018,2,798506.0,35.15484,126.836647
662,광주광역시,1462033.0,2018,3,698660.0,35.15484,126.836647
663,광주광역시,1460972.0,2018,4,685493.0,35.15484,126.836647
664,광주광역시,1460564.0,2018,5,648945.0,35.15484,126.836647
665,광주광역시,1460745.0,2018,6,688052.0,35.15484,126.836647
666,광주광역시,1461203.0,2018,7,753263.0,35.15484,126.836647
667,광주광역시,1461463.0,2018,8,893915.0,35.15484,126.836647
668,광주광역시,1461790.0,2018,9,765904.0,35.15484,126.836647
669,광주광역시,1461904.0,2018,10,644127.0,35.15484,126.836647
670,광주광역시,1461009.0,2018,11,672600.0,35.15484,126.836647
671,광주광역시,1459336.0,2018,12,716811.0,35.15484,126.836647
672,광주광역시,1459832.0,2019,1,801473.0,35.15484,126.836647
673,광주광역시,1459208.0,2019,2,741799.0,35.15484,126.836647
674,광주광역시,1458930.0,2019,3,682608.0,35.15484,126.836647
675,광주광역시,1458940.0,2019,4,706907.0,35.15484,126.836647
676,광주광역시,1459003.0,2019,5,653102.0,35.15484,126.836647
677,광주광역시,1459024.0,2019,6,673983.0,35.15484,126.836647
678,광주광역시,1459486.0,2019,7,726581.0,35.15484,126.836647
679,광주광역시,1459438.0,2019,8,821995.0,35.15484,126.836647
680,광주광역시,1459632.0,2019,9,756642.0,35.15484,126.836647
681,광주광역시,1459360.0,2019,10,663822.0,35.15484,126.836647
682,광주광역시,1458915.0,2019,11,663133.0,35.15484,126.836647
683,광주광역시,1456468.0,2019,12,711251.0,35.15484,126.836647
684,광주광역시,1456688.0,2020,1,756532.0,35.15484,126.836647
685,광주광역시,1456121.0,2020,2,740068.0,35.15484,126.836647
686,광주광역시,1455705.0,2020,3,696886.0,35.15484,126.836647
687,광주광역시,1456096.0,2020,4,660659.0,35.15484,126.836647
688,광주광역시,1455533.0,2020,5,610865.0,35.15484,126.836647
689,광주광역시,1455048.0,2020,6,685306.0,35.15484,126.836647
690,광주광역시,1454709.0,2020,7,723738.0,35.15484,126.836647
691,광주광역시,1454154.0,2020,8,785930.0,35.15484,126.836647
692,광주광역시,1453952.0,2020,9,810366.0,35.15484,126.836647
693,광주광역시,1452994.0,2020,10,644709.0,35.15484,126.836647
694,광주광역시,1451993.0,2020,11,681435.0,35.15484,126.836647
695,광주광역시,1450062.0,2020,12,734615.0,35.15484,126.836647
696,광주광역시,1449115.0,2021,1,811864.0,35.15484,126.836647
697,광주광역시,1447953.0,2021,2,767227.0,35.15484,126.836647
698,광주광역시,1445473.0,2021,3,697761.0,35.15484,126.836647
699,광주광역시,1444787.0,2021,4,696052.0,35.15484,126.836647
700,광주광역시,1443154.0,2021,5,659751.0,35.15484,126.836647
701,광주광역시,1442647.0,2021,6,713735.0,35.15484,126.836647
702,광주광역시,1442482.0,2021,7,790946.0,35.15484,126.836647
703,광주광역시,1441970.0,2021,8,876521.0,35.15484,126.836647
704,광주광역시,1442827.0,2021,9,781758.0,35.15484,126.836647
705,광주광역시,1442454.0,2021,10,705604.0,35.15484,126.836647
706,광주광역시,1442138.0,2021,11,710814.0,35.15484,126.836647
707,광주광역시,1441611.0,2021,12,761414.0,35.15484,126.836647
708,광주광역시,1441636.0,2022,1,,,
709,광주광역시,1440032.0,2022,2,,,
710,광주광역시,1438463.0,2022,3,,,
711,광주광역시,1436916.0,2022,4,,,
712,광주광역시,1436012.0,2022,5,,,
713,광주광역시,1435378.0,2022,6,,,
714,광주광역시,1434703.0,2022,7,,,
715,광주광역시,1434397.0,2022,8,,,
716,광주광역시,1432856.0,2022,9,,,
717,광주광역시,1432651.0,2022,10,,,
718,광주광역시,1432049.0,2022,11,,,
719,광주광역시,1431050.0,2022,12,,,
720,대전광역시,1504617.0,2011,1,877248.0,36.339403,127.396923
721,대전광역시,1506136.0,2011,2,825822.0,36.339403,127.396923
722,대전광역시,1506995.0,2011,3,757165.0,36.339403,127.396923
723,대전광역시,1507751.0,2011,4,739750.0,36.339403,127.396923
724,대전광역시,1509032.0,2011,5,685169.0,36.339403,127.396923
725,대전광역시,1509963.0,2011,6,710217.0,36.339403,127.396923
726,대전광역시,1510468.0,2011,7,764457.0,36.339403,127.396923
727,대전광역시,1511531.0,2011,8,816201.0,36.339403,127.396923
728,대전광역시,1512557.0,2011,9,749635.0,36.339403,127.396923
729,대전광역시,1513877.0,2011,10,673068.0,36.339403,127.396923
730,대전광역시,1514979.0,2011,11,698819.0,36.339403,127.396923
731,대전광역시,1515603.0,2011,12,762226.0,36.339403,127.396923
732,대전광역시,1517299.0,2012,1,849569.0,36.339403,127.396923
733,대전광역시,1518651.0,2012,2,846326.0,36.339403,127.396923
734,대전광역시,1519490.0,2012,3,785989.0,36.339403,127.396923
735,대전광역시,1520628.0,2012,4,745833.0,36.339403,127.396923
736,대전광역시,1521659.0,2012,5,689589.0,36.339403,127.396923
737,대전광역시,1522595.0,2012,6,711321.0,36.339403,127.396923
738,대전광역시,1522581.0,2012,7,752158.0,36.339403,127.396923
739,대전광역시,1522189.0,2012,8,835728.0,36.339403,127.396923
740,대전광역시,1522880.0,2012,9,748795.0,36.339403,127.396923
741,대전광역시,1523647.0,2012,10,664620.0,36.339403,127.396923
742,대전광역시,1524566.0,2012,11,721467.0,36.339403,127.396923
743,대전광역시,1524583.0,2012,12,808709.0,36.339403,127.396923
744,대전광역시,1525888.0,2013,1,889173.0,36.339403,127.396923
745,대전광역시,1527383.0,2013,2,824259.0,36.339403,127.396923
746,대전광역시,1527857.0,2013,3,752100.0,36.339403,127.396923
747,대전광역시,1528578.0,2013,4,744219.0,36.339403,127.396923
748,대전광역시,1529085.0,2013,5,706844.0,36.339403,127.396923
749,대전광역시,1529655.0,2013,6,726457.0,36.339403,127.396923
750,대전광역시,1530226.0,2013,7,781617.0,36.339403,127.396923
751,대전광역시,1530908.0,2013,8,848615.0,36.339403,127.396923
752,대전광역시,1531418.0,2013,9,757394.0,36.339403,127.396923
753,대전광역시,1532456.0,2013,10,686707.0,36.339403,127.396923
754,대전광역시,1533114.0,2013,11,715260.0,36.339403,127.396923
755,대전광역시,1532811.0,2013,12,792494.0,36.339403,127.396923
756,대전광역시,1533497.0,2014,1,841296.0,36.339403,127.396923
757,대전광역시,1534335.0,2014,2,806306.0,36.339403,127.396923
758,대전광역시,1534954.0,2014,3,757265.0,36.339403,127.396923
759,대전광역시,1535367.0,2014,4,732896.0,36.339403,127.396923
760,대전광역시,1535415.0,2014,5,690037.0,36.339403,127.396923
761,대전광역시,1535701.0,2014,6,725186.0,36.339403,127.396923
762,대전광역시,1536349.0,2014,7,782699.0,36.339403,127.396923
763,대전광역시,1536286.0,2014,8,798517.0,36.339403,127.396923
764,대전광역시,1535815.0,2014,9,734372.0,36.339403,127.396923
765,대전광역시,1535028.0,2014,10,699688.0,36.339403,127.396923
766,대전광역시,1534041.0,2014,11,724232.0,36.339403,127.396923
767,대전광역시,1531809.0,2014,12,810030.0,36.339403,127.396923
768,대전광역시,1531287.0,2015,1,875517.0,36.339403,127.396923
769,대전광역시,1529431.0,2015,2,815725.0,36.339403,127.396923
770,대전광역시,1528090.0,2015,3,761115.0,36.339403,127.396923
771,대전광역시,1527314.0,2015,4,746537.0,36.339403,127.396923
772,대전광역시,1526568.0,2015,5,698243.0,36.339403,127.396923
773,대전광역시,1525656.0,2015,6,735488.0,36.339403,127.396923
774,대전광역시,1525195.0,2015,7,760448.0,36.339403,127.396923
775,대전광역시,1524025.0,2015,8,851386.0,36.339403,127.396923
776,대전광역시,1523338.0,2015,9,769249.0,36.339403,127.396923
777,대전광역시,1522288.0,2015,10,691185.0,36.339403,127.396923
778,대전광역시,1521142.0,2015,11,704168.0,36.339403,127.396923
779,대전광역시,1518775.0,2015,12,773675.0,36.339403,127.396923
780,대전광역시,1518024.0,2016,1,846242.0,36.339403,127.396923
781,대전광역시,1517716.0,2016,2,844537.0,36.339403,127.396923
782,대전광역시,1517118.0,2016,3,790757.0,36.339403,127.396923
783,대전광역시,1516904.0,2016,4,738081.0,36.339403,127.396923
784,대전광역시,1516494.0,2016,5,705223.0,36.339403,127.396923
785,대전광역시,1516208.0,2016,6,751192.0,36.339403,127.396923
786,대전광역시,1516291.0,2016,7,801595.0,36.339403,127.396923
787,대전광역시,1516165.0,2016,8,907682.0,36.339403,127.396923
788,대전광역시,1516241.0,2016,9,792137.0,36.339403,127.396923
789,대전광역시,1515787.0,2016,10,696965.0,36.339403,127.396923
790,대전광역시,1515394.0,2016,11,717172.0,36.339403,127.396923
791,대전광역시,1514370.0,2016,12,788049.0,36.339403,127.396923
792,대전광역시,1514354.0,2017,1,848529.0,36.339403,127.396923
793,대전광역시,1513877.0,2017,2,848651.0,36.339403,127.396923
794,대전광역시,1512189.0,2017,3,779387.0,36.339403,127.396923
795,대전광역시,1511396.0,2017,4,748954.0,36.339403,127.396923
796,대전광역시,1509587.0,2017,5,700348.0,36.339403,127.396923
797,대전광역시,1508137.0,2017,6,741221.0,36.339403,127.396923
798,대전광역시,1507597.0,2017,7,826381.0,36.339403,127.396923
799,대전광역시,1507116.0,2017,8,895488.0,36.339403,127.396923
800,대전광역시,1506741.0,2017,9,787503.0,36.339403,127.396923
801,대전광역시,1505829.0,2017,10,680663.0,36.339403,127.396923
802,대전광역시,1504307.0,2017,11,730894.0,36.339403,127.396923
803,대전광역시,1502227.0,2017,12,835787.0,36.339403,127.396923
804,대전광역시,1501378.0,2018,1,905302.0,36.339403,127.396923
805,대전광역시,1499187.0,2018,2,885432.0,36.339403,127.396923
806,대전광역시,1497572.0,2018,3,784247.0,36.339403,127.396923
807,대전광역시,1496123.0,2018,4,752264.0,36.339403,127.396923
808,대전광역시,1495234.0,2018,5,719715.0,36.339403,127.396923
809,대전광역시,1494878.0,2018,6,758538.0,36.339403,127.396923
810,대전광역시,1495029.0,2018,7,824653.0,36.339403,127.396923
811,대전광역시,1494286.0,2018,8,979932.0,36.339403,127.396923
812,대전광역시,1493654.0,2018,9,816848.0,36.339403,127.396923
813,대전광역시,1492589.0,2018,10,694831.0,36.339403,127.396923
814,대전광역시,1491716.0,2018,11,727020.0,36.339403,127.396923
815,대전광역시,1489936.0,2018,12,800046.0,36.339403,127.396923
816,대전광역시,1488725.0,2019,1,884590.0,36.339403,127.396923
817,대전광역시,1487605.0,2019,2,814190.0,36.339403,127.396923
818,대전광역시,1486647.0,2019,3,759955.0,36.339403,127.396923
819,대전광역시,1485509.0,2019,4,753138.0,36.339403,127.396923
820,대전광역시,1484398.0,2019,5,707813.0,36.339403,127.396923
821,대전광역시,1482938.0,2019,6,732298.0,36.339403,127.396923
822,대전광역시,1481701.0,2019,7,786884.0,36.339403,127.396923
823,대전광역시,1480520.0,2019,8,898970.0,36.339403,127.396923
