,년월,연도,월,시도,사용량,주택가격변동률
544,2018_3,2018,3,강원도,1485135,-0.02
545,2018_3,2018,3,경기도,9993520,-0.52
546,2018_3,2018,3,경상남도,2967940,-0.07
547,2018_3,2018,3,경상북도,3850248,0.43
548,2018_3,2018,3,광주광역시,698660,0
549,2018_3,2018,3,대구광역시,1253100,0.16
550,2018_3,2018,3,대전광역시,784247,-0.13
551,2018_3,2018,3,부산광역시,1714122,-0.17
552,2018_3,2018,3,서울특별시,3657824,-0.49
553,2018_3,2018,3,세종특별자치시,251895,0
554,2018_3,2018,3,울산광역시,2696446,-0.12
555,2018_3,2018,3,인천광역시,2050296,-0.5
556,2018_3,2018,3,전라남도,2621639,0.1
557,2018_3,2018,3,전라북도,1926654,-0.42
558,2018_3,2018,3,제주특별자치도,431990,-0.01
559,2018_3,2018,3,충청남도,4370209,0.32
560,2018_3,2018,3,충청북도,2182346,-0.05
561,2019_3,2019,3,강원도,1401415,-0.03
562,2019_3,2019,3,경기도,10069948,-0.46
563,2019_3,2019,3,경상남도,2903814,-0.05
564,2019_3,2019,3,경상북도,3868963,0.28
565,2019_3,2019,3,광주광역시,682608,0.01
566,2019_3,2019,3,대구광역시,1213326,0.2
567,2019_3,2019,3,대전광역시,759955,0.08
568,2019_3,2019,3,부산광역시,1652037,-0.08
569,2019_3,2019,3,서울특별시,3582654,-0.42
570,2019_3,2019,3,세종특별자치시,259636,0
571,2019_3,2019,3,울산광역시,2809607,0.03
572,2019_3,2019,3,인천광역시,2006746,-0.49
573,2019_3,2019,3,전라남도,2831531,0.03
574,2019_3,2019,3,전라북도,1934090,-0.24
575,2019_3,2019,3,제주특별자치도,451731,0
576,2019_3,2019,3,충청남도,4414219,0.29
577,2019_3,2019,3,충청북도,2246393,0.07
578,2020_3,2020,3,강원도,1400869,-0.03
579,2020_3,2020,3,경기도,10401852,-0.41
580,2020_3,2020,3,경상남도,2954776,-0.03
581,2020_3,2020,3,경상북도,3480140,0.31
582,2020_3,2020,3,광주광역시,696886,0.1
583,2020_3,2020,3,대구광역시,1200565,0.26
584,2020_3,2020,3,대전광역시,771329,0.17
585,2020_3,2020,3,부산광역시,1670111,-0.08
586,2020_3,2020,3,서울특별시,3657444,-0.37
587,2020_3,2020,3,세종특별자치시,280549,0
588,2020_3,2020,3,울산광역시,2856122,0.26
589,2020_3,2020,3,인천광역시,1997984,-0.41
590,2020_3,2020,3,전라남도,2603919,-0.27
591,2020_3,2020,3,전라북도,1740083,-0.4
592,2020_3,2020,3,제주특별자치도,451371,-0.02
593,2020_3,2020,3,충청남도,4415486,0.26
594,2020_3,2020,3,충청북도,2291113,0.16
595,2021_3,2021,3,강원도,1395074,-0.01
596,2021_3,2021,3,경기도,10668287,-0.46
597,2021_3,2021,3,경상남도,2991661,-0.21
598,2021_3,2021,3,경상북도,3621472,0.34
599,2021_3,2021,3,광주광역시,697761,0.14
600,2021_3,2021,3,대구광역시,1222748,0.66
601,2021_3,2021,3,대전광역시,771955,0.01
602,2021_3,2021,3,부산광역시,1656492,-0.17
603,2021_3,2021,3,서울특별시,3550751,-0.49
604,2021_3,2021,3,세종특별자치시,296000,0.71
605,2021_3,2021,3,울산광역시,2812601,-0.2
606,2021_3,2021,3,인천광역시,2021302,-0.65
607,2021_3,2021,3,전라남도,2724005,-0.06
608,2021_3,2021,3,전라북도,1771153,-0.72
609,2021_3,2021,3,제주특별자치도,450805,-0.05
610,2021_3,2021,3,충청남도,4077387,0.65
611,2021_3,2021,3,충청북도,2344911,0.19
612,2010_4,2010,4,강원도,1317499,-0.05
613,2010_4,2010,4,경기도,7727001,-0.53
614,2010_4,2010,4,경상남도,2665253,-0.26
615,2010_4,2010,4,경상북도,3454660,0.34
616,2010_4,2010,4,광주광역시,642843,0.01
617,2010_4,2010,4,대구광역시,1199557,0.56
618,2010_4,2010,4,대전광역시,724076,0.04
619,2010_4,2010,4,부산광역시,1682021,-0.19
620,2010_4,2010,4,서울특별시,3719082,-0.51
621,2010_4,2010,4,세종특별자치시,0,0.81
622,2010_4,2010,4,울산광역시,2170165,-0.1
623,2010_4,2010,4,인천광역시,1825715,-0.64
624,2010_4,2010,4,전라남도,2049713,-0.08
625,2010_4,2010,4,전라북도,1609044,-0.45
626,2010_4,2010,4,제주특별자치도,300520,-0.06
627,2010_4,2010,4,충청남도,3198820,0.27
628,2010_4,2010,4,충청북도,1682392,-0.05
629,2011_4,2011,4,강원도,1361937,-0.08
630,2011_4,2011,4,경기도,7992730,-0.36
631,2011_4,2011,4,경상남도,2770642,-0.12
632,2011_4,2011,4,경상북도,3721268,0.24
633,2011_4,2011,4,광주광역시,669154,0.08
634,2011_4,2011,4,대구광역시,1216588,0.21
635,2011_4,2011,4,대전광역시,739750,-0.07
636,2011_4,2011,4,부산광역시,1709300,-0.14
637,2011_4,2011,4,서울특별시,3682652,-0.31
638,2011_4,2011,4,세종특별자치시,0,0.73
639,2011_4,2011,4,울산광역시,2326725,-0.16
640,2011_4,2011,4,인천광역시,1859019,-0.48
641,2011_4,2011,4,전라남도,2310756,-0.13
642,2011_4,2011,4,전라북도,1764514,-0.06
643,2011_4,2011,4,제주특별자치도,314060,-0.01
644,2011_4,2011,4,충청남도,3521544,0.11
645,2011_4,2011,4,충청북도,1755631,0.05
646,2012_4,2012,4,강원도,1382879,-0.2
647,2012_4,2012,4,경기도,8233401,-0.28
648,2012_4,2012,4,경상남도,2785022,0.05
649,2012_4,2012,4,경상북도,3769210,0.37
650,2012_4,2012,4,광주광역시,675943,0.14
651,2012_4,2012,4,대구광역시,1229268,0.25
652,2012_4,2012,4,대전광역시,745833,0.05
653,2012_4,2012,4,부산광역시,1710623,-0.09
654,2012_4,2012,4,서울특별시,3695515,-0.08
655,2012_4,2012,4,세종특별자치시,0,0.79
656,2012_4,2012,4,울산광역시,2344787,-0.12
657,2012_4,2012,4,인천광역시,1847382,-0.43
658,2012_4,2012,4,전라남도,2311276,-0.12
659,2012_4,2012,4,전라북도,1862254,-0.08
660,2012_4,2012,4,제주특별자치도,327775,-0.01
661,2012_4,2012,4,충청남도,3759126,0.15
662,2012_4,2012,4,충청북도,1804075,0.07
663,2013_4,2013,4,강원도,1373728,-0.03
664,2013_4,2013,4,경기도,8420099,-0.08
665,2013_4,2013,4,경상남도,2810317,0.27
666,2013_4,2013,4,경상북도,3721222,0.4
667,2013_4,2013,4,광주광역시,682512,0.24
668,2013_4,2013,4,대구광역시,1220101,0.87
669,2013_4,2013,4,대전광역시,744219,0.2
670,2013_4,2013,4,부산광역시,1666780,0.06
671,2013_4,2013,4,서울특별시,3638393,0.04
672,2013_4,2013,4,세종특별자치시,193422,0.63
673,2013_4,2013,4,울산광역시,2389607,0.12
674,2013_4,2013,4,인천광역시,1858262,0.16
675,2013_4,2013,4,전라남도,2526041,-0.1
676,2013_4,2013,4,전라북도,1859911,0.03
677,2013_4,2013,4,제주특별자치도,342968,-0.04
678,2013_4,2013,4,충청남도,3708208,0.17
679,2013_4,2013,4,충청북도,1848760,0.31
680,2014_4,2014,4,강원도,1313298,0.11
681,2014_4,2014,4,경기도,8295696,0.14
682,2014_4,2014,4,경상남도,2820219,0.31
683,2014_4,2014,4,경상북도,3880598,0.47
684,2014_4,2014,4,광주광역시,671402,0.17
685,2014_4,2014,4,대구광역시,1222595,0.75
686,2014_4,2014,4,대전광역시,732896,0.07
687,2014_4,2014,4,부산광역시,1665838,0.07
688,2014_4,2014,4,서울특별시,3466188,0.15
689,2014_4,2014,4,세종특별자치시,200310,0.53
690,2014_4,2014,4,울산광역시,2493939,0.05
691,2014_4,2014,4,인천광역시,1815977,0.02
692,2014_4,2014,4,전라남도,2709942,-0.04
693,2014_4,2014,4,전라북도,1871011,0.0
694,2014_4,2014,4,제주특별자치도,362046,-0.03
695,2014_4,2014,4,충청남도,3889221,0.25
696,2014_4,2014,4,충청북도,1842677,0.1
697,2015_4,2015,4,강원도,1376925,-0.12
698,2015_4,2015,4,경기도,8597671,0.02
699,2015_4,2015,4,경상남도,2888704,0.07
700,2015_4,2015,4,경상북도,3821201,0.44
701,2015_4,2015,4,광주광역시,682684,0.09
702,2015_4,2015,4,대구광역시,1244033,0.87
703,2015_4,2015,4,대전광역시,746537,0.0
704,2015_4,2015,4,부산광역시,1671290,-0.03
705,2015_4,2015,4,서울특별시,3512071,-0.24
706,2015_4,2015,4,세종특별자치시,222824,0.37
707,2015_4,2015,4,울산광역시,2510891,0.12
708,2015_4,2015,4,인천광역시,1913281,-0.02
709,2015_4,2015,4,전라남도,2789053,-0.05
710,2015_4,2015,4,전라북도,1902282,-0.2
711,2015_4,2015,4,제주특별자치도,381372,0.01
712,2015_4,2015,4,충청남도,3879019,0.21
713,2015_4,2015,4,충청북도,1924405,0.13
714,2016_4,2016,4,강원도,1451457,-0.04
715,2016_4,2016,4,경기도,8712878,-0.24
716,2016_4,2016,4,경상남도,2864110,0.01
717,2016_4,2016,4,경상북도,3683982,0.68
718,2016_4,2016,4,광주광역시,675078,-0.03
719,2016_4,2016,4,대구광역시,1216827,1.16
720,2016_4,2016,4,대전광역시,738081,-0.2
721,2016_4,2016,4,부산광역시,1647106,-0.1
722,2016_4,2016,4,서울특별시,3457927,-0.43
723,2016_4,2016,4,세종특별자치시,225166,0.09
724,2016_4,2016,4,울산광역시,2652322,0.05
725,2016_4,2016,4,인천광역시,1903770,-0.1
726,2016_4,2016,4,전라남도,2666903,-0.23
727,2016_4,2016,4,전라북도,1862918,-0.13
728,2016_4,2016,4,제주특별자치도,393203,-0.02
729,2016_4,2016,4,충청남도,3938652,0.11
730,2016_4,2016,4,충청북도,2033076,0.08
731,2017_4,2017,4,강원도,1390748,-0.07
732,2017_4,2017,4,경기도,9094729,-0.23
733,2017_4,2017,4,경상남도,2879081,-0.07
734,2017_4,2017,4,경상북도,3668403,0.27
735,2017_4,2017,4,광주광역시,698719,-0.06
736,2017_4,2017,4,대구광역시,1234859,0.63
737,2017_4,2017,4,대전광역시,748954,-0.26
738,2017_4,2017,4,부산광역시,1696125,-0.1
739,2017_4,2017,4,서울특별시,3470755,-0.41
740,2017_4,2017,4,세종특별자치시,234700,-0.24
741,2017_4,2017,4,울산광역시,2559430,-0.16
742,2017_4,2017,4,인천광역시,1945739,-0.14
743,2017_4,2017,4,전라남도,2791508,-0.22
744,2017_4,2017,4,전라북도,1882119,-0.09
745,2017_4,2017,4,제주특별자치도,418497,-0.09
746,2017_4,2017,4,충청남도,4069578,0.06
747,2017_4,2017,4,충청북도,2027116,0.05
748,2018_4,2018,4,강원도,1370294,0.1
749,2018_4,2018,4,경기도,9563138,0.0
750,2018_4,2018,4,경상남도,2840554,0.06
751,2018_4,2018,4,경상북도,3740997,0.35
752,2018_4,2018,4,광주광역시,685493,-0.02
753,2018_4,2018,4,대구광역시,1230455,0.49
754,2018_4,2018,4,대전광역시,752264,-0.07
755,2018_4,2018,4,부산광역시,1675122,-0.04
756,2018_4,2018,4,서울특별시,3503967,0.0
757,2018_4,2018,4,세종특별자치시,241693,0.04
758,2018_4,2018,4,울산광역시,2620459,-0.02
759,2018_4,2018,4,인천광역시,1959511,0.0
760,2018_4,2018,4,전라남도,3292919,-0.07
761,2018_4,2018,4,전라북도,1876137,-0.1
762,2018_4,2018,4,제주특별자치도,430151,-0.06
763,2018_4,2018,4,충청남도,4158538,0.1
764,2018_4,2018,4,충청북도,2090819,0.12
765,2019_4,2019,4,강원도,1376039,0.18
766,2019_4,2019,4,경기도,9948716,0.32
767,2019_4,2019,4,경상남도,2853723,0.24
768,2019_4,2019,4,경상북도,3763435,0.56
769,2019_4,2019,4,광주광역시,706907,0.08
770,2019_4,2019,4,대구광역시,1228571,0.73
771,2019_4,2019,4,대전광역시,753138,0.2
772,2019_4,2019,4,부산광역시,1669235,0.16
773,2019_4,2019,4,서울특별시,3591552,0.33
774,2019_4,2019,4,세종특별자치시,259582,0.3
775,2019_4,2019,4,울산광역시,2677516,0.2
776,2019_4,2019,4,인천광역시,1975424,0.35
777,2019_4,2019,4,전라남도,2791913,-0.07
778,2019_4,2019,4,전라북도,1887329,-0.02
779,2019_4,2019,4,제주특별자치도,460017,0.06
780,2019_4,2019,4,충청남도,4272633,0.36
781,2019_4,2019,4,충청북도,2224874,0.09
782,2020_4,2020,4,강원도,1346006,0.18
783,2020_4,2020,4,경기도,9788491,0.15
784,2020_4,2020,4,경상남도,2735448,0.11
785,2020_4,2020,4,경상북도,3313283,0.45
786,2020_4,2020,4,광주광역시,660659,0.14
787,2020_4,2020,4,대구광역시,1137812,0.85
788,2020_4,2020,4,대전광역시,720330,0.15
789,2020_4,2020,4,부산광역시,1607069,0.08
790,2020_4,2020,4,서울특별시,3410967,0.06
791,2020_4,2020,4,세종특별자치시,264607,0.23
792,2020_4,2020,4,울산광역시,2702238,0.24
793,2020_4,2020,4,인천광역시,1884823,0.32
794,2020_4,2020,4,전라남도,2587626,-0.02
795,2020_4,2020,4,전라북도,1642399,0.02
796,2020_4,2020,4,제주특별자치도,445261,0.13
797,2020_4,2020,4,충청남도,4072519,0.47
798,2020_4,2020,4,충청북도,2155659,0.17
799,2021_4,2021,4,강원도,1334516,0.18
800,2021_4,2021,4,경기도,10338339,0.12
801,2021_4,2021,4,경상남도,2881552,0.07
802,2021_4,2021,4,경상북도,3619611,0.49
803,2021_4,2021,4,광주광역시,696052,0.02
804,2021_4,2021,4,대구광역시,1210022,1.15
805,2021_4,2021,4,대전광역시,751324,0.16
806,2021_4,2021,4,부산광역시,1654340,0.08
807,2021_4,2021,4,서울특별시,3449257,-0.03
808,2021_4,2021,4,세종특별자치시,287524,0.15
809,2021_4,2021,4,울산광역시,2716614,0.03
810,2021_4,2021,4,인천광역시,1952161,0.12
811,2021_4,2021,4,전라남도,2670493,-0.06
812,2021_4,2021,4,전라북도,1725471,0.02
813,2021_4,2021,4,제주특별자치도,461823,0.36
814,2021_4,2021,4,충청남도,3876573,0.35
815,2021_4,2021,4,충청북도,2274004,0.3
816,2010_5,2010,5,강원도,1185530,0.09
817,2010_5,2010,5,경기도,7156767,0.21
818,2010_5,2010,5,경상남도,2453568,0.11
819,2010_5,2010,5,경상북도,3321968,0.79
820,2010_5,2010,5,광주광역시,603935,0.02
821,2010_5,2010,5,대구광역시,1100160,1.2
822,2010_5,2010,5,대전광역시,664428,0.32
823,2010_5,2010,5,부산광역시,1571566,0.02
824,2010_5,2010,5,서울특별시,3426951,0.23
825,2010_5,2010,5,세종특별자치시,0,0.18
826,2010_5,2010,5,울산광역시,2200352,0.05
827,2010_5,2010,5,인천광역시,1707125,0.05
828,2010_5,2010,5,전라남도,1991208,-0.14
829,2010_5,2010,5,전라북도,1523156,0.0
830,2010_5,2010,5,제주특별자치도,275117,0.28
831,2010_5,2010,5,충청남도,3068283,0.31
832,2010_5,2010,5,충청북도,1559121,0.21
833,2011_5,2011,5,강원도,1245617,-0.03
834,2011_5,2011,5,경기도,7414139,0.29
835,2011_5,2011,5,경상남도,2557899,0.09
836,2011_5,2011,5,경상북도,3610096,0.47
837,2011_5,2011,5,광주광역시,615840,0.21
838,2011_5,2011,5,대구광역시,1126409,0.67
839,2011_5,2011,5,대전광역시,685169,-0.02
840,2011_5,2011,5,부산광역시,1560035,0.08
841,2011_5,2011,5,서울특별시,3425703,0.23
842,2011_5,2011,5,세종특별자치시,0,0.13
843,2011_5,2011,5,울산광역시,2330604,0.18
844,2011_5,2011,5,인천광역시,1748862,0.15
845,2011_5,2011,5,전라남도,2075964,-0.1
846,2011_5,2011,5,전라북도,1691075,-0.07
847,2011_5,2011,5,제주특별자치도,283081,0.1
848,2011_5,2011,5,충청남도,3457266,0.14
849,2011_5,2011,5,충청북도,1626675,0.04
850,2012_5,2012,5,강원도,1230593,0.03
851,2012_5,2012,5,경기도,7590572,0.34
852,2012_5,2012,5,경상남도,2541447,0.18
853,2012_5,2012,5,경상북도,3695830,0.36
854,2012_5,2012,5,광주광역시,626117,0.06
855,2012_5,2012,5,대구광역시,1135952,0.54
856,2012_5,2012,5,대전광역시,689589,0.03
857,2012_5,2012,5,부산광역시,1588494,0.08
858,2012_5,2012,5,서울특별시,3483656,0.22
859,2012_5,2012,5,세종특별자치시,0,-0.01
860,2012_5,2012,5,울산광역시,2437236,0.21
861,2012_5,2012,5,인천광역시,1757729,0.33
862,2012_5,2012,5,전라남도,2247817,-0.07
863,2012_5,2012,5,전라북도,1733219,0.03
864,2012_5,2012,5,제주특별자치도,293722,-0.01
865,2012_5,2012,5,충청남도,3633802,0.26
866,2012_5,2012,5,충청북도,1689926,0.21
867,2013_5,2013,5,강원도,1281395,-0.03
868,2013_5,2013,5,경기도,7916514,-0.07
869,2013_5,2013,5,경상남도,2624201,0.2
870,2013_5,2013,5,경상북도,3696496,0.31
871,2013_5,2013,5,광주광역시,637641,0.12
872,2013_5,2013,5,대구광역시,1166224,0.51
873,2013_5,2013,5,대전광역시,706844,-0.04
874,2013_5,2013,5,부산광역시,1569179,0.05
875,2013_5,2013,5,서울특별시,3439856,-0.01
876,2013_5,2013,5,세종특별자치시,182642,-0.01
877,2013_5,2013,5,울산광역시,2470095,0.24
878,2013_5,2013,5,인천광역시,1767068,0.13
879,2013_5,2013,5,전라남도,2563413,-0.02
880,2013_5,2013,5,전라북도,1773454,-0.11
881,2013_5,2013,5,제주특별자치도,315090,0.02
882,2013_5,2013,5,충청남도,3659904,0.25
883,2013_5,2013,5,충청북도,1689801,0.12
884,2014_5,2014,5,강원도,1222477,0.0
885,2014_5,2014,5,경기도,7798652,-0.1
886,2014_5,2014,5,경상남도,2590845,0.14
887,2014_5,2014,5,경상북도,3727121,0.23
888,2014_5,2014,5,광주광역시,623437,0.05
889,2014_5,2014,5,대구광역시,1143206,0.38
890,2014_5,2014,5,대전광역시,690037,-0.12
891,2014_5,2014,5,부산광역시,1552138,0.05
892,2014_5,2014,5,서울특별시,3305028,-0.07
893,2014_5,2014,5,세종특별자치시,189968,-0.17
894,2014_5,2014,5,울산광역시,2487662,0.26
895,2014_5,2014,5,인천광역시,1733900,0.04
896,2014_5,2014,5,전라남도,2614251,0.01
897,2014_5,2014,5,전라북도,1794560,-0.08
898,2014_5,2014,5,제주특별자치도,332179,0.0
899,2014_5,2014,5,충청남도,3820255,0.15
900,2014_5,2014,5,충청북도,1751911,0.13
901,2015_5,2015,5,강원도,1265816,-0.05
902,2015_5,2015,5,경기도,7993045,-0.04
903,2015_5,2015,5,경상남도,2632161,0.13
904,2015_5,2015,5,경상북도,3668209,0.17
905,2015_5,2015,5,광주광역시,628402,0.03
906,2015_5,2015,5,대구광역시,1149079,0.19
907,2015_5,2015,5,대전광역시,698243,-0.07
908,2015_5,2015,5,부산광역시,1554462,0.04
909,2015_5,2015,5,서울특별시,3324249,-0.07
910,2015_5,2015,5,세종특별자치시,201272,-0.07
911,2015_5,2015,5,울산광역시,2523196,0.39
912,2015_5,2015,5,인천광역시,1796751,-0.02
913,2015_5,2015,5,전라남도,2777120,-0.11
914,2015_5,2015,5,전라북도,1794605,-0.08
915,2015_5,2015,5,제주특별자치도,344375,-0.14
916,2015_5,2015,5,충청남도,3725601,0.22
917,2015_5,2015,5,충청북도,1799404,0.16
918,2016_5,2016,5,강원도,1263447,-0.01
919,2016_5,2016,5,경기도,8135623,-0.03
920,2016_5,2016,5,경상남도,2638097,0.15
921,2016_5,2016,5,경상북도,3605061,0.13
922,2016_5,2016,5,광주광역시,630983,0.12
923,2016_5,2016,5,대구광역시,1143952,0.2
924,2016_5,2016,5,대전광역시,705223,-0.01
925,2016_5,2016,5,부산광역시,1558585,0.09
926,2016_5,2016,5,서울특별시,3340823,-0.04
927,2016_5,2016,5,세종특별자치시,211516,-0.18
928,2016_5,2016,5,울산광역시,2653567,0.39
929,2016_5,2016,5,인천광역시,1844211,0.02
930,2016_5,2016,5,전라남도,2681434,-0.14
931,2016_5,2016,5,전라북도,1777979,-0.12
932,2016_5,2016,5,제주특별자치도,355822,0.05
933,2016_5,2016,5,충청남도,3822073,0.14
934,2016_5,2016,5,충청북도,1867194,0.19
935,2017_5,2017,5,강원도,1260135,0.02
936,2017_5,2017,5,경기도,8531719,0.11
937,2017_5,2017,5,경상남도,2587207,0.22
938,2017_5,2017,5,경상북도,3553235,0.13
939,2017_5,2017,5,광주광역시,634699,0.1
940,2017_5,2017,5,대구광역시,1147637,0.29
941,2017_5,2017,5,대전광역시,700348,0.08
942,2017_5,2017,5,부산광역시,1584172,0.09
943,2017_5,2017,5,서울특별시,3290791,0.05
944,2017_5,2017,5,세종특별자치시,221324,-0.17
945,2017_5,2017,5,울산광역시,2593991,0.31
946,2017_5,2017,5,인천광역시,1867276,0.07
947,2017_5,2017,5,전라남도,2706545,-0.13
948,2017_5,2017,5,전라북도,1793382,-0.06
949,2017_5,2017,5,제주특별자치도,373246,0.11
950,2017_5,2017,5,충청남도,3974477,0.04
951,2017_5,2017,5,충청북도,1923713,0.09
952,2018_5,2018,5,강원도,1262858,0.03
953,2018_5,2018,5,경기도,9270783,0.38
954,2018_5,2018,5,경상남도,2664333,0.22
955,2018_5,2018,5,경상북도,3735654,0.19
956,2018_5,2018,5,광주광역시,648945,0.14
957,2018_5,2018,5,대구광역시,1176277,0.44
958,2018_5,2018,5,대전광역시,719715,0.18
959,2018_5,2018,5,부산광역시,1594722,0.13
960,2018_5,2018,5,서울특별시,3366946,0.25
961,2018_5,2018,5,세종특별자치시,235345,-0.07
962,2018_5,2018,5,울산광역시,2753446,0.31
963,2018_5,2018,5,인천광역시,1865680,0.22
964,2018_5,2018,5,전라남도,2838286,0.04
965,2018_5,2018,5,전라북도,1831040,0.03
966,2018_5,2018,5,제주특별자치도,395955,0.11
967,2018_5,2018,5,충청남도,4128141,0.14
968,2018_5,2018,5,충청북도,2042345,0.26
969,2019_5,2019,5,강원도,1267172,0.09
970,2019_5,2019,5,경기도,9416781,0.3
971,2019_5,2019,5,경상남도,2664244,0.28
972,2019_5,2019,5,경상북도,3611013,0.25
973,2019_5,2019,5,광주광역시,653102,0.17
974,2019_5,2019,5,대구광역시,1170519,0.43
975,2019_5,2019,5,대전광역시,707813,0.2
976,2019_5,2019,5,부산광역시,1596068,0.2
977,2019_5,2019,5,서울특별시,3419987,0.25
978,2019_5,2019,5,세종특별자치시,250008,0.18
979,2019_5,2019,5,울산광역시,2794295,0.25
980,2019_5,2019,5,인천광역시,1912787,0.22
981,2019_5,2019,5,전라남도,2622310,0.0
982,2019_5,2019,5,전라북도,1788362,0.0
983,2019_5,2019,5,제주특별자치도,413147,0.17
984,2019_5,2019,5,충청남도,4294717,0.25
985,2019_5,2019,5,충청북도,2125680,0.32
986,2020_5,2020,5,강원도,1225449,0.06
987,2020_5,2020,5,경기도,9306590,0.2
988,2020_5,2020,5,경상남도,2446865,0.2
989,2020_5,2020,5,경상북도,3077453,0.24
990,2020_5,2020,5,광주광역시,610865,0.15
991,2020_5,2020,5,대구광역시,1044272,0.6
992,2020_5,2020,5,대전광역시,685457,0.07
993,2020_5,2020,5,부산광역시,1510099,0.15
994,2020_5,2020,5,서울특별시,3295839,0.1
995,2020_5,2020,5,세종특별자치시,252302,-0.02
996,2020_5,2020,5,울산광역시,2684999,0.22
997,2020_5,2020,5,인천광역시,1801113,0.15
998,2020_5,2020,5,전라남도,2435207,0.0
999,2020_5,2020,5,전라북도,1547439,-0.02
1000,2020_5,2020,5,제주특별자치도,408575,0.12
1001,2020_5,2020,5,충청남도,3920034,0.19
1002,2020_5,2020,5,충청북도,2075063,0.33
1003,2021_5,2021,5,강원도,1291702,0.15
1004,2021_5,2021,5,경기도,10024930,0.13
1005,2021_5,2021,5,경상남도,2712794,0.2
1006,2021_5,2021,5,경상북도,3600524,0.24
1007,2021_5,2021,5,광주광역시,659751,0.25
1008,2021_5,2021,5,대구광역시,1153415,0.64
1009,2021_5,2021,5,대전광역시,708974,0.03
1010,2021_5,2021,5,부산광역시,1572221,0.15
1011,2021_5,2021,5,서울특별시,3324763,0.0
1012,2021_5,2021,5,세종특별자치시,275185,0.02
1013,2021_5,2021,5,울산광역시,2682797,0.26
1014,2021_5,2021,5,인천광역시,1904260,0.08
1015,2021_5,2021,5,전라남도,2722103,-0.12
1016,2021_5,2021,5,전라북도,1667691,-0.02
1017,2021_5,2021,5,제주특별자치도,430958,0.61
1018,2021_5,2021,5,충청남도,3877528,0.14
1019,2021_5,2021,5,충청북도,2232679,0.28
1020,2010_6,2010,6,강원도,1114450,0.09
1021,2010_6,2010,6,경기도,7152029,0.17
1022,2010_6,2010,6,경상남도,2429359,0.15
1023,2010_6,2010,6,경상북도,3301601,0.23
1024,2010_6,2010,6,광주광역시,605548,0.27
1025,2010_6,2010,6,대구광역시,1119186,0.46
1026,2010_6,2010,6,대전광역시,684218,0.04
1027,2010_6,2010,6,부산광역시,1560178,0.09
1028,2010_6,2010,6,서울특별시,3729030,0.09
1029,2010_6,2010,6,세종특별자치시,0,-0.04
1030,2010_6,2010,6,울산광역시,2165892,0.1
1031,2010_6,2010,6,인천광역시,1728906,0.08
1032,2010_6,2010,6,전라남도,1920409,-0.02
1033,2010_6,2010,6,전라북도,1488035,-0.01
1034,2010_6,2010,6,제주특별자치도,271052,0.57
1035,2010_6,2010,6,충청남도,3038587,0.1
1036,2010_6,2010,6,충청북도,1516139,0.2
1037,2011_6,2011,6,강원도,1184828,0.1
1038,2011_6,2011,6,경기도,7452141,0.3
1039,2011_6,2011,6,경상남도,2584721,0.12
1040,2011_6,2011,6,경상북도,3545546,0.22
1041,2011_6,2011,6,광주광역시,626417,0.29
1042,2011_6,2011,6,대구광역시,1163368,0.45
1043,2011_6,2011,6,대전광역시,710217,0.03
1044,2011_6,2011,6,부산광역시,1613264,0.19
1045,2011_6,2011,6,서울특별시,3713716,0.2
1046,2011_6,2011,6,세종특별자치시,0,0.0
1047,2011_6,2011,6,울산광역시,2370675,0.2
1048,2011_6,2011,6,인천광역시,1753742,0.16
1049,2011_6,2011,6,전라남도,2040887,-0.13
1050,2011_6,2011,6,전라북도,1659628,-0.01
1051,2011_6,2011,6,제주특별자치도,281724,0.4
1052,2011_6,2011,6,충청남도,3437236,0.1
1053,2011_6,2011,6,충청북도,1609118,0.24
1054,2012_6,2012,6,강원도,1186370,0.12
1055,2012_6,2012,6,경기도,7684878,0.4
1056,2012_6,2012,6,경상남도,2561147,0.19
1057,2012_6,2012,6,경상북도,3634860,0.3
1058,2012_6,2012,6,광주광역시,628135,0.57
1059,2012_6,2012,6,대구광역시,1160770,0.5
1060,2012_6,2012,6,대전광역시,711321,0.12
1061,2012_6,2012,6,부산광역시,1559207,0.28
1062,2012_6,2012,6,서울특별시,3736558,0.36
1063,2012_6,2012,6,세종특별자치시,0,-0.02
1064,2012_6,2012,6,울산광역시,2394246,0.18
1065,2012_6,2012,6,인천광역시,1779877,0.37
1066,2012_6,2012,6,전라남도,2295154,-0.01
1067,2012_6,2012,6,전라북도,1709387,0.06
1068,2012_6,2012,6,제주특별자치도,295263,0.48
1069,2012_6,2012,6,충청남도,3566114,0.11
1070,2012_6,2012,6,충청북도,1693624,0.23
1071,2013_6,2013,6,강원도,1179135,0.27
1072,2013_6,2013,6,경기도,7896863,0.6
1073,2013_6,2013,6,경상남도,2559834,0.17
1074,2013_6,2013,6,경상북도,3651788,0.27
1075,2013_6,2013,6,광주광역시,654744,1.06
1076,2013_6,2013,6,대구광역시,1175504,0.87
1077,2013_6,2013,6,대전광역시,726457,0.04
1078,2013_6,2013,6,부산광역시,1580862,0.38
1079,2013_6,2013,6,서울특별시,3706936,0.51
1080,2013_6,2013,6,세종특별자치시,184294,0.0
1081,2013_6,2013,6,울산광역시,2489278,0.34
1082,2013_6,2013,6,인천광역시,1784636,0.5
1083,2013_6,2013,6,전라남도,2481465,0.0
