"구분별(1)",구분별(2),2008,2008,2008,2008,2009,2009,2009,2009,2010,2010,2010,2010,2011,2011,2011,2012,2012,2012,2013,2013,2013,2014,2014,2014,2015,2015,2015,2016,2016,2016,2017,2017,2017,2018,2018,2018,2019,2019,2019,2020,2020,2020,2021,2021,2021
"구분별(1)",구분별(2),인원 (명),지급건수 (건),연간지급금액 (백만원),소득세(원천징수분) (백만원),인원 (명),지급건수 (건),연간지급금액 (백만원),소득세(원천징수분) (백만원),인원 (명),지급건수 (건),연간지급금액 (백만원),소득세(원천징수분) (백만원),인원 (명),연간지급금액 (백만원),소득세(원천징수분) (백만원),인원 (명),연간지급금액 (백만원),소득세(원천징수분) (백만원),인원 (명),연간지급금액 (백만원),소득세(원천징수분) (백만원),인원 (명),연간지급금액 (백만원),소득세(원천징수분) (백만원),인원 (명),연간지급금액 (백만원),소득세(원천징수분) (백만원),인원 (명),연간지급금액 (백만원),소득세(원천징수분) (백만원),인원 (명),연간지급금액 (백만원),소득세(원천징수분) (백만원),인원 (명),연간지급금액 (백만원),소득세(원천징수분) (백만원),인원 (명),연간지급금액 (백만원),소득세(원천징수분) (백만원),인원 (명),연간지급금액 (백만원),소득세(원천징수분) (백만원),인원 (명),연간지급금액 (백만원),소득세(원천징수분) (백만원)
"업종구분별",보험설계,66700,86807,2978990,89351,73452,91962,2850939,85472,76425,104175,2927258,87780,66977,3438964,103050,77160,4039508,121171,81821,4103714,123095,82743,4079672,122255,90620,4381091,131405,92375,4695125,140780,101226,5133403,153856,102316,5577149,167160,110256,6445471,193267,114322,7205658,216061,115459,7005171,210034
"업종구분별",음료배달,19119,32017,244763,7342,18049,30795,262256,7866,17115,29778,277403,8321,17206,286942,8607,17514,297524,8925,3546,33229,997,3086,32710,981,3550,39986,1199,4013,44502,1335,4094,44991,1349,8460,61215,1539,4418,55212,1653,4692,63976,1911,4783,62480,1683
"업종구분별",방문판매원,305174,377864,2586308,77496,322600,487854,2805400,84043,315370,483380,2953417,88474,314181,3175647,95144,322124,3194944,95728,269972,3163108,94767,264812,3132291,93844,245950,3188787,95510,259366,3473224,104029,243520,3539461,106033,239645,3565753,106795,248616,3622654,108505,320282,3649732,109209,405414,2858698,85432
"업종구분별",기타 자영업,-,-,-,-,489275,678596,3919087,117589,599955,787799,4579757,137701,560793,5731936,172531,663733,7016113,210881,809865,8482484,255303,1019449,10274607,308212,1322665,13701264,411464,1734651,18134349,543486,2192801,23459499,703236,2647339,28076803,841627,3152394,33243422,996381,3449875,36254409,1086687,3971891,43543525,1304099
"업종구분별",다단계판매,916960,960704,662308,19563,901589,955642,657655,19403,854483,916925,747423,22052,723940,862157,25498,796957,961310,28476,870522,1159711,34401,982517,1367378,40593,1023404,1418981,42038,1190433,1549553,45970,1095454,1478806,43811,1083424,1547408,45838,1018486,1511202,44555,980267,1481428,43669,936111,1558509,45797
"업종구분별",기타 모집수당,513248,778795,4037548,121047,538781,858464,4296150,128638,619265,941988,5251658,157260,570440,6085125,182306,574311,6416577,192061,586712,6582071,197138,589237,7376305,220940,838126,9325470,279354,741842,10692280,320137,776327,10996653,329380,771334,10669115,319651,765917,10224336,306228,713746,10677684,319886,600781,10423760,312374
"업종구분별",간병인,-,-,-,-,48490,61122,187402,5615,68221,84743,1501681,45006,46437,1427436,42816,41220,1305672,39162,35664,250623,7514,36631,293163,8793,37883,347722,10430,41380,430709,12919,45210,508429,15252,51706,609357,18279,54832,696068,20879,52356,733899,22012,53049,777170,23311
"업종구분별",대리운전,-,-,-,-,21305,46448,60364,1728,32302,73844,71626,2006,36888,81342,2296,43153,87633,2493,44237,95057,2679,48878,111630,3071,53340,132050,3531,54680,135813,3516,55974,150044,3763,67824,176399,4374,82100,224510,5573,79052,217905,5258,71062,236077,5815
"업종구분별",캐디,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3726,9116,273,2912,8106,243,4100,10782,323
"업종구분별",목욕관리사,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,961,17243,518,730,8589,258,440,5523,166
"업종구분별",행사도우미,-,-,-,-,94010,131312,304766,9141,111914,150351,331610,9942,92985,325118,9757,103421,357514,10724,105471,363230,10895,110346,372141,11164,130410,405646,12186,141285,470394,14103,156853,513882,15405,156630,525722,15762,150241,532955,15979,99621,398159,11936,95206,401648,12037
"업종구분별",심부름용역,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,21602,133750,4006,25040,143222,4270,22870,136036,4056
"업종구분별",퀵서비스,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,36798,257634,5108,100831,654655,13612,334816,1979601,48096
"업종구분별",물품운반,-,-,-,-,22434,26107,190549,5715,31146,44272,240614,7209,29826,267821,8031,26933,290239,8702,29858,327179,9805,31317,367495,11017,35123,422869,12670,38382,472292,14157,41444,524749,15734,63843,606177,18142,93391,695664,20765,196753,1056718,30993,230457,1026251,29838
"업종구분별",병의원,-,-,-,-,79196,358436,16056715,480015,89663,1657780,17621065,527440,83256,18753553,561378,83151,20011331,599007,88513,21124605,632255,86797,22490232,672073,87610,23898970,715629,86615,25710965,769782,88335,28128308,842181,89579,30958008,926231,91661,35327934,1057882,93508,35316370,1057602,97997,39026621,1168830
"업종구분별",학습지 방문강사,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,7332,128339,3848
"업종구분별",교육교구 방문강사,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3559,26668,798
"업종구분별",대여제품 방문점검원,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,21861,545089,16342
"업종구분별",대출모집인,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,16934,471897,14148
"업종구분별",신용카드 회원모집인,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,36325,347770,10337
"업종구분별",방과후강사,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,23911,176376,5288
"업종구분별",의사 등,79047,348073,14881959,445273,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"업종구분별",유흥접객원,-,-,-,-,139904,232160,1915150,95623,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"업종구분별",기타,775446,1240668,6993043,252986,29801,32532,144944,4348,162162,250854,2035347,98841,137415,1845089,88788,121525,1621658,77245,103853,1388738,65881,89794,1223785,56781,85314,1160610,53484,78552,1093933,49579,77385,1038453,45946,74850,980072,42516,1,0,0,5,9,1,2,18,1
