,연월,시도,인구밀도,연도,월
0,2011.01,서울특별시,17046,2011,01
1,2011.02,서울특별시,17048,2011,02
2,2011.03,서울특별시,17037,2011,03
3,2011.04,서울특별시,17027,2011,04
4,2011.05,서울특별시,17017,2011,05
5,2011.06,서울특별시,17005,2011,06
6,2011.07,서울특별시,16995,2011,07
7,2011.08,서울특별시,16987,2011,08
8,2011.09,서울특별시,16978,2011,09
9,2011.1,서울특별시,16968,2011,10
10,2011.11,서울특별시,16954,2011,11
11,2011.12,서울특별시,16941,2011,12
12,2012.01,서울특별시,16942,2012,01
13,2012.02,서울특별시,16944,2012,02
14,2012.03,서울특별시,16935,2012,03
15,2012.04,서울특별시,16927,2012,04
16,2012.05,서울특별시,16920,2012,05
17,2012.06,서울특별시,16912,2012,06
18,2012.07,서울특별시,16905,2012,07
19,2012.08,서울특별시,16897,2012,08
20,2012.09,서울특별시,16891,2012,09
21,2012.1,서울특별시,16880,2012,10
22,2012.11,서울특별시,16869,2012,11
23,2012.12,서울특별시,16851,2012,12
24,2013.01,서울특별시,16851,2013,01
25,2013.02,서울특별시,16853,2013,02
26,2013.03,서울특별시,16846,2013,03
27,2013.04,서울특별시,16836,2013,04
28,2013.05,서울특별시,16829,2013,05
29,2013.06,서울특별시,16820,2013,06
30,2013.07,서울특별시,16813,2013,07
31,2013.08,서울특별시,16808,2013,08
32,2013.09,서울특별시,16804,2013,09
33,2013.1,서울특별시,16796,2013,10
34,2013.11,서울특별시,16783,2013,11
35,2013.12,서울특별시,16766,2013,12
36,2014.01,서울특별시,16765,2014,01
37,2014.02,서울특별시,16767,2014,02
38,2014.03,서울특별시,16763,2014,03
39,2014.04,서울특별시,16755,2014,04
40,2014.05,서울특별시,16749,2014,05
41,2014.06,서울특별시,16742,2014,06
42,2014.07,서울특별시,16737,2014,07
43,2014.08,서울특별시,16734,2014,08
44,2014.09,서울특별시,16731,2014,09
45,2014.1,서울특별시,16723,2014,10
46,2014.11,서울특별시,16714,2014,11
47,2014.12,서울특별시,16699,2014,12
48,2015.01,서울특별시,16701,2015,01
49,2015.02,서울특별시,16702,2015,02
50,2015.03,서울특별시,16695,2015,03
51,2015.04,서울특별시,16685,2015,04
52,2015.05,서울특별시,16675,2015,05
53,2015.06,서울특별시,16659,2015,06
54,2015.07,서울특별시,16647,2015,07
55,2015.08,서울특별시,16633,2015,08
56,2015.09,서울특별시,16619,2015,09
57,2015.1,서울특별시,16603,2015,10
58,2015.11,서울특별시,16587,2015,11
59,2015.12,서울특별시,16565,2015,12
60,2016.01,서울특별시,16559,2016,01
61,2016.02,서울특별시,16552,2016,02
62,2016.03,서울특별시,16544,2016,03
63,2016.04,서울특별시,16533,2016,04
64,2016.05,서울특별시,16521,2016,05
65,2016.06,서울특별시,16512,2016,06
66,2016.07,서울특별시,16498,2016,07
67,2016.08,서울특별시,16481,2016,08
68,2016.09,서울특별시,16469,2016,09
69,2016.1,서울특별시,16454,2016,10
70,2016.11,서울특별시,16435,2016,11
71,2016.12,서울특별시,16414,2016,12
72,2017.01,서울특별시,16414,2017,01
73,2017.02,서울특별시,16415,2017,02
74,2017.03,서울특별시,16408,2017,03
75,2017.04,서울특별시,16401,2017,04
76,2017.05,서울특별시,16395,2017,05
77,2017.06,서울특별시,16387,2017,06
78,2017.07,서울특별시,16377,2017,07
79,2017.08,서울특별시,16367,2017,08
80,2017.09,서울특별시,16349,2017,09
81,2017.1,서울특별시,16335,2017,10
82,2017.11,서울특별시,16314,2017,11
83,2017.12,서울특별시,16293,2017,12
84,2018.01,서울특별시,16283,2018,01
85,2018.02,서울특별시,16273,2018,02
86,2018.03,서울특별시,16262,2018,03
87,2018.04,서울특별시,16248,2018,04
88,2018.05,서울특별시,16233,2018,05
89,2018.06,서울특별시,16221,2018,06
90,2018.07,서울특별시,16209,2018,07
91,2018.08,서울특별시,16196,2018,08
92,2018.09,서울특별시,16186,2018,09
93,2018.1,서울특별시,16172,2018,10
94,2018.11,서울특별시,16155,2018,11
95,2018.12,서울특별시,16141,2018,12
96,2019.01,서울특별시,16142,2019,01
97,2019.02,서울특별시,16149,2019,02
98,2019.03,서울특별시,16149,2019,03
99,2019.04,서울특별시,16143,2019,04
100,2019.05,서울특별시,16135,2019,05
101,2019.06,서울특별시,16127,2019,06
102,2019.07,서울특별시,16118,2019,07
103,2019.08,서울특별시,16107,2019,08
104,2019.09,서울특별시,16099,2019,09
105,2019.1,서울특별시,16093,2019,10
106,2019.11,서울특별시,16086,2019,11
107,2019.12,서울특별시,16081,2019,12
108,2020.01,서울특별시,16088,2020,01
109,2020.02,서울특별시,16094,2020,02
110,2020.03,서울특별시,16088,2020,03
111,2020.04,서울특별시,16077,2020,04
112,2020.05,서울특별시,16073,2020,05
113,2020.06,서울특별시,16067,2020,06
114,2020.07,서울특별시,16058,2020,07
115,2020.08,서울특별시,16046,2020,08
116,2020.09,서울특별시,16031,2020,09
117,2020.1,서울특별시,16015,2020,10
118,2020.11,서울특별시,15999,2020,11
119,2020.12,서울특별시,15980,2020,12
120,2021.01,서울특별시,15963,2021,01
121,2021.02,서울특별시,15948,2021,02
122,2021.03,서울특별시,15865,2021,03
123,2021.04,서울특별시,15849,2021,04
124,2021.05,서울특별시,15827,2021,05
125,2021.06,서울특별시,15811,2021,06
126,2021.07,서울특별시,15798,2021,07
127,2021.08,서울특별시,15785,2021,08
128,2021.09,서울특별시,15772,2021,09
129,2021.1,서울특별시,15756,2021,10
130,2021.11,서울특별시,15736,2021,11
131,2021.12,서울특별시,15718,2021,12
132,2022.01,서울특별시,15712,2022,01
133,2022.02,서울특별시,15716,2022,02
134,2022.03,서울특별시,15713,2022,03
135,2022.04,서울특별시,15703,2022,04
136,2022.05,서울특별시,15697,2022,05
137,2022.06,서울특별시,15693,2022,06
138,2022.07,서울특별시,15691,2022,07
139,2022.08,서울특별시,15683,2022,08
140,2022.09,서울특별시,15621,2022,09
141,2022.1,서울특별시,15609,2022,10
142,2022.11,서울특별시,15598,2022,11
143,2022.12,서울특별시,15584,2022,12
144,2011.01,부산광역시,4643,2011,01
145,2011.02,부산광역시,4643,2011,02
146,2011.03,부산광역시,4641,2011,03
147,2011.04,부산광역시,4639,2011,04
148,2011.05,부산광역시,4639,2011,05
149,2011.06,부산광역시,4639,2011,06
150,2011.07,부산광역시,4636,2011,07
151,2011.08,부산광역시,4633,2011,08
152,2011.09,부산광역시,4630,2011,09
153,2011.1,부산광역시,4628,2011,10
154,2011.11,부산광역시,4627,2011,11
155,2011.12,부산광역시,4623,2011,12
156,2012.01,부산광역시,4609,2012,01
157,2012.02,부산광역시,4608,2012,02
158,2012.03,부산광역시,4606,2012,03
159,2012.04,부산광역시,4604,2012,04
160,2012.05,부산광역시,4602,2012,05
161,2012.06,부산광역시,4600,2012,06
162,2012.07,부산광역시,4600,2012,07
163,2012.08,부산광역시,4599,2012,08
164,2012.09,부산광역시,4598,2012,09
165,2012.1,부산광역시,4597,2012,10
166,2012.11,부산광역시,4596,2012,11
167,2012.12,부산광역시,4595,2012,12
168,2013.01,부산광역시,4595,2013,01
169,2013.02,부산광역시,4596,2013,02
170,2013.03,부산광역시,4595,2013,03
171,2013.04,부산광역시,4594,2013,04
172,2013.05,부산광역시,4592,2013,05
173,2013.06,부산광역시,4590,2013,06
174,2013.07,부산광역시,4588,2013,07
175,2013.08,부산광역시,4586,2013,08
176,2013.09,부산광역시,4586,2013,09
177,2013.1,부산광역시,4585,2013,10
178,2013.11,부산광역시,4584,2013,11
179,2013.12,부산광역시,4581,2013,12
180,2014.01,부산광역시,4580,2014,01
181,2014.02,부산광역시,4581,2014,02
182,2014.03,부산광역시,4578,2014,03
183,2014.04,부산광역시,4575,2014,04
184,2014.05,부산광역시,4573,2014,05
185,2014.06,부산광역시,4573,2014,06
186,2014.07,부산광역시,4571,2014,07
187,2014.08,부산광역시,4571,2014,08
188,2014.09,부산광역시,4572,2014,09
189,2014.1,부산광역시,4579,2014,10
190,2014.11,부산광역시,4574,2014,11
191,2014.12,부산광역시,4570,2014,12
192,2015.01,부산광역시,4568,2015,01
193,2015.02,부산광역시,4568,2015,02
194,2015.03,부산광역시,4566,2015,03
195,2015.04,부산광역시,4565,2015,04
196,2015.05,부산광역시,4565,2015,05
197,2015.06,부산광역시,4568,2015,06
198,2015.07,부산광역시,4570,2015,07
199,2015.08,부산광역시,4568,2015,08
200,2015.09,부산광역시,4567,2015,09
201,2015.1,부산광역시,4565,2015,10
202,2015.11,부산광역시,4564,2015,11
203,2015.12,부산광역시,4563,2015,12
204,2016.01,부산광역시,4562,2016,01
205,2016.02,부산광역시,4562,2016,02
206,2016.03,부산광역시,4561,2016,03
207,2016.04,부산광역시,4561,2016,04
208,2016.05,부산광역시,4559,2016,05
209,2016.06,부산광역시,4557,2016,06
210,2016.07,부산광역시,4555,2016,07
211,2016.08,부산광역시,4554,2016,08
212,2016.09,부산광역시,4553,2016,09
213,2016.1,부산광역시,4550,2016,10
214,2016.11,부산광역시,4547,2016,11
215,2016.12,부산광역시,4543,2016,12
216,2017.01,부산광역시,4541,2017,01
217,2017.02,부산광역시,4539,2017,02
218,2017.03,부산광역시,4536,2017,03
219,2017.04,부산광역시,4534,2017,04
220,2017.05,부산광역시,4531,2017,05
221,2017.06,부산광역시,4528,2017,06
222,2017.07,부산광역시,4525,2017,07
223,2017.08,부산광역시,4524,2017,08
224,2017.09,부산광역시,4523,2017,09
225,2017.1,부산광역시,4517,2017,10
226,2017.11,부산광역시,4512,2017,11
227,2017.12,부산광역시,4507,2017,12
228,2018.01,부산광역시,4502,2018,01
229,2018.02,부산광역시,4500,2018,02
230,2018.03,부산광역시,4497,2018,03
231,2018.04,부산광역시,4494,2018,04
232,2018.05,부산광역시,4491,2018,05
233,2018.06,부산광역시,4487,2018,06
234,2018.07,부산광역시,4484,2018,07
235,2018.08,부산광역시,4481,2018,08
236,2018.09,부산광역시,4479,2018,09
237,2018.1,부산광역시,4476,2018,10
238,2018.11,부산광역시,4473,2018,11
239,2018.12,부산광역시,4469,2018,12
240,2019.01,부산광역시,4465,2019,01
241,2019.02,부산광역시,4462,2019,02
242,2019.03,부산광역시,4459,2019,03
243,2019.04,부산광역시,4456,2019,04
244,2019.05,부산광역시,4454,2019,05
245,2019.06,부산광역시,4451,2019,06
246,2019.07,부산광역시,4448,2019,07
247,2019.08,부산광역시,4445,2019,08
248,2019.09,부산광역시,4443,2019,09
249,2019.1,부산광역시,4440,2019,10
250,2019.11,부산광역시,4437,2019,11
251,2019.12,부산광역시,4433,2019,12
252,2020.01,부산광역시,4430,2020,01
253,2020.02,부산광역시,4429,2020,02
254,2020.03,부산광역시,4428,2020,03
255,2020.04,부산광역시,4426,2020,04
256,2020.05,부산광역시,4424,2020,05
257,2020.06,부산광역시,4421,2020,06
258,2020.07,부산광역시,4419,2020,07
259,2020.08,부산광역시,4416,2020,08
260,2020.09,부산광역시,4415,2020,09
261,2020.1,부산광역시,4412,2020,10
262,2020.11,부산광역시,4409,2020,11
263,2020.12,부산광역시,4405,2020,12
264,2021.01,부산광역시,4401,2021,01
265,2021.02,부산광역시,4399,2021,02
266,2021.03,부산광역시,4379,2021,03
267,2021.04,부산광역시,4376,2021,04
268,2021.05,부산광역시,4373,2021,05
269,2021.06,부산광역시,4369,2021,06
270,2021.07,부산광역시,4365,2021,07
271,2021.08,부산광역시,4363,2021,08
272,2021.09,부산광역시,4362,2021,09
273,2021.1,부산광역시,4358,2021,10
274,2021.11,부산광역시,4355,2021,11
275,2021.12,부산광역시,4351,2021,12
276,2022.01,부산광역시,4349,2022,01
277,2022.02,부산광역시,4347,2022,02
278,2022.03,부산광역시,4342,2022,03
279,2022.04,부산광역시,4337,2022,04
280,2022.05,부산광역시,4335,2022,05
281,2022.06,부산광역시,4333,2022,06
282,2022.07,부산광역시,4330,2022,07
283,2022.08,부산광역시,4326,2022,08
284,2022.09,부산광역시,4316,2022,09
285,2022.1,부산광역시,4314,2022,10
286,2022.11,부산광역시,4312,2022,11
287,2022.12,부산광역시,4308,2022,12
288,2011.01,대구광역시,2841,2011,01
289,2011.02,대구광역시,2841,2011,02
290,2011.03,대구광역시,2840,2011,03
291,2011.04,대구광역시,2840,2011,04
292,2011.05,대구광역시,2840,2011,05
293,2011.06,대구광역시,2839,2011,06
294,2011.07,대구광역시,2839,2011,07
295,2011.08,대구광역시,2839,2011,08
296,2011.09,대구광역시,2838,2011,09
297,2011.1,대구광역시,2838,2011,10
298,2011.11,대구광역시,2838,2011,11
299,2011.12,대구광역시,2836,2011,12
300,2012.01,대구광역시,2837,2012,01
301,2012.02,대구광역시,2837,2012,02
302,2012.03,대구광역시,2836,2012,03
303,2012.04,대구광역시,2836,2012,04
304,2012.05,대구광역시,2835,2012,05
305,2012.06,대구광역시,2835,2012,06
306,2012.07,대구광역시,2835,2012,07
307,2012.08,대구광역시,2836,2012,08
308,2012.09,대구광역시,2836,2012,09
309,2012.1,대구광역시,2836,2012,10
310,2012.11,대구광역시,2837,2012,11
311,2012.12,대구광역시,2834,2012,12
312,2013.01,대구광역시,2836,2013,01
313,2013.02,대구광역시,2836,2013,02
314,2013.03,대구광역시,2836,2013,03
315,2013.04,대구광역시,2836,2013,04
316,2013.05,대구광역시,2837,2013,05
317,2013.06,대구광역시,2835,2013,06
318,2013.07,대구광역시,2835,2013,07
319,2013.08,대구광역시,2835,2013,08
320,2013.09,대구광역시,2835,2013,09
321,2013.1,대구광역시,2835,2013,10
322,2013.11,대구광역시,2834,2013,11
323,2013.12,대구광역시,2833,2013,12
324,2014.01,대구광역시,2830,2014,01
325,2014.02,대구광역시,2828,2014,02
326,2014.03,대구광역시,2829,2014,03
327,2014.04,대구광역시,2827,2014,04
328,2014.05,대구광역시,2826,2014,05
329,2014.06,대구광역시,2826,2014,06
330,2014.07,대구광역시,2825,2014,07
331,2014.08,대구광역시,2824,2014,08
332,2014.09,대구광역시,2818,2014,09
333,2014.1,대구광역시,2820,2014,10
334,2014.11,대구광역시,2821,2014,11
335,2014.12,대구광역시,2820,2014,12
336,2015.01,대구광역시,2819,2015,01
337,2015.02,대구광역시,2819,2015,02
338,2015.03,대구광역시,2818,2015,03
339,2015.04,대구광역시,2818,2015,04
340,2015.05,대구광역시,2818,2015,05
341,2015.06,대구광역시,2818,2015,06
342,2015.07,대구광역시,2817,2015,07
343,2015.08,대구광역시,2817,2015,08
344,2015.09,대구광역시,2817,2015,09
345,2015.1,대구광역시,2816,2015,10
346,2015.11,대구광역시,2815,2015,11
347,2015.12,대구광역시,2814,2015,12
348,2016.01,대구광역시,2814,2016,01
349,2016.02,대구광역시,2812,2016,02
350,2016.03,대구광역시,2812,2016,03
351,2016.04,대구광역시,2811,2016,04
352,2016.05,대구광역시,2811,2016,05
353,2016.06,대구광역시,2810,2016,06
354,2016.07,대구광역시,2810,2016,07
355,2016.08,대구광역시,2811,2016,08
356,2016.09,대구광역시,2811,2016,09
357,2016.1,대구광역시,2811,2016,10
358,2016.11,대구광역시,2811,2016,11
359,2016.12,대구광역시,2810,2016,12
360,2017.01,대구광역시,2810,2017,01
361,2017.02,대구광역시,2810,2017,02
362,2017.03,대구광역시,2809,2017,03
363,2017.04,대구광역시,2808,2017,04
364,2017.05,대구광역시,2808,2017,05
365,2017.06,대구광역시,2807,2017,06
366,2017.07,대구광역시,2807,2017,07
367,2017.08,대구광역시,2805,2017,08
368,2017.09,대구광역시,2803,2017,09
369,2017.1,대구광역시,2802,2017,10
370,2017.11,대구광역시,2801,2017,11
371,2017.12,대구광역시,2800,2017,12
372,2018.01,대구광역시,2798,2018,01
373,2018.02,대구광역시,2798,2018,02
374,2018.03,대구광역시,2796,2018,03
375,2018.04,대구광역시,2795,2018,04
376,2018.05,대구광역시,2794,2018,05
377,2018.06,대구광역시,2793,2018,06
378,2018.07,대구광역시,2792,2018,07
379,2018.08,대구광역시,2791,2018,08
380,2018.09,대구광역시,2790,2018,09
381,2018.1,대구광역시,2788,2018,10
382,2018.11,대구광역시,2787,2018,11
383,2018.12,대구광역시,2784,2018,12
384,2019.01,대구광역시,2783,2019,01
385,2019.02,대구광역시,2780,2019,02
386,2019.03,대구광역시,2778,2019,03
387,2019.04,대구광역시,2776,2019,04
388,2019.05,대구광역시,2774,2019,05
389,2019.06,대구광역시,2772,2019,06
390,2019.07,대구광역시,2769,2019,07
391,2019.08,대구광역시,2767,2019,08
392,2019.09,대구광역시,2766,2019,09
393,2019.1,대구광역시,2764,2019,10
394,2019.11,대구광역시,2761,2019,11
395,2019.12,대구광역시,2757,2019,12
396,2020.01,대구광역시,2759,2020,01
397,2020.02,대구광역시,2755,2020,02
398,2020.03,대구광역시,2756,2020,03
399,2020.04,대구광역시,2753,2020,04
400,2020.05,대구광역시,2750,2020,05
401,2020.06,대구광역시,2749,2020,06
402,2020.07,대구광역시,2749,2020,07
403,2020.08,대구광역시,2749,2020,08
404,2020.09,대구광역시,2748,2020,09
405,2020.1,대구광역시,2745,2020,10
406,2020.11,대구광역시,2742,2020,11
407,2020.12,대구광역시,2738,2020,12
408,2021.01,대구광역시,2732,2021,01
409,2021.02,대구광역시,2729,2021,02
410,2021.03,대구광역시,2724,2021,03
411,2021.04,대구광역시,2722,2021,04
412,2021.05,대구광역시,2718,2021,05
413,2021.06,대구광역시,2712,2021,06
414,2021.07,대구광역시,2710,2021,07
415,2021.08,대구광역시,2707,2021,08
416,2021.09,대구광역시,2706,2021,09
417,2021.1,대구광역시,2704,2021,10
418,2021.11,대구광역시,2701,2021,11
419,2021.12,대구광역시,2698,2021,12
420,2022.01,대구광역시,2696,2022,01
421,2022.02,대구광역시,2693,2022,02
422,2022.03,대구광역시,2692,2022,03
423,2022.04,대구광역시,2690,2022,04
424,2022.05,대구광역시,2688,2022,05
425,2022.06,대구광역시,2686,2022,06
426,2022.07,대구광역시,2685,2022,07
427,2022.08,대구광역시,2683,2022,08
428,2022.09,대구광역시,2678,2022,09
429,2022.1,대구광역시,2677,2022,10
430,2022.11,대구광역시,2676,2022,11
431,2022.12,대구광역시,2673,2022,12
432,2011.01,인천광역시,2675,2011,01
433,2011.02,인천광역시,2679,2011,02
434,2011.03,인천광역시,2682,2011,03
435,2011.04,인천광역시,2686,2011,04
436,2011.05,인천광역시,2689,2011,05
437,2011.06,인천광역시,2692,2011,06
438,2011.07,인천광역시,2696,2011,07
439,2011.08,인천광역시,2700,2011,08
440,2011.09,인천광역시,2703,2011,09
441,2011.1,인천광역시,2707,2011,10
442,2011.11,인천광역시,2711,2011,11
443,2011.12,인천광역시,2714,2011,12
444,2012.01,인천광역시,2693,2012,01
445,2012.02,인천광역시,2697,2012,02
446,2012.03,인천광역시,2700,2012,03
447,2012.04,인천광역시,2704,2012,04
448,2012.05,인천광역시,2707,2012,05
449,2012.06,인천광역시,2709,2012,06
450,2012.07,인천광역시,2712,2012,07
451,2012.08,인천광역시,2716,2012,08
452,2012.09,인천광역시,2720,2012,09
453,2012.1,인천광역시,2724,2012,10
454,2012.11,인천광역시,2728,2012,11
455,2012.12,인천광역시,2731,2012,12
456,2013.01,인천광역시,2734,2013,01
457,2013.02,인천광역시,2738,2013,02
458,2013.03,인천광역시,2741,2013,03
459,2013.04,인천광역시,2744,2013,04
460,2013.05,인천광역시,2746,2013,05
461,2013.06,인천광역시,2749,2013,06
462,2013.07,인천광역시,2752,2013,07
463,2013.08,인천광역시,2754,2013,08
464,2013.09,인천광역시,2757,2013,09
465,2013.1,인천광역시,2760,2013,10
466,2013.11,인천광역시,2763,2013,11
467,2013.12,인천광역시,2766,2013,12
468,2014.01,인천광역시,2750,2014,01
469,2014.02,인천광역시,2752,2014,02
470,2014.03,인천광역시,2754,2014,03
471,2014.04,인천광역시,2756,2014,04
472,2014.05,인천광역시,2759,2014,05
473,2014.06,인천광역시,2760,2014,06
474,2014.07,인천광역시,2761,2014,07
475,2014.08,인천광역시,2762,2014,08
476,2014.09,인천광역시,2764,2014,09
477,2014.1,인천광역시,2766,2014,10
478,2014.11,인천광역시,2768,2014,11
479,2014.12,인천광역시,2769,2014,12
480,2015.01,인천광역시,2769,2015,01
481,2015.02,인천광역시,2770,2015,02
482,2015.03,인천광역시,2772,2015,03
483,2015.04,인천광역시,2774,2015,04
484,2015.05,인천광역시,2776,2015,05
485,2015.06,인천광역시,2778,2015,06
486,2015.07,인천광역시,2780,2015,07
487,2015.08,인천광역시,2782,2015,08
488,2015.09,인천광역시,2784,2015,09
489,2015.1,인천광역시,2786,2015,10
490,2015.11,인천광역시,2787,2015,11
491,2015.12,인천광역시,2789,2015,12
492,2016.01,인천광역시,2753,2016,01
493,2016.02,인천광역시,2755,2016,02
494,2016.03,인천광역시,2756,2016,03
495,2016.04,인천광역시,2758,2016,04
496,2016.05,인천광역시,2760,2016,05
497,2016.06,인천광역시,2761,2016,06
498,2016.07,인천광역시,2763,2016,07
499,2016.08,인천광역시,2764,2016,08
500,2016.09,인천광역시,2766,2016,09
501,2016.1,인천광역시,2767,2016,10
502,2016.11,인천광역시,2768,2016,11
503,2016.12,인천광역시,2768,2016,12
504,2017.01,인천광역시,2769,2017,01
505,2017.02,인천광역시,2769,2017,02
506,2017.03,인천광역시,2770,2017,03
507,2017.04,인천광역시,2770,2017,04
508,2017.05,인천광역시,2771,2017,05
509,2017.06,인천광역시,2772,2017,06
510,2017.07,인천광역시,2773,2017,07
511,2017.08,인천광역시,2773,2017,08
512,2017.09,인천광역시,2772,2017,09
513,2017.1,인천광역시,2773,2017,10
514,2017.11,인천광역시,2773,2017,11
515,2017.12,인천광역시,2773,2017,12
516,2018.01,인천광역시,2775,2018,01
517,2018.02,인천광역시,2776,2018,02
518,2018.03,인천광역시,2776,2018,03
519,2018.04,인천광역시,2777,2018,04
520,2018.05,인천광역시,2778,2018,05
521,2018.06,인천광역시,2778,2018,06
522,2018.07,인천광역시,2778,2018,07
523,2018.08,인천광역시,2778,2018,08
524,2018.09,인천광역시,2778,2018,09
525,2018.1,인천광역시,2778,2018,10
526,2018.11,인천광역시,2778,2018,11
527,2018.12,인천광역시,2779,2018,12
528,2019.01,인천광역시,2780,2019,01
529,2019.02,인천광역시,2780,2019,02
530,2019.03,인천광역시,2781,2019,03
531,2019.04,인천광역시,2781,2019,04
532,2019.05,인천광역시,2781,2019,05
533,2019.06,인천광역시,2781,2019,06
534,2019.07,인천광역시,2781,2019,07
535,2019.08,인천광역시,2781,2019,08
536,2019.09,인천광역시,2781,2019,09
537,2019.1,인천광역시,2781,2019,10
538,2019.11,인천광역시,2781,2019,11
539,2019.12,인천광역시,2781,2019,12
540,2020.01,인천광역시,2775,2020,01
541,2020.02,인천광역시,2774,2020,02
542,2020.03,인천광역시,2772,2020,03
543,2020.04,인천광역시,2770,2020,04
544,2020.05,인천광역시,2770,2020,05
545,2020.06,인천광역시,2767,2020,06
546,2020.07,인천광역시,2765,2020,07
547,2020.08,인천광역시,2763,2020,08
548,2020.09,인천광역시,2762,2020,09
549,2020.1,인천광역시,2762,2020,10
550,2020.11,인천광역시,2762,2020,11
551,2020.12,인천광역시,2763,2020,12
552,2021.01,인천광역시,2760,2021,01
553,2021.02,인천광역시,2759,2021,02
554,2021.03,인천광역시,2754,2021,03
555,2021.04,인천광역시,2754,2021,04
556,2021.05,인천광역시,2754,2021,05
557,2021.06,인천광역시,2754,2021,06
558,2021.07,인천광역시,2755,2021,07
559,2021.08,인천광역시,2756,2021,08
560,2021.09,인천광역시,2759,2021,09
561,2021.1,인천광역시,2762,2021,10
562,2021.11,인천광역시,2763,2021,11
563,2021.12,인천광역시,2765,2021,12
564,2022.01,인천광역시,2766,2022,01
565,2022.02,인천광역시,2768,2022,02
566,2022.03,인천광역시,2769,2022,03
567,2022.04,인천광역시,2770,2022,04
568,2022.05,인천광역시,2772,2022,05
569,2022.06,인천광역시,2773,2022,06
570,2022.07,인천광역시,2777,2022,07
571,2022.08,인천광역시,2779,2022,08
572,2022.09,인천광역시,2776,2022,09
573,2022.1,인천광역시,2778,2022,10
574,2022.11,인천광역시,2781,2022,11
575,2022.12,인천광역시,2783,2022,12
576,2011.01,광주광역시,2906,2011,01
577,2011.02,광주광역시,2910,2011,02
578,2011.03,광주광역시,2910,2011,03
579,2011.04,광주광역시,2911,2011,04
580,2011.05,광주광역시,2913,2011,05
581,2011.06,광주광역시,2913,2011,06
582,2011.07,광주광역시,2916,2011,07
583,2011.08,광주광역시,2919,2011,08
584,2011.09,광주광역시,2921,2011,09
585,2011.1,광주광역시,2922,2011,10
586,2011.11,광주광역시,2923,2011,11
587,2011.12,광주광역시,2921,2011,12
588,2012.01,광주광역시,2924,2012,01
589,2012.02,광주광역시,2927,2012,02
590,2012.03,광주광역시,2927,2012,03
591,2012.04,광주광역시,2927,2012,04
592,2012.05,광주광역시,2927,2012,05
593,2012.06,광주광역시,2926,2012,06
594,2012.07,광주광역시,2928,2012,07
595,2012.08,광주광역시,2930,2012,08
596,2012.09,광주광역시,2931,2012,09
597,2012.1,광주광역시,2933,2012,10
598,2012.11,광주광역시,2935,2012,11
599,2012.12,광주광역시,2932,2012,12
600,2013.01,광주광역시,2934,2013,01
601,2013.02,광주광역시,2936,2013,02
602,2013.03,광주광역시,2936,2013,03
603,2013.04,광주광역시,2936,2013,04
604,2013.05,광주광역시,2937,2013,05
605,2013.06,광주광역시,2937,2013,06
606,2013.07,광주광역시,2938,2013,07
607,2013.08,광주광역시,2939,2013,08
608,2013.09,광주광역시,2940,2013,09
609,2013.1,광주광역시,2941,2013,10
610,2013.11,광주광역시,2941,2013,11
611,2013.12,광주광역시,2939,2013,12
612,2014.01,광주광역시,2941,2014,01
613,2014.02,광주광역시,2940,2014,02
614,2014.03,광주광역시,2939,2014,03
615,2014.04,광주광역시,2937,2014,04
616,2014.05,광주광역시,2941,2014,05
617,2014.06,광주광역시,2943,2014,06
618,2014.07,광주광역시,2945,2014,07
619,2014.08,광주광역시,2947,2014,08
620,2014.09,광주광역시,2949,2014,09
621,2014.1,광주광역시,2949,2014,10
622,2014.11,광주광역시,2950,2014,11
623,2014.12,광주광역시,2945,2014,12
624,2015.01,광주광역시,2947,2015,01
625,2015.02,광주광역시,2948,2015,02
626,2015.03,광주광역시,2949,2015,03
627,2015.04,광주광역시,2949,2015,04
628,2015.05,광주광역시,2948,2015,05
629,2015.06,광주광역시,2948,2015,06
630,2015.07,광주광역시,2947,2015,07
631,2015.08,광주광역시,2946,2015,08
632,2015.09,광주광역시,2945,2015,09
633,2015.1,광주광역시,2943,2015,10
634,2015.11,광주광역시,2943,2015,11
635,2015.12,광주광역시,2938,2015,12
636,2016.01,광주광역시,2939,2016,01
637,2016.02,광주광역시,2938,2016,02
638,2016.03,광주광역시,2937,2016,03
639,2016.04,광주광역시,2937,2016,04
640,2016.05,광주광역시,2938,2016,05
641,2016.06,광주광역시,2938,2016,06
642,2016.07,광주광역시,2939,2016,07
643,2016.08,광주광역시,2938,2016,08
644,2016.09,광주광역시,2938,2016,09
645,2016.1,광주광역시,2937,2016,10
646,2016.11,광주광역시,2936,2016,11
647,2016.12,광주광역시,2932,2016,12
648,2017.01,광주광역시,2933,2017,01
649,2017.02,광주광역시,2931,2017,02
650,2017.03,광주광역시,2929,2017,03
651,2017.04,광주광역시,2928,2017,04
652,2017.05,광주광역시,2927,2017,05
653,2017.06,광주광역시,2927,2017,06
654,2017.07,광주광역시,2926,2017,07
655,2017.08,광주광역시,2927,2017,08
656,2017.09,광주광역시,2927,2017,09
657,2017.1,광주광역시,2927,2017,10
658,2017.11,광주광역시,2926,2017,11
659,2017.12,광주광역시,2921,2017,12
660,2018.01,광주광역시,2922,2018,01
661,2018.02,광주광역시,2920,2018,02
662,2018.03,광주광역시,2918,2018,03
663,2018.04,광주광역시,2916,2018,04
664,2018.05,광주광역시,2915,2018,05
