,연도,시도,시군구,1월,2월,3월,4월,5월,6월,7월,8월,9월,10월,11월,12월
411,2011년,전라남도,장흥군,27134,27211,24270,24797,18613,16741,17250,20312,19357,17671,22653,22310
412,2011년,전라남도,진도군,22104,23097,21197,21149,16657,16867,16772,18700,19011,18095,22152,19269
413,2011년,전라남도,함평군,28448,28515,25759,24584,20199,19461,20981,24125,23071,21454,27189,26741
414,2011년,전라남도,해남군,61192,60269,58596,59402,43262,35771,36988,39951,38220,36413,51077,57873
415,2011년,전라남도,화순군,45725,45361,40708,39871,35447,34401,35630,38104,36616,33617,36964,40617
416,2011년,경상북도,경산시,241483,223757,216071,214593,197279,200639,204034,204941,199420,199511,212748,228721
417,2011년,경상북도,경주시,333311,315318,308087,321527,295727,291731,298065,301150,294243,296417,311888,343674
418,2011년,경상북도,고령군,97039,87899,93161,93379,88743,89434,88944,87004,85155,89321,92146,96879
419,2011년,경상북도,구미시,898544,817385,871566,860325,879011,901129,966678,966878,886460,864341,843529,853443
420,2011년,경상북도,군위군,27690,27349,24461,24175,20511,19885,20433,21347,20854,20972,22442,24773
421,2011년,경상북도,김천시,169322,156067,154298,148507,141384,129183,155842,152512,144820,143284,150538,159996
422,2011년,경상북도,문경시,58898,56513,49970,47698,41797,38863,38997,41368,40423,40885,45048,51230
423,2011년,경상북도,봉화군,147173,136714,147435,136277,140782,115297,132968,140524,144728,154840,148381,154093
424,2011년,경상북도,상주시,108877,102666,106293,110855,106095,101410,109206,110424,112257,117305,113998,63707
425,2011년,경상북도,성주군,69369,65008,61363,61189,54702,54411,53863,53755,52544,54971,59274,64223
426,2011년,경상북도,안동시,98410,95490,80849,78564,68083,63966,64220,69650,69391,66665,75043,87736
427,2011년,경상북도,영덕군,28518,27584,23071,22720,19630,19112,18661,20335,19964,19806,22658,24963
428,2011년,경상북도,영양군,12347,12759,10029,9438,7485,6550,5903,6403,7889,7649,8134,9589
429,2011년,경상북도,영주시,106287,99510,96365,95208,89189,86954,92269,94912,89790,89770,94185,103923
430,2011년,경상북도,영천시,124609,117638,110707,110650,100294,100899,101463,101280,101121,103928,111671,120726
431,2011년,경상북도,예천군,32249,32376,26127,23842,19695,19097,17801,19385,19196,18400,24099,25137
432,2011년,경상북도,울릉군,4116,3996,3524,4083,3839,3801,3673,4142,3742,4043,4106,4316
433,2011년,경상북도,울진군,36019,36793,39827,30693,27016,33689,24861,26595,33245,36046,46468,44522
434,2011년,경상북도,의성군,38527,38017,31938,31624,28011,28789,27167,29528,28780,27755,31123,33690
435,2011년,경상북도,청도군,43561,41394,35667,34907,30223,29485,30232,32967,33216,32797,36479,39930
436,2011년,경상북도,청송군,18507,18439,15001,14697,12261,11219,10532,10930,11581,11821,13759,15814
437,2011년,경상북도,칠곡군,186881,177300,172431,176203,161511,161078,166601,167407,160701,159914,168809,178283
438,2011년,경상북도,포항시,1184343,994640,1101012,1070114,1076828,1038925,948819,912624,935715,1053105,1032329,1096148
439,2011년,경상남도,거제시,193631,171678,169256,162551,157385,162502,176662,176649,164859,152955,163457,181898
440,2011년,경상남도,거창군,39575,39553,33884,33315,28468,27620,27987,30099,29632,28344,31741,34990
441,2011년,경상남도,고성군,51377,48282,47415,45708,38558,39388,38949,43669,42634,41995,44828,50023
442,2011년,경상남도,김해시,474916,447891,427212,424504,384579,392620,402498,403760,396814,385277,410194,438404
443,2011년,경상남도,남해군,25143,24906,20648,20722,17989,18552,18372,21260,19590,17986,20165,21282
444,2011년,경상남도,밀양시,99535,98235,84631,78044,64330,61695,61798,63972,61635,59571,67329,84518
445,2011년,경상남도,사천시,112932,103871,101287,99083,90947,94164,98800,101771,97646,94724,99096,107116
446,2011년,경상남도,산청군,26663,26232,21645,21011,17045,16421,15923,18142,17492,16322,19593,21781
447,2011년,경상남도,양산시,299580,265650,276028,270486,252584,261650,270036,266163,253751,255233,264793,280971
448,2011년,경상남도,의령군,36698,34645,33096,31413,28492,28619,29702,29505,28773,30078,31557,33761
449,2011년,경상남도,진주시,243784,233605,208138,199314,171867,169603,177076,185115,175647,169295,180436,209449
450,2011년,경상남도,창녕군,62607,61428,53464,50907,41057,40370,45490,45789,44035,41925,46867,57782
451,2011년,경상남도,창원시,1091339,978020,998660,949440,900820,920833,974041,937452,906880,895076,915778,997730
452,2011년,경상남도,통영시,125141,113320,110617,101356,92223,91709,100207,108651,99852,93870,98633,109268
453,2011년,경상남도,하동군,31326,31158,26532,26662,22488,23119,19086,21357,20828,20051,22334,26648
454,2011년,경상남도,함안군,211204,189034,207096,200718,202291,188927,187539,169476,182297,198584,201362,272143
455,2011년,경상남도,함양군,29672,30337,26298,27359,24298,24486,23234,24559,24747,24158,28439,30120
456,2011년,경상남도,합천군,35058,34019,28583,28049,22478,22443,22800,24235,24536,23461,25511,29035
457,2011년,제주특별자치도,서귀포시,125834,125334,110309,118933,108201,105842,109970,118139,113089,103979,107918,112799
458,2012년,서울특별시,강남구,447825,439446,392069,367331,353850,389808,436014,496390,414152,338571,355949,421335
459,2012년,서울특별시,강동구,144680,143743,127034,124144,115769,123507,133819,155531,131842,113130,118665,142011
460,2012년,서울특별시,강북구,91362,90814,79630,77496,69752,73150,78245,92290,81537,67972,72685,82360
461,2012년,서울특별시,강서구,192817,190046,170310,164687,152679,160240,172580,202786,176501,148907,156956,178295
462,2012년,서울특별시,관악구,161725,161316,142322,139450,124841,132676,143593,170391,148646,123321,130284,147516
463,2012년,서울특별시,광진구,155348,155120,135003,131843,125736,136851,147402,173278,147428,125207,124310,145668
464,2012년,서울특별시,구로구,196516,190582,163452,155508,147363,155276,169126,192854,164648,141558,152408,177386
465,2012년,서울특별시,금천구,148514,146551,130289,122275,117017,127129,139690,155161,133462,114409,125799,147447
466,2012년,서울특별시,노원구,146502,145082,129342,126499,115709,124170,132472,153412,134126,114044,122186,137595
467,2012년,서울특별시,도봉구,102609,102435,91062,90269,82145,86475,90915,106192,93729,80996,85827,95199
468,2012년,서울특별시,동대문구,140571,139194,124153,119069,108268,116249,126590,147907,127801,105116,112225,129795
469,2012년,서울특별시,동작구,116099,116688,103912,101369,94840,101987,109657,129128,110425,93184,98298,110817
470,2012년,서울특별시,마포구,174178,172462,156405,149455,141939,153048,167306,194093,165329,139567,146816,167577
471,2012년,서울특별시,서대문구,113672,112175,101784,96750,92074,99264,107042,122491,104807,88819,94489,109487
472,2012년,서울특별시,서초구,315745,308309,276393,265165,251180,271895,301607,345156,295930,246099,254428,293811
473,2012년,서울특별시,성동구,171016,168357,151663,150040,140123,147895,158774,177301,160082,137550,145300,164854
474,2012년,서울특별시,성북구,142910,143458,126959,123217,111651,118894,125892,147352,129779,108726,117888,134326
475,2012년,서울특별시,송파구,234788,232660,208616,206474,197831,203724,222311,258183,221710,192019,194428,220147
476,2012년,서울특별시,양천구,143248,142319,130645,128071,118619,123758,134539,156868,142078,119034,120774,130999
477,2012년,서울특별시,영등포구,243374,239916,218249,207173,203549,219763,244943,277164,233103,196967,201568,231857
478,2012년,서울특별시,용산구,129146,128629,113848,109093,102622,112863,123762,146631,123623,100842,105870,122090
479,2012년,서울특별시,은평구,123471,123601,109854,108113,98046,102517,109878,129779,116051,97447,103203,115987
480,2012년,서울특별시,종로구,165851,162740,144303,135864,128131,140624,155044,173547,147966,120413,130732,155418
481,2012년,서울특별시,중구,239779,236047,216011,204513,208058,228034,251640,272455,233887,193021,199569,231304
482,2012년,서울특별시,중랑구,107589,107098,94231,91647,81864,86761,93006,110794,96129,80113,85979,98013
483,2012년,부산광역시,강서구,269489,278840,277315,266167,256931,259326,273202,268894,259884,244312,264208,275420
484,2012년,부산광역시,금정구,107051,105926,97164,91605,81655,82602,86531,102291,93168,79309,86017,98527
485,2012년,부산광역시,기장군,83832,86886,86602,79572,74302,67892,69652,73048,70264,73706,86500,80924
486,2012년,부산광역시,남구,125499,124649,122149,118690,110327,110051,112278,126854,120346,106205,109546,119364
487,2012년,부산광역시,동구,52377,52355,47455,44419,40076,40323,43849,51840,46546,38859,40919,47235
488,2012년,부산광역시,동래구,92345,91978,82884,78493,69873,70516,74669,92009,81511,68818,73330,84040
489,2012년,부산광역시,부산진구,163655,162576,148376,140640,128224,130778,141455,167936,149489,125961,130447,147963
490,2012년,부산광역시,북구,83673,84518,74870,72541,65139,66651,71282,85670,75837,65494,69662,77718
491,2012년,부산광역시,사상구,187524,188633,176364,167721,153235,155019,158690,167295,162721,141422,160181,174278
492,2012년,부산광역시,사하구,273331,274410,277469,265801,251292,215479,250183,269138,256049,236694,262841,276185
493,2012년,부산광역시,서구,55328,52660,49025,45700,43399,43416,46930,54185,49986,44482,45102,51586
494,2012년,부산광역시,수영구,55784,55924,49920,47554,42169,42581,45208,57695,50754,41718,44066,50239
495,2012년,부산광역시,연제구,75677,75421,68381,64979,59216,59574,64625,77954,68367,56676,59466,68600
496,2012년,부산광역시,영도구,48025,48629,44388,42050,37260,36720,38329,44576,41814,36432,38743,44043
497,2012년,부산광역시,중구,43076,42603,38326,35848,32762,33652,37172,45397,40885,32512,32120,37025
498,2012년,부산광역시,해운대구,164090,164647,153987,148843,142634,144627,157080,184459,163676,138425,143909,157532
499,2012년,대구광역시,남구,62839,62889,55873,51915,44140,44735,47188,58808,51000,42441,47610,56003
500,2012년,대구광역시,달서구,383465,377569,356715,347810,326364,334553,347657,372602,348053,308107,339477,366605
501,2012년,대구광역시,달성군,256724,259413,257916,249212,240526,240208,243737,245767,235696,227858,248759,265918
502,2012년,대구광역시,동구,122342,122567,108687,102818,90250,91227,94677,113848,100932,87004,97406,112186
503,2012년,대구광역시,북구,226983,223419,204303,195058,176125,182042,191832,216503,195668,167565,187492,212786
504,2012년,대구광역시,서구,107143,104734,98092,95219,87521,89288,95315,106903,99002,85180,91044,99574
505,2012년,대구광역시,수성구,156183,154892,138080,130450,116997,120512,128621,154788,134810,114954,125058,143722
506,2012년,대구광역시,중구,70661,70291,61855,56786,54029,58205,65693,75918,62789,51173,53914,65691
507,2012년,인천광역시,강화군,61078,62110,52527,46672,35062,31936,29317,34720,34923,31797,44052,56182
508,2012년,인천광역시,계양구,127145,124822,112934,106963,97873,100996,107126,122677,107939,96111,104698,120615
509,2012년,인천광역시,남구,205365,207548,191544,181348,167149,169268,180031,198065,178284,160338,176135,197071
510,2012년,인천광역시,남동구,372617,372919,343254,325119,302516,310673,326093,345381,321915,291166,324646,361759
511,2012년,인천광역시,동구,348886,359504,356207,350446,367010,357437,334815,325402,321618,342007,354366,368220
512,2012년,인천광역시,부평구,234633,234407,214058,201671,187385,197265,208265,231908,205455,185401,202131,228895
513,2012년,인천광역시,서구,403256,397506,378735,362149,339707,344550,355518,365494,353083,333081,362902,397638
514,2012년,인천광역시,연수구,149701,147405,133166,121801,115254,120025,132706,154656,131619,121891,131401,156549
515,2012년,인천광역시,옹진군,18012,19352,15871,19199,16872,14750,12684,12362,12038,11009,16987,20208
516,2012년,인천광역시,중구,149499,144902,139907,132014,128901,132977,143312,152808,139428,128521,133480,149188
517,2012년,광주광역시,광산구,268183,270679,268760,266831,254735,243092,250337,263125,252219,241258,265813,259556
518,2012년,광주광역시,남구,65341,65270,57476,54711,46703,48524,51272,62070,52537,45849,53186,60292
519,2012년,광주광역시,동구,60312,59659,53687,50519,43897,45669,49363,57660,50752,42431,45646,65837
520,2012년,광주광역시,북구,204190,203635,189320,182281,170164,174857,185103,210912,187058,162069,175310,188838
521,2012년,광주광역시,서구,137730,138135,127179,121601,110618,115993,123983,141122,128530,107925,116636,134051
522,2012년,대전광역시,대덕구,241195,243112,243838,232966,226676,233698,243898,244314,237573,221663,229554,240371
523,2012년,대전광역시,동구,98405,96491,84855,80841,66670,67489,70354,83131,73621,63633,73393,87519
524,2012년,대전광역시,서구,177194,175887,157590,151769,133104,137398,147657,176612,156740,128539,138410,159654
525,2012년,대전광역시,유성구,227102,225841,209596,195935,190449,196503,208274,235384,199843,179104,197933,225502
526,2012년,대전광역시,중구,105673,104995,90110,84322,72690,76233,81975,96287,81018,71681,82177,95663
527,2012년,울산광역시,남구,1176884,1120864,1182172,1112253,1189822,1177325,1242911,1228419,1205342,1189966,1143914,1211017
528,2012년,울산광역시,동구,147882,151639,145961,136293,139375,140821,153527,150035,148857,135906,139843,155898
529,2012년,울산광역시,북구,207877,222485,218385,200797,188315,203808,204465,180569,200797,198045,209938,225728
530,2012년,울산광역시,울주군,897393,840392,885204,841451,871490,823546,846173,834673,845975,869287,853255,905847
531,2012년,울산광역시,중구,62224,62898,56504,53993,48234,48746,51317,64232,57112,47092,50427,57126
532,2012년,경기도,가평군,73944,73969,62190,53905,41578,38419,37553,43465,40812,39948,51943,65350
533,2012년,경기도,고양시,447016,444052,385910,362793,318259,322686,341961,392441,348331,304589,343932,407833
534,2012년,경기도,과천시,38372,38994,35955,34087,32344,33760,35806,40858,34601,31277,32786,36776
535,2012년,경기도,광명시,114316,114088,102202,97873,90238,94283,99467,112095,96959,88025,96046,107626
536,2012년,경기도,광주시,237685,233884,205283,191038,158489,155703,158750,171176,165329,151133,187062,220110
537,2012년,경기도,구리시,75192,74126,65395,62451,57796,60675,64802,73814,63708,53727,58451,67072
538,2012년,경기도,군포시,139089,137180,124810,118222,109694,113499,121412,133246,121750,107415,117094,134008
539,2012년,경기도,김포시,279153,276119,246499,233419,201152,201102,200017,210561,207580,184840,231034,268090
540,2012년,경기도,남양주시,272415,268334,237383,224396,191851,190425,195619,217159,203028,184186,211581,250965
541,2012년,경기도,동두천시,62826,59779,52737,52683,45251,45868,289542,-191690,48669,51431,49000,56239
542,2012년,경기도,부천시,404612,399163,361839,344779,316374,335155,355486,397813,351983,305362,334561,378864
543,2012년,경기도,성남시,429754,425498,387659,368255,348669,381424,409636,458932,390712,339469,364807,415771
544,2012년,경기도,수원시,459347,456093,413088,398045,369474,386836,415677,473138,412395,360359,388150,440553
545,2012년,경기도,시흥시,393851,396233,366415,348492,315436,314139,322919,345510,329626,301829,342067,383139
546,2012년,경기도,안산시,700133,704490,680527,650546,639813,648845,684333,708725,676467,628711,673011,720910
547,2012년,경기도,안성시,250268,252599,232443,219282,193462,189889,193668,206060,194266,182542,216167,239935
548,2012년,경기도,안양시,242129,238836,215873,206043,188525,197883,213830,241156,214393,185674,201036,228932
549,2012년,경기도,양주시,209151,202480,183114,176130,151166,149336,148757,148936,152166,142090,176811,200967
550,2012년,경기도,양평군,111918,114657,94448,82482,58380,50835,46757,54831,51514,54736,79959,101192
551,2012년,경기도,여주군,136642,136812,119480,108245,90322,86966,86023,92625,88003,84952,110997,126538
552,2012년,경기도,연천군,58672,58534,50425,45591,36705,34287,32444,36210,35914,34899,47218,54847
553,2012년,경기도,오산시,109860,109236,101562,97296,89052,91667,96253,106482,100172,91008,97320,108038
554,2012년,경기도,용인시,777308,754715,725025,698672,673881,680237,715800,766012,700814,661173,703498,787790
555,2012년,경기도,의왕시,65205,65080,58041,55258,49275,51173,53965,60348,54736,47633,53708,62272
556,2012년,경기도,의정부시,157316,154265,135204,128394,116048,121901,129977,147225,129986,112159,124369,151289
557,2012년,경기도,이천시,380236,367968,356580,337588,324432,321121,336134,355019,327637,318842,346672,379409
558,2012년,경기도,파주시,659048,636051,627527,606276,587400,585277,615187,638712,599023,580577,611713,663086
559,2012년,경기도,평택시,618343,621579,605988,560727,540739,549043,559506,580139,548533,527013,558129,628737
560,2012년,경기도,포천시,262605,258122,232299,220197,180382,174339,168940,177718,176029,167023,212928,242068
561,2012년,경기도,하남시,104601,104291,93257,88106,81168,82379,86027,93550,85224,77039,85009,97931
562,2012년,경기도,화성시,1144674,1134646,1106671,1062130,993217,995726,1040304,1059018,1013474,995094,1097077,1192820
563,2012년,강원도,강릉시,178004,175990,174354,170257,158449,156450,148586,147675,123177,130906,142827,163175
564,2012년,강원도,고성군,29368,29052,26276,24982,20832,19503,19099,20665,19911,19519,22513,26620
565,2012년,강원도,동해시,265328,248695,271642,261592,270931,264257,261268,238120,247257,260237,256305,266782
566,2012년,강원도,삼척시,110025,95867,110095,109509,100726,103171,93746,94337,92239,93807,94589,107423
567,2012년,강원도,속초시,47186,46544,42256,40133,34260,32603,32688,37420,33948,32313,36896,42775
568,2012년,강원도,양구군,29412,25155,21053,19307,14026,12280,11593,12439,12552,13360,19262,22203
569,2012년,강원도,양양군,29158,28795,25781,24242,20091,19183,19048,21859,20903,19818,23405,26485
570,2012년,강원도,영월군,81393,78112,95203,89672,86660,82624,75304,77671,80439,84242,93072,93334
571,2012년,강원도,원주시,234122,231746,204042,187198,156974,153676,157288,168765,157115,149940,184226,218448
572,2012년,강원도,인제군,37075,37411,31346,28656,21769,19747,18346,19985,20005,21982,26598,33633
573,2012년,강원도,정선군,63112,61950,56995,52300,46517,44246,44989,43995,44363,48504,55090,64917
574,2012년,강원도,철원군,55195,56208,46784,40998,31377,29643,26443,29032,27790,30270,40663,52487
575,2012년,강원도,춘천시,162747,160110,139208,131515,106416,102681,105656,117971,109337,100002,121641,154170
576,2012년,강원도,태백시,35568,35115,31562,29788,26044,25036,24530,25314,25505,27159,29746,33398
577,2012년,강원도,평창군,69332,67579,54354,47137,36231,32205,30770,34082,31727,35808,51089,65422
578,2012년,강원도,홍천군,80237,79540,65972,58866,48202,42909,44047,48925,44060,43721,57899,72047
579,2012년,강원도,화천군,27802,28018,23357,21201,15739,14192,13579,15408,15255,15470,20378,25626
580,2012년,강원도,횡성군,60562,60213,51647,45526,35349,31964,30844,33595,31930,33726,46211,56156
581,2012년,충청북도,괴산군,48087,47986,43010,38652,31489,30137,30218,33199,31386,30999,38538,45646
582,2012년,충청북도,단양군,98928,100754,150307,152056,145121,149069,127733,112912,130851,119532,133949,134446
583,2012년,충청북도,보은군,31324,31190,27188,24652,19572,18893,17075,20078,19094,18232,25105,28432
584,2012년,충청북도,영동군,41709,42345,39064,36782,30402,28847,27082,29181,29257,28000,33974,38843
585,2012년,충청북도,옥천군,60016,60128,56546,52639,45275,42210,43249,45702,44004,41075,49359,56375
586,2012년,충청북도,음성군,213110,214561,204719,192681,180603,180578,185752,187056,183023,174755,200196,216918
587,2012년,충청북도,제천시,125993,123737,122855,115819,100186,97561,95290,95314,93882,100407,111331,134881
588,2012년,충청북도,증평군,43413,43969,43146,41602,38816,38383,40049,42101,39549,37708,38515,42235
589,2012년,충청북도,진천군,150627,153920,149804,141831,136258,137505,140207,141332,135701,130484,145768,154353
590,2012년,충청북도,청원군,385152,383704,382211,371391,368276,373150,391315,394264,368071,315611,337611,358038
591,2012년,충청북도,청주시,509855,501974,482338,468636,449950,457275,489992,527415,480692,450425,472319,521379
592,2012년,충청북도,충주시,195719,196104,178563,167334,143978,140016,143159,153814,146162,142905,171229,195497
593,2012년,충청남도,계룡시,21850,21474,19298,17543,16432,17168,18642,20937,17347,16452,18826,21542
594,2012년,충청남도,공주시,110748,111410,102104,94652,78355,77012,77771,86291,79160,66678,84823,95060
595,2012년,충청남도,금산군,87771,87411,83575,78811,69345,69938,66737,74804,69274,70831,83156,90549
596,2012년,충청남도,논산시,118380,119656,111995,102757,87470,85446,85188,94712,88143,80918,102792,112001
597,2012년,충청남도,당진시,817277,790499,892535,847222,866397,848115,861731,793536,834527,777580,819985,880775
598,2012년,충청남도,보령시,96201,97151,88409,84437,71502,73773,68414,75082,74592,69199,87529,88501
599,2012년,충청남도,부여군,58788,59683,52935,46883,38016,39052,37177,43290,39184,36793,49524,54085
600,2012년,충청남도,서산시,510976,487429,506435,492567,495221,483037,470859,487218,457892,465745,478479,511603
601,2012년,충청남도,서천군,118854,121561,122426,112472,89991,85561,86209,87863,84235,83338,95914,122999
602,2012년,충청남도,아산시,931057,906282,931546,893351,901904,882443,936492,945223,895131,902319,923569,979706
603,2012년,충청남도,연기군,150443,149282,145258,138827,130776,125587,136559,135828,133706,0,1,5
604,2012년,충청남도,예산군,81946,83733,76084,69894,60969,58717,57663,62745,59726,56926,73068,79380
605,2012년,충청남도,천안시,693720,685134,670321,641743,615401,615156,652304,682874,635462,602969,642465,696602
606,2012년,충청남도,청양군,28006,28447,26134,23681,19223,19158,18308,21338,20627,18734,25622,26364
607,2012년,충청남도,태안군,53205,52663,47623,50534,40142,35212,31136,38163,35492,34431,55666,44827
608,2012년,충청남도,홍성군,75105,75188,67994,63752,52658,50739,49487,56200,53094,49574,70165,70932
609,2012년,전라북도,고창군,46798,47844,43172,41326,33156,32306,31936,35927,32710,31339,43253,55864
610,2012년,전라북도,군산시,722944,689987,738439,721131,716837,707080,721042,637713,686680,600071,530029,577538
611,2012년,전라북도,김제시,81087,82256,74768,70772,59055,57915,57402,64566,59933,56188,73695,79942
612,2012년,전라북도,남원시,54816,55309,50807,48258,41146,39836,40352,46176,42131,39688,48939,56158
613,2012년,전라북도,무주군,23623,22800,18743,16068,12744,12177,11598,13060,12713,12452,16441,21951
614,2012년,전라북도,부안군,41641,42551,38277,36626,28337,27405,27073,32536,29157,26352,36101,38238
615,2012년,전라북도,순창군,18835,19243,17257,16155,13693,13783,14784,17273,17004,15649,21586,20350
616,2012년,전라북도,완주군,127836,132404,129313,120861,110877,109408,111821,112271,107162,105852,116327,129778
617,2012년,전라북도,익산시,297892,297937,287296,275016,257156,254676,257071,273554,247072,231792,262737,281512
618,2012년,전라북도,임실군,24402,24943,22184,19981,15889,15333,16364,18922,18472,17201,23154,24714
619,2012년,전라북도,장수군,19465,19682,17119,15477,12170,10949,9935,11071,10958,11560,15045,17991
620,2012년,전라북도,전주시,404689,392540,371682,361770,328410,326976,344758,376969,351165,324391,340804,385259
621,2012년,전라북도,정읍시,113246,113460,106792,103585,91810,90601,94880,105022,96607,90808,105956,108051
622,2012년,전라북도,진안군,18097,18338,16406,15228,11939,10942,10698,12500,12901,11920,15119,16807
623,2012년,전라남도,강진군,25036,25063,22798,21930,18587,18400,18093,21810,19284,17561,24253,23330
624,2012년,전라남도,고흥군,44124,43401,41379,40933,28483,26216,24824,31379,29228,24736,33274,40121
625,2012년,전라남도,곡성군,36349,38865,37409,35383,32812,32762,31137,31715,31264,30440,35110,36552
626,2012년,전라남도,광양시,480009,395945,383014,427523,430660,504282,465609,447698,468331,517196,498185,463599
627,2012년,전라남도,구례군,15640,15793,14065,13277,10778,10290,10337,12702,10765,10147,12359,14171
628,2012년,전라남도,나주시,80988,79387,75561,73410,66479,68705,69195,76934,65497,66292,76604,79652
629,2012년,전라남도,담양군,46069,46836,42479,39402,34572,33019,33300,35015,36758,31223,39184,43322
630,2012년,전라남도,목포시,96433,96049,87525,84555,71087,71062,73870,91034,82128,68143,74342,83963
631,2012년,전라남도,무안군,46616,47834,44684,41898,34237,35609,37157,43708,38434,35396,46992,47504
632,2012년,전라남도,보성군,24998,24925,22077,21445,18323,18256,17316,21492,20081,17703,21109,24484
633,2012년,전라남도,순천시,154554,161225,153077,145446,134406,134934,137978,155502,141402,129351,142110,154649
634,2012년,전라남도,신안군,21040,22610,21844,22808,17589,14515,14282,17345,17031,15369,20704,22020
635,2012년,전라남도,여수시,930352,889274,889946,881552,947869,941864,1020368,1058278,1008472,984908,985824,950811
636,2012년,전라남도,영광군,53173,54553,55558,47343,43140,39104,49883,42875,40279,41014,59021,49739
637,2012년,전라남도,영암군,125501,128624,127828,112624,109027,111652,115212,109122,109263,104485,112468,124923
638,2012년,전라남도,완도군,60050,60903,59594,65737,60902,59665,61003,69970,63938,60847,66382,59125
639,2012년,전라남도,장성군,54947,52566,52639,50726,47013,44335,44239,47483,45627,44962,51172,52634
640,2012년,전라남도,장흥군,27329,29068,28223,28788,19707,17726,17497,22125,19474,17290,24778,27035
641,2012년,전라남도,진도군,23396,24781,23762,22813,18692,18440,16836,20981,19027,17657,23335,22466
642,2012년,전라남도,함평군,28906,29248,26929,25752,21211,20623,21380,25186,23130,21021,28677,28380
643,2012년,전라남도,해남군,64966,68900,68752,66398,45872,38126,37167,43752,37218,35032,55762,67361
644,2012년,전라남도,화순군,46641,47114,43181,41533,36371,35569,35932,40035,36834,33777,39499,44299
645,2012년,경상북도,경산시,240169,238214,228265,220682,205512,206709,209225,218205,212882,196928,223833,242077
646,2012년,경상북도,경주시,377003,366007,352302,341748,315822,309966,300987,319310,303321,295142,313725,344103
647,2012년,경상북도,고령군,98660,100690,99852,95532,91818,90630,87873,85368,82172,78690,88585,93065
648,2012년,경상북도,구미시,872442,851827,865777,844789,868367,886285,948851,985750,1117072,650672,866708,898655
649,2012년,경상북도,군위군,28006,27966,25720,24060,20416,20856,20990,22985,23384,21057,25485,27567
650,2012년,경상북도,김천시,173014,170209,165272,157624,147525,148047,153352,161639,151797,141995,158344,165168
651,2012년,경상북도,문경시,57692,58057,52860,49042,42083,40003,40301,44314,41730,40709,49012,55386
652,2012년,경상북도,봉화군,158803,152176,158171,152310,153140,148101,144904,143334,155393,159343,158140,162528
653,2012년,경상북도,상주시,70375,71058,94215,118703,114559,77900,46685,51937,48743,45073,62532,64004
654,2012년,경상북도,성주군,69982,68520,65762,63407,56664,56837,55884,57333,57709,54872,66225,72514
655,2012년,경상북도,안동시,99925,99102,88652,82751,68187,68613,69064,80531,72479,67040,82982,98100
656,2012년,경상북도,영덕군,29049,28500,25230,23425,20065,20000,18738,22594,21022,20001,23976,26804
657,2012년,경상북도,영양군,11809,12182,10575,9391,7036,6301,5807,6633,8918,7839,9059,10712
658,2012년,경상북도,영주시,112025,110132,106622,97194,91711,88725,87585,97692,98147,94429,98591,109751
659,2012년,경상북도,영천시,128132,127782,120601,115641,105327,105914,106751,108335,107829,100038,115296,123161
660,2012년,경상북도,예천군,30271,30929,26182,23775,19044,19777,18430,22509,19823,18237,27100,27492
661,2012년,경상북도,울릉군,4216,4151,4268,4305,4113,3926,3799,4604,3992,3863,4546,4445
662,2012년,경상북도,울진군,42130,41349,42618,39162,39321,31207,36680,43533,39258,45955,39026,51722
663,2012년,경상북도,의성군,38158,38176,34149,32291,27956,30207,28632,33352,29937,26503,34008,37356
664,2012년,경상북도,청도군,44144,42787,38630,35809,30643,30573,30125,34691,34206,31945,37772,42849
665,2012년,경상북도,청송군,18446,18420,15959,14850,11781,11601,10831,12433,12982,12528,15911,18405
666,2012년,경상북도,칠곡군,189214,190072,185264,179377,166326,167519,170400,176837,173849,162903,182172,190437
667,2012년,경상북도,포항시,1059253,984174,1152625,1043342,1088414,1065163,1001938,936465,974948,991084,1034533,1044142
668,2012년,경상남도,거제시,181620,186878,178405,165001,157219,155696,172238,183071,170275,152424,165945,183776
669,2012년,경상남도,거창군,40121,41143,36266,33991,28424,28083,28814,32097,31945,29040,33741,37134
670,2012년,경상남도,고성군,55229,55010,54121,53795,42736,43591,42132,46506,44414,42275,47211,55521
671,2012년,경상남도,김해시,473449,472017,445306,424049,386525,386575,390239,410334,400080,356819,408602,444851
672,2012년,경상남도,남해군,25244,25542,22837,21688,18508,18855,18015,22768,19929,17955,21524,22960
673,2012년,경상남도,밀양시,104568,106715,95526,85347,69056,64515,63887,70501,66370,61360,73259,98098
674,2012년,경상남도,사천시,113457,113702,108137,102581,95026,95053,97961,104329,96471,90240,98410,105428
675,2012년,경상남도,산청군,27259,26816,23412,20973,17080,16477,16030,19445,18531,16543,21844,24604
676,2012년,경상남도,양산시,286084,289241,283414,268690,259931,263977,272622,275965,265335,248412,269578,288067
677,2012년,경상남도,의령군,37611,37579,35627,32569,29381,29573,29730,31927,30810,29483,32453,35869
678,2012년,경상남도,진주시,240524,240044,219083,203815,173808,169406,172711,191411,175914,138624,164913,205294
679,2012년,경상남도,창녕군,68283,68829,61809,55647,44346,42987,46800,52453,49580,43817,53462,69183
680,2012년,경상남도,창원시,1017478,1033120,994727,928614,878183,881822,915047,943755,891066,824016,891998,967805
681,2012년,경상남도,통영시,120112,117191,109542,99769,90749,91909,100242,106978,95998,88160,96471,111888
