,연도,시도,시군구,1월,2월,3월,4월,5월,6월,7월,8월,9월,10월,11월,12월
0,2010년,서울특별시,강남구,457927,424894,373656,376910,349786,393627,457405,496809,450576,350481,363305,413633
1,2010년,서울특별시,강동구,144932,138528,118182,122005,111808,120631,135088,149326,138737,112613,119957,132367
2,2010년,서울특별시,강북구,90056,87984,72971,76623,69216,71907,79741,91081,86153,70080,73777,81674
3,2010년,서울특별시,강서구,186338,178368,153856,159663,147469,155677,172732,194199,182702,147682,153640,168821
4,2010년,서울특별시,관악구,159420,154923,130358,138016,124745,132059,148250,166418,159093,126106,131912,145001
5,2010년,서울특별시,광진구,169381,159875,137112,140857,131957,146262,167290,181960,168817,130794,134733,146821
6,2010년,서울특별시,구로구,200941,187235,164798,165210,151854,164471,180847,196056,180308,151642,162206,183594
7,2010년,서울특별시,금천구,139636,129079,116256,115631,106566,119253,136191,159193,133479,98512,129752,137366
8,2010년,서울특별시,노원구,149837,144882,123571,129009,117587,126179,140076,155618,143193,115248,123443,135799
9,2010년,서울특별시,도봉구,104040,100710,84676,89472,81730,85938,93856,106953,98593,79392,80200,99246
10,2010년,서울특별시,동대문구,142045,136579,115573,120246,107235,114401,130903,150203,139390,110521,116068,129437
11,2010년,서울특별시,동작구,115339,109799,96082,99875,92558,101026,112353,124732,116926,94196,98493,107967
12,2010년,서울특별시,마포구,170327,160230,142029,144382,133450,145469,165474,180464,167344,136692,142614,158855
13,2010년,서울특별시,서대문구,117926,108280,99658,99976,91587,100361,112893,122722,113322,92495,96284,107739
14,2010년,서울특별시,서초구,325544,305731,265098,272041,249861,273283,315523,344559,319577,252001,260733,288996
15,2010년,서울특별시,성동구,171192,164237,145650,151181,139313,146854,161907,174794,168065,138543,145542,159107
16,2010년,서울특별시,성북구,143196,138865,118325,122838,110494,118023,129368,142044,136711,111392,118846,131533
17,2010년,서울특별시,송파구,244766,231405,200081,208435,195391,205301,229976,253764,237524,197633,198516,219814
18,2010년,서울특별시,양천구,141449,140848,120405,126443,116265,121202,136864,153792,148658,120786,119685,135956
19,2010년,서울특별시,영등포구,246560,230056,208160,208499,197859,221317,253405,274475,245322,199508,202149,228625
20,2010년,서울특별시,용산구,134014,128222,109758,112617,102910,114718,131926,144692,134749,105270,109260,122372
21,2010년,서울특별시,은평구,122738,119446,100810,105544,95771,99997,110222,123270,118969,97806,101567,109833
22,2010년,서울특별시,종로구,170620,159586,136796,138662,125257,140564,162051,175493,159891,124662,133308,152982
23,2010년,서울특별시,중구,243134,224321,203796,203907,194695,225207,260561,277076,246116,195756,200905,229897
24,2010년,서울특별시,중랑구,106825,104085,86529,91040,81587,85303,94688,106419,101885,81738,86328,95490
25,2010년,부산광역시,강서구,236246,216103,239897,239927,235165,231735,236687,249591,243047,237452,245008,261405
26,2010년,부산광역시,금정구,99448,95697,84753,87826,78228,78279,83423,95489,95682,77647,85852,97117
27,2010년,부산광역시,기장군,103014,97732,78751,79554,76684,88860,99920,78304,80850,87299,85991,94959
28,2010년,부산광역시,남구,130590,122573,117927,119945,113742,111579,117282,129500,125482,113524,110405,115978
29,2010년,부산광역시,동구,52373,50576,45138,46234,40977,41041,44216,51236,50733,40611,41827,47062
30,2010년,부산광역시,동래구,92407,88840,78641,78708,71808,71733,76998,90141,89567,70141,73484,82198
31,2010년,부산광역시,부산진구,164899,157966,141404,144579,131966,133514,145403,166628,162904,132147,133902,147918
32,2010년,부산광역시,북구,84195,81419,71086,73542,66747,67702,72627,83601,81544,66397,69586,76477
33,2010년,부산광역시,사상구,183095,175752,163674,171459,153608,156760,162879,169580,171561,148560,165145,180081
34,2010년,부산광역시,사하구,272930,236532,245085,264085,254912,225581,247358,232314,257410,233624,244346,262733
35,2010년,부산광역시,서구,53650,49780,45345,46026,41803,42613,45946,53192,53399,48241,45960,50675
36,2010년,부산광역시,수영구,55411,53428,46597,47941,43210,42914,46103,55540,55129,44116,43492,49385
37,2010년,부산광역시,연제구,74669,71700,63891,64972,59419,60868,65878,77220,75334,58892,60540,67762
38,2010년,부산광역시,영도구,51808,49036,44012,44857,39686,38976,42733,46652,45060,38662,41396,49795
39,2010년,부산광역시,중구,42289,40595,35474,36174,32986,34029,38697,46612,46005,35666,33775,37683
40,2010년,부산광역시,해운대구,151468,143993,133601,136192,130625,133994,148900,171407,172519,138395,135694,147140
41,2010년,대구광역시,남구,63902,62026,53569,53944,46575,46293,49747,58358,57101,44571,49088,57057
42,2010년,대구광역시,달서구,366882,350129,330376,340517,318418,329787,352434,370862,369138,315590,341511,367402
43,2010년,대구광역시,달성군,227733,212904,217308,220887,209130,208211,214630,208071,208183,209163,222299,239571
44,2010년,대구광역시,동구,117803,113479,97871,100889,88364,86559,94145,107076,106058,86398,94516,108482
45,2010년,대구광역시,북구,221025,213406,190357,197128,177331,181482,195442,210354,208610,170220,187608,210690
46,2010년,대구광역시,서구,111727,104857,98664,98829,89837,91357,99123,105994,105824,86919,90819,99040
47,2010년,대구광역시,수성구,151926,146243,126630,130150,116973,117650,130460,149555,144396,115831,125243,141643
48,2010년,대구광역시,중구,70475,66091,58161,57213,53532,57847,66699,74477,68193,51740,53758,63457
49,2010년,인천광역시,강화군,62869,59379,48463,47240,38682,30863,28475,31603,33212,32341,42085,50650
50,2010년,인천광역시,계양구,123112,116775,102499,104523,94979,98080,106264,117020,111838,93435,103058,114022
51,2010년,인천광역시,남구,204677,191589,178010,178299,164893,165969,178784,193777,184525,164094,174042,194604
52,2010년,인천광역시,남동구,353559,338239,310900,319470,289646,305879,326019,330713,325825,287528,321353,351404
53,2010년,인천광역시,동구,336351,267965,333961,348155,358397,342956,291402,311513,308849,353170,351414,371949
54,2010년,인천광역시,부평구,242804,222905,206927,208225,189883,201476,220164,233403,220842,190774,202064,225851
55,2010년,인천광역시,서구,383262,365095,349223,357934,330627,332063,346408,352508,348689,323994,351069,378548
56,2010년,인천광역시,연수구,140458,126270,115370,112364,100131,104618,116063,129748,121417,105071,112667,134394
57,2010년,인천광역시,옹진군,17324,17814,18428,16903,12031,15155,9023,10004,10189,9732,13015,14307
58,2010년,인천광역시,중구,152013,135743,134047,132602,127856,131847,143996,151080,142199,130470,131898,145242
59,2010년,광주광역시,광산구,260308,251357,240831,242236,237703,232246,257806,246790,251799,235532,245042,256701
60,2010년,광주광역시,남구,62777,60489,51900,53640,46264,47098,50917,57818,55831,45764,52320,58250
61,2010년,광주광역시,동구,60499,57652,50497,51058,45472,46441,52010,58281,54427,44858,46707,53682
62,2010년,광주광역시,북구,196079,186138,172294,176174,164088,167166,182574,198493,193949,166436,173079,189509
63,2010년,광주광역시,서구,133261,126862,116771,119735,110408,112597,123830,135684,136538,112643,115573,127174
64,2010년,대전광역시,대덕구,240448,222944,228593,228517,219869,227469,241103,235772,233087,224663,222836,237156
65,2010년,대전광역시,동구,95255,91030,77063,79667,67333,65723,69831,79144,78145,63497,72150,83702
66,2010년,대전광역시,서구,174567,169983,145442,151039,135030,136588,151837,173012,169485,132785,138128,155058
67,2010년,대전광역시,유성구,209394,192595,180076,178457,166546,176713,199447,215374,199750,172362,187634,207659
68,2010년,대전광역시,중구,106709,101906,85812,86396,75650,77725,85956,97482,90265,75055,84649,95841
69,2010년,울산광역시,남구,1122035,1020217,1099127,1090312,1114769,1114411,1121050,1194849,1154503,1087756,1093685,1154200
70,2010년,울산광역시,동구,142315,124030,135833,130384,121728,130515,140401,141486,140501,135112,135725,149310
71,2010년,울산광역시,북구,195286,176766,196854,190440,181782,190980,205827,195925,193871,188166,197938,201580
72,2010년,울산광역시,울주군,738258,661226,695431,704668,733361,681656,699426,695293,709727,709881,742568,774483
73,2010년,울산광역시,중구,61714,60342,52463,54361,48712,48330,52018,62469,62043,47896,49738,59964
74,2010년,경기도,가평군,73043,69609,56471,54302,44648,38136,36780,40932,39218,40058,50916,61301
75,2010년,경기도,고양시,434436,418156,346653,356701,313793,315139,340458,376816,365968,309187,343378,391894
76,2010년,경기도,과천시,40459,37710,34089,34580,32729,34811,38587,41704,37424,32271,33866,36998
77,2010년,경기도,광명시,108607,102564,91858,91515,82957,90051,96344,115415,99035,70730,92511,102324
78,2010년,경기도,광주시,229454,221621,182461,190282,158194,149051,161991,160766,161830,147606,193512,196647
79,2010년,경기도,구리시,75092,71712,61445,65707,57637,60317,66861,72339,68494,56775,60982,68812
80,2010년,경기도,군포시,142559,133805,122796,124435,110854,115936,126621,132040,129543,113059,120053,132638
81,2010년,경기도,김포시,244970,238458,200783,211458,183434,175952,187445,180498,184904,166393,202808,235484
82,2010년,경기도,남양주시,253832,248768,204467,211575,183274,176489,182843,196293,192951,175012,201801,233984
83,2010년,경기도,동두천시,62721,56223,55828,52871,46141,47091,51611,54792,53934,45247,52516,57493
84,2010년,경기도,부천시,403030,385158,341338,348581,318626,337236,368816,396367,378317,312778,351647,376099
85,2010년,경기도,성남시,427149,397480,362773,368837,348773,371072,407295,455296,405375,345624,362902,405139
86,2010년,경기도,수원시,446697,421431,372294,383018,353125,384288,413550,458625,414016,353158,373552,417107
87,2010년,경기도,시흥시,387719,370791,343198,348558,313216,326126,335515,343788,339570,309786,345619,380695
88,2010년,경기도,안산시,670852,621188,622230,622736,622680,612761,658672,661284,638921,603944,607165,676631
89,2010년,경기도,안성시,232535,225501,200740,203349,180644,177736,184399,191554,186998,175042,202748,225671
90,2010년,경기도,안양시,249952,237077,212242,215291,199078,206774,227889,254210,231691,191254,205410,230574
91,2010년,경기도,양주시,206322,200531,170577,179763,155578,148420,144319,145339,149633,141302,173486,191500
92,2010년,경기도,양평군,115977,113066,86671,84178,64336,51726,46284,50769,50797,53165,76721,92939
93,2010년,경기도,여주군,136579,124420,106213,106145,90841,82262,81507,84903,84130,84548,164702,62403
94,2010년,경기도,연천군,61178,57507,47889,47883,40536,34277,32298,34583,34798,34732,45837,51603
95,2010년,경기도,오산시,107689,100270,94706,95823,88868,90189,95809,99913,97682,87055,91919,100267
96,2010년,경기도,용인시,727884,722955,666194,672728,654897,647086,692432,721126,683158,633509,666043,722211
97,2010년,경기도,의왕시,62111,59305,51261,53387,52575,48208,52550,56106,53676,46318,51235,57719
98,2010년,경기도,의정부시,159178,150572,127795,128431,116878,122203,131777,143116,136084,114165,125551,142753
99,2010년,경기도,이천시,347928,329214,318275,310066,296629,288415,306467,322768,305918,297586,322619,348926
100,2010년,경기도,파주시,461585,446520,424009,449602,443720,447865,478346,499502,489645,473670,509356,556441
101,2010년,경기도,평택시,559382,523815,512659,509557,478151,477067,506801,516165,502008,497101,515778,567305
102,2010년,경기도,포천시,249510,250690,201912,215136,181640,166697,159996,163779,169235,156975,200977,228633
103,2010년,경기도,하남시,105901,98734,87502,88656,81612,81840,86359,89939,86532,80018,87169,97059
104,2010년,경기도,화성시,941151,907051,866755,901850,860703,846808,888670,900857,888211,720258,1033234,1003445
105,2010년,강원도,강릉시,166006,164187,167277,173005,159195,148451,139539,150354,145647,143653,163886,163489
106,2010년,강원도,고성군,29446,27974,24848,25688,21784,19684,18481,20547,19423,18798,22240,24593
107,2010년,강원도,동해시,197039,164953,194138,201202,206283,210742,190960,177899,178645,218677,224295,233759
108,2010년,강원도,삼척시,94963,90278,101186,104302,103419,99185,88397,93063,90223,87894,94465,103532
109,2010년,강원도,속초시,44653,42740,38087,38994,33185,31137,30843,36524,33619,31337,35682,39408
110,2010년,강원도,양구군,24337,23395,18705,18526,14585,12101,10849,11449,11705,12790,18375,20267
111,2010년,강원도,양양군,29807,28301,24312,24504,21100,19360,18128,21434,19753,19113,22977,24950
112,2010년,강원도,영월군,72291,75588,93752,95644,94136,90569,82411,76431,67116,89528,92682,94729
113,2010년,강원도,원주시,231093,214836,189875,186952,161018,150403,155730,161333,158603,152314,182023,212462
114,2010년,강원도,인제군,35364,33189,27197,27375,21790,18373,16694,18339,19136,19593,26583,30890
115,2010년,강원도,정선군,59001,54914,49205,46368,40774,39170,38437,35780,36846,41924,52534,60148
116,2010년,강원도,철원군,57331,51432,42842,43088,34438,27680,24904,26482,27775,29821,41480,46479
117,2010년,강원도,춘천시,155985,149633,124152,125923,104932,97493,100260,108121,106697,97283,118766,140089
118,2010년,강원도,태백시,38895,34992,30512,30466,26313,25258,23365,23647,23311,25222,29307,34997
119,2010년,강원도,평창군,73127,65147,51631,48251,39136,33709,31053,34412,31231,36549,50710,64985
120,2010년,강원도,홍천군,81243,75700,61323,60420,49796,44837,42961,46700,43398,44131,57149,69273
121,2010년,강원도,화천군,26990,25655,20393,20017,16203,13643,12609,13866,14234,14826,19532,23413
122,2010년,강원도,횡성군,62609,59106,48994,46774,37443,32655,30317,32057,31503,33242,44889,54941
123,2010년,충청북도,괴산군,46824,43903,39870,40017,33887,30970,30117,32135,31538,30648,37213,42717
124,2010년,충청북도,단양군,91460,106349,149468,168444,164092,141989,127570,121607,106397,143599,156367,144371
125,2010년,충청북도,보은군,29979,28614,24311,24343,19562,17533,17163,18109,18161,17714,23471,26750
126,2010년,충청북도,영동군,40907,39427,35459,35903,30628,26820,26925,26660,27762,27432,32365,37390
127,2010년,충청북도,옥천군,60378,56955,52749,53406,46721,43759,44282,44961,45217,42751,49191,56366
128,2010년,충청북도,음성군,195381,180477,174767,176106,160532,159697,166191,166837,163132,157674,178509,194230
129,2010년,충청북도,제천시,115871,116578,109229,110874,100219,90454,89594,90913,83769,87301,107036,120721
130,2010년,충청북도,증평군,33906,33164,31069,31515,30295,29272,30971,32723,31171,29723,31860,35228
131,2010년,충청북도,진천군,136753,128888,126410,126883,117589,118232,124836,123539,119602,116270,124883,136451
132,2010년,충청북도,청원군,353014,322350,334176,330134,314269,320690,320938,333045,324946,322486,333759,359015
133,2010년,충청북도,청주시,472244,448271,429280,432272,409177,411670,445608,469214,441742,401400,419106,460345
134,2010년,충청북도,충주시,179188,170125,151884,152495,132150,125053,127309,131512,131529,126475,148012,170948
135,2010년,충청남도,계룡시,20362,18727,17166,16641,15239,16301,18355,20282,18079,15752,17767,19832
136,2010년,충청남도,공주시,100368,97549,85351,84812,69894,65815,65884,71052,70152,65543,81335,90692
137,2010년,충청남도,금산군,80242,75208,73149,72551,65368,64089,62053,69254,66428,65501,77192,83295
138,2010년,충청남도,논산시,107303,104995,95270,92099,80761,78668,77871,83033,80897,73762,91720,101426
139,2010년,충청남도,당진시,671979,626890,699965,689574,691738,664491,689678,652323,655674,746250,752730,831335
140,2010년,충청남도,보령시,94380,90332,80361,82781,75401,71643,68069,73382,72784,73513,82793,80184
141,2010년,충청남도,부여군,56583,55277,47807,46023,38650,35937,34973,38889,39558,37062,47192,49487
142,2010년,충청남도,서산시,414151,393794,408941,384333,371227,398931,411785,411101,399853,399593,406053,430502
143,2010년,충청남도,서천군,112686,103792,102313,103778,89122,86189,86934,89489,91518,91608,99057,113012
144,2010년,충청남도,아산시,749929,683605,725686,718783,724118,723894,777641,787269,756886,762697,784266,833272
145,2010년,충청남도,연기군,126170,119017,116508,118242,111411,111407,115352,116758,116426,110730,121283,130766
146,2010년,충청남도,예산군,78851,75435,67893,68206,60274,55294,54562,57151,56126,55038,67641,72891
147,2010년,충청남도,천안시,643884,601899,593181,595208,566401,568904,613169,631781,609982,573151,599027,645501
