,연도,시도,시군구,계약종별,1월,2월,3월,4월,5월,6월,7월,8월,9월,10월,11월,12월
1708,2017,경기도,가평군,합계,72410228,75248355,62444608,54815551,45225271,43236095,46664709,52129138,46613275,43675865,54136692,69091306
1709,2017,경기도,양평군,합계,109310348,116030523,92978255,81072267,63191556,59350159,60638536,67216939,61432292,58509582,81786371,103386719
1710,2017,경기도,이천시,합계,482995174,465762387,466742833,448766085,448040350,459382019,511050115,526456802,488722455,476949227,512668506,559131071
1711,2017,경기도,용인시,합계,841037068,819500511,787354678,753590626,725520446,744284641,814383303,851601132,774161123,721042062,773260997,841599221
1712,2017,경기도,안성시,합계,273219874,276853514,253439175,236353622,213818959,219961385,233743629,245018642,232032848,203371530,244983965,275319422
1713,2017,경기도,김포시,합계,338734560,344053748,304499925,291322192,249199872,265063804,273543194,287981016,284673006,239890576,296581167,358116703
1714,2017,경기도,부천시,합계,380956401,383033508,341440954,324658390,299013139,319767819,366164399,398987509,354260577,297161860,325160887,380407743
1715,2017,경기도,성남시,합계,443125667,434673799,395754176,375235517,368381197,402182433,471625464,502305951,429097182,369081199,392090045,451480429
1716,2017,경기도,수원시,합계,491053148,492214134,438797940,420737093,396197235,426737695,496954351,540411075,461873888,397384227,423636994,490966666
1717,2017,경기도,안양시,합계,236997661,236837188,209834593,198205903,186393293,199068677,228232258,251070970,217822426,185918524,200854842,234154457
1718,2017,경기도,고양시,합계,444125027,456501331,380297515,355119414,317743108,332655998,380905566,431592492,364968366,314097171,346236538,437785971
1719,2017,강원도,춘천시,합계,166196000,169291387,145015680,136939977,117793316,118446385,131735946,143301760,125533334,113838415,133117933,163759750
1720,2017,강원도,원주시,합계,241954655,247369210,215121760,198701065,170476054,174217260,186085568,197826912,182811359,161232783,198820548,237349114
1721,2017,강원도,강릉시,합계,183639452,182721974,172538027,164644504,152269671,150949153,156001523,163335439,158143303,153297761,171109543,185695935
1722,2017,강원도,동해시,합계,228309916,208076848,230650616,224490296,233263356,221073970,221303715,222780159,201455297,228993738,228581415,222264978
1723,2017,강원도,태백시,합계,31585822,32002624,28866689,28017437,24225875,23745594,22989416,23955090,24185298,23003159,27367970,31151748
1724,2017,강원도,속초시,합계,46668946,46796895,40347589,39606524,34583839,34708422,38888238,43505971,38356897,35766829,38958526,45108178
1725,2017,강원도,삼척시,합계,135730109,128033635,135261062,136367095,130728675,123537640,126619909,112484016,119994101,124387405,126681892,144452449
1726,2017,강원도,홍천군,합계,74584292,77144911,63287066,57811632,49344597,49350901,52316917,55899279,49977178,46732300,60146288,73276513
1727,2017,강원도,횡성군,합계,61060916,62175405,52872428,47762807,39768352,38387220,38933517,41238167,39364339,36860991,50246839,60673290
1728,2017,강원도,영월군,합계,85046027,81174109,100088354,99333941,93285743,89019324,82044953,82266704,89985226,90567065,100083534,100976979
1729,2017,강원도,평창군,합계,67292103,72900667,55313636,48613167,39888877,36784805,37827374,40074017,38161140,40364103,55960492,73786013
1730,2017,강원도,정선군,합계,62179929,58360277,50935812,49799233,45177944,43230571,43067940,44525539,44883381,48029942,59187989,70105826
1731,2017,강원도,철원군,합계,51630674,55179264,44891602,40834642,33547069,32296051,31629111,33370034,31209639,30633910,45235718,51801508
1732,2017,강원도,화천군,합계,27043648,28936128,23363672,21462588,16482251,15799530,16634401,18297245,16926797,16016722,20654212,26519099
1733,2017,강원도,양구군,합계,23682124,25006379,20885416,19138243,14909401,13817496,14217519,15274661,14481944,14300426,20246802,23449245
1734,2017,강원도,인제군,합계,35624558,37424115,30347529,28411389,22368607,21493871,22673246,23816436,22340591,22572888,28002824,35140709
1735,2017,강원도,고성군,합계,30315523,30411510,26419906,25778019,21853840,21129702,22835404,24695314,22970196,21399600,24871065,28702533
1736,2017,강원도,양양군,합계,27317824,27615052,23897741,23035357,20167301,20385768,20475989,23304492,22039870,20642042,24170849,27576969
1737,2017,충청북도,충주시,합계,217342231,221717816,203574646,188964895,169681606,174546753,184033832,190071165,184074855,160142405,194758713,222643532
1738,2017,충청북도,제천시,합계,142578177,143835141,140185939,130139465,117141679,114614563,118183550,117877464,116011754,113244489,132904804,146432222
1739,2017,충청북도,보은군,합계,33418461,34900846,30132123,27717180,24080286,24975726,25110355,26570804,25291573,23028336,31119710,35270810
1740,2017,충청북도,옥천군,합계,60031043,60816746,55879710,53623974,46789475,43789164,47561810,48330762,49148057,42517281,50823717,59279754
1741,2017,충청북도,영동군,합계,41506494,43056556,38879966,36640746,30579426,30790508,30190167,32183233,32787783,30093548,37265867,42073942
1742,2017,충청북도,진천군,합계,201683203,201746685,197391139,187210666,176717634,184499963,197051996,200810719,199300142,178235828,208694512,224301026
1743,2017,충청북도,괴산군,합계,50273131,52720471,45759551,41769535,35384373,36530035,37968403,39812866,37425423,33411123,43404329,50819863
1744,2017,충청북도,음성군,합계,258152867,258736144,246760527,232459900,215028904,226014432,237055915,236425564,234981820,208965906,246353085,269534067
1745,2017,충청북도,단양군,합계,163047377,133059762,174982114,171770006,171963493,148998506,148507197,130760777,150191780,152487237,167217478,168642307
1746,2017,충청북도,청주시,합계,996506187,971526431,960334235,915483825,896744693,912397533,1008822310,1028255911,954028933,882557350,933876517,1024688907
1747,2017,충청북도,증평군,합계,45457949,44127510,45064571,41335586,39601042,40612906,43895405,45801003,42519770,37647203,40544538,45571996
1748,2017,충청남도,아산시,합계,1089765232,1036500504,1100800189,1059906223,1085987856,1085235804,1185786726,1212260844,1173837152,1149580970,1179115266,1239591855
1749,2017,충청남도,보령시,합계,123940985,122283141,103534957,104082209,94082282,100371571,90372969,99596402,99380262,92369023,114977575,107676472
1750,2017,충청남도,공주시,합계,105359110,107964545,96162557,88532067,76994628,77434472,81798974,89911854,81522320,74731020,91667229,102738083
1751,2017,충청남도,서산시,합계,624549634,586500428,622114711,598716833,572753089,603340772,642376964,634132693,592484368,612802062,644160000,651860859
1752,2017,충청남도,천안시,합계,682953313,672210710,648841187,614000887,583204845,602893489,659153127,677815444,621443501,543971921,601828815,659907216
1753,2017,충청남도,금산군,합계,90742242,90936078,87278747,82573307,73808457,75127807,76252871,75078288,75997668,62130411,77248526,92728179
1754,2017,충청남도,연기군,합계,1389,1338,1342,995,772,943,1408,1722,1143,772,803,1158
1755,2017,충청남도,계룡시,합계,22292153,21500042,19515393,18290831,17518000,18666174,21727290,22791809,18979901,17465319,19903721,22290264
1756,2017,충청남도,논산시,합계,131472375,135282932,123346859,109457566,95141992,96404405,101423249,112708320,102172007,89085212,112345415,125423782
1757,2017,충청남도,부여군,합계,63524138,64222636,55988386,50429869,44727598,46744367,44569712,51232636,46097412,41395253,54864966,60001600
1758,2017,충청남도,서천군,합계,119996554,117180392,119234712,109944965,82889123,79203134,77506770,76967257,75833319,74684591,97947510,110606198
1759,2017,충청남도,청양군,합계,30581180,32094722,28433260,26122801,22731165,23007014,23851147,26481125,26093536,22230493,29943774,29876805
1760,2017,충청남도,홍성군,합계,84865709,86754041,77073649,72006811,62051437,62146120,65245506,75060226,68261162,60441680,83210229,83838453
1761,2017,충청남도,예산군,합계,102499262,107538095,100141933,91927807,81369986,82701388,84597455,89781942,88172102,77572738,97889103,104057473
1762,2017,충청남도,당진시,합계,1009774890,957888586,1023815883,985923631,1020784046,998657676,1034049601,1020642819,984965503,924893938,989092545,977050330
1763,2017,충청남도,태안군,합계,80347322,86394156,70790050,57661076,60431760,48889159,51607718,52410834,53786859,60358070,68966629,69589995
1764,2017,전라북도,군산시,합계,709343640,695644064,752415102,708482332,716536104,682703913,662857412,709071336,712703872,678973558,659471279,724543392
1765,2017,전라북도,익산시,합계,288017246,282159154,267965973,256198449,237994257,243655435,254619466,268895298,248315606,218678711,248310878,269890134
1766,2017,전라북도,정읍시,합계,131393937,130533698,122338883,117943324,106283045,109387211,117533095,126226242,119176730,108705392,130332617,133297201
1767,2017,전라북도,남원시,합계,56003661,57931155,52142902,50547350,43905686,44419175,45871908,52349718,46843671,41896733,48744678,62537662
1768,2017,전라북도,김제시,합계,92948052,94483905,84483842,81151254,70565016,71414409,72438646,79831376,74728074,65004159,85677369,94212741
1769,2017,전라북도,완주군,합계,149920441,150580969,146936207,135470752,124694492,128972786,137125234,138576705,134247252,114866596,140018910,151051644
1770,2017,전라북도,진안군,합계,20106893,20583455,17638217,16561541,13644953,13134808,13363943,15053112,15124695,14171611,17471916,19685921
1771,2017,전라북도,무주군,합계,24159052,22709891,18134020,16036261,13765984,14096540,14230824,15394552,14824437,13874798,17724032,23522704
1772,2017,전라북도,장수군,합계,25181784,26133879,21786708,19741074,15394655,14245200,13822051,15101255,14619798,14713048,19005941,24073654
1773,2017,전라북도,임실군,합계,29307919,29389755,27153570,25243616,21812740,21928043,22320476,24364903,23374781,21104922,24068423,30327017
1774,2017,전라북도,순창군,합계,22743831,23856749,21727889,20742600,19024384,19770938,20928314,22499175,21581706,18712330,25105405,23328333
1775,2017,전라북도,고창군,합계,54847331,56258832,47945620,48463475,41118190,41136210,41950086,46808186,43407156,40191777,49463069,69383931
1776,2017,전라북도,부안군,합계,45078418,45984776,41948298,40743074,34075708,34290064,37735407,43227943,38328196,33401293,42877816,44471877
1777,2017,전라북도,전주시,합계,388960114,390899571,373548528,344794075,334567285,331134405,373214151,406278197,367938079,326031167,346480284,390220100
1778,2017,전라남도,목포시,합계,90564980,92932495,81416565,81256027,70585886,71846172,81499350,99558118,86016856,71605075,74225350,85202154
1779,2017,전라남도,여수시,합계,1299710849,1185879748,1263544595,1210236201,1293865354,1221647999,1295599187,1313144181,1299863532,1285018955,1196483282,1297798999
1780,2017,전라남도,순천시,합계,171329358,171821926,154641718,157849992,145810581,149447359,160603393,178887445,165073454,140134338,150939111,173037033
1781,2017,전라남도,나주시,합계,103902100,101595494,96389097,93415451,84415510,91875991,98625897,108058388,100688077,88096195,99292736,108090560
1782,2017,전라남도,광양시,합계,507056717,373997853,456755033,467599170,480158041,444149367,449826117,480565767,458248134,512144691,367395035,467077873
1783,2017,전라남도,담양군,합계,49311676,50218854,44027421,41568088,36227389,35888166,38032652,42118594,40374615,35393434,42704417,45300448
1784,2017,전라남도,곡성군,합계,36647596,38280797,35688086,34546729,31620519,34293878,35665491,35470020,34084846,29249265,34826370,37526381
1785,2017,전라남도,구례군,합계,16845192,17186498,14940432,14679876,12548319,12680643,13336673,15587638,13624011,12298026,14660104,16561424
1786,2017,전라남도,고흥군,합계,48583006,53354854,50257127,50394802,32679570,31753064,32284798,38576665,35489689,29686861,41355891,42947132
1787,2017,전라남도,보성군,합계,27877300,28766021,24136265,23918698,20385633,21189014,21698527,25633655,24035896,20823343,26151567,29794525
1788,2017,전라남도,화순군,합계,51510042,51319789,44323161,41769318,35104757,34934827,36792246,41768800,38056042,34017935,42696088,51300872
1789,2017,전라남도,장흥군,합계,31089225,35743114,33879923,33162925,22999597,22753953,23965674,28665113,25783099,23211550,31823574,32804483
1790,2017,전라남도,강진군,합계,30387521,31787131,28334916,28130870,23030815,22856277,22530159,26978882,24846851,22613971,32315779,30163632
1791,2017,전라남도,해남군,합계,70496048,75491137,75843252,75982211,50823381,49488975,47330179,54370864,46453947,41414661,64320646,75673383
1792,2017,전라남도,영암군,합계,113612445,111797383,98433635,84546073,74644404,89052811,95214273,87429401,89238009,75667150,88082415,93122488
1793,2017,전라남도,무안군,합계,54336435,55183875,51463466,49791034,42456918,46628684,51865518,58605560,51596902,44967155,58835924,55279926
1794,2017,전라남도,함평군,합계,32568748,34001365,30512339,29511143,25263891,26323504,27956540,32457973,30046890,25820944,34928560,34283161
1795,2017,전라남도,영광군,합계,52744374,91307155,78318799,76183851,55790556,46030167,54575266,65981431,76698011,73229604,80109661,67462627
1796,2017,전라남도,장성군,합계,53890968,53890206,53421001,50987850,46553808,46962739,47608137,51893414,50821662,45313924,53693487,58222286
1797,2017,전라남도,완도군,합계,71082337,74529418,76585776,90157292,78530254,73965719,75192006,86140018,86171460,82063189,87762449,75933784
1798,2017,전라남도,진도군,합계,29682782,30254043,29055893,30619780,24364537,23725034,22796825,26510743,24524191,22688575,28376293,27449028
1799,2017,전라남도,신안군,합계,23191192,25125350,24997701,25201031,18684951,18235311,20903021,26928196,25666807,21640196,24837248,25858781
1800,2017,경상북도,경주시,합계,369830389,370120316,351006895,330068193,328819819,320497112,333943007,332753258,325630931,290371952,335749975,364896159
1801,2017,경상북도,김천시,합계,202491525,192135619,190424313,186871409,178840657,183842753,198218774,201148224,193091398,180750250,199879396,206740434
1802,2017,경상북도,안동시,합계,107369563,108257698,95195862,90901891,80323732,82686928,88820492,92858478,86150392,77718462,90628307,107140700
1803,2017,경상북도,구미시,합계,836456944,784375206,810721952,792124255,805679858,830927743,917580668,911579237,856155145,797971304,803687516,839215663
1804,2017,경상북도,영주시,합계,139503475,132933186,132841234,126775367,99396929,116974069,113644541,132843210,119063995,118765349,130531412,141944077
1805,2017,경상북도,영천시,합계,139007877,139342400,129652010,128109560,115262253,122965915,128074906,123823650,127432820,109676916,131157911,140489063
1806,2017,경상북도,상주시,합계,70529115,70418432,59585236,56083238,50992316,52710730,53596002,57531142,52390718,48366821,69097125,70015982
1807,2017,경상북도,문경시,합계,56500406,57170436,52202115,47800822,41793164,42212512,43859392,45870300,45326685,41442508,49101377,55712202
1808,2017,경상북도,경산시,합계,248063742,244739537,231632505,226790342,209055830,219453200,230796920,234169100,228839477,197499682,229233027,248515148
1809,2017,경상북도,군위군,합계,31259878,31529047,28344438,27380784,23289867,24824761,25481383,25890185,26325547,23389980,27569223,31005551
1810,2017,경상북도,의성군,합계,38491321,39008289,33689693,32807682,29644496,35980818,35471587,33918843,33598384,28471135,35005293,38157995
1811,2017,경상북도,청송군,합계,19585129,20028600,16524877,16349005,13659855,14019069,14050889,13952604,13672843,13090808,16184462,19508858
1812,2017,경상북도,영양군,합계,11499461,12284543,10122157,9502592,7433897,7022330,6833250,7682657,9756971,8626886,9251761,11516802
1813,2017,경상북도,영덕군,합계,29533528,29684335,25450891,25018184,21705295,21844762,22648133,24573947,23031303,21124473,24275584,27925763
1814,2017,경상북도,청도군,합계,46998476,45522991,39473019,38402972,33196612,34745536,36945502,40554618,38026308,35624540,42897240,48739452
1815,2017,경상북도,고령군,합계,110736195,112415027,114225758,109252998,103890060,105615297,103406589,102988104,108089781,93350625,110231661,115138646
1816,2017,경상북도,성주군,합계,94500670,93285201,88588141,87732117,79156899,81586375,83289641,81129572,84799588,73661463,90055461,95965902
1817,2017,경상북도,칠곡군,합계,185123521,181190599,170897197,166057598,150505729,157887500,168552928,168287454,167732527,146693107,170670511,183403918
1818,2017,경상북도,예천군,합계,31366023,32599306,26945048,25222636,22106137,23861307,23544417,25151918,23756224,21190478,30178752,31611196
1819,2017,경상북도,봉화군,합계,171008964,156538250,166892699,162140778,162105775,147999084,151795886,142837978,154029278,168055278,164278112,170727109
1820,2017,경상북도,울진군,합계,90053450,48821201,46392775,37859737,49768468,53260447,57599469,71894356,61017969,71274866,55590728,83195611
1821,2017,경상북도,울릉군,합계,4838514,4694209,4430267,5123009,4883616,4672561,4753663,5392952,4863782,4628359,5102167,5313311
1822,2017,경상북도,포항시,합계,981469375,951332960,1002640906,940028102,941723303,907280901,968560247,995280042,974409005,1009825672,1041897866,1017099633
1823,2017,경상남도,진주시,합계,271217351,272835839,238637651,222283767,183633778,184646302,197870360,216937499,200635762,174370733,205160132,257808059
1824,2017,경상남도,창원시,합계,955244297,956279930,922515320,887605415,824474818,850982700,923640805,932645387,916526423,782108552,871236287,953373117
1825,2017,경상남도,통영시,합계,100969190,98442842,86251604,81932556,73530632,71030818,79043899,86871519,77460440,64277715,69204275,81145174
1826,2017,경상남도,사천시,합계,116758893,117828216,111074686,107345391,97793540,102573371,111275982,117662593,112735425,96816147,110448410,121437041
1827,2017,경상남도,김해시,합계,479489901,482180217,442551949,439065278,392236617,418082104,436540673,456854195,448948666,374228255,435310006,479665009
1828,2017,경상남도,밀양시,합계,132637471,136343263,116363969,104089216,80747192,79205039,83508799,88717162,83905730,73432813,90023632,120798515
1829,2017,경상남도,거제시,합계,206708965,205243477,192215468,185575317,163609341,174193066,202904210,202338301,185025907,149594768,157930226,173834400
1830,2017,경상남도,의령군,합계,40282230,40373162,35551568,33461983,29618265,29912192,31209726,33927773,32055946,27884032,33840649,39586742
1831,2017,경상남도,함안군,합계,223702640,236865982,234389249,223296903,208767919,214134793,215386043,208587582,228590815,195678512,225679740,241558795
1832,2017,경상남도,창녕군,합계,98517902,99048209,87552691,80545017,67697125,71577403,77787595,81023757,75024680,65299117,77845219,93729905
1833,2017,경상남도,양산시,합계,313503843,310382058,302554488,297712349,281298882,299441612,320487731,322257914,320182958,271921354,294795029,330110807
1834,2017,경상남도,고성군,합계,56434740,58365350,51277514,49158518,42475970,41854869,41346688,42386113,41333156,38068765,40606445,50237402
1835,2017,경상남도,남해군,합계,24872280,25458578,21214537,21425254,18959277,19722510,19895267,25519434,21864037,19128401,22258900,23089127
1836,2017,경상남도,하동군,합계,32868384,34361939,28948599,30163969,24175074,24608901,26678283,26656678,24878847,25547285,29004944,36272070
1837,2017,경상남도,산청군,합계,33034241,33277976,27965914,26004370,22160821,22696881,23612027,27416241,25228829,22074720,29136670,32649258
1838,2017,경상남도,함양군,합계,24753737,25024566,21293996,21142107,18006366,18509698,19399778,22548991,21672021,19337532,23167779,25162068
1839,2017,경상남도,거창군,합계,42412181,43240847,37412985,36179909,31550385,32483110,34154282,37100031,34915185,31727964,37347885,41654208
1840,2017,경상남도,합천군,합계,39526793,41339627,34246701,32093731,26470507,27960097,28326801,31531700,28675589,25373485,33081115,37343465
1841,2017,제주특별자치도,제주시,합계,260261691,265579645,237809271,238962513,215650365,222309418,258941850,307265827,264774246,221502480,231526932,259127590
1842,2017,제주특별자치도,서귀포시,합계,182663018,197332778,177888262,179534749,157595692,151200976,160250367,182739573,166079349,144731714,151803904,178012481
1843,2017,세종특별자치시,세종시,합계,256177532,254772667,247248300,234699668,221323980,232819275,247499134,255801591,245760591,215764873,242114204,264776374
1844,2018,서울특별시,종로구,합계,171019971,169434488,136159703,128289234,124307777,139778251,163019192,197366195,156693151,118776426,126600240,148064081
1845,2018,서울특별시,중구,합계,235416246,226100180,190122410,179650068,181965833,206391561,243313256,278837361,220286628,172922518,177104496,204606907
1846,2018,서울특별시,용산구,합계,134742745,135129784,108424732,103599522,99836397,112891205,132905570,170257741,132379628,99822737,102190877,116104341
1847,2018,서울특별시,성동구,합계,201936616,201639509,169399751,167374814,160143870,171547738,190099053,238186424,196238384,157582101,165841773,183595176
1848,2018,서울특별시,동대문구,합계,139368158,141041083,113008317,108599477,101302973,111424790,126400103,169106950,133938183,101259422,104959745,119119875
1849,2018,서울특별시,성북구,합계,139694273,142025524,115173029,110903574,103114687,112305803,124489465,165812861,131613830,100057557,107533701,121149592
1850,2018,서울특별시,도봉구,합계,86372137,88165656,70702352,68882875,63516586,68216343,76513606,104345274,80346470,62725081,67613402,74961764
1851,2018,서울특별시,은평구,합계,131805446,134584613,109660534,107353684,99886551,106409021,118995947,161855185,130701129,100587598,106239323,116423196
1852,2018,서울특별시,서대문구,합계,119018148,115923310,97554246,92274668,89932905,98221110,114247881,143342634,111102542,88956164,92290464,105565052
1853,2018,서울특별시,마포구,합계,202369252,197291697,161733735,153712279,150980925,165473410,194447178,244232928,190088598,150765763,155233620,180883724
1854,2018,서울특별시,강서구,합계,230096094,232734811,193663444,184318711,180843909,189846168,217777945,277837122,224726490,182267532,188165027,215526015
1855,2018,서울특별시,구로구,합계,187018714,185138868,146045360,139136754,133456682,145024702,167766617,208963784,162145307,130004614,137177832,161803171
1856,2018,서울특별시,영등포구,합계,249179012,241676650,206527814,194921151,193825058,213113581,252460475,304964610,236532239,188852976,191549069,217039539
1857,2018,서울특별시,동작구,합계,120191329,121008007,98513443,96011919,91325858,100378898,114192060,151123110,117661083,91703208,95027032,106485038
1858,2018,서울특별시,관악구,합계,162359973,167823745,133628610,130639657,121546792,131794054,147732467,198531252,159801874,121820899,127556425,140807520
1859,2018,서울특별시,강남구,합계,450177270,451230089,361240752,334575169,320213237,357361243,427233494,525585118,406811772,313262385,330074248,390786821
1860,2018,서울특별시,강동구,합계,143678150,144535565,117962301,112807379,107320762,117554527,136058273,176152083,133637148,106582510,111470726,126926841
1861,2018,서울특별시,송파구,합계,253685643,250817893,209494978,204064744,199809419,220144182,255054141,325068773,261596318,193494054,204292577,242849758
1862,2018,서울특별시,중랑구,합계,106853645,109323713,87516156,84888762,78578289,84806650,95758740,132690491,101966717,78673388,82096436,92581933
1863,2018,서울특별시,노원구,합계,146086911,146407724,119201160,114873106,107248614,116781205,131276401,172936983,135767293,107098006,113445456,127833332
1864,2018,서울특별시,서초구,합계,312283498,315359012,253372716,243365875,232297776,258604076,302493743,378266168,300238601,232955626,240294129,271420786
1865,2018,서울특별시,양천구,합계,152401478,153366205,133603899,130106590,124313901,129570962,147658798,188029602,158748256,123986941,123529733,133173869
1866,2018,서울특별시,광진구,합계,153202091,154770264,124671866,122829192,118818609,131800553,153875387,196843366,153935066,116446343,121278306,136120999
1867,2018,서울특별시,강북구,합계,89449522,91684941,73571462,71288005,65882574,70672316,78678366,107434534,85730141,65267816,68577873,76422389
1868,2018,서울특별시,금천구,합계,158695466,152726375,126870837,119500034,116475689,126129574,148095561,176975876,139984962,114209942,120766524,138985921
1869,2018,부산광역시,중구,합계,39373103,39599423,32446223,30786524,28572634,30918619,35605975,45291576,38309175,29413601,28205267,31231920
1870,2018,부산광역시,서구,합계,54298300,51287537,46988250,44956451,42117523,44076304,52396040,63353428,55912636,46883376,47531532,48727632
1871,2018,부산광역시,동구,합계,51002949,50847688,42442404,40507728,37663006,39381300,44523170,55857523,46507991,37726630,38958935,43604759
1872,2018,부산광역시,영도구,합계,46244442,46098111,38901998,38060965,34769169,35162066,38167114,47373328,40772016,34015371,35069595,39158031
1873,2018,부산광역시,부산진구,합계,164151471,162386861,138008042,133629456,126722350,134242056,154540345,189900540,156029898,126264296,127200731,140613744
1874,2018,부산광역시,동래구,합계,90356237,91036514,75754699,74146266,68825329,71900070,81733728,104970707,83003994,68400255,68494222,76673428
1875,2018,부산광역시,남구,합계,129791595,128390687,116299134,114904821,110931502,113060863,125169537,146578060,128469684,112526145,112224982,118989189
1876,2018,부산광역시,북구,합계,84365583,85576557,70614044,70501456,65346713,69128453,79056696,97360777,78960192,64241567,67850924,74253765
1877,2018,부산광역시,해운대구,합계,172936302,167584922,148310733,145720525,140587025,149035761,168654707,205738508,166841726,138895422,138759285,150946963
1878,2018,부산광역시,사하구,합계,256394343,231201340,230905260,212639230,203907140,205981445,216944646,248673970,228811407,213610064,217949436,203735812
1879,2018,부산광역시,금정구,합계,106990956,107885708,90298037,88834522,82455532,86180915,94278192,116930963,97282226,81414039,84596251,93083793
1880,2018,부산광역시,강서구,합계,360096653,330240057,329820268,322419323,321052312,335179709,358855623,348951189,342342771,330535562,343308952,344402907
1881,2018,부산광역시,연제구,합계,73257698,73418819,61280398,60007408,56373510,59615467,69175715,87331246,69613288,55791012,56502629,63613215
1882,2018,부산광역시,수영구,합계,56685298,58141784,47222173,46437952,42660490,44782099,50972764,69385226,55686547,43965084,43901311,48079666
1883,2018,부산광역시,사상구,합계,167825738,166294216,143628174,144119245,134731680,138854919,148214000,163002984,147034280,126345401,138105828,147001273
1884,2018,부산광역시,기장군,합계,112918128,108881187,101202107,107450156,98006079,89654207,95655410,104883152,106355604,95260631,90959271,99440674
1885,2018,대구광역시,중구,합계,71162703,70407135,56697307,52700909,52098575,59383891,70761158,83394987,64099525,49764051,51866658,62020286
1886,2018,대구광역시,동구,합계,141224591,144050187,118957332,114406778,107326142,114616373,128655424,160890601,126676958,103907548,111814230,126580317
1887,2018,대구광역시,서구,합계,96949461,99054455,85072597,83194140,78982182,81724974,89622854,107031102,88500680,72859394,77336401,83004886
1888,2018,대구광역시,남구,합계,59180012,59650584,49219769,46286998,42265732,44937869,51041289,66779699,52023167,41239457,44021210,50947339
1889,2018,대구광역시,북구,합계,224823133,226110692,188555101,184326673,172938878,184087343,202438968,244177980,199860402,163710729,179565003,200158930
1890,2018,대구광역시,수성구,합계,157855129,159645375,131458738,126726094,118489210,126373927,142142355,182544255,141887309,115446559,122311540,138586708
1891,2018,대구광역시,달서구,합계,372000787,358219160,320806812,321673525,307799253,321231040,345102419,396352818,341197203,298884387,320050105,340672054
1892,2018,대구광역시,달성군,합계,342601323,316056330,302332516,301140295,296377056,300159481,312571268,323930116,295099161,290760350,303970590,318150430
1893,2018,인천광역시,중구,합계,209946759,196419092,185492832,173962824,130333580,226020990,206226670,227616529,197993579,181215441,181136604,198403618
1894,2018,인천광역시,동구,합계,367845371,275849140,356639261,343505324,356259915,340179568,349300264,365480573,285870664,357038083,335427256,356693880
1895,2018,인천광역시,미추홀구,합계,188641036,174784833,149117756,141486294,133552738,138198292,152291244,191065846,157302954,130284156,138664753,155736107
1896,2018,인천광역시,서구,합계,523546866,508902692,467402206,455035931,440377202,447190952,478422729,524440926,473084966,433463122,456573149,486738858
1897,2018,인천광역시,남동구,합계,393764449,385523633,332605528,319734617,303243434,312872909,344215622,391353340,336384723,289204743,316390272,348060484
1898,2018,인천광역시,부평구,합계,234085461,228846079,195553434,184634905,176144755,184907218,203060672,251808822,201643107,171176950,181301927,204061572
1899,2018,인천광역시,계양구,합계,128491504,127668840,107083288,101292635,95624991,99637422,112153653,140718269,112276791,93972130,100114218,113421868
1900,2018,인천광역시,연수구,합계,219102235,207342637,184182225,172307129,170086043,180576385,213921226,252056783,195426142,172449722,179565224,207233123
1901,2018,인천광역시,강화군,합계,62796853,67937156,52876043,46025315,39525030,36582078,36461487,46521980,43107437,36908457,49091451,57077038
1902,2018,인천광역시,옹진군,합계,20353413,22168092,19343739,21526408,20532370,15118950,14481795,17358504,15923722,14243068,18376267,19142635
1903,2018,광주광역시,동구,합계,60170642,60476765,49431861,46898974,43930753,47969185,54525571,67302654,55424744,43768774,45486915,51716855
1904,2018,광주광역시,서구,합계,147449805,147710826,126566847,123028965,116612691,124533560,139257108,173182194,148208184,116146868,119952819,130006497
1905,2018,광주광역시,북구,합계,210972811,209063727,182164652,178319368,171833768,184969374,200729308,244086132,200451689,168511487,174889066,185075288
1906,2018,광주광역시,광산구,합계,319040743,309939821,283402116,281557448,265369501,275642123,295311156,329872985,299728181,265209422,276056408,287413986
1907,2018,광주광역시,남구,합계,69901916,71315230,57094319,55688181,51197996,54937855,63440117,79470864,62091200,50490115,56214747,62598077
1908,2018,대전광역시,동구,합계,93299389,95901031,76642997,73063052,64748273,68196909,72608882,97777781,79175975,62455824,69102883,79665324
1909,2018,대전광역시,중구,합계,98261958,100001943,80933160,76053436,69472574,73269513,82820329,107175786,85477780,67016047,72863187,83021171
1910,2018,대전광역시,서구,합계,180746803,184476435,150838156,143427098,132939211,143206796,158761498,212855517,172561553,130184458,137578386,156303429
1911,2018,대전광역시,대덕구,합계,249443166,230472135,232395145,226664478,221452787,226881868,239570428,250147317,232695653,221704922,222298297,228592127
1912,2018,대전광역시,유성구,합계,283550587,274580400,243437523,233056346,231102084,246983100,270891428,311975543,246936933,213469850,225176842,252463981
1913,2018,울산광역시,북구,합계,215946280,201840122,207077634,198498460,194007809,196993698,205551184,238115926,203000395,199412970,201662250,214311243
1914,2018,울산광역시,동구,합계,128470984,115165480,112379286,109241769,108746509,115449338,128613839,132244807,122187128,114371870,114446719,124900678
1915,2018,울산광역시,중구,합계,67963434,68579309,57068058,56111959,52051029,54646842,61271220,81829364,65873129,51894162,53570758,58852621
1916,2018,울산광역시,남구,합계,1399860492,1287975227,1341372288,1325523901,1372665707,1348767634,1464021363,1520228943,1418526654,1326533152,1312225951,1396427399
