,연월,시도,인구밀도,연도,월,사용량
1114,2019.11,세종특별자치시,728,2019,11,209733
1115,2019.12,세종특별자치시,732,2019,12,2490860
1116,2020.01,세종특별자치시,736,2020,1,1856934
1117,2020.02,세종특별자치시,739,2020,2,2546452
1118,2020.03,세종특별자치시,741,2020,3,1739397
1119,2020.04,세종특별자치시,742,2020,4,333424
1120,2020.05,세종특별자치시,742,2020,5,3813925
1121,2020.06,세종특별자치시,742,2020,6,1824828
1122,2020.07,세종특별자치시,744,2020,7,1213047
1123,2020.08,세종특별자치시,746,2020,8,8507386
1124,2020.09,세종특별자치시,748,2020,9,2657835
1125,2020.1,세종특별자치시,754,2020,10,4161055
1126,2020.11,세종특별자치시,760,2020,11,675463
1127,2020.12,세종특별자치시,765,2020,12,1210881
1128,2021.01,세종특별자치시,769,2021,1,751192
1129,2021.02,세종특별자치시,773,2021,2,1604274
1130,2021.03,세종특별자치시,775,2021,3,3715673
1131,2021.04,세종특별자치시,777,2021,4,225970
1132,2021.05,세종특별자치시,778,2021,5,2659735
1133,2021.06,세종특별자치시,780,2021,6,1901027
1134,2021.07,세종특별자치시,783,2021,7,2605076
1135,2021.08,세종특별자치시,785,2021,8,1732744
1136,2021.09,세종특별자치시,788,2021,9,354638
1137,2021.1,세종특별자치시,791,2021,10,3789423
1138,2021.11,세종특별자치시,794,2021,11,1902687
1139,2021.12,세종특별자치시,799,2021,12,1228374
1140,2022.01,세종특별자치시,805,2022,1,8873250
1141,2022.02,세종특별자치시,809,2022,2,2683615
1142,2022.03,세종특별자치시,811,2022,3,3592872
1143,2022.04,세종특별자치시,813,2022,4,677388
1144,2022.05,세종특별자치시,815,2022,5,1218416
1145,2022.06,세종특별자치시,817,2022,6,741221
1146,2022.07,세종특별자치시,819,2022,7,1646150
1147,2022.08,세종특별자치시,820,2022,8,3621612
1148,2022.09,세종특별자치시,821,2022,9,232819
1149,2022.1,세종특별자치시,822,2022,10,2520793
1150,2022.11,세종특별자치시,823,2022,11,1938030
1151,2022.12,세종특별자치시,824,2022,12,2615730
1152,2011.01,경기도,1160,2011,1,1770289
1153,2011.02,경기도,1161,2011,2,373510
1154,2011.03,경기도,1163,2011,3,4000824
1155,2011.04,경기도,1164,2011,4,1937770
1156,2011.05,경기도,1165,2011,5,1250381
1157,2011.06,경기도,1166,2011,6,9487505
1158,2011.07,경기도,1167,2011,7,2694747
1159,2011.08,경기도,1168,2011,8,3584216
1160,2011.09,경기도,1169,2011,9,688052
1161,2011.1,경기도,1170,2011,10,1232515
1162,2011.11,경기도,1171,2011,11,758538
1163,2011.12,경기도,1173,2011,12,1647154
1164,2012.01,경기도,1174,2012,1,3686242
1165,2012.02,경기도,1175,2012,2,242180
1166,2012.03,경기도,1176,2012,3,2778506
1167,2012.04,경기도,1178,2012,4,1981285
1168,2012.05,경기도,1179,2012,5,2646151
1169,2012.06,경기도,1180,2012,6,1810635
1170,2012.07,경기도,1181,2012,7,396634
1171,2012.08,경기도,1183,2012,8,4102184
1172,2012.09,경기도,1184,2012,9,2058719
1173,2012.1,경기도,1185,2012,10,1211985
1174,2012.11,경기도,1186,2012,11,9505754
1175,2012.12,경기도,1188,2012,12,2637434
1176,2013.01,경기도,1190,2013,1,3491484
1177,2013.02,경기도,1191,2013,2,673983
1178,2013.03,경기도,1192,2013,3,1204862
1179,2013.04,경기도,1193,2013,4,732298
1180,2013.05,경기도,1194,2013,5,1633070
1181,2013.06,경기도,1196,2013,6,3676047
1182,2013.07,경기도,1197,2013,7,255501
1183,2013.08,경기도,1198,2013,8,2815389
1184,2013.09,경기도,1199,2013,9,1897766
1185,2013.1,경기도,1200,2013,10,2429144
1186,2013.11,경기도,1201,2013,11,1700388
1187,2013.12,경기도,1202,2013,12,404085
1188,2014.01,경기도,1203,2014,1,4253487
1189,2014.02,경기도,1204,2014,2,2097133
1190,2014.03,경기도,1205,2014,3,1209426
1191,2014.04,경기도,1206,2014,4,9860838
1192,2014.05,경기도,1207,2014,5,2569712
1193,2014.06,경기도,1209,2014,6,3056814
1194,2014.07,경기도,1210,2014,7,685306
1195,2014.08,경기도,1211,2014,8,1149699
1196,2014.09,경기도,1212,2014,9,756242
1197,2014.1,경기도,1213,2014,10,1615016
1198,2014.11,경기도,1213,2014,11,3730294
1199,2014.12,경기도,1214,2014,12,269349
1200,2015.01,경기도,1215,2015,1,2510484
1201,2015.02,경기도,1216,2015,2,1873175
1202,2015.03,경기도,1217,2015,3,2361475
1203,2015.04,경기도,1219,2015,4,1533556
1204,2015.05,경기도,1220,2015,5,408215
1205,2015.06,경기도,1221,2015,6,4049676
1206,2015.07,경기도,1223,2015,7,2113611
1207,2015.08,경기도,1224,2015,8,1274174
1208,2015.09,경기도,1226,2015,9,10512799
1209,2015.1,경기도,1227,2015,10,2822799
1210,2015.11,경기도,1228,2015,11,3506078
1211,2015.12,경기도,1230,2015,12,713735
1212,2016.01,경기도,1231,2016,1,1232554
1213,2016.02,경기도,1232,2016,2,774709
1214,2016.03,경기도,1234,2016,3,1676954
1215,2016.04,경기도,1235,2016,4,3701621
1216,2016.05,경기도,1236,2016,5,292890
1217,2016.06,경기도,1238,2016,6,2685454
1218,2016.07,경기도,1240,2016,7,2000698
1219,2016.08,경기도,1242,2016,8,2648105
1220,2016.09,경기도,1243,2016,9,1697453
1221,2016.1,경기도,1245,2016,10,437447
1222,2016.11,경기도,1247,2016,11,3770865
1223,2016.12,경기도,1248,2016,12,2283540
1224,2017.01,경기도,1249,2017,1,1055938
1225,2017.02,경기도,1250,2017,2,7589292
1226,2017.03,경기도,1251,2017,3,2550149
1227,2017.04,경기도,1252,2017,4,3344445
1228,2017.05,경기도,1254,2017,5,667137
1229,2017.06,경기도,1254,2017,6,1202680
1230,2017.07,경기도,1256,2017,7,748174
1231,2017.08,경기도,1257,2017,8,1675050
1232,2017.09,경기도,1259,2017,9,4219590
1233,2017.1,경기도,1260,2017,10,0
1234,2017.11,경기도,1262,2017,11,2218722
1235,2017.12,경기도,1263,2017,12,1766598
1236,2018.01,경기도,1265,2018,1,1998945
1237,2018.02,경기도,1266,2018,2,1493114
1238,2018.03,경기도,1268,2018,3,286859
1239,2018.04,경기도,1270,2018,4,3170594
1240,2018.05,경기도,1271,2018,5,1551504
1241,2018.06,경기도,1273,2018,6,1144760
1242,2018.07,경기도,1275,2018,7,7828198
1243,2018.08,경기도,1277,2018,8,2690200
1244,2018.09,경기도,1278,2018,9,3581232
1245,2018.1,경기도,1280,2018,10,674555
1246,2018.11,경기도,1282,2018,11,1243303
1247,2018.12,경기도,1283,2018,12,764457
1248,2019.01,경기도,1284,2019,1,1695590
1249,2019.02,경기도,1285,2019,2,4049595
1250,2019.03,경기도,1286,2019,3,0
1251,2019.04,경기도,1288,2019,4,2462805
1252,2019.05,경기도,1289,2019,5,1783544
1253,2019.06,경기도,1291,2019,6,2220065
1254,2019.07,경기도,1292,2019,7,1706313
1255,2019.08,경기도,1294,2019,8,305421
1256,2019.09,경기도,1295,2019,9,3500491
1257,2019.1,경기도,1296,2019,10,1633233
1258,2019.11,경기도,1297,2019,11,1157824
1259,2019.12,경기도,1298,2019,12,8256552
1260,2020.01,경기도,1299,2020,1,2623501
1261,2020.02,경기도,1301,2020,2,3597832
1262,2020.03,경기도,1303,2020,3,660058
1263,2020.04,경기도,1305,2020,4,1214720
1264,2020.05,경기도,1306,2020,5,752158
1265,2020.06,경기도,1308,2020,6,1671135
1266,2020.07,경기도,1309,2020,7,4075847
1267,2020.08,경기도,1311,2020,8,0
1268,2020.09,경기도,1313,2020,9,2498393
1269,2020.1,경기도,1314,2020,10,1829867
1270,2020.11,경기도,1315,2020,11,2352615
1271,2020.12,경기도,1317,2020,12,1749714
1272,2021.01,경기도,1318,2021,1,308449
1273,2021.02,경기도,1321,2021,2,3654677
1274,2021.03,경기도,1320,2021,3,1731121
1275,2021.04,경기도,1321,2021,4,1135448
1276,2021.05,경기도,1322,2021,5,8325648
1277,2021.06,경기도,1323,2021,6,2806015
1278,2021.07,경기도,1325,2021,7,3736866
1279,2021.08,경기도,1326,2021,8,707543
1280,2021.09,경기도,1328,2021,9,1272957
1281,2021.1,경기도,1328,2021,10,781617
1282,2021.11,경기도,1329,2021,11,1703106
1283,2021.12,경기도,1330,2021,12,4099931
1284,2022.01,경기도,1330,2022,1,189805
1285,2022.02,경기도,1331,2022,2,2582997
1286,2022.03,경기도,1331,2022,3,1875985
1287,2022.04,경기도,1331,2022,4,2410269
1288,2022.05,경기도,1331,2022,5,1730583
1289,2022.06,경기도,1332,2022,6,332906
1290,2022.07,경기도,1332,2022,7,3708962
1291,2022.08,경기도,1332,2022,8,1770742
1292,2022.09,경기도,1331,2022,9,1187271
1293,2022.1,경기도,1331,2022,10,8529871
1294,2022.11,경기도,1332,2022,11,2739786
1295,2022.12,경기도,1332,2022,12,3831939
1296,2011.01,강원도,91,2011,1,692995
1297,2011.02,강원도,91,2011,2,1255757
1298,2011.03,강원도,91,2011,3,782699
1299,2011.04,강원도,91,2011,4,1671763
1300,2011.05,강원도,91,2011,5,4072242
1301,2011.06,강원도,91,2011,6,203945
1302,2011.07,강원도,91,2011,7,2590569
1303,2011.08,강원도,91,2011,8,1933604
1304,2011.09,강원도,91,2011,9,2573919
1305,2011.1,강원도,91,2011,10,1830154
1306,2011.11,강원도,91,2011,11,329068
1307,2011.12,강원도,91,2011,12,3920746
1308,2012.01,강원도,91,2012,1,1848656
1309,2012.02,강원도,91,2012,2,1209553
1310,2012.03,강원도,91,2012,3,8494129
1311,2012.04,강원도,91,2012,4,2709947
1312,2012.05,강원도,91,2012,5,3607031
1313,2012.06,강원도,91,2012,6,714512
1314,2012.07,강원도,91,2012,7,1224159
1315,2012.08,강원도,91,2012,8,760448
1316,2012.09,강원도,91,2012,9,1639718
1317,2012.1,강원도,91,2012,10,3982172
1318,2012.11,강원도,91,2012,11,217496
1319,2012.12,강원도,91,2012,12,2611907
1320,2013.01,강원도,91,2013,1,1903269
1321,2013.02,강원도,91,2013,2,2453984
1322,2013.03,강원도,91,2013,3,1666071
1323,2013.04,강원도,91,2013,4,340764
1324,2013.05,강원도,91,2013,5,3956742
1325,2013.06,강원도,91,2013,6,1886596
1326,2013.07,강원도,91,2013,7,1239943
1327,2013.08,강원도,91,2013,8,8997317
1328,2013.09,강원도,91,2013,9,2799026
1329,2013.1,강원도,91,2013,10,3056868
1330,2013.11,강원도,91,2013,11,731855
1331,2013.12,강원도,91,2013,12,1282697
1332,2014.01,강원도,91,2014,1,801595
1333,2014.02,강원도,91,2014,2,1717654
1334,2014.03,강원도,91,2014,3,4101888
1335,2014.04,강원도,91,2014,4,233674
1336,2014.05,강원도,91,2014,5,2767201
1337,2014.06,강원도,91,2014,6,2018624
1338,2014.07,강원도,91,2014,7,2631165
1339,2014.08,강원도,91,2014,8,1832647
1340,2014.09,강원도,91,2014,9,385185
1341,2014.1,강원도,91,2014,10,4019425
1342,2014.11,강원도,91,2014,11,1973528
1343,2014.12,강원도,91,2014,12,1266281
1344,2015.01,강원도,91,2015,1,9771137
1345,2015.02,강원도,91,2015,2,2873069
1346,2015.03,강원도,91,2015,3,3811468
1347,2015.04,강원도,91,2015,4,761988
1348,2015.05,강원도,91,2015,5,1349359
1349,2015.06,강원도,91,2015,6,826381
1350,2015.07,강원도,91,2015,7,1815923
1351,2015.08,강원도,91,2015,8,4273771
1352,2015.09,강원도,92,2015,9,247499
1353,2015.1,강원도,92,2015,10,2774160
1354,2015.11,강원도,92,2015,11,2117650
1355,2015.12,강원도,92,2015,12,2753902
1356,2016.01,강원도,92,2016,1,1828011
1357,2016.02,강원도,91,2016,2,419192
1358,2016.03,강원도,91,2016,3,4240321
1359,2016.04,강원도,92,2016,4,2078381
1360,2016.05,강원도,91,2016,5,1285711
1361,2016.06,강원도,92,2016,6,10296257
1362,2016.07,강원도,92,2016,7,2872740
1363,2016.08,강원도,92,2016,8,3766046
1364,2016.09,강원도,92,2016,9,753263
1365,2016.1,강원도,92,2016,10,1342336
1366,2016.11,강원도,92,2016,11,824653
1367,2016.12,강원도,92,2016,12,1813944
1368,2017.01,강원도,92,2017,1,4260544
1369,2017.02,강원도,92,2017,2,256799
1370,2017.03,강원도,91,2017,3,2917598
1371,2017.04,강원도,91,2017,4,2110535
1372,2017.05,강원도,91,2017,5,2799291
1373,2017.06,강원도,91,2017,6,1777088
1374,2017.07,강원도,91,2017,7,431586
1375,2017.08,강원도,91,2017,8,4342391
1376,2017.09,강원도,91,2017,9,2179169
1377,2017.1,강원도,91,2017,10,1230225
1378,2017.11,강원도,92,2017,11,9730623
1379,2017.12,강원도,92,2017,12,2809322
1380,2018.01,강원도,91,2018,1,3688216
1381,2018.02,강원도,91,2018,2,726581
1382,2018.03,강원도,91,2018,3,1273370
1383,2018.04,강원도,91,2018,4,786884
1384,2018.05,강원도,91,2018,5,1724989
1385,2018.06,강원도,91,2018,6,4146986
1386,2018.07,강원도,91,2018,7,274189
1387,2018.08,강원도,91,2018,8,3024955
1388,2018.09,강원도,91,2018,9,2039203
1389,2018.1,강원도,91,2018,10,2648712
1390,2018.11,강원도,91,2018,11,1751150
1391,2018.12,강원도,91,2018,12,420071
1392,2019.01,강원도,91,2019,1,4475404
1393,2019.02,강원도,91,2019,2,2215303
1394,2019.03,강원도,91,2019,3,1218509
1395,2019.04,강원도,91,2019,4,10406069
1396,2019.05,강원도,91,2019,5,2698203
1397,2019.06,강원도,91,2019,6,3281092
1398,2019.07,강원도,91,2019,7,723738
1399,2019.08,강원도,91,2019,8,1221759
1400,2019.09,강원도,91,2019,9,799435
1401,2019.1,강원도,91,2019,10,1701538
1402,2019.11,강원도,91,2019,11,4074026
1403,2019.12,강원도,91,2019,12,284687
1404,2020.01,강원도,91,2020,1,2720164
1405,2020.02,강원도,91,2020,2,1962282
1406,2020.03,강원도,91,2020,3,2525928
1407,2020.04,강원도,91,2020,4,1567216
1408,2020.05,강원도,91,2020,5,424457
1409,2020.06,강원도,91,2020,6,4245607
1410,2020.07,강원도,91,2020,7,2213059
1411,2020.08,강원도,91,2020,8,1320822
1412,2020.09,강원도,91,2020,9,11597452
1413,2020.1,강원도,91,2020,10,3008611
1414,2020.11,강원도,91,2020,11,3702200
1415,2020.12,강원도,91,2020,12,790946
1416,2021.01,강원도,91,2021,1,1344663
1417,2021.02,강원도,91,2021,2,862437
1418,2021.03,강원도,91,2021,3,1861381
1419,2021.04,강원도,91,2021,4,4406553
1420,2021.05,강원도,91,2021,5,315299
1421,2021.06,강원도,91,2021,6,2881832
1422,2021.07,강원도,91,2021,7,2191297
1423,2021.08,강원도,91,2021,8,2856350
1424,2021.09,강원도,91,2021,9,1803462
1425,2021.1,강원도,91,2021,10,486838
1426,2021.11,강원도,91,2021,11,4137216
1427,2021.12,강원도,91,2021,12,2404437
1428,2022.01,강원도,91,2022,1,1088438
1429,2022.02,강원도,91,2022,2,7961584
1430,2022.03,강원도,91,2022,3,2600386
1431,2022.04,강원도,91,2022,4,3428974
1432,2022.05,강원도,91,2022,5,697066
1433,2022.06,강원도,91,2022,6,1284747
1434,2022.07,강원도,91,2022,7,800784
1435,2022.08,강원도,91,2022,8,1797007
1436,2022.09,강원도,91,2022,9,4646112
1437,2022.1,강원도,91,2022,10,0
1438,2022.11,강원도,91,2022,11,2290022
1439,2022.12,강원도,91,2022,12,1861369
1440,2011.01,충청북도,208,2011,1,2114591
1441,2011.02,충청북도,208,2011,2,1551166
1442,2011.03,충청북도,208,2011,3,331375
1443,2011.04,충청북도,209,2011,4,3206697
1444,2011.05,충청북도,209,2011,5,1591255
1445,2011.06,충청북도,209,2011,6,1176803
1446,2011.07,충청북도,209,2011,7,8077684
1447,2011.08,충청북도,209,2011,8,2671624
1448,2011.09,충청북도,209,2011,9,3576061
1449,2011.1,충청북도,209,2011,10,712046
1450,2011.11,충청북도,210,2011,11,1286641
1451,2011.12,충청북도,210,2011,12,816201
1452,2012.01,충청북도,211,2012,1,1793742
1453,2012.02,충청북도,211,2012,2,4433093
1454,2012.03,충청북도,211,2012,3,0
1455,2012.04,충청북도,211,2012,4,2382527
1456,2012.05,충청북도,211,2012,5,1849160
1457,2012.06,충청북도,211,2012,6,2338047
1458,2012.07,충청북도,210,2012,7,1712173
1459,2012.08,충청북도,210,2012,8,335711
1460,2012.09,충청북도,211,2012,9,3537705
1461,2012.1,충청북도,211,2012,10,1660964
1462,2012.11,충청북도,211,2012,11,1187258
1463,2012.12,충청북도,211,2012,12,8351284
1464,2013.01,충청북도,211,2013,1,2735873
1465,2013.02,충청북도,211,2013,2,3670384
1466,2013.03,충청북도,211,2013,3,734889
1467,2013.04,충청북도,211,2013,4,1345137
1468,2013.05,충청북도,211,2013,5,835728
1469,2013.06,충청북도,211,2013,6,1869241
1470,2013.07,충청북도,211,2013,7,4687134
1471,2013.08,충청북도,211,2013,8,0
1472,2013.09,충청북도,212,2013,9,2457928
1473,2013.1,충청북도,212,2013,10,1943473
1474,2013.11,충청북도,212,2013,11,2466141
1475,2013.12,충청북도,212,2013,12,1757560
1476,2014.01,충청북도,212,2014,1,355592
1477,2014.02,충청북도,212,2014,2,3706104
1478,2014.03,충청북도,212,2014,3,1782368
1479,2014.04,충청북도,212,2014,4,1192064
1480,2014.05,충청북도,212,2014,5,8781449
1481,2014.06,충청북도,212,2014,6,2707443
1482,2014.07,충청북도,212,2014,7,3762549
1483,2014.08,충청북도,212,2014,8,773392
1484,2014.09,충청북도,213,2014,9,1381189
1485,2014.1,충청북도,213,2014,10,848615
1486,2014.11,충청북도,213,2014,11,1861438
1487,2014.12,충청북도,213,2014,12,4534870
1488,2015.01,충청북도,213,2015,1,201942
1489,2015.02,충청북도,213,2015,2,2533220
1490,2015.03,충청북도,213,2015,3,1930205
1491,2015.04,충청북도,213,2015,4,2455720
1492,2015.05,충청북도,213,2015,5,1712559
1493,2015.06,충청북도,213,2015,6,393840
1494,2015.07,충청북도,213,2015,7,3766974
1495,2015.08,충청북도,213,2015,8,1809584
1496,2015.09,충청북도,213,2015,9,1214877
1497,2015.1,충청북도,213,2015,10,8604680
1498,2015.11,충청북도,213,2015,11,2644061
1499,2015.12,충청북도,213,2015,12,3686008
1500,2016.01,충청북도,213,2016,1,717104
1501,2016.02,충청북도,213,2016,2,1273769
1502,2016.03,충청북도,213,2016,3,798517
1503,2016.04,충청북도,214,2016,4,1739645
1504,2016.05,충청북도,214,2016,5,4260833
1505,2016.06,충청북도,214,2016,6,196299
1506,2016.07,충청북도,214,2016,7,2553748
1507,2016.08,충청북도,214,2016,8,1911112
1508,2016.09,충청북도,214,2016,9,2592766
1509,2016.1,충청북도,214,2016,10,1767724
1510,2016.11,충청북도,214,2016,11,364066
1511,2016.12,충청북도,214,2016,12,3891818
1512,2017.01,충청북도,214,2017,1,1815753
1513,2017.02,충청북도,214,2017,2,1286166
1514,2017.03,충청북도,214,2017,3,9262319
1515,2017.04,충청북도,214,2017,4,2763484
1516,2017.05,충청북도,214,2017,5,3680745
1517,2017.06,충청북도,214,2017,6,754560
1518,2017.07,충청북도,215,2017,7,1334385
1519,2017.08,충청북도,215,2017,8,851386
1520,2017.09,충청북도,215,2017,9,1802549
1521,2017.1,충청북도,215,2017,10,4471860
1522,2017.11,충청북도,215,2017,11,218478
1523,2017.12,충청북도,215,2017,12,2609390
1524,2018.01,충청북도,215,2018,1,2060394
1525,2018.02,충청북도,215,2018,2,2747295
1526,2018.03,충청북도,215,2018,3,1805578
1527,2018.04,충청북도,215,2018,4,398539
1528,2018.05,충청북도,215,2018,5,3976573
1529,2018.06,충청북도,215,2018,6,1905285
1530,2018.07,충청북도,215,2018,7,1331494
1531,2018.08,충청북도,215,2018,8,9808502
1532,2018.09,충청북도,215,2018,9,2912513
1533,2018.1,충청북도,215,2018,10,3810108
1534,2018.11,충청북도,215,2018,11,813713
1535,2018.12,충청북도,215,2018,12,1423080
1536,2019.01,충청북도,215,2019,1,907682
1537,2019.02,충청북도,215,2019,2,1901685
1538,2019.03,충청북도,215,2019,3,4852558
1539,2019.04,충청북도,215,2019,4,243882
1540,2019.05,충청북도,215,2019,5,2746691
1541,2019.06,충청북도,215,2019,6,2159497
1542,2019.07,충청북도,215,2019,7,2856132
1543,2019.08,충청북도,215,2019,8,1951491
1544,2019.09,충청북도,215,2019,9,454259
1545,2019.1,충청북도,215,2019,10,4182948
1546,2019.11,충청북도,215,2019,11,2055605
1547,2019.12,충청북도,216,2019,12,1309951
1548,2020.01,충청북도,215,2020,1,10298534
1549,2020.02,충청북도,215,2020,2,2960983
1550,2020.03,충청북도,215,2020,3,3872112
1551,2020.04,충청북도,215,2020,4,833272
1552,2020.05,충청북도,215,2020,5,1413997
1553,2020.06,충청북도,215,2020,6,895488
1554,2020.07,충청북도,215,2020,7,1979171
1555,2020.08,충청북도,215,2020,8,4733095
1556,2020.09,충청북도,215,2020,9,255802
1557,2020.1,충청북도,215,2020,10,2782576
1558,2020.11,충청북도,215,2020,11,2225964
1559,2020.12,충청북도,216,2020,12,2925331
1560,2021.01,충청북도,215,2021,1,1963678
1561,2021.02,충청북도,215,2021,2,490005
1562,2021.03,충청북도,215,2021,3,4316874
1563,2021.04,충청북도,215,2021,4,2096900
1564,2021.05,충청북도,215,2021,5,1421772
1565,2021.06,충청북도,215,2021,6,11686973
1566,2021.07,충청북도,215,2021,7,3145720
1567,2021.08,충청북도,215,2021,8,3996474
1568,2021.09,충청북도,215,2021,9,893915
1569,2021.1,충청북도,215,2021,10,1565102
1570,2021.11,충청북도,215,2021,11,979932
1571,2021.12,충청북도,215,2021,12,2095583
1572,2022.01,충청북도,215,2022,1,5394746
1573,2022.02,충청북도,215,2022,2,285846
1574,2022.03,충청북도,215,2022,3,3081875
1575,2022.04,충청북도,215,2022,4,2408422
1576,2022.05,충청북도,215,2022,5,3082888
1577,2022.06,충청북도,215,2022,6,1995297
1578,2022.07,충청북도,215,2022,7,520069
1579,2022.08,충청북도,215,2022,8,4626019
1580,2022.09,충청북도,215,2022,9,2351465
1581,2022.1,충청북도,215,2022,10,1359412
1582,2022.11,충청북도,215,2022,11,11713268
1583,2022.12,충청북도,215,2022,12,2968281
1584,2011.01,충청남도,240,2011,1,3852790
1585,2011.02,충청남도,240,2011,2,821995
1586,2011.03,충청남도,241,2011,3,1433600
1587,2011.04,충청남도,241,2011,4,898970
1588,2011.05,충청남도,241,2011,5,1966047
1589,2011.06,충청남도,241,2011,6,4897882
1590,2011.07,충청남도,242,2011,7,289289
1591,2011.08,충청남도,242,2011,8,3054786
1592,2011.09,충청남도,242,2011,9,2226318
1593,2011.1,충청남도,242,2011,10,2785148
1594,2011.11,충청남도,243,2011,11,1851288
1595,2011.12,충청남도,243,2011,12,507465
1596,2012.01,충청남도,256,2012,1,4611353
1597,2012.02,충청남도,256,2012,2,2320540
1598,2012.03,충청남도,257,2012,3,1263509
1599,2012.04,충청남도,257,2012,4,10976452
1600,2012.05,충청남도,257,2012,5,2840866
1601,2012.06,충청남도,257,2012,6,3470234
1602,2012.07,충청남도,246,2012,7,785930
1603,2012.08,충청남도,246,2012,8,1318926
1604,2012.09,충청남도,246,2012,9,851834
1605,2012.1,충청남도,246,2012,10,1883786
1606,2012.11,충청남도,247,2012,11,4438534
1607,2012.12,충청남도,247,2012,12,294023
1608,2013.01,충청남도,247,2013,1,2871555
1609,2013.02,충청남도,247,2013,2,2075731
1610,2013.03,충청남도,247,2013,3,2689690
1611,2013.04,충청남도,248,2013,4,1658484
1612,2013.05,충청남도,248,2013,5,511679
1613,2013.06,충청남도,248,2013,6,4411688
1614,2013.07,충청남도,248,2013,7,2256294
1615,2013.08,충청남도,248,2013,8,1449135
1616,2013.09,충청남도,249,2013,9,12196364
1617,2013.1,충청남도,249,2013,10,3128818
1618,2013.11,충청남도,249,2013,11,3766708
1619,2013.12,충청남도,249,2013,12,876521
1620,2014.01,충청남도,249,2014,1,1461379
1621,2014.02,충청남도,249,2014,2,965782
1622,2014.03,충청남도,249,2014,3,2037219
1623,2014.04,충청남도,250,2014,4,5103868
1624,2014.05,충청남도,250,2014,5,339002
1625,2014.06,충청남도,250,2014,6,2911724
1626,2014.07,충청남도,250,2014,7,2387486
1627,2014.08,충청남도,250,2014,8,3073050
1628,2014.09,충청남도,250,2014,9,1923328
1629,2014.1,충청남도,250,2014,10,544310
1630,2014.11,충청남도,250,2014,11,4257399
1631,2014.12,충청남도,251,2014,12,2507863
1632,2015.01,충청남도,251,2015,1,1058865
1633,2015.02,충청남도,251,2015,2,7659696
1634,2015.03,충청남도,251,2015,3,2594082
1635,2015.04,충청남도,251,2015,4,3394857
1636,2015.05,충청남도,251,2015,5,692544
1637,2015.06,충청남도,251,2015,6,1267503
1638,2015.07,충청남도,251,2015,7,770732
1639,2015.08,충청남도,252,2015,8,1806226
1640,2015.09,충청남도,252,2015,9,4296100
1641,2015.1,충청남도,252,2015,10,0
1642,2015.11,충청남도,252,2015,11,2260645
1643,2015.12,충청남도,252,2015,12,1807585
1644,2016.01,충청남도,252,2016,1,2098805
1645,2016.02,충청남도,252,2016,2,1553451
1646,2016.03,충청남도,252,2016,3,317709
1647,2016.04,충청남도,253,2016,4,3139467
1648,2016.05,충청남도,253,2016,5,1524966
1649,2016.06,충청남도,253,2016,6,1180929
1650,2016.07,충청남도,253,2016,7,7742435
1651,2016.08,충청남도,253,2016,8,2591648
1652,2016.09,충청남도,254,2016,9,3495235
1653,2016.1,충청남도,254,2016,10,673056
1654,2016.11,충청남도,254,2016,11,1211616
1655,2016.12,충청남도,254,2016,12,749635
1656,2017.01,충청남도,254,2017,1,1698380
1657,2017.02,충청남도,255,2017,2,4149017
1658,2017.03,충청남도,255,2017,3,0
1659,2017.04,충청남도,255,2017,4,2370648
1660,2017.05,충청남도,256,2017,5,1752984
1661,2017.06,충청남도,256,2017,6,2214157
1662,2017.07,충청남도,256,2017,7,1696404
1663,2017.08,충청남도,256,2017,8,310488
1664,2017.09,충청남도,256,2017,9,3429691
1665,2017.1,충청남도,257,2017,10,1593140
1666,2017.11,충청남도,257,2017,11,1137513
1667,2017.12,충청남도,257,2017,12,7963834
1668,2018.01,충청남도,257,2018,1,2615171
1669,2018.02,충청남도,257,2018,2,3791593
1670,2018.03,충청남도,257,2018,3,671096
1671,2018.04,충청남도,257,2018,4,1227950
1672,2018.05,충청남도,257,2018,5,748795
1673,2018.06,충청남도,257,2018,6,1731297
1674,2018.07,충청남도,257,2018,7,4034771
1675,2018.08,충청남도,258,2018,8,0
1676,2018.09,충청남도,258,2018,9,2458083
1677,2018.1,충청남도,258,2018,10,1806302
1678,2018.11,충청남도,258,2018,11,2363465
1679,2018.12,충청남도,258,2018,12,1724665
1680,2019.01,충청남도,257,2019,1,314567
1681,2019.02,충청남도,257,2019,2,3577592
1682,2019.03,충청남도,257,2019,3,1701672
1683,2019.04,충청남도,257,2019,4,1163211
1684,2019.05,충청남도,257,2019,5,8104391
1685,2019.06,충청남도,257,2019,6,2658966
1686,2019.07,충청남도,257,2019,7,3685660
1687,2019.08,충청남도,257,2019,8,702556
1688,2019.09,충청남도,257,2019,9,1255073
1689,2019.1,충청남도,257,2019,10,757394
1690,2019.11,충청남도,257,2019,11,1720611
1691,2019.12,충청남도,257,2019,12,4064276
1692,2020.01,충청남도,257,2020,1,187499
1693,2020.02,충청남도,257,2020,2,2594620
1694,2020.03,충청남도,257,2020,3,1816536
1695,2020.04,충청남도,256,2020,4,2641451
1696,2020.05,충청남도,256,2020,5,1702646
1697,2020.06,충청남도,257,2020,6,351450
1698,2020.07,충청남도,257,2020,7,3671812
1699,2020.08,충청남도,257,2020,8,1702850
1700,2020.09,충청남도,257,2020,9,1179709
1701,2020.1,충청남도,257,2020,10,8075793
1702,2020.11,충청남도,257,2020,11,2569954
