,연월,시도,인구수,연도,월
1258,2019.11,경기도,13228177,2019,11
1259,2019.12,경기도,13239666,2019,12
1260,2020.01,경기도,13250368,2020,01
1261,2020.02,경기도,13265377,2020,02
1262,2020.03,경기도,13288975,2020,03
1263,2020.04,경기도,13311254,2020,04
1264,2020.05,경기도,13324041,2020,05
1265,2020.06,경기도,13338020,2020,06
1266,2020.07,경기도,13351891,2020,07
1267,2020.08,경기도,13370714,2020,08
1268,2020.09,경기도,13388485,2020,09
1269,2020.1,경기도,13400615,2020,10
1270,2020.11,경기도,13413459,2020,11
1271,2020.12,경기도,13427014,2020,12
1272,2021.01,경기도,13449499,2021,01
1273,2021.02,경기도,13471758,2021,02
1274,2021.03,경기도,13465837,2021,03
1275,2021.04,경기도,13479798,2021,04
1276,2021.05,경기도,13488910,2021,05
1277,2021.06,경기도,13500688,2021,06
1278,2021.07,경기도,13512867,2021,07
1279,2021.08,경기도,13530519,2021,08
1280,2021.09,경기도,13542284,2021,09
1281,2021.1,경기도,13549577,2021,10
1282,2021.11,경기도,13557973,2021,11
1283,2021.12,경기도,13565450,2021,12
1284,2022.01,경기도,13571450,2022,01
1285,2022.02,경기도,13574369,2022,02
1286,2022.03,경기도,13575936,2022,03
1287,2022.04,경기도,13577808,2022,04
1288,2022.05,경기도,13581496,2022,05
1289,2022.06,경기도,13585967,2022,06
1290,2022.07,경기도,13589362,2022,07
1291,2022.08,경기도,13590056,2022,08
1292,2022.09,경기도,13574353,2022,09
1293,2022.1,경기도,13579508,2022,10
1294,2022.11,경기도,13583238,2022,11
1295,2022.12,경기도,13589432,2022,12
1296,2011.01,강원도,1528790,2011,01
1297,2011.02,강원도,1527843,2011,02
1298,2011.03,강원도,1529915,2011,03
1299,2011.04,강원도,1531721,2011,04
1300,2011.05,강원도,1531996,2011,05
1301,2011.06,강원도,1532178,2011,06
1302,2011.07,강원도,1532825,2011,07
1303,2011.08,강원도,1533172,2011,08
1304,2011.09,강원도,1533638,2011,09
1305,2011.1,강원도,1534555,2011,10
1306,2011.11,강원도,1535771,2011,11
1307,2011.12,강원도,1536448,2011,12
1308,2012.01,강원도,1535335,2012,01
1309,2012.02,강원도,1534310,2012,02
1310,2012.03,강원도,1536525,2012,03
1311,2012.04,강원도,1537096,2012,04
1312,2012.05,강원도,1537673,2012,05
1313,2012.06,강원도,1537750,2012,06
1314,2012.07,강원도,1538198,2012,07
1315,2012.08,강원도,1538136,2012,08
1316,2012.09,강원도,1538934,2012,09
1317,2012.1,강원도,1538869,2012,10
1318,2012.11,강원도,1539116,2012,11
1319,2012.12,강원도,1538630,2012,12
1320,2013.01,강원도,1537704,2013,01
1321,2013.02,강원도,1536718,2013,02
1322,2013.03,강원도,1538219,2013,03
1323,2013.04,강원도,1539169,2013,04
1324,2013.05,강원도,1539403,2013,05
1325,2013.06,강원도,1539767,2013,06
1326,2013.07,강원도,1540014,2013,07
1327,2013.08,강원도,1540264,2013,08
1328,2013.09,강원도,1540796,2013,09
1329,2013.1,강원도,1541457,2013,10
1330,2013.11,강원도,1542069,2013,11
1331,2013.12,강원도,1542263,2013,12
1332,2014.01,강원도,1540745,2014,01
1333,2014.02,강원도,1539343,2014,02
1334,2014.03,강원도,1541051,2014,03
1335,2014.04,강원도,1541556,2014,04
1336,2014.05,강원도,1541841,2014,05
1337,2014.06,강원도,1541568,2014,06
1338,2014.07,강원도,1541315,2014,07
1339,2014.08,강원도,1541010,2014,08
1340,2014.09,강원도,1541414,2014,09
1341,2014.1,강원도,1542147,2014,10
1342,2014.11,강원도,1542604,2014,11
1343,2014.12,강원도,1544442,2014,12
1344,2015.01,강원도,1543640,2015,01
1345,2015.02,강원도,1542918,2015,02
1346,2015.03,강원도,1543187,2015,03
1347,2015.04,강원도,1543811,2015,04
1348,2015.05,강원도,1545194,2015,05
1349,2015.06,강원도,1547166,2015,06
1350,2015.07,강원도,1547737,2015,07
1351,2015.08,강원도,1547646,2015,08
1352,2015.09,강원도,1548082,2015,09
1353,2015.1,강원도,1549221,2015,10
1354,2015.11,강원도,1549178,2015,11
1355,2015.12,강원도,1549507,2015,12
1356,2016.01,강원도,1549193,2016,01
1357,2016.02,강원도,1548016,2016,02
1358,2016.03,강원도,1547845,2016,03
1359,2016.04,강원도,1548170,2016,04
1360,2016.05,강원도,1547821,2016,05
1361,2016.06,강원도,1548603,2016,06
1362,2016.07,강원도,1548636,2016,07
1363,2016.08,강원도,1548844,2016,08
1364,2016.09,강원도,1549483,2016,09
1365,2016.1,강원도,1550021,2016,10
1366,2016.11,강원도,1550209,2016,11
1367,2016.12,강원도,1550806,2016,12
1368,2017.01,강원도,1549212,2017,01
1369,2017.02,강원도,1548252,2017,02
1370,2017.03,강원도,1547735,2017,03
1371,2017.04,강원도,1547579,2017,04
1372,2017.05,강원도,1547453,2017,05
1373,2017.06,강원도,1547829,2017,06
1374,2017.07,강원도,1547387,2017,07
1375,2017.08,강원도,1547455,2017,08
1376,2017.09,강원도,1547768,2017,09
1377,2017.1,강원도,1547999,2017,10
1378,2017.11,강원도,1549344,2017,11
1379,2017.12,강원도,1550142,2017,12
1380,2018.01,강원도,1548078,2018,01
1381,2018.02,강원도,1546259,2018,02
1382,2018.03,강원도,1546152,2018,03
1383,2018.04,강원도,1545452,2018,04
1384,2018.05,강원도,1545291,2018,05
1385,2018.06,강원도,1544843,2018,06
1386,2018.07,강원도,1544258,2018,07
1387,2018.08,강원도,1543668,2018,08
1388,2018.09,강원도,1543780,2018,09
1389,2018.1,강원도,1543441,2018,10
1390,2018.11,강원도,1543556,2018,11
1391,2018.12,강원도,1543052,2018,12
1392,2019.01,강원도,1541693,2019,01
1393,2019.02,강원도,1540445,2019,02
1394,2019.03,강원도,1540488,2019,03
1395,2019.04,강원도,1540794,2019,04
1396,2019.05,강원도,1540776,2019,05
1397,2019.06,강원도,1540855,2019,06
1398,2019.07,강원도,1540714,2019,07
1399,2019.08,강원도,1540780,2019,08
1400,2019.09,강원도,1540721,2019,09
1401,2019.1,강원도,1540897,2019,10
1402,2019.11,강원도,1541399,2019,11
1403,2019.12,강원도,1541502,2019,12
1404,2020.01,강원도,1540540,2020,01
1405,2020.02,강원도,1539521,2020,02
1406,2020.03,강원도,1538577,2020,03
1407,2020.04,강원도,1537780,2020,04
1408,2020.05,강원도,1538639,2020,05
1409,2020.06,강원도,1539282,2020,06
1410,2020.07,강원도,1540094,2020,07
1411,2020.08,강원도,1540689,2020,08
1412,2020.09,강원도,1541104,2020,09
1413,2020.1,강원도,1541836,2020,10
1414,2020.11,강원도,1542374,2020,11
1415,2020.12,강원도,1542840,2020,12
1416,2021.01,강원도,1541696,2021,01
1417,2021.02,강원도,1540875,2021,02
1418,2021.03,강원도,1536399,2021,03
1419,2021.04,강원도,1536175,2021,04
1420,2021.05,강원도,1535491,2021,05
1421,2021.06,강원도,1535530,2021,06
1422,2021.07,강원도,1536140,2021,07
1423,2021.08,강원도,1536270,2021,08
1424,2021.09,강원도,1536765,2021,09
1425,2021.1,강원도,1537717,2021,10
1426,2021.11,강원도,1538273,2021,11
1427,2021.12,강원도,1538492,2021,12
1428,2022.01,강원도,1538660,2022,01
1429,2022.02,강원도,1539051,2022,02
1430,2022.03,강원도,1539036,2022,03
1431,2022.04,강원도,1539038,2022,04
1432,2022.05,강원도,1539005,2022,05
1433,2022.06,강원도,1539064,2022,06
1434,2022.07,강원도,1539178,2022,07
1435,2022.08,강원도,1538801,2022,08
1436,2022.09,강원도,1537396,2022,09
1437,2022.1,강원도,1537339,2022,10
1438,2022.11,강원도,1536863,2022,11
1439,2022.12,강원도,1536498,2022,12
1440,2011.01,충청북도,1550474,2011,01
1441,2011.02,충청북도,1551621,2011,02
1442,2011.03,충청북도,1552707,2011,03
1443,2011.04,충청북도,1554195,2011,04
1444,2011.05,충청북도,1555169,2011,05
1445,2011.06,충청북도,1555952,2011,06
1446,2011.07,충청북도,1556984,2011,07
1447,2011.08,충청북도,1558289,2011,08
1448,2011.09,충청북도,1559572,2011,09
1449,2011.1,충청북도,1560895,2011,10
1450,2011.11,충청북도,1562374,2011,11
1451,2011.12,충청북도,1562903,2011,12
1452,2012.01,충청북도,1563023,2012,01
1453,2012.02,충청북도,1563091,2012,02
1454,2012.03,충청북도,1564283,2012,03
1455,2012.04,충청북도,1565389,2012,04
1456,2012.05,충청북도,1566183,2012,05
1457,2012.06,충청북도,1566992,2012,06
1458,2012.07,충청북도,1561493,2012,07
1459,2012.08,충청북도,1562289,2012,08
1460,2012.09,충청북도,1563323,2012,09
1461,2012.1,충청북도,1564665,2012,10
1462,2012.11,충청북도,1565188,2012,11
1463,2012.12,충청북도,1565628,2012,12
1464,2013.01,충청북도,1565670,2013,01
1465,2013.02,충청북도,1565697,2013,02
1466,2013.03,충청북도,1565972,2013,03
1467,2013.04,충청북도,1566920,2013,04
1468,2013.05,충청북도,1567548,2013,05
1469,2013.06,충청북도,1568860,2013,06
1470,2013.07,충청북도,1569348,2013,07
1471,2013.08,충청북도,1569731,2013,08
1472,2013.09,충청북도,1570486,2013,09
1473,2013.1,충청북도,1571704,2013,10
1474,2013.11,충청북도,1572158,2013,11
1475,2013.12,충청북도,1572732,2013,12
1476,2014.01,충청북도,1572779,2014,01
1477,2014.02,충청북도,1572923,2014,02
1478,2014.03,충청북도,1572914,2014,03
1479,2014.04,충청북도,1574548,2014,04
1480,2014.05,충청북도,1575073,2014,05
1481,2014.06,충청북도,1576066,2014,06
1482,2014.07,충청북도,1576819,2014,07
1483,2014.08,충청북도,1577549,2014,08
1484,2014.09,충청북도,1578401,2014,09
1485,2014.1,충청북도,1578934,2014,10
1486,2014.11,충청북도,1579037,2014,11
1487,2014.12,충청북도,1578933,2014,12
1488,2015.01,충청북도,1578531,2015,01
1489,2015.02,충청북도,1578253,2015,02
1490,2015.03,충청북도,1578748,2015,03
1491,2015.04,충청북도,1579291,2015,04
1492,2015.05,충청북도,1580042,2015,05
1493,2015.06,충청북도,1582181,2015,06
1494,2015.07,충청북도,1581840,2015,07
1495,2015.08,충청북도,1581792,2015,08
1496,2015.09,충청북도,1582080,2015,09
1497,2015.1,충청북도,1582656,2015,10
1498,2015.11,충청북도,1583053,2015,11
1499,2015.12,충청북도,1583952,2015,12
1500,2016.01,충청북도,1583982,2016,01
1501,2016.02,충청북도,1583781,2016,02
1502,2016.03,충청북도,1584325,2016,03
1503,2016.04,충청북도,1585312,2016,04
1504,2016.05,충청북도,1586414,2016,05
1505,2016.06,충청북도,1586943,2016,06
1506,2016.07,충청북도,1587539,2016,07
1507,2016.08,충청북도,1588025,2016,08
1508,2016.09,충청북도,1588548,2016,09
1509,2016.1,충청북도,1589268,2016,10
1510,2016.11,충청북도,1590537,2016,11
1511,2016.12,충청북도,1591625,2016,12
1512,2017.01,충청북도,1591674,2017,01
1513,2017.02,충청북도,1592001,2017,02
1514,2017.03,충청북도,1591697,2017,03
1515,2017.04,충청북도,1592492,2017,04
1516,2017.05,충청북도,1592573,2017,05
1517,2017.06,충청북도,1592634,2017,06
1518,2017.07,충청북도,1592817,2017,07
1519,2017.08,충청북도,1593022,2017,08
1520,2017.09,충청북도,1593313,2017,09
1521,2017.1,충청북도,1593577,2017,10
1522,2017.11,충청북도,1594005,2017,11
1523,2017.12,충청북도,1594432,2017,12
1524,2018.01,충청북도,1593903,2018,01
1525,2018.02,충청북도,1594066,2018,02
1526,2018.03,충청북도,1594708,2018,03
1527,2018.04,충청북도,1595164,2018,04
1528,2018.05,충청북도,1595822,2018,05
1529,2018.06,충청북도,1595772,2018,06
1530,2018.07,충청북도,1596161,2018,07
1531,2018.08,충청북도,1596324,2018,08
1532,2018.09,충청북도,1596734,2018,09
1533,2018.1,충청북도,1597709,2018,10
1534,2018.11,충청북도,1598184,2018,11
1535,2018.12,충청북도,1599252,2018,12
1536,2019.01,충청북도,1599155,2019,01
1537,2019.02,충청북도,1598868,2019,02
1538,2019.03,충청북도,1598775,2019,03
1539,2019.04,충청북도,1599488,2019,04
1540,2019.05,충청북도,1599854,2019,05
1541,2019.06,충청북도,1599650,2019,06
1542,2019.07,충청북도,1599368,2019,07
1543,2019.08,충청북도,1599402,2019,08
1544,2019.09,충청북도,1599339,2019,09
1545,2019.1,충청북도,1599499,2019,10
1546,2019.11,충청북도,1599651,2019,11
1547,2019.12,충청북도,1600007,2019,12
1548,2020.01,충청북도,1599391,2020,01
1549,2020.02,충청북도,1598599,2020,02
1550,2020.03,충청북도,1597639,2020,03
1551,2020.04,충청북도,1596613,2020,04
1552,2020.05,충청북도,1596710,2020,05
1553,2020.06,충청북도,1597593,2020,06
1554,2020.07,충청북도,1597936,2020,07
1555,2020.08,충청북도,1598162,2020,08
1556,2020.09,충청북도,1598536,2020,09
1557,2020.1,충청북도,1599102,2020,10
1558,2020.11,충청북도,1599680,2020,11
1559,2020.12,충청북도,1600837,2020,12
1560,2021.01,충청북도,1599658,2021,01
1561,2021.02,충청북도,1599122,2021,02
1562,2021.03,충청북도,1595714,2021,03
1563,2021.04,충청북도,1596303,2021,04
1564,2021.05,충청북도,1596955,2021,05
1565,2021.06,충청북도,1597503,2021,06
1566,2021.07,충청북도,1597501,2021,07
1567,2021.08,충청북도,1597179,2021,08
1568,2021.09,충청북도,1596765,2021,09
1569,2021.1,충청북도,1596948,2021,10
1570,2021.11,충청북도,1597019,2021,11
1571,2021.12,충청북도,1597427,2021,12
1572,2022.01,충청북도,1597097,2022,01
1573,2022.02,충청북도,1597022,2022,02
1574,2022.03,충청북도,1597484,2022,03
1575,2022.04,충청북도,1597284,2022,04
1576,2022.05,충청북도,1597033,2022,05
1577,2022.06,충청북도,1597118,2022,06
1578,2022.07,충청북도,1597163,2022,07
1579,2022.08,충청북도,1596886,2022,08
1580,2022.09,충청북도,1595624,2022,09
1581,2022.1,충청북도,1595578,2022,10
1582,2022.11,충청북도,1595284,2022,11
1583,2022.12,충청북도,1595058,2022,12
1584,2011.01,충청남도,2076239,2011,01
1585,2011.02,충청남도,2077703,2011,02
1586,2011.03,충청남도,2081390,2011,03
1587,2011.04,충청남도,2083893,2011,04
1588,2011.05,충청남도,2086490,2011,05
1589,2011.06,충청남도,2088281,2011,06
1590,2011.07,충청남도,2090270,2011,07
1591,2011.08,충청남도,2092262,2011,08
1592,2011.09,충청남도,2094358,2011,09
1593,2011.1,충청남도,2096445,2011,10
1594,2011.11,충청남도,2098469,2011,11
1595,2011.12,충청남도,2101284,2011,12
1596,2012.01,충청남도,2103129,2012,01
1597,2012.02,충청남도,2106223,2012,02
1598,2012.03,충청남도,2108537,2012,03
1599,2012.04,충청남도,2110896,2012,04
1600,2012.05,충청남도,2112849,2012,05
1601,2012.06,충청남도,2114599,2012,06
1602,2012.07,충청남도,2021776,2012,07
1603,2012.08,충청남도,2022434,2012,08
1604,2012.09,충청남도,2023534,2012,09
1605,2012.1,충청남도,2025274,2012,10
1606,2012.11,충청남도,2026849,2012,11
1607,2012.12,충청남도,2028777,2012,12
1608,2013.01,충청남도,2029769,2013,01
1609,2013.02,충청남도,2031839,2013,02
1610,2013.03,충청남도,2033019,2013,03
1611,2013.04,충청남도,2034946,2013,04
1612,2013.05,충청남도,2036661,2013,05
1613,2013.06,충청남도,2038322,2013,06
1614,2013.07,충청남도,2039668,2013,07
1615,2013.08,충청남도,2041263,2013,08
1616,2013.09,충청남도,2043056,2013,09
1617,2013.1,충청남도,2045203,2013,10
1618,2013.11,충청남도,2046550,2013,11
1619,2013.12,충청남도,2047631,2013,12
1620,2014.01,충청남도,2048438,2014,01
1621,2014.02,충청남도,2049750,2014,02
1622,2014.03,충청남도,2051940,2014,03
1623,2014.04,충청남도,2053837,2014,04
1624,2014.05,충청남도,2056156,2014,05
1625,2014.06,충청남도,2057178,2014,06
1626,2014.07,충청남도,2058114,2014,07
1627,2014.08,충청남도,2058652,2014,08
1628,2014.09,충청남도,2059085,2014,09
1629,2014.1,충청남도,2059871,2014,10
1630,2014.11,충청남도,2060971,2014,11
1631,2014.12,충청남도,2062273,2014,12
1632,2015.01,충청남도,2063050,2015,01
1633,2015.02,충청남도,2062924,2015,02
1634,2015.03,충청남도,2064229,2015,03
1635,2015.04,충청남도,2065609,2015,04
1636,2015.05,충청남도,2067096,2015,05
1637,2015.06,충청남도,2068444,2015,06
1638,2015.07,충청남도,2069109,2015,07
1639,2015.08,충청남도,2071333,2015,08
1640,2015.09,충청남도,2072314,2015,09
1641,2015.1,충청남도,2073340,2015,10
1642,2015.11,충청남도,2074956,2015,11
1643,2015.12,충청남도,2077649,2015,12
1644,2016.01,충청남도,2078572,2016,01
1645,2016.02,충청남도,2080030,2016,02
1646,2016.03,충청남도,2081092,2016,03
1647,2016.04,충청남도,2082319,2016,04
1648,2016.05,충청남도,2084034,2016,05
1649,2016.06,충청남도,2085844,2016,06
1650,2016.07,충청남도,2086737,2016,07
1651,2016.08,충청남도,2088268,2016,08
1652,2016.09,충청남도,2089831,2016,09
1653,2016.1,충청남도,2091626,2016,10
1654,2016.11,충청남도,2093838,2016,11
1655,2016.12,충청남도,2096727,2016,12
1656,2017.01,충청남도,2097406,2017,01
1657,2017.02,충청남도,2099924,2017,02
1658,2017.03,충청남도,2102327,2017,03
1659,2017.04,충청남도,2104463,2017,04
1660,2017.05,충청남도,2105959,2017,05
1661,2017.06,충청남도,2107562,2017,06
1662,2017.07,충청남도,2109230,2017,07
1663,2017.08,충청남도,2111419,2017,08
1664,2017.09,충청남도,2113033,2017,09
1665,2017.1,충청남도,2114284,2017,10
1666,2017.11,충청남도,2115586,2017,11
1667,2017.12,충청남도,2116770,2017,12
1668,2018.01,충청남도,2117685,2018,01
1669,2018.02,충청남도,2118099,2018,02
1670,2018.03,충청남도,2119468,2018,03
1671,2018.04,충청남도,2120666,2018,04
1672,2018.05,충청남도,2121618,2018,05
1673,2018.06,충청남도,2122220,2018,06
1674,2018.07,충청남도,2122531,2018,07
1675,2018.08,충청남도,2123368,2018,08
1676,2018.09,충청남도,2123776,2018,09
1677,2018.1,충청남도,2124524,2018,10
1678,2018.11,충청남도,2125409,2018,11
1679,2018.12,충청남도,2126282,2018,12
1680,2019.01,충청남도,2125797,2019,01
1681,2019.02,충청남도,2125372,2019,02
1682,2019.03,충청남도,2125778,2019,03
1683,2019.04,충청남도,2125912,2019,04
1684,2019.05,충청남도,2125732,2019,05
1685,2019.06,충청남도,2125855,2019,06
1686,2019.07,충청남도,2125349,2019,07
1687,2019.08,충청남도,2125160,2019,08
1688,2019.09,충청남도,2124855,2019,09
1689,2019.1,충청남도,2124619,2019,10
1690,2019.11,충청남도,2124302,2019,11
1691,2019.12,충청남도,2123709,2019,12
1692,2020.01,충청남도,2122455,2020,01
1693,2020.02,충청남도,2120995,2020,02
1694,2020.03,충청남도,2119749,2020,03
1695,2020.04,충청남도,2118457,2020,04
1696,2020.05,충청남도,2118510,2020,05
1697,2020.06,충청남도,2119771,2020,06
1698,2020.07,충청남도,2120692,2020,07
1699,2020.08,충청남도,2120519,2020,08
1700,2020.09,충청남도,2120559,2020,09
1701,2020.1,충청남도,2120347,2020,10
1702,2020.11,충청남도,2120607,2020,11
1703,2020.12,충청남도,2121029,2020,12
1704,2021.01,충청남도,2119837,2021,01
1705,2021.02,충청남도,2119542,2021,02
1706,2021.03,충청남도,2115823,2021,03
1707,2021.04,충청남도,2116452,2021,04
1708,2021.05,충청남도,2117260,2021,05
1709,2021.06,충청남도,2117400,2021,06
1710,2021.07,충청남도,2118205,2021,07
1711,2021.08,충청남도,2118183,2021,08
1712,2021.09,충청남도,2118098,2021,09
1713,2021.1,충청남도,2118977,2021,10
1714,2021.11,충청남도,2119529,2021,11
1715,2021.12,충청남도,2119257,2021,12
1716,2022.01,충청남도,2118638,2022,01
1717,2022.02,충청남도,2118912,2022,02
1718,2022.03,충청남도,2119099,2022,03
1719,2022.04,충청남도,2119296,2022,04
1720,2022.05,충청남도,2119661,2022,05
1721,2022.06,충청남도,2120201,2022,06
1722,2022.07,충청남도,2121011,2022,07
1723,2022.08,충청남도,2121082,2022,08
1724,2022.09,충청남도,2120269,2022,09
1725,2022.1,충청남도,2121333,2022,10
1726,2022.11,충청남도,2122357,2022,11
1727,2022.12,충청남도,2123037,2022,12
1728,2011.01,전라북도,1868745,2011,01
1729,2011.02,전라북도,1868363,2011,02
1730,2011.03,전라북도,1868476,2011,03
1731,2011.04,전라북도,1868846,2011,04
1732,2011.05,전라북도,1869418,2011,05
1733,2011.06,전라북도,1870863,2011,06
1734,2011.07,전라북도,1871388,2011,07
1735,2011.08,전라북도,1872346,2011,08
1736,2011.09,전라북도,1873956,2011,09
1737,2011.1,전라북도,1874058,2011,10
1738,2011.11,전라북도,1874181,2011,11
1739,2011.12,전라북도,1874031,2011,12
1740,2012.01,전라북도,1873491,2012,01
1741,2012.02,전라북도,1872933,2012,02
1742,2012.03,전라북도,1873678,2012,03
1743,2012.04,전라북도,1873333,2012,04
1744,2012.05,전라북도,1873141,2012,05
1745,2012.06,전라북도,1873093,2012,06
1746,2012.07,전라북도,1872830,2012,07
1747,2012.08,전라북도,1872957,2012,08
1748,2012.09,전라북도,1873134,2012,09
1749,2012.1,전라북도,1873353,2012,10
1750,2012.11,전라북도,1873561,2012,11
1751,2012.12,전라북도,1873341,2012,12
1752,2013.01,전라북도,1872500,2013,01
1753,2013.02,전라북도,1872311,2013,02
1754,2013.03,전라북도,1871818,2013,03
1755,2013.04,전라북도,1871979,2013,04
1756,2013.05,전라북도,1871592,2013,05
1757,2013.06,전라북도,1871545,2013,06
1758,2013.07,전라북도,1871570,2013,07
1759,2013.08,전라북도,1871498,2013,08
1760,2013.09,전라북도,1871726,2013,09
1761,2013.1,전라북도,1871776,2013,10
1762,2013.11,전라북도,1872370,2013,11
1763,2013.12,전라북도,1872965,2013,12
1764,2014.01,전라북도,1872297,2014,01
1765,2014.02,전라북도,1871267,2014,02
1766,2014.03,전라북도,1871139,2014,03
1767,2014.04,전라북도,1871174,2014,04
1768,2014.05,전라북도,1871333,2014,05
1769,2014.06,전라북도,1870844,2014,06
1770,2014.07,전라북도,1871456,2014,07
1771,2014.08,전라북도,1872056,2014,08
1772,2014.09,전라북도,1871931,2014,09
1773,2014.1,전라북도,1871747,2014,10
1774,2014.11,전라북도,1871725,2014,11
1775,2014.12,전라북도,1871560,2014,12
1776,2015.01,전라북도,1871018,2015,01
1777,2015.02,전라북도,1870728,2015,02
1778,2015.03,전라북도,1869966,2015,03
1779,2015.04,전라북도,1869900,2015,04
1780,2015.05,전라북도,1869965,2015,05
1781,2015.06,전라북도,1869668,2015,06
1782,2015.07,전라북도,1869354,2015,07
1783,2015.08,전라북도,1869025,2015,08
1784,2015.09,전라북도,1869255,2015,09
1785,2015.1,전라북도,1869297,2015,10
1786,2015.11,전라북도,1869654,2015,11
1787,2015.12,전라북도,1869711,2015,12
1788,2016.01,전라북도,1868354,2016,01
1789,2016.02,전라북도,1867534,2016,02
1790,2016.03,전라북도,1866691,2016,03
1791,2016.04,전라북도,1866184,2016,04
1792,2016.05,전라북도,1865634,2016,05
1793,2016.06,전라북도,1865900,2016,06
1794,2016.07,전라북도,1865612,2016,07
1795,2016.08,전라북도,1865232,2016,08
1796,2016.09,전라북도,1864729,2016,09
1797,2016.1,전라북도,1864043,2016,10
1798,2016.11,전라북도,1864475,2016,11
1799,2016.12,전라북도,1864791,2016,12
1800,2017.01,전라북도,1863298,2017,01
1801,2017.02,전라북도,1861955,2017,02
1802,2017.03,전라북도,1860485,2017,03
1803,2017.04,전라북도,1859703,2017,04
1804,2017.05,전라북도,1858927,2017,05
1805,2017.06,전라북도,1857815,2017,06
1806,2017.07,전라북도,1856921,2017,07
1807,2017.08,전라북도,1855985,2017,08
1808,2017.09,전라북도,1855450,2017,09
1809,2017.1,전라북도,1854688,2017,10
1810,2017.11,전라북도,1853886,2017,11
1811,2017.12,전라북도,1854607,2017,12
1812,2018.01,전라북도,1851694,2018,01
1813,2018.02,전라북도,1849543,2018,02
1814,2018.03,전라북도,1848066,2018,03
1815,2018.04,전라북도,1847089,2018,04
1816,2018.05,전라북도,1846144,2018,05
1817,2018.06,전라북도,1844639,2018,06
1818,2018.07,전라북도,1843009,2018,07
1819,2018.08,전라북도,1841427,2018,08
1820,2018.09,전라북도,1840544,2018,09
1821,2018.1,전라북도,1839358,2018,10
1822,2018.11,전라북도,1838049,2018,11
1823,2018.12,전라북도,1836832,2018,12
1824,2019.01,전라북도,1834532,2019,01
1825,2019.02,전라북도,1832227,2019,02
1826,2019.03,전라북도,1830499,2019,03
1827,2019.04,전라북도,1829273,2019,04
1828,2019.05,전라북도,1827871,2019,05
1829,2019.06,전라북도,1826717,2019,06
1830,2019.07,전라북도,1825381,2019,07
1831,2019.08,전라북도,1823982,2019,08
1832,2019.09,전라북도,1822883,2019,09
1833,2019.1,전라북도,1821813,2019,10
1834,2019.11,전라북도,1820799,2019,11
1835,2019.12,전라북도,1818917,2019,12
1836,2020.01,전라북도,1817302,2020,01
1837,2020.02,전라북도,1815112,2020,02
1838,2020.03,전라북도,1812936,2020,03
1839,2020.04,전라북도,1811619,2020,04
1840,2020.05,전라북도,1810097,2020,05
1841,2020.06,전라북도,1808802,2020,06
1842,2020.07,전라북도,1808044,2020,07
1843,2020.08,전라북도,1807094,2020,08
1844,2020.09,전라북도,1806441,2020,09
1845,2020.1,전라북도,1805937,2020,10
1846,2020.11,전라북도,1805204,2020,11
1847,2020.12,전라북도,1804104,2020,12
1848,2021.01,전라북도,1802748,2021,01
1849,2021.02,전라북도,1801319,2021,02
1850,2021.03,전라북도,1797450,2021,03
1851,2021.04,전라북도,1796331,2021,04
1852,2021.05,전라북도,1794682,2021,05
1853,2021.06,전라북도,1794345,2021,06
1854,2021.07,전라북도,1793902,2021,07
1855,2021.08,전라북도,1792476,2021,08
1856,2021.09,전라북도,1791110,2021,09
1857,2021.1,전라북도,1789770,2021,10
1858,2021.11,전라북도,1788616,2021,11
1859,2021.12,전라북도,1786855,2021,12
1860,2022.01,전라북도,1785392,2022,01
1861,2022.02,전라북도,1783923,2022,02
1862,2022.03,전라북도,1782205,2022,03
1863,2022.04,전라북도,1780824,2022,04
1864,2022.05,전라북도,1779230,2022,05
1865,2022.06,전라북도,1778279,2022,06
1866,2022.07,전라북도,1776949,2022,07
1867,2022.08,전라북도,1775664,2022,08
1868,2022.09,전라북도,1772596,2022,09
1869,2022.1,전라북도,1771776,2022,10
1870,2022.11,전라북도,1770839,2022,11
1871,2022.12,전라북도,1769607,2022,12
1872,2011.01,전라남도,1916912,2011,01
1873,2011.02,전라남도,1914191,2011,02
1874,2011.03,전라남도,1914176,2011,03
1875,2011.04,전라남도,1913918,2011,04
1876,2011.05,전라남도,1913641,2011,05
1877,2011.06,전라남도,1914142,2011,06
1878,2011.07,전라남도,1913185,2011,07
1879,2011.08,전라남도,1911983,2011,08
1880,2011.09,전라남도,1912151,2011,09
1881,2011.1,전라남도,1912509,2011,10
1882,2011.11,전라남도,1913002,2011,11
1883,2011.12,전라남도,1914339,2011,12
1884,2012.01,전라남도,1912725,2012,01
1885,2012.02,전라남도,1910664,2012,02
1886,2012.03,전라남도,1910746,2012,03
1887,2012.04,전라남도,1910533,2012,04
1888,2012.05,전라남도,1910689,2012,05
1889,2012.06,전라남도,1910707,2012,06
1890,2012.07,전라남도,1910298,2012,07
1891,2012.08,전라남도,1909493,2012,08
1892,2012.09,전라남도,1909212,2012,09
1893,2012.1,전라남도,1908998,2012,10
1894,2012.11,전라남도,1908834,2012,11
1895,2012.12,전라남도,1909618,2012,12
1896,2013.01,전라남도,1907945,2013,01
1897,2013.02,전라남도,1907027,2013,02
1898,2013.03,전라남도,1906887,2013,03
1899,2013.04,전라남도,1906477,2013,04
1900,2013.05,전라남도,1906335,2013,05
