,연월,시도,인구수,연도,월
631,2015.08,광주광역시,1476152,2015,08
632,2015.09,광주광역시,1475590,2015,09
633,2015.1,광주광역시,1474603,2015,10
634,2015.11,광주광역시,1474910,2015,11
635,2015.12,광주광역시,1472199,2015,12
636,2016.01,광주광역시,1472802,2016,01
637,2016.02,광주광역시,1472153,2016,02
638,2016.03,광주광역시,1471618,2016,03
639,2016.04,광주광역시,1471819,2016,04
640,2016.05,광주광역시,1472317,2016,05
641,2016.06,광주광역시,1472285,2016,06
642,2016.07,광주광역시,1472481,2016,07
643,2016.08,광주광역시,1472432,2016,08
644,2016.09,광주광역시,1472379,2016,09
645,2016.1,광주광역시,1471911,2016,10
646,2016.11,광주광역시,1471384,2016,11
647,2016.12,광주광역시,1469214,2016,12
648,2017.01,광주광역시,1469583,2017,01
649,2017.02,광주광역시,1468527,2017,02
650,2017.03,광주광역시,1467766,2017,03
651,2017.04,광주광역시,1467002,2017,04
652,2017.05,광주광역시,1466741,2017,05
653,2017.06,광주광역시,1466451,2017,06
654,2017.07,광주광역시,1466415,2017,07
655,2017.08,광주광역시,1466642,2017,08
656,2017.09,광주광역시,1466639,2017,09
657,2017.1,광주광역시,1466716,2017,10
658,2017.11,광주광역시,1466328,2017,11
659,2017.12,광주광역시,1463770,2017,12
660,2018.01,광주광역시,1464037,2018,01
661,2018.02,광주광역시,1463100,2018,02
662,2018.03,광주광역시,1462033,2018,03
663,2018.04,광주광역시,1460972,2018,04
664,2018.05,광주광역시,1460564,2018,05
665,2018.06,광주광역시,1460745,2018,06
666,2018.07,광주광역시,1461203,2018,07
667,2018.08,광주광역시,1461463,2018,08
668,2018.09,광주광역시,1461790,2018,09
669,2018.1,광주광역시,1461904,2018,10
670,2018.11,광주광역시,1461009,2018,11
671,2018.12,광주광역시,1459336,2018,12
672,2019.01,광주광역시,1459832,2019,01
673,2019.02,광주광역시,1459208,2019,02
674,2019.03,광주광역시,1458930,2019,03
675,2019.04,광주광역시,1458940,2019,04
676,2019.05,광주광역시,1459003,2019,05
677,2019.06,광주광역시,1459024,2019,06
678,2019.07,광주광역시,1459486,2019,07
679,2019.08,광주광역시,1459438,2019,08
680,2019.09,광주광역시,1459632,2019,09
681,2019.1,광주광역시,1459360,2019,10
682,2019.11,광주광역시,1458915,2019,11
683,2019.12,광주광역시,1456468,2019,12
684,2020.01,광주광역시,1456688,2020,01
685,2020.02,광주광역시,1456121,2020,02
686,2020.03,광주광역시,1455705,2020,03
687,2020.04,광주광역시,1456096,2020,04
688,2020.05,광주광역시,1455533,2020,05
689,2020.06,광주광역시,1455048,2020,06
690,2020.07,광주광역시,1454709,2020,07
691,2020.08,광주광역시,1454154,2020,08
692,2020.09,광주광역시,1453952,2020,09
693,2020.1,광주광역시,1452994,2020,10
694,2020.11,광주광역시,1451993,2020,11
695,2020.12,광주광역시,1450062,2020,12
696,2021.01,광주광역시,1449115,2021,01
697,2021.02,광주광역시,1447953,2021,02
698,2021.03,광주광역시,1445473,2021,03
699,2021.04,광주광역시,1444787,2021,04
700,2021.05,광주광역시,1443154,2021,05
701,2021.06,광주광역시,1442647,2021,06
702,2021.07,광주광역시,1442482,2021,07
703,2021.08,광주광역시,1441970,2021,08
704,2021.09,광주광역시,1442827,2021,09
705,2021.1,광주광역시,1442454,2021,10
706,2021.11,광주광역시,1442138,2021,11
707,2021.12,광주광역시,1441611,2021,12
708,2022.01,광주광역시,1441636,2022,01
709,2022.02,광주광역시,1440032,2022,02
710,2022.03,광주광역시,1438463,2022,03
711,2022.04,광주광역시,1436916,2022,04
712,2022.05,광주광역시,1436012,2022,05
713,2022.06,광주광역시,1435378,2022,06
714,2022.07,광주광역시,1434703,2022,07
715,2022.08,광주광역시,1434397,2022,08
716,2022.09,광주광역시,1432856,2022,09
717,2022.1,광주광역시,1432651,2022,10
718,2022.11,광주광역시,1432049,2022,11
719,2022.12,광주광역시,1431050,2022,12
720,2011.01,대전광역시,1504617,2011,01
721,2011.02,대전광역시,1506136,2011,02
722,2011.03,대전광역시,1506995,2011,03
723,2011.04,대전광역시,1507751,2011,04
724,2011.05,대전광역시,1509032,2011,05
725,2011.06,대전광역시,1509963,2011,06
726,2011.07,대전광역시,1510468,2011,07
727,2011.08,대전광역시,1511531,2011,08
728,2011.09,대전광역시,1512557,2011,09
729,2011.1,대전광역시,1513877,2011,10
730,2011.11,대전광역시,1514979,2011,11
731,2011.12,대전광역시,1515603,2011,12
732,2012.01,대전광역시,1517299,2012,01
733,2012.02,대전광역시,1518651,2012,02
734,2012.03,대전광역시,1519490,2012,03
735,2012.04,대전광역시,1520628,2012,04
736,2012.05,대전광역시,1521659,2012,05
737,2012.06,대전광역시,1522595,2012,06
738,2012.07,대전광역시,1522581,2012,07
739,2012.08,대전광역시,1522189,2012,08
740,2012.09,대전광역시,1522880,2012,09
741,2012.1,대전광역시,1523647,2012,10
742,2012.11,대전광역시,1524566,2012,11
743,2012.12,대전광역시,1524583,2012,12
744,2013.01,대전광역시,1525888,2013,01
745,2013.02,대전광역시,1527383,2013,02
746,2013.03,대전광역시,1527857,2013,03
747,2013.04,대전광역시,1528578,2013,04
748,2013.05,대전광역시,1529085,2013,05
749,2013.06,대전광역시,1529655,2013,06
750,2013.07,대전광역시,1530226,2013,07
751,2013.08,대전광역시,1530908,2013,08
752,2013.09,대전광역시,1531418,2013,09
753,2013.1,대전광역시,1532456,2013,10
754,2013.11,대전광역시,1533114,2013,11
755,2013.12,대전광역시,1532811,2013,12
756,2014.01,대전광역시,1533497,2014,01
757,2014.02,대전광역시,1534335,2014,02
758,2014.03,대전광역시,1534954,2014,03
759,2014.04,대전광역시,1535367,2014,04
760,2014.05,대전광역시,1535415,2014,05
761,2014.06,대전광역시,1535701,2014,06
762,2014.07,대전광역시,1536349,2014,07
763,2014.08,대전광역시,1536286,2014,08
764,2014.09,대전광역시,1535815,2014,09
765,2014.1,대전광역시,1535028,2014,10
766,2014.11,대전광역시,1534041,2014,11
767,2014.12,대전광역시,1531809,2014,12
768,2015.01,대전광역시,1531287,2015,01
769,2015.02,대전광역시,1529431,2015,02
770,2015.03,대전광역시,1528090,2015,03
771,2015.04,대전광역시,1527314,2015,04
772,2015.05,대전광역시,1526568,2015,05
773,2015.06,대전광역시,1525656,2015,06
774,2015.07,대전광역시,1525195,2015,07
775,2015.08,대전광역시,1524025,2015,08
776,2015.09,대전광역시,1523338,2015,09
777,2015.1,대전광역시,1522288,2015,10
778,2015.11,대전광역시,1521142,2015,11
779,2015.12,대전광역시,1518775,2015,12
780,2016.01,대전광역시,1518024,2016,01
781,2016.02,대전광역시,1517716,2016,02
782,2016.03,대전광역시,1517118,2016,03
783,2016.04,대전광역시,1516904,2016,04
784,2016.05,대전광역시,1516494,2016,05
785,2016.06,대전광역시,1516208,2016,06
786,2016.07,대전광역시,1516291,2016,07
787,2016.08,대전광역시,1516165,2016,08
788,2016.09,대전광역시,1516241,2016,09
789,2016.1,대전광역시,1515787,2016,10
790,2016.11,대전광역시,1515394,2016,11
791,2016.12,대전광역시,1514370,2016,12
792,2017.01,대전광역시,1514354,2017,01
793,2017.02,대전광역시,1513877,2017,02
794,2017.03,대전광역시,1512189,2017,03
795,2017.04,대전광역시,1511396,2017,04
796,2017.05,대전광역시,1509587,2017,05
797,2017.06,대전광역시,1508137,2017,06
798,2017.07,대전광역시,1507597,2017,07
799,2017.08,대전광역시,1507116,2017,08
800,2017.09,대전광역시,1506741,2017,09
801,2017.1,대전광역시,1505829,2017,10
802,2017.11,대전광역시,1504307,2017,11
803,2017.12,대전광역시,1502227,2017,12
804,2018.01,대전광역시,1501378,2018,01
805,2018.02,대전광역시,1499187,2018,02
806,2018.03,대전광역시,1497572,2018,03
807,2018.04,대전광역시,1496123,2018,04
808,2018.05,대전광역시,1495234,2018,05
809,2018.06,대전광역시,1494878,2018,06
810,2018.07,대전광역시,1495029,2018,07
811,2018.08,대전광역시,1494286,2018,08
812,2018.09,대전광역시,1493654,2018,09
813,2018.1,대전광역시,1492589,2018,10
814,2018.11,대전광역시,1491716,2018,11
815,2018.12,대전광역시,1489936,2018,12
816,2019.01,대전광역시,1488725,2019,01
817,2019.02,대전광역시,1487605,2019,02
818,2019.03,대전광역시,1486647,2019,03
819,2019.04,대전광역시,1485509,2019,04
820,2019.05,대전광역시,1484398,2019,05
821,2019.06,대전광역시,1482938,2019,06
822,2019.07,대전광역시,1481701,2019,07
823,2019.08,대전광역시,1480520,2019,08
824,2019.09,대전광역시,1479641,2019,09
825,2019.1,대전광역시,1478436,2019,10
826,2019.11,대전광역시,1476955,2019,11
827,2019.12,대전광역시,1474870,2019,12
828,2020.01,대전광역시,1474152,2020,01
829,2020.02,대전광역시,1473125,2020,02
830,2020.03,대전광역시,1471858,2020,03
831,2020.04,대전광역시,1471650,2020,04
832,2020.05,대전광역시,1471915,2020,05
833,2020.06,대전광역시,1471040,2020,06
834,2020.07,대전광역시,1470225,2020,07
835,2020.08,대전광역시,1469431,2020,08
836,2020.09,대전광역시,1469099,2020,09
837,2020.1,대전광역시,1467556,2020,10
838,2020.11,대전광역시,1465893,2020,11
839,2020.12,대전광역시,1463882,2020,12
840,2021.01,대전광역시,1463291,2021,01
841,2021.02,대전광역시,1462064,2021,02
842,2021.03,대전광역시,1458463,2021,03
843,2021.04,대전광역시,1457619,2021,04
844,2021.05,대전광역시,1457161,2021,05
845,2021.06,대전광역시,1456107,2021,06
846,2021.07,대전광역시,1455300,2021,07
847,2021.08,대전광역시,1454679,2021,08
848,2021.09,대전광역시,1455058,2021,09
849,2021.1,대전광역시,1454228,2021,10
850,2021.11,대전광역시,1453675,2021,11
851,2021.12,대전광역시,1452251,2021,12
852,2022.01,대전광역시,1451272,2022,01
853,2022.02,대전광역시,1450862,2022,02
854,2022.03,대전광역시,1450057,2022,03
855,2022.04,대전광역시,1449360,2022,04
856,2022.05,대전광역시,1448933,2022,05
857,2022.06,대전광역시,1448401,2022,06
858,2022.07,대전광역시,1448182,2022,07
859,2022.08,대전광역시,1448240,2022,08
860,2022.09,대전광역시,1446602,2022,09
861,2022.1,대전광역시,1446863,2022,10
862,2022.11,대전광역시,1446749,2022,11
863,2022.12,대전광역시,1446072,2022,12
864,2011.01,울산광역시,1127337,2011,01
865,2011.02,울산광역시,1127647,2011,02
866,2011.03,울산광역시,1128324,2011,03
867,2011.04,울산광역시,1129038,2011,04
868,2011.05,울산광역시,1129612,2011,05
869,2011.06,울산광역시,1130832,2011,06
870,2011.07,울산광역시,1131325,2011,07
871,2011.08,울산광역시,1131979,2011,08
872,2011.09,울산광역시,1132910,2011,09
873,2011.1,울산광역시,1134125,2011,10
874,2011.11,울산광역시,1134904,2011,11
875,2011.12,울산광역시,1135494,2011,12
876,2012.01,울산광역시,1136464,2012,01
877,2012.02,울산광역시,1136948,2012,02
878,2012.03,울산광역시,1137918,2012,03
879,2012.04,울산광역시,1139628,2012,04
880,2012.05,울산광역시,1140673,2012,05
881,2012.06,울산광역시,1140954,2012,06
882,2012.07,울산광역시,1141483,2012,07
883,2012.08,울산광역시,1142528,2012,08
884,2012.09,울산광역시,1143464,2012,09
885,2012.1,울산광역시,1145096,2012,10
886,2012.11,울산광역시,1146555,2012,11
887,2012.12,울산광역시,1147256,2012,12
888,2013.01,울산광역시,1148130,2013,01
889,2013.02,울산광역시,1148713,2013,02
890,2013.03,울산광역시,1150215,2013,03
891,2013.04,울산광역시,1150708,2013,04
892,2013.05,울산광역시,1151340,2013,05
893,2013.06,울산광역시,1152039,2013,06
894,2013.07,울산광역시,1152765,2013,07
895,2013.08,울산광역시,1154208,2013,08
896,2013.09,울산광역시,1154382,2013,09
897,2013.1,울산광역시,1154956,2013,10
898,2013.11,울산광역시,1155867,2013,11
899,2013.12,울산광역시,1156480,2013,12
900,2014.01,울산광역시,1157199,2014,01
901,2014.02,울산광역시,1157627,2014,02
902,2014.03,울산광역시,1158245,2014,03
903,2014.04,울산광역시,1159234,2014,04
904,2014.05,울산광역시,1160275,2014,05
905,2014.06,울산광역시,1161019,2014,06
906,2014.07,울산광역시,1161538,2014,07
907,2014.08,울산광역시,1162316,2014,08
908,2014.09,울산광역시,1163048,2014,09
909,2014.1,울산광역시,1163690,2014,10
910,2014.11,울산광역시,1166229,2014,11
911,2014.12,울산광역시,1166377,2014,12
912,2015.01,울산광역시,1167232,2015,01
913,2015.02,울산광역시,1167385,2015,02
914,2015.03,울산광역시,1168692,2015,03
915,2015.04,울산광역시,1169433,2015,04
916,2015.05,울산광역시,1169658,2015,05
917,2015.06,울산광역시,1169768,2015,06
918,2015.07,울산광역시,1170232,2015,07
919,2015.08,울산광역시,1170640,2015,08
920,2015.09,울산광역시,1170980,2015,09
921,2015.1,울산광역시,1173050,2015,10
922,2015.11,울산광역시,1174051,2015,11
923,2015.12,울산광역시,1173534,2015,12
924,2016.01,울산광역시,1173568,2016,01
925,2016.02,울산광역시,1173143,2016,02
926,2016.03,울산광역시,1172959,2016,03
927,2016.04,울산광역시,1172925,2016,04
928,2016.05,울산광역시,1173147,2016,05
929,2016.06,울산광역시,1173143,2016,06
930,2016.07,울산광역시,1173066,2016,07
931,2016.08,울산광역시,1173005,2016,08
932,2016.09,울산광역시,1172965,2016,09
933,2016.1,울산광역시,1173178,2016,10
934,2016.11,울산광역시,1172891,2016,11
935,2016.12,울산광역시,1172304,2016,12
936,2017.01,울산광역시,1171656,2017,01
937,2017.02,울산광역시,1169957,2017,02
938,2017.03,울산광역시,1168843,2017,03
939,2017.04,울산광역시,1168501,2017,04
940,2017.05,울산광역시,1167960,2017,05
941,2017.06,울산광역시,1167525,2017,06
942,2017.07,울산광역시,1166942,2017,07
943,2017.08,울산광역시,1165909,2017,08
944,2017.09,울산광역시,1165385,2017,09
945,2017.1,울산광역시,1165528,2017,10
946,2017.11,울산광역시,1165317,2017,11
947,2017.12,울산광역시,1165132,2017,12
948,2018.01,울산광역시,1164489,2018,01
949,2018.02,울산광역시,1163151,2018,02
950,2018.03,울산광역시,1162074,2018,03
951,2018.04,울산광역시,1161303,2018,04
952,2018.05,울산광역시,1160657,2018,05
953,2018.06,울산광역시,1159594,2018,06
954,2018.07,울산광역시,1158847,2018,07
955,2018.08,울산광역시,1157964,2018,08
956,2018.09,울산광역시,1157420,2018,09
957,2018.1,울산광역시,1156917,2018,10
958,2018.11,울산광역시,1156260,2018,11
959,2018.12,울산광역시,1155623,2018,12
960,2019.01,울산광역시,1154786,2019,01
961,2019.02,울산광역시,1153735,2019,02
962,2019.03,울산광역시,1152800,2019,03
963,2019.04,울산광역시,1152293,2019,04
964,2019.05,울산광역시,1151685,2019,05
965,2019.06,울산광역시,1151301,2019,06
966,2019.07,울산광역시,1150891,2019,07
967,2019.08,울산광역시,1150294,2019,08
968,2019.09,울산광역시,1149873,2019,09
969,2019.1,울산광역시,1149409,2019,10
970,2019.11,울산광역시,1148922,2019,11
971,2019.12,울산광역시,1148019,2019,12
972,2020.01,울산광역시,1147037,2020,01
973,2020.02,울산광역시,1145710,2020,02
974,2020.03,울산광역시,1144563,2020,03
975,2020.04,울산광역시,1144098,2020,04
976,2020.05,울산광역시,1143148,2020,05
977,2020.06,울산광역시,1142190,2020,06
978,2020.07,울산광역시,1141362,2020,07
979,2020.08,울산광역시,1140310,2020,08
980,2020.09,울산광역시,1139368,2020,09
981,2020.1,울산광역시,1138581,2020,10
982,2020.11,울산광역시,1137345,2020,11
983,2020.12,울산광역시,1136017,2020,12
984,2021.01,울산광역시,1135370,2021,01
985,2021.02,울산광역시,1132953,2021,02
986,2021.03,울산광역시,1129254,2021,03
987,2021.04,울산광역시,1128163,2021,04
988,2021.05,울산광역시,1127175,2021,05
989,2021.06,울산광역시,1126369,2021,06
990,2021.07,울산광역시,1125727,2021,07
991,2021.08,울산광역시,1124459,2021,08
992,2021.09,울산광역시,1123236,2021,09
993,2021.1,울산광역시,1122566,2021,10
994,2021.11,울산광역시,1122495,2021,11
995,2021.12,울산광역시,1121592,2021,12
996,2022.01,울산광역시,1121100,2022,01
997,2022.02,울산광역시,1119446,2022,02
998,2022.03,울산광역시,1118010,2022,03
999,2022.04,울산광역시,1117204,2022,04
1000,2022.05,울산광역시,1116482,2022,05
1001,2022.06,울산광역시,1115609,2022,06
1002,2022.07,울산광역시,1114753,2022,07
1003,2022.08,울산광역시,1113458,2022,08
1004,2022.09,울산광역시,1112191,2022,09
1005,2022.1,울산광역시,1111707,2022,10
1006,2022.11,울산광역시,1111371,2022,11
1007,2022.12,울산광역시,1110663,2022,12
1008,2011.01,세종특별자치시,0,2011,01
1009,2011.02,세종특별자치시,0,2011,02
1010,2011.03,세종특별자치시,0,2011,03
1011,2011.04,세종특별자치시,0,2011,04
1012,2011.05,세종특별자치시,0,2011,05
1013,2011.06,세종특별자치시,0,2011,06
1014,2011.07,세종특별자치시,0,2011,07
1015,2011.08,세종특별자치시,0,2011,08
1016,2011.09,세종특별자치시,0,2011,09
1017,2011.1,세종특별자치시,0,2011,10
1018,2011.11,세종특별자치시,0,2011,11
1019,2011.12,세종특별자치시,0,2011,12
1020,2012.01,세종특별자치시,0,2012,01
1021,2012.02,세종특별자치시,0,2012,02
1022,2012.03,세종특별자치시,0,2012,03
1023,2012.04,세종특별자치시,0,2012,04
1024,2012.05,세종특별자치시,0,2012,05
1025,2012.06,세종특별자치시,0,2012,06
1026,2012.07,세종특별자치시,103127,2012,07
1027,2012.08,세종특별자치시,106625,2012,08
1028,2012.09,세종특별자치시,108027,2012,09
1029,2012.1,세종특별자치시,109823,2012,10
1030,2012.11,세종특별자치시,111191,2012,11
1031,2012.12,세종특별자치시,113117,2012,12
1032,2013.01,세종특별자치시,113911,2013,01
1033,2013.02,세종특별자치시,115269,2013,02
1034,2013.03,세종특별자치시,115955,2013,03
1035,2013.04,세종특별자치시,116345,2013,04
1036,2013.05,세종특별자치시,116842,2013,05
1037,2013.06,세종특별자치시,117012,2013,06
1038,2013.07,세종특별자치시,117369,2013,07
1039,2013.08,세종특별자치시,117939,2013,08
1040,2013.09,세종특별자치시,118273,2013,09
1041,2013.1,세종특별자치시,118745,2013,10
1042,2013.11,세종특별자치시,119309,2013,11
1043,2013.12,세종특별자치시,122153,2013,12
1044,2014.01,세종특별자치시,123802,2014,01
1045,2014.02,세종특별자치시,125944,2014,02
1046,2014.03,세종특별자치시,126857,2014,03
1047,2014.04,세종특별자치시,128200,2014,04
1048,2014.05,세종특별자치시,129669,2014,05
1049,2014.06,세종특별자치시,130708,2014,06
1050,2014.07,세종특별자치시,132016,2014,07
1051,2014.08,세종특별자치시,134631,2014,08
1052,2014.09,세종특별자치시,138136,2014,09
1053,2014.1,세종특별자치시,142686,2014,10
1054,2014.11,세종특별자치시,148151,2014,11
1055,2014.12,세종특별자치시,156125,2014,12
1056,2015.01,세종특별자치시,161716,2015,01
1057,2015.02,세종특별자치시,169762,2015,02
1058,2015.03,세종특별자치시,174920,2015,03
1059,2015.04,세종특별자치시,178656,2015,04
1060,2015.05,세종특별자치시,182028,2015,05
1061,2015.06,세종특별자치시,185212,2015,06
1062,2015.07,세종특별자치시,189478,2015,07
1063,2015.08,세종특별자치시,194173,2015,08
1064,2015.09,세종특별자치시,197964,2015,09
1065,2015.1,세종특별자치시,202214,2015,10
1066,2015.11,세종특별자치시,206044,2015,11
1067,2015.12,세종특별자치시,210884,2015,12
1068,2016.01,세종특별자치시,215418,2016,01
1069,2016.02,세종특별자치시,220108,2016,02
1070,2016.03,세종특별자치시,223461,2016,03
1071,2016.04,세종특별자치시,225488,2016,04
1072,2016.05,세종특별자치시,227972,2016,05
1073,2016.06,세종특별자치시,230327,2016,06
1074,2016.07,세종특별자치시,232117,2016,07
1075,2016.08,세종특별자치시,234510,2016,08
1076,2016.09,세종특별자치시,236134,2016,09
1077,2016.1,세종특별자치시,238533,2016,10
1078,2016.11,세종특별자치시,240560,2016,11
1079,2016.12,세종특별자치시,243048,2016,12
1080,2017.01,세종특별자치시,244939,2017,01
1081,2017.02,세종특별자치시,247600,2017,02
1082,2017.03,세종특별자치시,251178,2017,03
1083,2017.04,세종특별자치시,254112,2017,04
1084,2017.05,세종특별자치시,259157,2017,05
1085,2017.06,세종특별자치시,263056,2017,06
1086,2017.07,세종특별자치시,266075,2017,07
1087,2017.08,세종특별자치시,269102,2017,08
1088,2017.09,세종특별자치시,271410,2017,09
1089,2017.1,세종특별자치시,274092,2017,10
1090,2017.11,세종특별자치시,276879,2017,11
1091,2017.12,세종특별자치시,280100,2017,12
1092,2018.01,세종특별자치시,283198,2018,01
1093,2018.02,세종특별자치시,288079,2018,02
1094,2018.03,세종특별자치시,291182,2018,03
1095,2018.04,세종특별자치시,295041,2018,04
1096,2018.05,세종특별자치시,297604,2018,05
1097,2018.06,세종특별자치시,300332,2018,06
1098,2018.07,세종특별자치시,302703,2018,07
1099,2018.08,세종특별자치시,305648,2018,08
1100,2018.09,세종특별자치시,308068,2018,09
1101,2018.1,세종특별자치시,310403,2018,10
1102,2018.11,세종특별자치시,312103,2018,11
1103,2018.12,세종특별자치시,314126,2018,12
1104,2019.01,세종특별자치시,316814,2019,01
1105,2019.02,세종특별자치시,320326,2019,02
1106,2019.03,세종특별자치시,322693,2019,03
1107,2019.04,세종특별자치시,324417,2019,04
1108,2019.05,세종특별자치시,325777,2019,05
1109,2019.06,세종특별자치시,327643,2019,06
1110,2019.07,세종특별자치시,330298,2019,07
1111,2019.08,세종특별자치시,332098,2019,08
1112,2019.09,세종특별자치시,333757,2019,09
1113,2019.1,세종특별자치시,336356,2019,10
1114,2019.11,세종특별자치시,338647,2019,11
1115,2019.12,세종특별자치시,340575,2019,12
1116,2020.01,세종특별자치시,342328,2020,01
1117,2020.02,세종특별자치시,343788,2020,02
1118,2020.03,세종특별자치시,344792,2020,03
1119,2020.04,세종특별자치시,345216,2020,04
1120,2020.05,세종특별자치시,345373,2020,05
1121,2020.06,세종특별자치시,345341,2020,06
1122,2020.07,세종특별자치시,346217,2020,07
1123,2020.08,세종특별자치시,347232,2020,08
1124,2020.09,세종특별자치시,348014,2020,09
1125,2020.1,세종특별자치시,351007,2020,10
1126,2020.11,세종특별자치시,353430,2020,11
1127,2020.12,세종특별자치시,355831,2020,12
1128,2021.01,세종특별자치시,357871,2021,01
1129,2021.02,세종특별자치시,359569,2021,02
1130,2021.03,세종특별자치시,360462,2021,03
1131,2021.04,세종특별자치시,361396,2021,04
1132,2021.05,세종특별자치시,362036,2021,05
1133,2021.06,세종특별자치시,362995,2021,06
1134,2021.07,세종특별자치시,364364,2021,07
1135,2021.08,세종특별자치시,365309,2021,08
1136,2021.09,세종특별자치시,366560,2021,09
1137,2021.1,세종특별자치시,368276,2021,10
1138,2021.11,세종특별자치시,369465,2021,11
1139,2021.12,세종특별자치시,371895,2021,12
1140,2022.01,세종특별자치시,374377,2022,01
1141,2022.02,세종특별자치시,376399,2022,02
1142,2022.03,세종특별자치시,377296,2022,03
1143,2022.04,세종특별자치시,378196,2022,04
1144,2022.05,세종특별자치시,379340,2022,05
1145,2022.06,세종특별자치시,380215,2022,06
1146,2022.07,세종특별자치시,380889,2022,07
1147,2022.08,세종특별자치시,381439,2022,08
1148,2022.09,세종특별자치시,381925,2022,09
1149,2022.1,세종특별자치시,382258,2022,10
1150,2022.11,세종특별자치시,382770,2022,11
1151,2022.12,세종특별자치시,383591,2022,12
1152,2011.01,경기도,11801232,2011,01
1153,2011.02,경기도,11815120,2011,02
1154,2011.03,경기도,11829316,2011,03
1155,2011.04,경기도,11841400,2011,04
1156,2011.05,경기도,11854092,2011,05
1157,2011.06,경기도,11862889,2011,06
1158,2011.07,경기도,11874213,2011,07
1159,2011.08,경기도,11887932,2011,08
1160,2011.09,경기도,11898590,2011,09
1161,2011.1,경기도,11908014,2011,10
1162,2011.11,경기도,11920340,2011,11
1163,2011.12,경기도,11937415,2011,12
1164,2012.01,경기도,11948596,2012,01
1165,2012.02,경기도,11961481,2012,02
1166,2012.03,경기도,11972408,2012,03
1167,2012.04,경기도,11984985,2012,04
1168,2012.05,경기도,11998173,2012,05
1169,2012.06,경기도,12009150,2012,06
1170,2012.07,경기도,12021422,2012,07
1171,2012.08,경기도,12035714,2012,08
1172,2012.09,경기도,12047601,2012,09
1173,2012.1,경기도,12060335,2012,10
1174,2012.11,경기도,12071878,2012,11
1175,2012.12,경기도,12093299,2012,12
1176,2013.01,경기도,12107216,2013,01
1177,2013.02,경기도,12123024,2013,02
1178,2013.03,경기도,12133590,2013,03
1179,2013.04,경기도,12144383,2013,04
1180,2013.05,경기도,12156714,2013,05
1181,2013.06,경기도,12167575,2013,06
1182,2013.07,경기도,12181553,2013,07
1183,2013.08,경기도,12193532,2013,08
1184,2013.09,경기도,12203080,2013,09
1185,2013.1,경기도,12211807,2013,10
1186,2013.11,경기도,12219786,2013,11
1187,2013.12,경기도,12234630,2013,12
1188,2014.01,경기도,12245960,2014,01
1189,2014.02,경기도,12256617,2014,02
1190,2014.03,경기도,12266541,2014,03
1191,2014.04,경기도,12276751,2014,04
1192,2014.05,경기도,12286470,2014,05
1193,2014.06,경기도,12300698,2014,06
1194,2014.07,경기도,12313649,2014,07
1195,2014.08,경기도,12324470,2014,08
1196,2014.09,경기도,12334023,2014,09
1197,2014.1,경기도,12342448,2014,10
1198,2014.11,경기도,12348078,2014,11
1199,2014.12,경기도,12357830,2014,12
1200,2015.01,경기도,12366711,2015,01
1201,2015.02,경기도,12376944,2015,02
1202,2015.03,경기도,12392297,2015,03
1203,2015.04,경기도,12405279,2015,04
1204,2015.05,경기도,12418899,2015,05
1205,2015.06,경기도,12432063,2015,06
1206,2015.07,경기도,12444924,2015,07
1207,2015.08,경기도,12460604,2015,08
1208,2015.09,경기도,12475565,2015,09
1209,2015.1,경기도,12491080,2015,10
1210,2015.11,경기도,12504790,2015,11
1211,2015.12,경기도,12522606,2015,12
1212,2016.01,경기도,12536474,2016,01
1213,2016.02,경기도,12551398,2016,02
1214,2016.03,경기도,12565891,2016,03
1215,2016.04,경기도,12578597,2016,04
1216,2016.05,경기도,12594829,2016,05
1217,2016.06,경기도,12610877,2016,06
1218,2016.07,경기도,12629325,2016,07
1219,2016.08,경기도,12649894,2016,08
1220,2016.09,경기도,12666278,2016,09
1221,2016.1,경기도,12683730,2016,10
1222,2016.11,경기도,12699920,2016,11
1223,2016.12,경기도,12716780,2016,12
1224,2017.01,경기도,12728620,2017,01
1225,2017.02,경기도,12741266,2017,02
1226,2017.03,경기도,12753983,2017,03
1227,2017.04,경기도,12763961,2017,04
1228,2017.05,경기도,12775175,2017,05
1229,2017.06,경기도,12783741,2017,06
1230,2017.07,경기도,12795378,2017,07
1231,2017.08,경기도,12810014,2017,08
1232,2017.09,경기도,12827633,2017,09
1233,2017.1,경기도,12841321,2017,10
1234,2017.11,경기도,12858161,2017,11
1235,2017.12,경기도,12873895,2017,12
1236,2018.01,경기도,12890445,2018,01
1237,2018.02,경기도,12908010,2018,02
1238,2018.03,경기도,12925761,2018,03
1239,2018.04,경기도,12941604,2018,04
1240,2018.05,경기도,12958648,2018,05
1241,2018.06,경기도,12975176,2018,06
1242,2018.07,경기도,12993165,2018,07
1243,2018.08,경기도,13012486,2018,08
1244,2018.09,경기도,13027338,2018,09
1245,2018.1,경기도,13045223,2018,10
1246,2018.11,경기도,13061074,2018,11
1247,2018.12,경기도,13077153,2018,12
1248,2019.01,경기도,13090648,2019,01
1249,2019.02,경기도,13104696,2019,02
1250,2019.03,경기도,13116579,2019,03
1251,2019.04,경기도,13129508,2019,04
1252,2019.05,경기도,13145482,2019,05
1253,2019.06,경기도,13159178,2019,06
1254,2019.07,경기도,13176011,2019,07
1255,2019.08,경기도,13193943,2019,08
1256,2019.09,경기도,13207219,2019,09
1257,2019.1,경기도,13218912,2019,10
