,년월,연도,월,시도,사용량,위도,경도
901,2011_4,2011,4,대전광역시,739750,36.339403,127.396923
902,2012_4,2012,4,대전광역시,745833,36.339403,127.396923
903,2013_4,2013,4,대전광역시,744219,36.339403,127.396923
904,2014_4,2014,4,대전광역시,732896,36.339403,127.396923
905,2015_4,2015,4,대전광역시,746537,36.339403,127.396923
906,2016_4,2016,4,대전광역시,738081,36.339403,127.396923
907,2017_4,2017,4,대전광역시,748954,36.339403,127.396923
908,2018_4,2018,4,대전광역시,752264,36.339403,127.396923
909,2019_4,2019,4,대전광역시,753138,36.339403,127.396923
910,2020_4,2020,4,대전광역시,720330,36.339403,127.396923
911,2021_4,2021,4,대전광역시,751324,36.339403,127.396923
912,2010_5,2010,5,대전광역시,664428,36.339403,127.396923
913,2011_5,2011,5,대전광역시,685169,36.339403,127.396923
914,2012_5,2012,5,대전광역시,689589,36.339403,127.396923
915,2013_5,2013,5,대전광역시,706844,36.339403,127.396923
916,2014_5,2014,5,대전광역시,690037,36.339403,127.396923
917,2015_5,2015,5,대전광역시,698243,36.339403,127.396923
918,2016_5,2016,5,대전광역시,705223,36.339403,127.396923
919,2017_5,2017,5,대전광역시,700348,36.339403,127.396923
920,2018_5,2018,5,대전광역시,719715,36.339403,127.396923
921,2019_5,2019,5,대전광역시,707813,36.339403,127.396923
922,2020_5,2020,5,대전광역시,685457,36.339403,127.396923
923,2021_5,2021,5,대전광역시,708974,36.339403,127.396923
924,2010_6,2010,6,대전광역시,684218,36.339403,127.396923
925,2011_6,2011,6,대전광역시,710217,36.339403,127.396923
926,2012_6,2012,6,대전광역시,711321,36.339403,127.396923
927,2013_6,2013,6,대전광역시,726457,36.339403,127.396923
928,2014_6,2014,6,대전광역시,725186,36.339403,127.396923
929,2015_6,2015,6,대전광역시,735488,36.339403,127.396923
930,2016_6,2016,6,대전광역시,751192,36.339403,127.396923
931,2017_6,2017,6,대전광역시,741221,36.339403,127.396923
932,2018_6,2018,6,대전광역시,758538,36.339403,127.396923
933,2019_6,2019,6,대전광역시,732298,36.339403,127.396923
934,2020_6,2020,6,대전광역시,756242,36.339403,127.396923
935,2021_6,2021,6,대전광역시,774709,36.339403,127.396923
936,2010_7,2010,7,대전광역시,748174,36.339403,127.396923
937,2011_7,2011,7,대전광역시,764457,36.339403,127.396923
938,2012_7,2012,7,대전광역시,752158,36.339403,127.396923
939,2013_7,2013,7,대전광역시,781617,36.339403,127.396923
940,2014_7,2014,7,대전광역시,782699,36.339403,127.396923
941,2015_7,2015,7,대전광역시,760448,36.339403,127.396923
942,2016_7,2016,7,대전광역시,801595,36.339403,127.396923
943,2017_7,2017,7,대전광역시,826381,36.339403,127.396923
944,2018_7,2018,7,대전광역시,824653,36.339403,127.396923
945,2019_7,2019,7,대전광역시,786884,36.339403,127.396923
946,2020_7,2020,7,대전광역시,799435,36.339403,127.396923
947,2021_7,2021,7,대전광역시,862437,36.339403,127.396923
948,2010_8,2010,8,대전광역시,800784,36.339403,127.396923
949,2011_8,2011,8,대전광역시,816201,36.339403,127.396923
950,2012_8,2012,8,대전광역시,835728,36.339403,127.396923
951,2013_8,2013,8,대전광역시,848615,36.339403,127.396923
952,2014_8,2014,8,대전광역시,798517,36.339403,127.396923
953,2015_8,2015,8,대전광역시,851386,36.339403,127.396923
954,2016_8,2016,8,대전광역시,907682,36.339403,127.396923
955,2017_8,2017,8,대전광역시,895488,36.339403,127.396923
956,2018_8,2018,8,대전광역시,979932,36.339403,127.396923
957,2019_8,2019,8,대전광역시,898970,36.339403,127.396923
958,2020_8,2020,8,대전광역시,851834,36.339403,127.396923
959,2021_8,2021,8,대전광역시,965782,36.339403,127.396923
960,2010_9,2010,9,대전광역시,770732,36.339403,127.396923
961,2011_9,2011,9,대전광역시,749635,36.339403,127.396923
962,2012_9,2012,9,대전광역시,748795,36.339403,127.396923
963,2013_9,2013,9,대전광역시,757394,36.339403,127.396923
964,2014_9,2014,9,대전광역시,734372,36.339403,127.396923
965,2015_9,2015,9,대전광역시,769249,36.339403,127.396923
966,2016_9,2016,9,대전광역시,792137,36.339403,127.396923
967,2017_9,2017,9,대전광역시,787503,36.339403,127.396923
968,2018_9,2018,9,대전광역시,816848,36.339403,127.396923
969,2019_9,2019,9,대전광역시,826527,36.339403,127.396923
970,2020_9,2020,9,대전광역시,873979,36.339403,127.396923
971,2021_9,2021,9,대전광역시,830846,36.339403,127.396923
972,2010_10,2010,10,대전광역시,668362,36.339403,127.396923
973,2011_10,2011,10,대전광역시,673068,36.339403,127.396923
974,2012_10,2012,10,대전광역시,664620,36.339403,127.396923
975,2013_10,2013,10,대전광역시,686707,36.339403,127.396923
976,2014_10,2014,10,대전광역시,699688,36.339403,127.396923
977,2015_10,2015,10,대전광역시,691185,36.339403,127.396923
978,2016_10,2016,10,대전광역시,696965,36.339403,127.396923
979,2017_10,2017,10,대전광역시,680663,36.339403,127.396923
980,2018_10,2018,10,대전광역시,694831,36.339403,127.396923
981,2019_10,2019,10,대전광역시,728259,36.339403,127.396923
982,2020_10,2020,10,대전광역시,729618,36.339403,127.396923
983,2021_10,2021,10,대전광역시,754358,36.339403,127.396923
984,2010_11,2010,11,대전광역시,705397,36.339403,127.396923
985,2011_11,2011,11,대전광역시,698819,36.339403,127.396923
986,2012_11,2012,11,대전광역시,721467,36.339403,127.396923
987,2013_11,2013,11,대전광역시,715260,36.339403,127.396923
988,2014_11,2014,11,대전광역시,724232,36.339403,127.396923
989,2015_11,2015,11,대전광역시,704168,36.339403,127.396923
990,2016_11,2016,11,대전광역시,717172,36.339403,127.396923
991,2017_11,2017,11,대전광역시,730894,36.339403,127.396923
992,2018_11,2018,11,대전광역시,727020,36.339403,127.396923
993,2019_11,2019,11,대전광역시,722433,36.339403,127.396923
994,2020_11,2020,11,대전광역시,713731,36.339403,127.396923
995,2021_11,2021,11,대전광역시,753811,36.339403,127.396923
996,2010_12,2010,12,대전광역시,779416,36.339403,127.396923
997,2011_12,2011,12,대전광역시,762226,36.339403,127.396923
998,2012_12,2012,12,대전광역시,808709,36.339403,127.396923
999,2013_12,2013,12,대전광역시,792494,36.339403,127.396923
1000,2014_12,2014,12,대전광역시,810030,36.339403,127.396923
1001,2015_12,2015,12,대전광역시,773675,36.339403,127.396923
1002,2016_12,2016,12,대전광역시,788049,36.339403,127.396923
1003,2017_12,2017,12,대전광역시,835787,36.339403,127.396923
1004,2018_12,2018,12,대전광역시,800046,36.339403,127.396923
1005,2019_12,2019,12,대전광역시,800642,36.339403,127.396923
1006,2020_12,2020,12,대전광역시,819296,36.339403,127.396923
1007,2021_12,2021,12,대전광역시,814480,36.339403,127.396923
1008,2010_1,2010,1,부산광역시,1848492,35.209853,129.069121
1009,2011_1,2011,1,부산광역시,1976059,35.209853,129.069121
1010,2012_1,2012,1,부산광역시,1880756,35.209853,129.069121
1011,2013_1,2013,1,부산광역시,1919106,35.209853,129.069121
1012,2014_1,2014,1,부산광역시,1817342,35.209853,129.069121
1013,2015_1,2015,1,부산광역시,1862691,35.209853,129.069121
1014,2016_1,2016,1,부산광역시,1810693,35.209853,129.069121
1015,2017_1,2017,1,부산광역시,1823489,35.209853,129.069121
1016,2018_1,2018,1,부산광역시,1966689,35.209853,129.069121
1017,2019_1,2019,1,부산광역시,1906812,35.209853,129.069121
1018,2020_1,2020,1,부산광역시,1832430,35.209853,129.069121
1019,2021_1,2021,1,부산광역시,1862280,35.209853,129.069121
1020,2010_2,2010,2,부산광역시,1731722,35.209853,129.069121
1021,2011_2,2011,2,부산광역시,1837733,35.209853,129.069121
1022,2012_2,2012,2,부산광역시,1890655,35.209853,129.069121
1023,2013_2,2013,2,부산광역시,1793538,35.209853,129.069121
1024,2014_2,2014,2,부산광역시,1741473,35.209853,129.069121
1025,2015_2,2015,2,부산광역시,1736816,35.209853,129.069121
1026,2016_2,2016,2,부산광역시,1802496,35.209853,129.069121
1027,2017_2,2017,2,부산광역시,1824630,35.209853,129.069121
1028,2018_2,2018,2,부산광역시,1898871,35.209853,129.069121
1029,2019_2,2019,2,부산광역시,1753708,35.209853,129.069121
1030,2020_2,2020,2,부산광역시,1782217,35.209853,129.069121
1031,2021_2,2021,2,부산광역시,1762335,35.209853,129.069121
1032,2010_3,2010,3,부산광역시,1635276,35.209853,129.069121
1033,2011_3,2011,3,부산광역시,1704632,35.209853,129.069121
1034,2012_3,2012,3,부산광역시,1794675,35.209853,129.069121
1035,2013_3,2013,3,부산광역시,1660595,35.209853,129.069121
1036,2014_3,2014,3,부산광역시,1675854,35.209853,129.069121
1037,2015_3,2015,3,부산광역시,1655945,35.209853,129.069121
1038,2016_3,2016,3,부산광역시,1717796,35.209853,129.069121
1039,2017_3,2017,3,부산광역시,1693920,35.209853,129.069121
1040,2018_3,2018,3,부산광역시,1714122,35.209853,129.069121
1041,2019_3,2019,3,부산광역시,1652037,35.209853,129.069121
1042,2020_3,2020,3,부산광역시,1670111,35.209853,129.069121
1043,2021_3,2021,3,부산광역시,1656492,35.209853,129.069121
1044,2010_4,2010,4,부산광역시,1682021,35.209853,129.069121
1045,2011_4,2011,4,부산광역시,1709300,35.209853,129.069121
1046,2012_4,2012,4,부산광역시,1710623,35.209853,129.069121
1047,2013_4,2013,4,부산광역시,1666780,35.209853,129.069121
1048,2014_4,2014,4,부산광역시,1665838,35.209853,129.069121
1049,2015_4,2015,4,부산광역시,1671290,35.209853,129.069121
1050,2016_4,2016,4,부산광역시,1647106,35.209853,129.069121
1051,2017_4,2017,4,부산광역시,1696125,35.209853,129.069121
1052,2018_4,2018,4,부산광역시,1675122,35.209853,129.069121
1053,2019_4,2019,4,부산광역시,1669235,35.209853,129.069121
1054,2020_4,2020,4,부산광역시,1607069,35.209853,129.069121
1055,2021_4,2021,4,부산광역시,1654340,35.209853,129.069121
1056,2010_5,2010,5,부산광역시,1571566,35.209853,129.069121
1057,2011_5,2011,5,부산광역시,1560035,35.209853,129.069121
1058,2012_5,2012,5,부산광역시,1588494,35.209853,129.069121
1059,2013_5,2013,5,부산광역시,1569179,35.209853,129.069121
1060,2014_5,2014,5,부산광역시,1552138,35.209853,129.069121
1061,2015_5,2015,5,부산광역시,1554462,35.209853,129.069121
1062,2016_5,2016,5,부산광역시,1558585,35.209853,129.069121
1063,2017_5,2017,5,부산광역시,1584172,35.209853,129.069121
1064,2018_5,2018,5,부산광역시,1594722,35.209853,129.069121
1065,2019_5,2019,5,부산광역시,1596068,35.209853,129.069121
1066,2020_5,2020,5,부산광역시,1510099,35.209853,129.069121
1067,2021_5,2021,5,부산광역시,1572221,35.209853,129.069121
1068,2010_6,2010,6,부산광역시,1560178,35.209853,129.069121
1069,2011_6,2011,6,부산광역시,1613264,35.209853,129.069121
1070,2012_6,2012,6,부산광역시,1559207,35.209853,129.069121
1071,2013_6,2013,6,부산광역시,1580862,35.209853,129.069121
1072,2014_6,2014,6,부산광역시,1572826,35.209853,129.069121
1073,2015_6,2015,6,부산광역시,1579057,35.209853,129.069121
1074,2016_6,2016,6,부산광역시,1604274,35.209853,129.069121
1075,2017_6,2017,6,부산광역시,1646150,35.209853,129.069121
1076,2018_6,2018,6,부산광역시,1647154,35.209853,129.069121
1077,2019_6,2019,6,부산광역시,1633070,35.209853,129.069121
1078,2020_6,2020,6,부산광역시,1615016,35.209853,129.069121
1079,2021_6,2021,6,부산광역시,1676954,35.209853,129.069121
1080,2010_7,2010,7,부산광역시,1675050,35.209853,129.069121
1081,2011_7,2011,7,부산광역시,1695590,35.209853,129.069121
1082,2012_7,2012,7,부산광역시,1671135,35.209853,129.069121
1083,2013_7,2013,7,부산광역시,1703106,35.209853,129.069121
1084,2014_7,2014,7,부산광역시,1671763,35.209853,129.069121
1085,2015_7,2015,7,부산광역시,1639718,35.209853,129.069121
1086,2016_7,2016,7,부산광역시,1717654,35.209853,129.069121
1087,2017_7,2017,7,부산광역시,1815923,35.209853,129.069121
1088,2018_7,2018,7,부산광역시,1813944,35.209853,129.069121
1089,2019_7,2019,7,부산광역시,1724989,35.209853,129.069121
1090,2020_7,2020,7,부산광역시,1701538,35.209853,129.069121
1091,2021_7,2021,7,부산광역시,1861381,35.209853,129.069121
1092,2010_8,2010,8,부산광역시,1797007,35.209853,129.069121
1093,2011_8,2011,8,부산광역시,1793742,35.209853,129.069121
1094,2012_8,2012,8,부산광역시,1869241,35.209853,129.069121
1095,2013_8,2013,8,부산광역시,1861438,35.209853,129.069121
1096,2014_8,2014,8,부산광역시,1739645,35.209853,129.069121
1097,2015_8,2015,8,부산광역시,1802549,35.209853,129.069121
1098,2016_8,2016,8,부산광역시,1901685,35.209853,129.069121
1099,2017_8,2017,8,부산광역시,1979171,35.209853,129.069121
1100,2018_8,2018,8,부산광역시,2095583,35.209853,129.069121
1101,2019_8,2019,8,부산광역시,1966047,35.209853,129.069121
1102,2020_8,2020,8,부산광역시,1883786,35.209853,129.069121
1103,2021_8,2021,8,부산광역시,2037219,35.209853,129.069121
1104,2010_9,2010,9,부산광역시,1806226,35.209853,129.069121
1105,2011_9,2011,9,부산광역시,1698380,35.209853,129.069121
1106,2012_9,2012,9,부산광역시,1731297,35.209853,129.069121
1107,2013_9,2013,9,부산광역시,1720611,35.209853,129.069121
1108,2014_9,2014,9,부산광역시,1644324,35.209853,129.069121
1109,2015_9,2015,9,부산광역시,1688758,35.209853,129.069121
1110,2016_9,2016,9,부산광역시,1741483,35.209853,129.069121
1111,2017_9,2017,9,부산광역시,1848565,35.209853,129.069121
1112,2018_9,2018,9,부산광역시,1841933,35.209853,129.069121
1113,2019_9,2019,9,부산광역시,1847006,35.209853,129.069121
1114,2020_9,2020,9,부산광역시,1944267,35.209853,129.069121
1115,2021_9,2021,9,부산광역시,1842289,35.209853,129.069121
1116,2010_10,2010,10,부산광역시,1571374,35.209853,129.069121
1117,2011_10,2011,10,부산광역시,1596236,35.209853,129.069121
1118,2012_10,2012,10,부산광역시,1531025,35.209853,129.069121
1119,2013_10,2013,10,부산광역시,1565677,35.209853,129.069121
1120,2014_10,2014,10,부산광역시,1576153,35.209853,129.069121
1121,2015_10,2015,10,부산광역시,1548416,35.209853,129.069121
1122,2016_10,2016,10,부산광역시,1607309,35.209853,129.069121
1123,2017_10,2017,10,부산광역시,1569820,35.209853,129.069121
1124,2018_10,2018,10,부산광역시,1605288,35.209853,129.069121
1125,2019_10,2019,10,부산광역시,1676463,35.209853,129.069121
1126,2020_10,2020,10,부산광역시,1555323,35.209853,129.069121
1127,2021_10,2021,10,부산광역시,1680885,35.209853,129.069121
1128,2010_11,2010,11,부산광역시,1616403,35.209853,129.069121
1129,2011_11,2011,11,부산광역시,1625214,35.209853,129.069121
1130,2012_11,2012,11,부산광역시,1647057,35.209853,129.069121
1131,2013_11,2013,11,부산광역시,1596068,35.209853,129.069121
1132,2014_11,2014,11,부산광역시,1593205,35.209853,129.069121
1133,2015_11,2015,11,부산광역시,1584107,35.209853,129.069121
1134,2016_11,2016,11,부산광역시,1626102,35.209853,129.069121
1135,2017_11,2017,11,부산광역시,1675282,35.209853,129.069121
1136,2018_11,2018,11,부산광역시,1639619,35.209853,129.069121
1137,2019_11,2019,11,부산광역시,1633512,35.209853,129.069121
1138,2020_11,2020,11,부산광역시,1623880,35.209853,129.069121
1139,2021_11,2021,11,부산광역시,1674216,35.209853,129.069121
1140,2010_12,2010,12,부산광역시,1768368,35.209853,129.069121
1141,2011_12,2011,12,부산광역시,1751788,35.209853,129.069121
1142,2012_12,2012,12,부산광역시,1790679,35.209853,129.069121
1143,2013_12,2013,12,부산광역시,1727741,35.209853,129.069121
1144,2014_12,2014,12,부산광역시,1730338,35.209853,129.069121
1145,2015_12,2015,12,부산광역시,1678497,35.209853,129.069121
1146,2016_12,2016,12,부산광역시,1731912,35.209853,129.069121
1147,2017_12,2017,12,부산광역시,1850113,35.209853,129.069121
1148,2018_12,2018,12,부산광역시,1723557,35.209853,129.069121
1149,2019_12,2019,12,부산광역시,1743462,35.209853,129.069121
1150,2020_12,2020,12,부산광역시,1778233,35.209853,129.069121
1151,2021_12,2021,12,부산광역시,1787220,35.209853,129.069121
1152,2010_1,2010,1,서울특별시,4398183,37.551638,126.993243
1153,2011_1,2011,1,서울특별시,4562632,37.551638,126.993243
1154,2012_1,2012,1,서울특별시,4349335,37.551638,126.993243
1155,2013_1,2013,1,서울특별시,4486310,37.551638,126.993243
1156,2014_1,2014,1,서울특별시,4155574,37.551638,126.993243
1157,2015_1,2015,1,서울특별시,4281117,37.551638,126.993243
1158,2016_1,2016,1,서울특별시,4151770,37.551638,126.993243
1159,2017_1,2017,1,서울특별시,4139967,37.551638,126.993243
1160,2018_1,2018,1,서울특별시,4477102,37.551638,126.993243
1161,2019_1,2019,1,서울특별시,4416889,37.551638,126.993243
1162,2020_1,2020,1,서울특별시,4197026,37.551638,126.993243
1163,2021_1,2021,1,서울특별시,4400410,37.551638,126.993243
1164,2010_2,2010,2,서울특별시,4168168,37.551638,126.993243
1165,2011_2,2011,2,서울특별시,4264449,37.551638,126.993243
1166,2012_2,2012,2,서울특별시,4298788,37.551638,126.993243
1167,2013_2,2013,2,서울특별시,4189413,37.551638,126.993243
1168,2014_2,2014,2,서울특별시,3974971,37.551638,126.993243
1169,2015_2,2015,2,서울특별시,4023566,37.551638,126.993243
1170,2016_2,2016,2,서울특별시,4174917,37.551638,126.993243
1171,2017_2,2017,2,서울특별시,4166700,37.551638,126.993243
1172,2018_2,2018,2,서울특별시,4469940,37.551638,126.993243
1173,2019_2,2019,2,서울특별시,4127699,37.551638,126.993243
1174,2020_2,2020,2,서울특별시,4037392,37.551638,126.993243
1175,2021_2,2021,2,서울특별시,4134045,37.551638,126.993243
1176,2010_3,2010,3,서울특별시,3624186,37.551638,126.993243
1177,2011_3,2011,3,서울특별시,3736362,37.551638,126.993243
1178,2012_3,2012,3,서울특별시,3837539,37.551638,126.993243
1179,2013_3,2013,3,서울특별시,3652776,37.551638,126.993243
1180,2014_3,2014,3,서울특별시,3547923,37.551638,126.993243
1181,2015_3,2015,3,서울특별시,3592926,37.551638,126.993243
1182,2016_3,2016,3,서울특별시,3729909,37.551638,126.993243
1183,2017_3,2017,3,서울특별시,3649111,37.551638,126.993243
1184,2018_3,2018,3,서울특별시,3657824,37.551638,126.993243
1185,2019_3,2019,3,서울특별시,3582654,37.551638,126.993243
1186,2020_3,2020,3,서울특별시,3657444,37.551638,126.993243
1187,2021_3,2021,3,서울특별시,3550751,37.551638,126.993243
1188,2010_4,2010,4,서울특별시,3719082,37.551638,126.993243
1189,2011_4,2011,4,서울특별시,3682652,37.551638,126.993243
1190,2012_4,2012,4,서울특별시,3695515,37.551638,126.993243
1191,2013_4,2013,4,서울특별시,3638393,37.551638,126.993243
1192,2014_4,2014,4,서울특별시,3466188,37.551638,126.993243
1193,2015_4,2015,4,서울특별시,3512071,37.551638,126.993243
1194,2016_4,2016,4,서울특별시,3457927,37.551638,126.993243
1195,2017_4,2017,4,서울특별시,3470755,37.551638,126.993243
1196,2018_4,2018,4,서울특별시,3503967,37.551638,126.993243
1197,2019_4,2019,4,서울특별시,3591552,37.551638,126.993243
1198,2020_4,2020,4,서울특별시,3410967,37.551638,126.993243
1199,2021_4,2021,4,서울특별시,3449257,37.551638,126.993243
1200,2010_5,2010,5,서울특별시,3426951,37.551638,126.993243
1201,2011_5,2011,5,서울특별시,3425703,37.551638,126.993243
1202,2012_5,2012,5,서울특별시,3483656,37.551638,126.993243
1203,2013_5,2013,5,서울특별시,3439856,37.551638,126.993243
1204,2014_5,2014,5,서울특별시,3305028,37.551638,126.993243
1205,2015_5,2015,5,서울특별시,3324249,37.551638,126.993243
1206,2016_5,2016,5,서울특별시,3340823,37.551638,126.993243
1207,2017_5,2017,5,서울특별시,3290791,37.551638,126.993243
1208,2018_5,2018,5,서울특별시,3366946,37.551638,126.993243
1209,2019_5,2019,5,서울특별시,3419987,37.551638,126.993243
1210,2020_5,2020,5,서울특별시,3295839,37.551638,126.993243
1211,2021_5,2021,5,서울특별시,3324763,37.551638,126.993243
1212,2010_6,2010,6,서울특별시,3729030,37.551638,126.993243
1213,2011_6,2011,6,서울특별시,3713716,37.551638,126.993243
1214,2012_6,2012,6,서울특별시,3736558,37.551638,126.993243
1215,2013_6,2013,6,서울특별시,3706936,37.551638,126.993243
1216,2014_6,2014,6,서울특별시,3649218,37.551638,126.993243
1217,2015_6,2015,6,서울특별시,3637371,37.551638,126.993243
1218,2016_6,2016,6,서울특별시,3715673,37.551638,126.993243
1219,2017_6,2017,6,서울특별시,3621612,37.551638,126.993243
1220,2018_6,2018,6,서울특별시,3686242,37.551638,126.993243
1221,2019_6,2019,6,서울특별시,3676047,37.551638,126.993243
1222,2020_6,2020,6,서울특별시,3730294,37.551638,126.993243
1223,2021_6,2021,6,서울특별시,3701621,37.551638,126.993243
1224,2010_7,2010,7,서울특별시,4219590,37.551638,126.993243
1225,2011_7,2011,7,서울특별시,4049595,37.551638,126.993243
1226,2012_7,2012,7,서울특별시,4075847,37.551638,126.993243
1227,2013_7,2013,7,서울특별시,4099931,37.551638,126.993243
1228,2014_7,2014,7,서울특별시,4072242,37.551638,126.993243
1229,2015_7,2015,7,서울특별시,3982172,37.551638,126.993243
1230,2016_7,2016,7,서울특별시,4101888,37.551638,126.993243
1231,2017_7,2017,7,서울특별시,4273771,37.551638,126.993243
1232,2018_7,2018,7,서울특별시,4260544,37.551638,126.993243
1233,2019_7,2019,7,서울특별시,4146986,37.551638,126.993243
1234,2020_7,2020,7,서울특별시,4074026,37.551638,126.993243
1235,2021_7,2021,7,서울특별시,4406553,37.551638,126.993243
1236,2010_8,2010,8,서울특별시,4646112,37.551638,126.993243
1237,2011_8,2011,8,서울특별시,4433093,37.551638,126.993243
1238,2012_8,2012,8,서울특별시,4687134,37.551638,126.993243
1239,2013_8,2013,8,서울특별시,4534870,37.551638,126.993243
1240,2014_8,2014,8,서울특별시,4260833,37.551638,126.993243
1241,2015_8,2015,8,서울특별시,4471860,37.551638,126.993243
1242,2016_8,2016,8,서울특별시,4852558,37.551638,126.993243
1243,2017_8,2017,8,서울특별시,4733095,37.551638,126.993243
1244,2018_8,2018,8,서울특별시,5394746,37.551638,126.993243
1245,2019_8,2019,8,서울특별시,4897882,37.551638,126.993243
1246,2020_8,2020,8,서울특별시,4438534,37.551638,126.993243
1247,2021_8,2021,8,서울특별시,5103868,37.551638,126.993243
1248,2010_9,2010,9,서울특별시,4296100,37.551638,126.993243
1249,2011_9,2011,9,서울특별시,4149017,37.551638,126.993243
1250,2012_9,2012,9,서울특별시,4034771,37.551638,126.993243
1251,2013_9,2013,9,서울특별시,4064276,37.551638,126.993243
1252,2014_9,2014,9,서울특별시,3844677,37.551638,126.993243
1253,2015_9,2015,9,서울특별시,4006650,37.551638,126.993243
1254,2016_9,2016,9,서울특별시,4206131,37.551638,126.993243
1255,2017_9,2017,9,서울특별시,3998064,37.551638,126.993243
1256,2018_9,2018,9,서울특별시,4262672,37.551638,126.993243
1257,2019_9,2019,9,서울특별시,4305561,37.551638,126.993243
1258,2020_9,2020,9,서울특별시,4284346,37.551638,126.993243
1259,2021_9,2021,9,서울특별시,4145083,37.551638,126.993243
1260,2010_10,2010,10,서울특별시,3441549,37.551638,126.993243
1261,2011_10,2011,10,서울특별시,3458466,37.551638,126.993243
1262,2012_10,2012,10,서울특별시,3387032,37.551638,126.993243
1263,2013_10,2013,10,서울특별시,3388520,37.551638,126.993243
1264,2014_10,2014,10,서울특별시,3396751,37.551638,126.993243
1265,2015_10,2015,10,서울특별시,3375006,37.551638,126.993243
1266,2016_10,2016,10,서울특별시,3436055,37.551638,126.993243
1267,2017_10,2017,10,서울특별시,3329882,37.551638,126.993243
1268,2018_10,2018,10,서울특별시,3320082,37.551638,126.993243
1269,2019_10,2019,10,서울특별시,3568257,37.551638,126.993243
1270,2020_10,2020,10,서울특별시,3313412,37.551638,126.993243
1271,2021_10,2021,10,서울특별시,3578614,37.551638,126.993243
1272,2010_11,2010,11,서울특별시,3603223,37.551638,126.993243
1273,2011_11,2011,11,서울특별시,3527460,37.551638,126.993243
1274,2012_11,2012,11,서울특별시,3556636,37.551638,126.993243
1275,2013_11,2013,11,서울특별시,3462656,37.551638,126.993243
1276,2014_11,2014,11,서울특별시,3403955,37.551638,126.993243
1277,2015_11,2015,11,서울특별시,3395776,37.551638,126.993243
1278,2016_11,2016,11,서울특별시,3479675,37.551638,126.993243
1279,2017_11,2017,11,서울특별시,3488082,37.551638,126.993243
1280,2018_11,2018,11,서울특별시,3460909,37.551638,126.993243
1281,2019_11,2019,11,서울특별시,3481097,37.551638,126.993243
1282,2020_11,2020,11,서울특별시,3450679,37.551638,126.993243
1283,2021_11,2021,11,서울특별시,3537141,37.551638,126.993243
1284,2010_12,2010,12,서울특별시,4022925,37.551638,126.993243
1285,2011_12,2011,12,서울특별시,3899848,37.551638,126.993243
1286,2012_12,2012,12,서울특별시,4091294,37.551638,126.993243
1287,2013_12,2013,12,서울특별시,3891170,37.551638,126.993243
1288,2014_12,2014,12,서울특별시,3941504,37.551638,126.993243
1289,2015_12,2015,12,서울특별시,3778722,37.551638,126.993243
1290,2016_12,2016,12,서울특별시,3845908,37.551638,126.993243
1291,2017_12,2017,12,서울특별시,4136329,37.551638,126.993243
1292,2018_12,2018,12,서울특별시,3949238,37.551638,126.993243
1293,2019_12,2019,12,서울특별시,3952596,37.551638,126.993243
1294,2020_12,2020,12,서울특별시,3897966,37.551638,126.993243
1295,2021_12,2021,12,서울특별시,3963700,37.551638,126.993243
1296,2010_1,2010,1,세종특별자치시,0,36.560326,127.258638
1297,2011_1,2011,1,세종특별자치시,0,36.560326,127.258638
1298,2012_1,2012,1,세종특별자치시,0,36.560326,127.258638
1299,2013_1,2013,1,세종특별자치시,215974,36.560326,127.258638
1300,2014_1,2014,1,세종특별자치시,219354,36.560326,127.258638
1301,2015_1,2015,1,세종특별자치시,238758,36.560326,127.258638
1302,2016_1,2016,1,세종특별자치시,248816,36.560326,127.258638
1303,2017_1,2017,1,세종특별자치시,256178,36.560326,127.258638
1304,2018_1,2018,1,세종특별자치시,281364,36.560326,127.258638
1305,2019_1,2019,1,세종특별자치시,292025,36.560326,127.258638
1306,2020_1,2020,1,세종특별자치시,288845,36.560326,127.258638
1307,2021_1,2021,1,세종특별자치시,334176,36.560326,127.258638
1308,2010_2,2010,2,세종특별자치시,0,36.560326,127.258638
1309,2011_2,2011,2,세종특별자치시,0,36.560326,127.258638
1310,2012_2,2012,2,세종특별자치시,0,36.560326,127.258638
1311,2013_2,2013,2,세종특별자치시,198312,36.560326,127.258638
1312,2014_2,2014,2,세종특별자치시,201659,36.560326,127.258638
1313,2015_2,2015,2,세종특별자치시,222786,36.560326,127.258638
1314,2016_2,2016,2,세종특별자치시,239143,36.560326,127.258638
1315,2017_2,2017,2,세종특별자치시,254773,36.560326,127.258638
1316,2018_2,2018,2,세종특별자치시,269702,36.560326,127.258638
1317,2019_2,2019,2,세종특별자치시,266668,36.560326,127.258638
1318,2020_2,2020,2,세종특별자치시,283275,36.560326,127.258638
1319,2021_2,2021,2,세종특별자치시,304010,36.560326,127.258638
1320,2010_3,2010,3,세종특별자치시,0,36.560326,127.258638
1321,2011_3,2011,3,세종특별자치시,0,36.560326,127.258638
1322,2012_3,2012,3,세종특별자치시,0,36.560326,127.258638
1323,2013_3,2013,3,세종특별자치시,193991,36.560326,127.258638
1324,2014_3,2014,3,세종특별자치시,208030,36.560326,127.258638
1325,2015_3,2015,3,세종특별자치시,222292,36.560326,127.258638
1326,2016_3,2016,3,세종특별자치시,241009,36.560326,127.258638
1327,2017_3,2017,3,세종특별자치시,247248,36.560326,127.258638
1328,2018_3,2018,3,세종특별자치시,251895,36.560326,127.258638
1329,2019_3,2019,3,세종특별자치시,259636,36.560326,127.258638
