,년월,연도,월,시도,사용량,위도,경도
455,2021_2,2021,2,경상북도,3673374,36.327952,128.951526
456,2010_3,2010,3,경상북도,3484251,36.327952,128.951526
457,2011_3,2011,3,경상북도,3779253,36.327952,128.951526
458,2012_3,2012,3,경상북도,3959571,36.327952,128.951526
459,2013_3,2013,3,경상북도,3862004,36.327952,128.951526
460,2014_3,2014,3,경상북도,4015412,36.327952,128.951526
461,2015_3,2015,3,경상북도,3833618,36.327952,128.951526
462,2016_3,2016,3,경상북도,3898041,36.327952,128.951526
463,2017_3,2017,3,경상북도,3827880,36.327952,128.951526
464,2018_3,2018,3,경상북도,3850248,36.327952,128.951526
465,2019_3,2019,3,경상북도,3868963,36.327952,128.951526
466,2020_3,2020,3,경상북도,3480140,36.327952,128.951526
467,2021_3,2021,3,경상북도,3621472,36.327952,128.951526
468,2010_4,2010,4,경상북도,3454660,36.327952,128.951526
469,2011_4,2011,4,경상북도,3721268,36.327952,128.951526
470,2012_4,2012,4,경상북도,3769210,36.327952,128.951526
471,2013_4,2013,4,경상북도,3721222,36.327952,128.951526
472,2014_4,2014,4,경상북도,3880598,36.327952,128.951526
473,2015_4,2015,4,경상북도,3821201,36.327952,128.951526
474,2016_4,2016,4,경상북도,3683982,36.327952,128.951526
475,2017_4,2017,4,경상북도,3668403,36.327952,128.951526
476,2018_4,2018,4,경상북도,3740997,36.327952,128.951526
477,2019_4,2019,4,경상북도,3763435,36.327952,128.951526
478,2020_4,2020,4,경상북도,3313283,36.327952,128.951526
479,2021_4,2021,4,경상북도,3619611,36.327952,128.951526
480,2010_5,2010,5,경상북도,3321968,36.327952,128.951526
481,2011_5,2011,5,경상북도,3610096,36.327952,128.951526
482,2012_5,2012,5,경상북도,3695830,36.327952,128.951526
483,2013_5,2013,5,경상북도,3696496,36.327952,128.951526
484,2014_5,2014,5,경상북도,3727121,36.327952,128.951526
485,2015_5,2015,5,경상북도,3668209,36.327952,128.951526
486,2016_5,2016,5,경상북도,3605061,36.327952,128.951526
487,2017_5,2017,5,경상북도,3553235,36.327952,128.951526
488,2018_5,2018,5,경상북도,3735654,36.327952,128.951526
489,2019_5,2019,5,경상북도,3611013,36.327952,128.951526
490,2020_5,2020,5,경상북도,3077453,36.327952,128.951526
491,2021_5,2021,5,경상북도,3600524,36.327952,128.951526
492,2010_6,2010,6,경상북도,3301601,36.327952,128.951526
493,2011_6,2011,6,경상북도,3545546,36.327952,128.951526
494,2012_6,2012,6,경상북도,3634860,36.327952,128.951526
495,2013_6,2013,6,경상북도,3651788,36.327952,128.951526
496,2014_6,2014,6,경상북도,3731382,36.327952,128.951526
497,2015_6,2015,6,경상북도,3678558,36.327952,128.951526
498,2016_6,2016,6,경상북도,4161055,36.327952,128.951526
499,2017_6,2017,6,경상북도,3592872,36.327952,128.951526
500,2018_6,2018,6,경상북도,3584216,36.327952,128.951526
501,2019_6,2019,6,경상북도,3491484,36.327952,128.951526
502,2020_6,2020,6,경상북도,3056814,36.327952,128.951526
503,2021_6,2021,6,경상북도,3506078,36.327952,128.951526
504,2010_7,2010,7,경상북도,3344445,36.327952,128.951526
505,2011_7,2011,7,경상북도,3581232,36.327952,128.951526
506,2012_7,2012,7,경상북도,3597832,36.327952,128.951526
507,2013_7,2013,7,경상북도,3736866,36.327952,128.951526
508,2014_7,2014,7,경상북도,3831939,36.327952,128.951526
509,2015_7,2015,7,경상북도,3607031,36.327952,128.951526
510,2016_7,2016,7,경상북도,3056868,36.327952,128.951526
511,2017_7,2017,7,경상북도,3811468,36.327952,128.951526
512,2018_7,2018,7,경상북도,3766046,36.327952,128.951526
513,2019_7,2019,7,경상북도,3688216,36.327952,128.951526
514,2020_7,2020,7,경상북도,3281092,36.327952,128.951526
515,2021_7,2021,7,경상북도,3702200,36.327952,128.951526
516,2010_8,2010,8,경상북도,3428974,36.327952,128.951526
517,2011_8,2011,8,경상북도,3576061,36.327952,128.951526
518,2012_8,2012,8,경상북도,3670384,36.327952,128.951526
519,2013_8,2013,8,경상북도,3762549,36.327952,128.951526
520,2014_8,2014,8,경상북도,3686008,36.327952,128.951526
521,2015_8,2015,8,경상북도,3680745,36.327952,128.951526
522,2016_8,2016,8,경상북도,3810108,36.327952,128.951526
523,2017_8,2017,8,경상북도,3872112,36.327952,128.951526
524,2018_8,2018,8,경상북도,3996474,36.327952,128.951526
525,2019_8,2019,8,경상북도,3852790,36.327952,128.951526
526,2020_8,2020,8,경상북도,3470234,36.327952,128.951526
527,2021_8,2021,8,경상북도,3766708,36.327952,128.951526
528,2010_9,2010,9,경상북도,3394857,36.327952,128.951526
529,2011_9,2011,9,경상북도,3495235,36.327952,128.951526
530,2012_9,2012,9,경상북도,3791593,36.327952,128.951526
531,2013_9,2013,9,경상북도,3685660,36.327952,128.951526
532,2014_9,2014,9,경상북도,3647642,36.327952,128.951526
533,2015_9,2015,9,경상북도,3614368,36.327952,128.951526
534,2016_9,2016,9,경상북도,3575381,36.327952,128.951526
535,2017_9,2017,9,경상북도,3757191,36.327952,128.951526
536,2018_9,2018,9,경상북도,3746095,36.327952,128.951526
537,2019_9,2019,9,경상북도,3509529,36.327952,128.951526
538,2020_9,2020,9,경상북도,3581368,36.327952,128.951526
539,2021_9,2021,9,경상북도,3678036,36.327952,128.951526
540,2010_10,2010,10,경상북도,3370268,36.327952,128.951526
541,2011_10,2011,10,경상북도,3613546,36.327952,128.951526
542,2012_10,2012,10,경상북도,3266846,36.327952,128.951526
543,2013_10,2013,10,경상북도,3669028,36.327952,128.951526
544,2014_10,2014,10,경상북도,3733519,36.327952,128.951526
545,2015_10,2015,10,경상북도,3622497,36.327952,128.951526
546,2016_10,2016,10,경상북도,3478600,36.327952,128.951526
547,2017_10,2017,10,경상북도,3581571,36.327952,128.951526
548,2018_10,2018,10,경상북도,3612135,36.327952,128.951526
549,2019_10,2019,10,경상북도,3443730,36.327952,128.951526
550,2020_10,2020,10,경상북도,3275161,36.327952,128.951526
551,2021_10,2021,10,경상북도,3627776,36.327952,128.951526
552,2010_11,2010,11,경상북도,3498295,36.327952,128.951526
553,2011_11,2011,11,경상북도,3668855,36.327952,128.951526
554,2012_11,2012,11,경상북도,3717561,36.327952,128.951526
555,2013_11,2013,11,경상북도,3805039,36.327952,128.951526
556,2014_11,2014,11,경상북도,3774305,36.327952,128.951526
557,2015_11,2015,11,경상북도,3603675,36.327952,128.951526
558,2016_11,2016,11,경상북도,3685279,36.327952,128.951526
559,2017_11,2017,11,경상북도,3862255,36.327952,128.951526
560,2018_11,2018,11,경상북도,3752565,36.327952,128.951526
561,2019_11,2019,11,경상북도,3491135,36.327952,128.951526
562,2020_11,2020,11,경상북도,3456222,36.327952,128.951526
563,2021_11,2021,11,경상북도,3609835,36.327952,128.951526
564,2010_12,2010,12,경상북도,3773932,36.327952,128.951526
565,2011_12,2011,12,경상북도,3825516,36.327952,128.951526
566,2012_12,2012,12,경상북도,3910443,36.327952,128.951526
567,2013_12,2013,12,경상북도,4087492,36.327952,128.951526
568,2014_12,2014,12,경상북도,3982394,36.327952,128.951526
569,2015_12,2015,12,경상북도,3797276,36.327952,128.951526
570,2016_12,2016,12,경상북도,3963623,36.327952,128.951526
571,2017_12,2017,12,경상북도,4053979,36.327952,128.951526
572,2018_12,2018,12,경상북도,4016589,36.327952,128.951526
573,2019_12,2019,12,경상북도,3695927,36.327952,128.951526
574,2020_12,2020,12,경상북도,3686707,36.327952,128.951526
575,2021_12,2021,12,경상북도,3854201,36.327952,128.951526
576,2010_1,2010,1,광주광역시,712924,35.154840,126.836647
577,2011_1,2011,1,광주광역시,757197,35.154840,126.836647
578,2012_1,2012,1,광주광역시,735756,35.154840,126.836647
579,2013_1,2013,1,광주광역시,748024,35.154840,126.836647
580,2014_1,2014,1,광주광역시,753936,35.154840,126.836647
581,2015_1,2015,1,광주광역시,776667,35.154840,126.836647
582,2016_1,2016,1,광주광역시,753434,35.154840,126.836647
583,2017_1,2017,1,광주광역시,765086,35.154840,126.836647
584,2018_1,2018,1,광주광역시,807536,35.154840,126.836647
585,2019_1,2019,1,광주광역시,801473,35.154840,126.836647
586,2020_1,2020,1,광주광역시,756532,35.154840,126.836647
587,2021_1,2021,1,광주광역시,811864,35.154840,126.836647
588,2010_2,2010,2,광주광역시,682498,35.154840,126.836647
589,2011_2,2011,2,광주광역시,717292,35.154840,126.836647
590,2012_2,2012,2,광주광역시,737378,35.154840,126.836647
591,2013_2,2013,2,광주광역시,709493,35.154840,126.836647
592,2014_2,2014,2,광주광역시,723756,35.154840,126.836647
593,2015_2,2015,2,광주광역시,741223,35.154840,126.836647
594,2016_2,2016,2,광주광역시,756943,35.154840,126.836647
595,2017_2,2017,2,광주광역시,773394,35.154840,126.836647
596,2018_2,2018,2,광주광역시,798506,35.154840,126.836647
597,2019_2,2019,2,광주광역시,741799,35.154840,126.836647
598,2020_2,2020,2,광주광역시,740068,35.154840,126.836647
599,2021_2,2021,2,광주광역시,767227,35.154840,126.836647
600,2010_3,2010,3,광주광역시,632293,35.154840,126.836647
601,2011_3,2011,3,광주광역시,672951,35.154840,126.836647
602,2012_3,2012,3,광주광역시,696422,35.154840,126.836647
603,2013_3,2013,3,광주광역시,658528,35.154840,126.836647
604,2014_3,2014,3,광주광역시,683278,35.154840,126.836647
605,2015_3,2015,3,광주광역시,686980,35.154840,126.836647
606,2016_3,2016,3,광주광역시,714023,35.154840,126.836647
607,2017_3,2017,3,광주광역시,717911,35.154840,126.836647
608,2018_3,2018,3,광주광역시,698660,35.154840,126.836647
609,2019_3,2019,3,광주광역시,682608,35.154840,126.836647
610,2020_3,2020,3,광주광역시,696886,35.154840,126.836647
611,2021_3,2021,3,광주광역시,697761,35.154840,126.836647
612,2010_4,2010,4,광주광역시,642843,35.154840,126.836647
613,2011_4,2011,4,광주광역시,669154,35.154840,126.836647
614,2012_4,2012,4,광주광역시,675943,35.154840,126.836647
615,2013_4,2013,4,광주광역시,682512,35.154840,126.836647
616,2014_4,2014,4,광주광역시,671402,35.154840,126.836647
617,2015_4,2015,4,광주광역시,682684,35.154840,126.836647
618,2016_4,2016,4,광주광역시,675078,35.154840,126.836647
619,2017_4,2017,4,광주광역시,698719,35.154840,126.836647
620,2018_4,2018,4,광주광역시,685493,35.154840,126.836647
621,2019_4,2019,4,광주광역시,706907,35.154840,126.836647
622,2020_4,2020,4,광주광역시,660659,35.154840,126.836647
623,2021_4,2021,4,광주광역시,696052,35.154840,126.836647
624,2010_5,2010,5,광주광역시,603935,35.154840,126.836647
625,2011_5,2011,5,광주광역시,615840,35.154840,126.836647
626,2012_5,2012,5,광주광역시,626117,35.154840,126.836647
627,2013_5,2013,5,광주광역시,637641,35.154840,126.836647
628,2014_5,2014,5,광주광역시,623437,35.154840,126.836647
629,2015_5,2015,5,광주광역시,628402,35.154840,126.836647
630,2016_5,2016,5,광주광역시,630983,35.154840,126.836647
631,2017_5,2017,5,광주광역시,634699,35.154840,126.836647
632,2018_5,2018,5,광주광역시,648945,35.154840,126.836647
633,2019_5,2019,5,광주광역시,653102,35.154840,126.836647
634,2020_5,2020,5,광주광역시,610865,35.154840,126.836647
635,2021_5,2021,5,광주광역시,659751,35.154840,126.836647
636,2010_6,2010,6,광주광역시,605548,35.154840,126.836647
637,2011_6,2011,6,광주광역시,626417,35.154840,126.836647
638,2012_6,2012,6,광주광역시,628135,35.154840,126.836647
639,2013_6,2013,6,광주광역시,654744,35.154840,126.836647
640,2014_6,2014,6,광주광역시,651234,35.154840,126.836647
641,2015_6,2015,6,광주광역시,645195,35.154840,126.836647
642,2016_6,2016,6,광주광역시,675463,35.154840,126.836647
643,2017_6,2017,6,광주광역시,677388,35.154840,126.836647
644,2018_6,2018,6,광주광역시,688052,35.154840,126.836647
645,2019_6,2019,6,광주광역시,673983,35.154840,126.836647
646,2020_6,2020,6,광주광역시,685306,35.154840,126.836647
647,2021_6,2021,6,광주광역시,713735,35.154840,126.836647
648,2010_7,2010,7,광주광역시,667137,35.154840,126.836647
649,2011_7,2011,7,광주광역시,674555,35.154840,126.836647
650,2012_7,2012,7,광주광역시,660058,35.154840,126.836647
651,2013_7,2013,7,광주광역시,707543,35.154840,126.836647
652,2014_7,2014,7,광주광역시,692995,35.154840,126.836647
653,2015_7,2015,7,광주광역시,714512,35.154840,126.836647
654,2016_7,2016,7,광주광역시,731855,35.154840,126.836647
655,2017_7,2017,7,광주광역시,761988,35.154840,126.836647
656,2018_7,2018,7,광주광역시,753263,35.154840,126.836647
657,2019_7,2019,7,광주광역시,726581,35.154840,126.836647
658,2020_7,2020,7,광주광역시,723738,35.154840,126.836647
659,2021_7,2021,7,광주광역시,790946,35.154840,126.836647
660,2010_8,2010,8,광주광역시,697066,35.154840,126.836647
661,2011_8,2011,8,광주광역시,712046,35.154840,126.836647
662,2012_8,2012,8,광주광역시,734889,35.154840,126.836647
663,2013_8,2013,8,광주광역시,773392,35.154840,126.836647
664,2014_8,2014,8,광주광역시,717104,35.154840,126.836647
665,2015_8,2015,8,광주광역시,754560,35.154840,126.836647
666,2016_8,2016,8,광주광역시,813713,35.154840,126.836647
667,2017_8,2017,8,광주광역시,833272,35.154840,126.836647
668,2018_8,2018,8,광주광역시,893915,35.154840,126.836647
669,2019_8,2019,8,광주광역시,821995,35.154840,126.836647
670,2020_8,2020,8,광주광역시,785930,35.154840,126.836647
671,2021_8,2021,8,광주광역시,876521,35.154840,126.836647
672,2010_9,2010,9,광주광역시,692544,35.154840,126.836647
673,2011_9,2011,9,광주광역시,673056,35.154840,126.836647
674,2012_9,2012,9,광주광역시,671096,35.154840,126.836647
675,2013_9,2013,9,광주광역시,702556,35.154840,126.836647
676,2014_9,2014,9,광주광역시,668280,35.154840,126.836647
677,2015_9,2015,9,광주광역시,696736,35.154840,126.836647
678,2016_9,2016,9,광주광역시,742389,35.154840,126.836647
679,2017_9,2017,9,광주광역시,758365,35.154840,126.836647
680,2018_9,2018,9,광주광역시,765904,35.154840,126.836647
681,2019_9,2019,9,광주광역시,756642,35.154840,126.836647
682,2020_9,2020,9,광주광역시,810366,35.154840,126.836647
683,2021_9,2021,9,광주광역시,781758,35.154840,126.836647
684,2010_10,2010,10,광주광역시,605233,35.154840,126.836647
685,2011_10,2011,10,광주광역시,618928,35.154840,126.836647
686,2012_10,2012,10,광주광역시,599532,35.154840,126.836647
687,2013_10,2013,10,광주광역시,630561,35.154840,126.836647
688,2014_10,2014,10,광주광역시,629549,35.154840,126.836647
689,2015_10,2015,10,광주광역시,637335,35.154840,126.836647
690,2016_10,2016,10,광주광역시,650524,35.154840,126.836647
691,2017_10,2017,10,광주광역시,631753,35.154840,126.836647
692,2018_10,2018,10,광주광역시,644127,35.154840,126.836647
693,2019_10,2019,10,광주광역시,663822,35.154840,126.836647
694,2020_10,2020,10,광주광역시,644709,35.154840,126.836647
695,2021_10,2021,10,광주광역시,705604,35.154840,126.836647
696,2010_11,2010,11,광주광역시,632721,35.154840,126.836647
697,2011_11,2011,11,광주광역시,635724,35.154840,126.836647
698,2012_11,2012,11,광주광역시,656591,35.154840,126.836647
699,2013_11,2013,11,광주광역시,653890,35.154840,126.836647
700,2014_11,2014,11,광주광역시,655913,35.154840,126.836647
701,2015_11,2015,11,광주광역시,660658,35.154840,126.836647
702,2016_11,2016,11,광주광역시,679694,35.154840,126.836647
703,2017_11,2017,11,광주광역시,680055,35.154840,126.836647
704,2018_11,2018,11,광주광역시,672600,35.154840,126.836647
705,2019_11,2019,11,광주광역시,663133,35.154840,126.836647
706,2020_11,2020,11,광주광역시,681435,35.154840,126.836647
707,2021_11,2021,11,광주광역시,710814,35.154840,126.836647
708,2010_12,2010,12,광주광역시,685316,35.154840,126.836647
709,2011_12,2011,12,광주광역시,674224,35.154840,126.836647
710,2012_12,2012,12,광주광역시,708574,35.154840,126.836647
711,2013_12,2013,12,광주광역시,715191,35.154840,126.836647
712,2014_12,2014,12,광주광역시,726392,35.154840,126.836647
713,2015_12,2015,12,광주광역시,708920,35.154840,126.836647
714,2016_12,2016,12,광주광역시,734270,35.154840,126.836647
715,2017_12,2017,12,광주광역시,751019,35.154840,126.836647
716,2018_12,2018,12,광주광역시,716811,35.154840,126.836647
717,2019_12,2019,12,광주광역시,711251,35.154840,126.836647
718,2020_12,2020,12,광주광역시,734615,35.154840,126.836647
719,2021_12,2021,12,광주광역시,761414,35.154840,126.836647
720,2010_1,2010,1,대구광역시,1331473,35.825757,128.576897
721,2011_1,2011,1,대구광역시,1418812,35.825757,128.576897
722,2012_1,2012,1,대구광역시,1386340,35.825757,128.576897
723,2013_1,2013,1,대구광역시,1437877,35.825757,128.576897
724,2014_1,2014,1,대구광역시,1377672,35.825757,128.576897
725,2015_1,2015,1,대구광역시,1417385,35.825757,128.576897
726,2016_1,2016,1,대구광역시,1371791,35.825757,128.576897
727,2017_1,2017,1,대구광역시,1391376,35.825757,128.576897
728,2018_1,2018,1,대구광역시,1465797,35.825757,128.576897
729,2019_1,2019,1,대구광역시,1437112,35.825757,128.576897
730,2020_1,2020,1,대구광역시,1361827,35.825757,128.576897
731,2021_1,2021,1,대구광역시,1443838,35.825757,128.576897
732,2010_2,2010,2,대구광역시,1269135,35.825757,128.576897
733,2011_2,2011,2,대구광역시,1336667,35.825757,128.576897
734,2012_2,2012,2,대구광역시,1375774,35.825757,128.576897
735,2013_2,2013,2,대구광역시,1336301,35.825757,128.576897
736,2014_2,2014,2,대구광역시,1314569,35.825757,128.576897
737,2015_2,2015,2,대구광역시,1344788,35.825757,128.576897
738,2016_2,2016,2,대구광역시,1364933,35.825757,128.576897
739,2017_2,2017,2,대구광역시,1375375,35.825757,128.576897
740,2018_2,2018,2,대구광역시,1433194,35.825757,128.576897
741,2019_2,2019,2,대구광역시,1327236,35.825757,128.576897
742,2020_2,2020,2,대구광역시,1314568,35.825757,128.576897
743,2021_2,2021,2,대구광역시,1342988,35.825757,128.576897
744,2010_3,2010,3,대구광역시,1172936,35.825757,128.576897
745,2011_3,2011,3,대구광역시,1234507,35.825757,128.576897
746,2012_3,2012,3,대구광역시,1281521,35.825757,128.576897
747,2013_3,2013,3,대구광역시,1214829,35.825757,128.576897
748,2014_3,2014,3,대구광역시,1246283,35.825757,128.576897
749,2015_3,2015,3,대구광역시,1233059,35.825757,128.576897
750,2016_3,2016,3,대구광역시,1281266,35.825757,128.576897
751,2017_3,2017,3,대구광역시,1263786,35.825757,128.576897
752,2018_3,2018,3,대구광역시,1253100,35.825757,128.576897
753,2019_3,2019,3,대구광역시,1213326,35.825757,128.576897
754,2020_3,2020,3,대구광역시,1200565,35.825757,128.576897
755,2021_3,2021,3,대구광역시,1222748,35.825757,128.576897
756,2010_4,2010,4,대구광역시,1199557,35.825757,128.576897
757,2011_4,2011,4,대구광역시,1216588,35.825757,128.576897
758,2012_4,2012,4,대구광역시,1229268,35.825757,128.576897
759,2013_4,2013,4,대구광역시,1220101,35.825757,128.576897
760,2014_4,2014,4,대구광역시,1222595,35.825757,128.576897
761,2015_4,2015,4,대구광역시,1244033,35.825757,128.576897
762,2016_4,2016,4,대구광역시,1216827,35.825757,128.576897
763,2017_4,2017,4,대구광역시,1234859,35.825757,128.576897
764,2018_4,2018,4,대구광역시,1230455,35.825757,128.576897
765,2019_4,2019,4,대구광역시,1228571,35.825757,128.576897
766,2020_4,2020,4,대구광역시,1137812,35.825757,128.576897
767,2021_4,2021,4,대구광역시,1210022,35.825757,128.576897
768,2010_5,2010,5,대구광역시,1100160,35.825757,128.576897
769,2011_5,2011,5,대구광역시,1126409,35.825757,128.576897
770,2012_5,2012,5,대구광역시,1135952,35.825757,128.576897
771,2013_5,2013,5,대구광역시,1166224,35.825757,128.576897
772,2014_5,2014,5,대구광역시,1143206,35.825757,128.576897
773,2015_5,2015,5,대구광역시,1149079,35.825757,128.576897
774,2016_5,2016,5,대구광역시,1143952,35.825757,128.576897
775,2017_5,2017,5,대구광역시,1147637,35.825757,128.576897
776,2018_5,2018,5,대구광역시,1176277,35.825757,128.576897
777,2019_5,2019,5,대구광역시,1170519,35.825757,128.576897
778,2020_5,2020,5,대구광역시,1044272,35.825757,128.576897
779,2021_5,2021,5,대구광역시,1153415,35.825757,128.576897
780,2010_6,2010,6,대구광역시,1119186,35.825757,128.576897
781,2011_6,2011,6,대구광역시,1163368,35.825757,128.576897
782,2012_6,2012,6,대구광역시,1160770,35.825757,128.576897
783,2013_6,2013,6,대구광역시,1175504,35.825757,128.576897
784,2014_6,2014,6,대구광역시,1182480,35.825757,128.576897
785,2015_6,2015,6,대구광역시,1203042,35.825757,128.576897
786,2016_6,2016,6,대구광역시,1210881,35.825757,128.576897
787,2017_6,2017,6,대구광역시,1218416,35.825757,128.576897
788,2018_6,2018,6,대구광역시,1232515,35.825757,128.576897
789,2019_6,2019,6,대구광역시,1204862,35.825757,128.576897
790,2020_6,2020,6,대구광역시,1149699,35.825757,128.576897
791,2021_6,2021,6,대구광역시,1232554,35.825757,128.576897
792,2010_7,2010,7,대구광역시,1202680,35.825757,128.576897
793,2011_7,2011,7,대구광역시,1243303,35.825757,128.576897
794,2012_7,2012,7,대구광역시,1214720,35.825757,128.576897
795,2013_7,2013,7,대구광역시,1272957,35.825757,128.576897
796,2014_7,2014,7,대구광역시,1255757,35.825757,128.576897
797,2015_7,2015,7,대구광역시,1224159,35.825757,128.576897
798,2016_7,2016,7,대구광역시,1282697,35.825757,128.576897
799,2017_7,2017,7,대구광역시,1349359,35.825757,128.576897
800,2018_7,2018,7,대구광역시,1342336,35.825757,128.576897
801,2019_7,2019,7,대구광역시,1273370,35.825757,128.576897
802,2020_7,2020,7,대구광역시,1221759,35.825757,128.576897
803,2021_7,2021,7,대구광역시,1344663,35.825757,128.576897
804,2010_8,2010,8,대구광역시,1284747,35.825757,128.576897
805,2011_8,2011,8,대구광역시,1286641,35.825757,128.576897
806,2012_8,2012,8,대구광역시,1345137,35.825757,128.576897
807,2013_8,2013,8,대구광역시,1381189,35.825757,128.576897
808,2014_8,2014,8,대구광역시,1273769,35.825757,128.576897
809,2015_8,2015,8,대구광역시,1334385,35.825757,128.576897
810,2016_8,2016,8,대구광역시,1423080,35.825757,128.576897
811,2017_8,2017,8,대구광역시,1413997,35.825757,128.576897
812,2018_8,2018,8,대구광역시,1565102,35.825757,128.576897
813,2019_8,2019,8,대구광역시,1433600,35.825757,128.576897
814,2020_8,2020,8,대구광역시,1318926,35.825757,128.576897
815,2021_8,2021,8,대구광역시,1461379,35.825757,128.576897
816,2010_9,2010,9,대구광역시,1267503,35.825757,128.576897
817,2011_9,2011,9,대구광역시,1211616,35.825757,128.576897
818,2012_9,2012,9,대구광역시,1227950,35.825757,128.576897
819,2013_9,2013,9,대구광역시,1255073,35.825757,128.576897
820,2014_9,2014,9,대구광역시,1182542,35.825757,128.576897
821,2015_9,2015,9,대구광역시,1226328,35.825757,128.576897
822,2016_9,2016,9,대구광역시,1271426,35.825757,128.576897
823,2017_9,2017,9,대구광역시,1306140,35.825757,128.576897
824,2018_9,2018,9,대구광역시,1309344,35.825757,128.576897
825,2019_9,2019,9,대구광역시,1314078,35.825757,128.576897
826,2020_9,2020,9,대구광역시,1398370,35.825757,128.576897
827,2021_9,2021,9,대구광역시,1301387,35.825757,128.576897
828,2010_10,2010,10,대구광역시,1080432,35.825757,128.576897
829,2011_10,2011,10,대구광역시,1125749,35.825757,128.576897
830,2012_10,2012,10,대구광역시,1084282,35.825757,128.576897
831,2013_10,2013,10,대구광역시,1126448,35.825757,128.576897
832,2014_10,2014,10,대구광역시,1147482,35.825757,128.576897
833,2015_10,2015,10,대구광역시,1119902,35.825757,128.576897
834,2016_10,2016,10,대구광역시,1155560,35.825757,128.576897
835,2017_10,2017,10,대구광역시,1107848,35.825757,128.576897
836,2018_10,2018,10,대구광역시,1136572,35.825757,128.576897
837,2019_10,2019,10,대구광역시,1189613,35.825757,128.576897
838,2020_10,2020,10,대구광역시,1102514,35.825757,128.576897
839,2021_10,2021,10,대구광역시,1175079,35.825757,128.576897
840,2010_11,2010,11,대구광역시,1164842,35.825757,128.576897
841,2011_11,2011,11,대구광역시,1176821,35.825757,128.576897
842,2012_11,2012,11,대구광역시,1190760,35.825757,128.576897
843,2013_11,2013,11,대구광역시,1189890,35.825757,128.576897
844,2014_11,2014,11,대구광역시,1190355,35.825757,128.576897
845,2015_11,2015,11,대구광역시,1179855,35.825757,128.576897
846,2016_11,2016,11,대구광역시,1224999,35.825757,128.576897
847,2017_11,2017,11,대구광역시,1220287,35.825757,128.576897
848,2018_11,2018,11,대구광역시,1210936,35.825757,128.576897
849,2019_11,2019,11,대구광역시,1181452,35.825757,128.576897
850,2020_11,2020,11,대구광역시,1190723,35.825757,128.576897
851,2021_11,2021,11,대구광역시,1221063,35.825757,128.576897
852,2010_12,2010,12,대구광역시,1287342,35.825757,128.576897
853,2011_12,2011,12,대구광역시,1281465,35.825757,128.576897
854,2012_12,2012,12,대구광역시,1322485,35.825757,128.576897
855,2013_12,2013,12,대구광역시,1303660,35.825757,128.576897
856,2014_12,2014,12,대구광역시,1322076,35.825757,128.576897
857,2015_12,2015,12,대구광역시,1271693,35.825757,128.576897
858,2016_12,2016,12,대구광역시,1320700,35.825757,128.576897
859,2017_12,2017,12,대구광역시,1357294,35.825757,128.576897
860,2018_12,2018,12,대구광역시,1320121,35.825757,128.576897
861,2019_12,2019,12,대구광역시,1291844,35.825757,128.576897
862,2020_12,2020,12,대구광역시,1317533,35.825757,128.576897
863,2021_12,2021,12,대구광역시,1334812,35.825757,128.576897
864,2010_1,2010,1,대전광역시,826373,36.339403,127.396923
865,2011_1,2011,1,대전광역시,877248,36.339403,127.396923
866,2012_1,2012,1,대전광역시,849569,36.339403,127.396923
867,2013_1,2013,1,대전광역시,889173,36.339403,127.396923
868,2014_1,2014,1,대전광역시,841296,36.339403,127.396923
869,2015_1,2015,1,대전광역시,875517,36.339403,127.396923
870,2016_1,2016,1,대전광역시,846242,36.339403,127.396923
871,2017_1,2017,1,대전광역시,848529,36.339403,127.396923
872,2018_1,2018,1,대전광역시,905302,36.339403,127.396923
873,2019_1,2019,1,대전광역시,884590,36.339403,127.396923
874,2020_1,2020,1,대전광역시,853129,36.339403,127.396923
875,2021_1,2021,1,대전광역시,912804,36.339403,127.396923
876,2010_2,2010,2,대전광역시,778458,36.339403,127.396923
877,2011_2,2011,2,대전광역시,825822,36.339403,127.396923
878,2012_2,2012,2,대전광역시,846326,36.339403,127.396923
879,2013_2,2013,2,대전광역시,824259,36.339403,127.396923
880,2014_2,2014,2,대전광역시,806306,36.339403,127.396923
881,2015_2,2015,2,대전광역시,815725,36.339403,127.396923
882,2016_2,2016,2,대전광역시,844537,36.339403,127.396923
883,2017_2,2017,2,대전광역시,848651,36.339403,127.396923
884,2018_2,2018,2,대전광역시,885432,36.339403,127.396923
885,2019_2,2019,2,대전광역시,814190,36.339403,127.396923
886,2020_2,2020,2,대전광역시,830839,36.339403,127.396923
887,2021_2,2021,2,대전광역시,847141,36.339403,127.396923
888,2010_3,2010,3,대전광역시,716986,36.339403,127.396923
889,2011_3,2011,3,대전광역시,757165,36.339403,127.396923
890,2012_3,2012,3,대전광역시,785989,36.339403,127.396923
891,2013_3,2013,3,대전광역시,752100,36.339403,127.396923
892,2014_3,2014,3,대전광역시,757265,36.339403,127.396923
893,2015_3,2015,3,대전광역시,761115,36.339403,127.396923
894,2016_3,2016,3,대전광역시,790757,36.339403,127.396923
895,2017_3,2017,3,대전광역시,779387,36.339403,127.396923
896,2018_3,2018,3,대전광역시,784247,36.339403,127.396923
897,2019_3,2019,3,대전광역시,759955,36.339403,127.396923
898,2020_3,2020,3,대전광역시,771329,36.339403,127.396923
899,2021_3,2021,3,대전광역시,771955,36.339403,127.396923
900,2010_4,2010,4,대전광역시,724076,36.339403,127.396923
