,년월,연도,월,시도,사용량
648,2012.4,2012,04,경상남도,2785022
649,2012.4,2012,04,경상북도,3769210
650,2012.4,2012,04,광주광역시,675943
651,2012.4,2012,04,대구광역시,1229268
652,2012.4,2012,04,대전광역시,745833
653,2012.4,2012,04,부산광역시,1710623
654,2012.4,2012,04,서울특별시,3695515
655,2012.4,2012,04,세종특별자치시,0
656,2012.4,2012,04,울산광역시,2344787
657,2012.4,2012,04,인천광역시,1847382
658,2012.4,2012,04,전라남도,2311276
659,2012.4,2012,04,전라북도,1862254
660,2012.4,2012,04,제주특별자치도,327775
661,2012.4,2012,04,충청남도,3759126
662,2012.4,2012,04,충청북도,1804075
663,2013.4,2013,04,강원도,1373728
664,2013.4,2013,04,경기도,8420099
665,2013.4,2013,04,경상남도,2810317
666,2013.4,2013,04,경상북도,3721222
667,2013.4,2013,04,광주광역시,682512
668,2013.4,2013,04,대구광역시,1220101
669,2013.4,2013,04,대전광역시,744219
670,2013.4,2013,04,부산광역시,1666780
671,2013.4,2013,04,서울특별시,3638393
672,2013.4,2013,04,세종특별자치시,193422
673,2013.4,2013,04,울산광역시,2389607
674,2013.4,2013,04,인천광역시,1858262
675,2013.4,2013,04,전라남도,2526041
676,2013.4,2013,04,전라북도,1859911
677,2013.4,2013,04,제주특별자치도,342968
678,2013.4,2013,04,충청남도,3708208
679,2013.4,2013,04,충청북도,1848760
680,2014.4,2014,04,강원도,1313298
681,2014.4,2014,04,경기도,8295696
682,2014.4,2014,04,경상남도,2820219
683,2014.4,2014,04,경상북도,3880598
684,2014.4,2014,04,광주광역시,671402
685,2014.4,2014,04,대구광역시,1222595
686,2014.4,2014,04,대전광역시,732896
687,2014.4,2014,04,부산광역시,1665838
688,2014.4,2014,04,서울특별시,3466188
689,2014.4,2014,04,세종특별자치시,200310
690,2014.4,2014,04,울산광역시,2493939
691,2014.4,2014,04,인천광역시,1815977
692,2014.4,2014,04,전라남도,2709942
693,2014.4,2014,04,전라북도,1871011
694,2014.4,2014,04,제주특별자치도,362046
695,2014.4,2014,04,충청남도,3889221
696,2014.4,2014,04,충청북도,1842677
697,2015.4,2015,04,강원도,1376925
698,2015.4,2015,04,경기도,8597671
699,2015.4,2015,04,경상남도,2888704
700,2015.4,2015,04,경상북도,3821201
701,2015.4,2015,04,광주광역시,682684
702,2015.4,2015,04,대구광역시,1244033
703,2015.4,2015,04,대전광역시,746537
704,2015.4,2015,04,부산광역시,1671290
705,2015.4,2015,04,서울특별시,3512071
706,2015.4,2015,04,세종특별자치시,222824
707,2015.4,2015,04,울산광역시,2510891
708,2015.4,2015,04,인천광역시,1913281
709,2015.4,2015,04,전라남도,2789053
710,2015.4,2015,04,전라북도,1902282
711,2015.4,2015,04,제주특별자치도,381372
712,2015.4,2015,04,충청남도,3879019
713,2015.4,2015,04,충청북도,1924405
714,2016.4,2016,04,강원도,1451457
715,2016.4,2016,04,경기도,8712878
716,2016.4,2016,04,경상남도,2864110
717,2016.4,2016,04,경상북도,3683982
718,2016.4,2016,04,광주광역시,675078
719,2016.4,2016,04,대구광역시,1216827
720,2016.4,2016,04,대전광역시,738081
721,2016.4,2016,04,부산광역시,1647106
722,2016.4,2016,04,서울특별시,3457927
723,2016.4,2016,04,세종특별자치시,225166
724,2016.4,2016,04,울산광역시,2652322
725,2016.4,2016,04,인천광역시,1903770
726,2016.4,2016,04,전라남도,2666903
727,2016.4,2016,04,전라북도,1862918
728,2016.4,2016,04,제주특별자치도,393203
729,2016.4,2016,04,충청남도,3938652
730,2016.4,2016,04,충청북도,2033076
731,2017.4,2017,04,강원도,1390748
732,2017.4,2017,04,경기도,9094729
733,2017.4,2017,04,경상남도,2879081
734,2017.4,2017,04,경상북도,3668403
735,2017.4,2017,04,광주광역시,698719
736,2017.4,2017,04,대구광역시,1234859
737,2017.4,2017,04,대전광역시,748954
738,2017.4,2017,04,부산광역시,1696125
739,2017.4,2017,04,서울특별시,3470755
740,2017.4,2017,04,세종특별자치시,234700
741,2017.4,2017,04,울산광역시,2559430
742,2017.4,2017,04,인천광역시,1945739
743,2017.4,2017,04,전라남도,2791508
744,2017.4,2017,04,전라북도,1882119
745,2017.4,2017,04,제주특별자치도,418497
746,2017.4,2017,04,충청남도,4069578
747,2017.4,2017,04,충청북도,2027116
748,2018.4,2018,04,강원도,1370294
749,2018.4,2018,04,경기도,9563138
750,2018.4,2018,04,경상남도,2840554
751,2018.4,2018,04,경상북도,3740997
752,2018.4,2018,04,광주광역시,685493
753,2018.4,2018,04,대구광역시,1230455
754,2018.4,2018,04,대전광역시,752264
755,2018.4,2018,04,부산광역시,1675122
756,2018.4,2018,04,서울특별시,3503967
757,2018.4,2018,04,세종특별자치시,241693
758,2018.4,2018,04,울산광역시,2620459
759,2018.4,2018,04,인천광역시,1959511
760,2018.4,2018,04,전라남도,3292919
761,2018.4,2018,04,전라북도,1876137
762,2018.4,2018,04,제주특별자치도,430151
763,2018.4,2018,04,충청남도,4158538
764,2018.4,2018,04,충청북도,2090819
765,2019.4,2019,04,강원도,1376039
766,2019.4,2019,04,경기도,9948716
767,2019.4,2019,04,경상남도,2853723
768,2019.4,2019,04,경상북도,3763435
769,2019.4,2019,04,광주광역시,706907
770,2019.4,2019,04,대구광역시,1228571
771,2019.4,2019,04,대전광역시,753138
772,2019.4,2019,04,부산광역시,1669235
773,2019.4,2019,04,서울특별시,3591552
774,2019.4,2019,04,세종특별자치시,259582
775,2019.4,2019,04,울산광역시,2677516
776,2019.4,2019,04,인천광역시,1975424
777,2019.4,2019,04,전라남도,2791913
778,2019.4,2019,04,전라북도,1887329
779,2019.4,2019,04,제주특별자치도,460017
780,2019.4,2019,04,충청남도,4272633
781,2019.4,2019,04,충청북도,2224874
782,2020.4,2020,04,강원도,1346006
783,2020.4,2020,04,경기도,9788491
784,2020.4,2020,04,경상남도,2735448
785,2020.4,2020,04,경상북도,3313283
786,2020.4,2020,04,광주광역시,660659
787,2020.4,2020,04,대구광역시,1137812
788,2020.4,2020,04,대전광역시,720330
789,2020.4,2020,04,부산광역시,1607069
790,2020.4,2020,04,서울특별시,3410967
791,2020.4,2020,04,세종특별자치시,264607
792,2020.4,2020,04,울산광역시,2702238
793,2020.4,2020,04,인천광역시,1884823
794,2020.4,2020,04,전라남도,2587626
795,2020.4,2020,04,전라북도,1642399
796,2020.4,2020,04,제주특별자치도,445261
797,2020.4,2020,04,충청남도,4072519
798,2020.4,2020,04,충청북도,2155659
799,2021.4,2021,04,강원도,1334516
800,2021.4,2021,04,경기도,10338339
801,2021.4,2021,04,경상남도,2881552
802,2021.4,2021,04,경상북도,3619611
803,2021.4,2021,04,광주광역시,696052
804,2021.4,2021,04,대구광역시,1210022
805,2021.4,2021,04,대전광역시,751324
806,2021.4,2021,04,부산광역시,1654340
807,2021.4,2021,04,서울특별시,3449257
808,2021.4,2021,04,세종특별자치시,287524
809,2021.4,2021,04,울산광역시,2716614
810,2021.4,2021,04,인천광역시,1952161
811,2021.4,2021,04,전라남도,2670493
812,2021.4,2021,04,전라북도,1725471
813,2021.4,2021,04,제주특별자치도,461823
814,2021.4,2021,04,충청남도,3876573
815,2021.4,2021,04,충청북도,2274004
816,2010.5,2010,05,강원도,1185530
817,2010.5,2010,05,경기도,7156767
818,2010.5,2010,05,경상남도,2453568
819,2010.5,2010,05,경상북도,3321968
820,2010.5,2010,05,광주광역시,603935
821,2010.5,2010,05,대구광역시,1100160
822,2010.5,2010,05,대전광역시,664428
823,2010.5,2010,05,부산광역시,1571566
824,2010.5,2010,05,서울특별시,3426951
825,2010.5,2010,05,세종특별자치시,0
826,2010.5,2010,05,울산광역시,2200352
827,2010.5,2010,05,인천광역시,1707125
828,2010.5,2010,05,전라남도,1991208
829,2010.5,2010,05,전라북도,1523156
830,2010.5,2010,05,제주특별자치도,275117
831,2010.5,2010,05,충청남도,3068283
832,2010.5,2010,05,충청북도,1559121
833,2011.5,2011,05,강원도,1245617
834,2011.5,2011,05,경기도,7414139
835,2011.5,2011,05,경상남도,2557899
836,2011.5,2011,05,경상북도,3610096
837,2011.5,2011,05,광주광역시,615840
838,2011.5,2011,05,대구광역시,1126409
839,2011.5,2011,05,대전광역시,685169
840,2011.5,2011,05,부산광역시,1560035
841,2011.5,2011,05,서울특별시,3425703
842,2011.5,2011,05,세종특별자치시,0
843,2011.5,2011,05,울산광역시,2330604
844,2011.5,2011,05,인천광역시,1748862
845,2011.5,2011,05,전라남도,2075964
846,2011.5,2011,05,전라북도,1691075
847,2011.5,2011,05,제주특별자치도,283081
848,2011.5,2011,05,충청남도,3457266
849,2011.5,2011,05,충청북도,1626675
850,2012.5,2012,05,강원도,1230593
851,2012.5,2012,05,경기도,7590572
852,2012.5,2012,05,경상남도,2541447
853,2012.5,2012,05,경상북도,3695830
854,2012.5,2012,05,광주광역시,626117
855,2012.5,2012,05,대구광역시,1135952
856,2012.5,2012,05,대전광역시,689589
857,2012.5,2012,05,부산광역시,1588494
858,2012.5,2012,05,서울특별시,3483656
859,2012.5,2012,05,세종특별자치시,0
860,2012.5,2012,05,울산광역시,2437236
861,2012.5,2012,05,인천광역시,1757729
862,2012.5,2012,05,전라남도,2247817
863,2012.5,2012,05,전라북도,1733219
864,2012.5,2012,05,제주특별자치도,293722
865,2012.5,2012,05,충청남도,3633802
866,2012.5,2012,05,충청북도,1689926
867,2013.5,2013,05,강원도,1281395
868,2013.5,2013,05,경기도,7916514
869,2013.5,2013,05,경상남도,2624201
870,2013.5,2013,05,경상북도,3696496
871,2013.5,2013,05,광주광역시,637641
872,2013.5,2013,05,대구광역시,1166224
873,2013.5,2013,05,대전광역시,706844
874,2013.5,2013,05,부산광역시,1569179
875,2013.5,2013,05,서울특별시,3439856
876,2013.5,2013,05,세종특별자치시,182642
877,2013.5,2013,05,울산광역시,2470095
878,2013.5,2013,05,인천광역시,1767068
879,2013.5,2013,05,전라남도,2563413
880,2013.5,2013,05,전라북도,1773454
881,2013.5,2013,05,제주특별자치도,315090
882,2013.5,2013,05,충청남도,3659904
883,2013.5,2013,05,충청북도,1689801
884,2014.5,2014,05,강원도,1222477
885,2014.5,2014,05,경기도,7798652
886,2014.5,2014,05,경상남도,2590845
887,2014.5,2014,05,경상북도,3727121
888,2014.5,2014,05,광주광역시,623437
889,2014.5,2014,05,대구광역시,1143206
890,2014.5,2014,05,대전광역시,690037
891,2014.5,2014,05,부산광역시,1552138
892,2014.5,2014,05,서울특별시,3305028
893,2014.5,2014,05,세종특별자치시,189968
894,2014.5,2014,05,울산광역시,2487662
895,2014.5,2014,05,인천광역시,1733900
896,2014.5,2014,05,전라남도,2614251
897,2014.5,2014,05,전라북도,1794560
898,2014.5,2014,05,제주특별자치도,332179
899,2014.5,2014,05,충청남도,3820255
900,2014.5,2014,05,충청북도,1751911
901,2015.5,2015,05,강원도,1265816
902,2015.5,2015,05,경기도,7993045
903,2015.5,2015,05,경상남도,2632161
904,2015.5,2015,05,경상북도,3668209
905,2015.5,2015,05,광주광역시,628402
906,2015.5,2015,05,대구광역시,1149079
907,2015.5,2015,05,대전광역시,698243
908,2015.5,2015,05,부산광역시,1554462
909,2015.5,2015,05,서울특별시,3324249
910,2015.5,2015,05,세종특별자치시,201272
911,2015.5,2015,05,울산광역시,2523196
912,2015.5,2015,05,인천광역시,1796751
913,2015.5,2015,05,전라남도,2777120
914,2015.5,2015,05,전라북도,1794605
915,2015.5,2015,05,제주특별자치도,344375
916,2015.5,2015,05,충청남도,3725601
917,2015.5,2015,05,충청북도,1799404
918,2016.5,2016,05,강원도,1263447
919,2016.5,2016,05,경기도,8135623
920,2016.5,2016,05,경상남도,2638097
921,2016.5,2016,05,경상북도,3605061
922,2016.5,2016,05,광주광역시,630983
923,2016.5,2016,05,대구광역시,1143952
924,2016.5,2016,05,대전광역시,705223
925,2016.5,2016,05,부산광역시,1558585
926,2016.5,2016,05,서울특별시,3340823
927,2016.5,2016,05,세종특별자치시,211516
928,2016.5,2016,05,울산광역시,2653567
929,2016.5,2016,05,인천광역시,1844211
930,2016.5,2016,05,전라남도,2681434
931,2016.5,2016,05,전라북도,1777979
932,2016.5,2016,05,제주특별자치도,355822
933,2016.5,2016,05,충청남도,3822073
934,2016.5,2016,05,충청북도,1867194
935,2017.5,2017,05,강원도,1260135
936,2017.5,2017,05,경기도,8531719
937,2017.5,2017,05,경상남도,2587207
938,2017.5,2017,05,경상북도,3553235
939,2017.5,2017,05,광주광역시,634699
940,2017.5,2017,05,대구광역시,1147637
941,2017.5,2017,05,대전광역시,700348
942,2017.5,2017,05,부산광역시,1584172
943,2017.5,2017,05,서울특별시,3290791
944,2017.5,2017,05,세종특별자치시,221324
945,2017.5,2017,05,울산광역시,2593991
946,2017.5,2017,05,인천광역시,1867276
947,2017.5,2017,05,전라남도,2706545
948,2017.5,2017,05,전라북도,1793382
949,2017.5,2017,05,제주특별자치도,373246
950,2017.5,2017,05,충청남도,3974477
951,2017.5,2017,05,충청북도,1923713
952,2018.5,2018,05,강원도,1262858
953,2018.5,2018,05,경기도,9270783
954,2018.5,2018,05,경상남도,2664333
955,2018.5,2018,05,경상북도,3735654
956,2018.5,2018,05,광주광역시,648945
957,2018.5,2018,05,대구광역시,1176277
958,2018.5,2018,05,대전광역시,719715
959,2018.5,2018,05,부산광역시,1594722
960,2018.5,2018,05,서울특별시,3366946
961,2018.5,2018,05,세종특별자치시,235345
962,2018.5,2018,05,울산광역시,2753446
963,2018.5,2018,05,인천광역시,1865680
964,2018.5,2018,05,전라남도,2838286
965,2018.5,2018,05,전라북도,1831040
966,2018.5,2018,05,제주특별자치도,395955
967,2018.5,2018,05,충청남도,4128141
968,2018.5,2018,05,충청북도,2042345
969,2019.5,2019,05,강원도,1267172
970,2019.5,2019,05,경기도,9416781
971,2019.5,2019,05,경상남도,2664244
972,2019.5,2019,05,경상북도,3611013
973,2019.5,2019,05,광주광역시,653102
974,2019.5,2019,05,대구광역시,1170519
975,2019.5,2019,05,대전광역시,707813
976,2019.5,2019,05,부산광역시,1596068
977,2019.5,2019,05,서울특별시,3419987
978,2019.5,2019,05,세종특별자치시,250008
979,2019.5,2019,05,울산광역시,2794295
980,2019.5,2019,05,인천광역시,1912787
981,2019.5,2019,05,전라남도,2622310
982,2019.5,2019,05,전라북도,1788362
983,2019.5,2019,05,제주특별자치도,413147
984,2019.5,2019,05,충청남도,4294717
985,2019.5,2019,05,충청북도,2125680
986,2020.5,2020,05,강원도,1225449
987,2020.5,2020,05,경기도,9306590
988,2020.5,2020,05,경상남도,2446865
989,2020.5,2020,05,경상북도,3077453
990,2020.5,2020,05,광주광역시,610865
991,2020.5,2020,05,대구광역시,1044272
992,2020.5,2020,05,대전광역시,685457
993,2020.5,2020,05,부산광역시,1510099
994,2020.5,2020,05,서울특별시,3295839
995,2020.5,2020,05,세종특별자치시,252302
996,2020.5,2020,05,울산광역시,2684999
997,2020.5,2020,05,인천광역시,1801113
998,2020.5,2020,05,전라남도,2435207
999,2020.5,2020,05,전라북도,1547439
1000,2020.5,2020,05,제주특별자치도,408575
1001,2020.5,2020,05,충청남도,3920034
1002,2020.5,2020,05,충청북도,2075063
1003,2021.5,2021,05,강원도,1291702
1004,2021.5,2021,05,경기도,10024930
1005,2021.5,2021,05,경상남도,2712794
1006,2021.5,2021,05,경상북도,3600524
1007,2021.5,2021,05,광주광역시,659751
1008,2021.5,2021,05,대구광역시,1153415
1009,2021.5,2021,05,대전광역시,708974
1010,2021.5,2021,05,부산광역시,1572221
1011,2021.5,2021,05,서울특별시,3324763
1012,2021.5,2021,05,세종특별자치시,275185
1013,2021.5,2021,05,울산광역시,2682797
1014,2021.5,2021,05,인천광역시,1904260
1015,2021.5,2021,05,전라남도,2722103
1016,2021.5,2021,05,전라북도,1667691
1017,2021.5,2021,05,제주특별자치도,430958
1018,2021.5,2021,05,충청남도,3877528
1019,2021.5,2021,05,충청북도,2232679
1020,2010.6,2010,06,강원도,1114450
1021,2010.6,2010,06,경기도,7152029
1022,2010.6,2010,06,경상남도,2429359
1023,2010.6,2010,06,경상북도,3301601
1024,2010.6,2010,06,광주광역시,605548
1025,2010.6,2010,06,대구광역시,1119186
1026,2010.6,2010,06,대전광역시,684218
1027,2010.6,2010,06,부산광역시,1560178
1028,2010.6,2010,06,서울특별시,3729030
1029,2010.6,2010,06,세종특별자치시,0
1030,2010.6,2010,06,울산광역시,2165892
1031,2010.6,2010,06,인천광역시,1728906
1032,2010.6,2010,06,전라남도,1920409
1033,2010.6,2010,06,전라북도,1488035
1034,2010.6,2010,06,제주특별자치도,271052
1035,2010.6,2010,06,충청남도,3038587
1036,2010.6,2010,06,충청북도,1516139
1037,2011.6,2011,06,강원도,1184828
1038,2011.6,2011,06,경기도,7452141
1039,2011.6,2011,06,경상남도,2584721
1040,2011.6,2011,06,경상북도,3545546
1041,2011.6,2011,06,광주광역시,626417
1042,2011.6,2011,06,대구광역시,1163368
1043,2011.6,2011,06,대전광역시,710217
1044,2011.6,2011,06,부산광역시,1613264
1045,2011.6,2011,06,서울특별시,3713716
1046,2011.6,2011,06,세종특별자치시,0
1047,2011.6,2011,06,울산광역시,2370675
1048,2011.6,2011,06,인천광역시,1753742
1049,2011.6,2011,06,전라남도,2040887
1050,2011.6,2011,06,전라북도,1659628
1051,2011.6,2011,06,제주특별자치도,281724
1052,2011.6,2011,06,충청남도,3437236
1053,2011.6,2011,06,충청북도,1609118
1054,2012.6,2012,06,강원도,1186370
1055,2012.6,2012,06,경기도,7684878
1056,2012.6,2012,06,경상남도,2561147
1057,2012.6,2012,06,경상북도,3634860
1058,2012.6,2012,06,광주광역시,628135
1059,2012.6,2012,06,대구광역시,1160770
1060,2012.6,2012,06,대전광역시,711321
1061,2012.6,2012,06,부산광역시,1559207
1062,2012.6,2012,06,서울특별시,3736558
1063,2012.6,2012,06,세종특별자치시,0
1064,2012.6,2012,06,울산광역시,2394246
1065,2012.6,2012,06,인천광역시,1779877
1066,2012.6,2012,06,전라남도,2295154
1067,2012.6,2012,06,전라북도,1709387
1068,2012.6,2012,06,제주특별자치도,295263
1069,2012.6,2012,06,충청남도,3566114
1070,2012.6,2012,06,충청북도,1693624
1071,2013.6,2013,06,강원도,1179135
1072,2013.6,2013,06,경기도,7896863
1073,2013.6,2013,06,경상남도,2559834
1074,2013.6,2013,06,경상북도,3651788
1075,2013.6,2013,06,광주광역시,654744
1076,2013.6,2013,06,대구광역시,1175504
1077,2013.6,2013,06,대전광역시,726457
1078,2013.6,2013,06,부산광역시,1580862
1079,2013.6,2013,06,서울특별시,3706936
1080,2013.6,2013,06,세종특별자치시,184294
1081,2013.6,2013,06,울산광역시,2489278
1082,2013.6,2013,06,인천광역시,1784636
1083,2013.6,2013,06,전라남도,2481465
1084,2013.6,2013,06,전라북도,1719435
1085,2013.6,2013,06,제주특별자치도,305151
1086,2013.6,2013,06,충청남도,3581215
1087,2013.6,2013,06,충청북도,1688244
1088,2014.6,2014,06,강원도,1164699
1089,2014.6,2014,06,경기도,7996787
1090,2014.6,2014,06,경상남도,2590503
1091,2014.6,2014,06,경상북도,3731382
1092,2014.6,2014,06,광주광역시,651234
1093,2014.6,2014,06,대구광역시,1182480
1094,2014.6,2014,06,대전광역시,725186
1095,2014.6,2014,06,부산광역시,1572826
1096,2014.6,2014,06,서울특별시,3649218
1097,2014.6,2014,06,세종특별자치시,191639
1098,2014.6,2014,06,울산광역시,2446502
1099,2014.6,2014,06,인천광역시,1804931
1100,2014.6,2014,06,전라남도,2471884
1101,2014.6,2014,06,전라북도,1783912
1102,2014.6,2014,06,제주특별자치도,324320
1103,2014.6,2014,06,충청남도,3809582
1104,2014.6,2014,06,충청북도,1745149
1105,2015.6,2015,06,강원도,1219754
1106,2015.6,2015,06,경기도,8187214
1107,2015.6,2015,06,경상남도,2629378
1108,2015.6,2015,06,경상북도,3678558
1109,2015.6,2015,06,광주광역시,645195
1110,2015.6,2015,06,대구광역시,1203042
1111,2015.6,2015,06,대전광역시,735488
1112,2015.6,2015,06,부산광역시,1579057
1113,2015.6,2015,06,서울특별시,3637371
1114,2015.6,2015,06,세종특별자치시,209733
1115,2015.6,2015,06,울산광역시,2490860
1116,2015.6,2015,06,인천광역시,1856934
1117,2015.6,2015,06,전라남도,2546452
1118,2015.6,2015,06,전라북도,1739397
1119,2015.6,2015,06,제주특별자치도,333424
1120,2015.6,2015,06,충청남도,3813925
1121,2015.6,2015,06,충청북도,1824828
1122,2016.6,2016,06,강원도,1213047
1123,2016.6,2016,06,경기도,8507386
1124,2016.6,2016,06,경상남도,2657835
1125,2016.6,2016,06,경상북도,4161055
1126,2016.6,2016,06,광주광역시,675463
1127,2016.6,2016,06,대구광역시,1210881
1128,2016.6,2016,06,대전광역시,751192
1129,2016.6,2016,06,부산광역시,1604274
1130,2016.6,2016,06,서울특별시,3715673
1131,2016.6,2016,06,세종특별자치시,225970
1132,2016.6,2016,06,울산광역시,2659735
1133,2016.6,2016,06,인천광역시,1901027
1134,2016.6,2016,06,전라남도,2605076
1135,2016.6,2016,06,전라북도,1732744
1136,2016.6,2016,06,제주특별자치도,354638
1137,2016.6,2016,06,충청남도,3789423
1138,2016.6,2016,06,충청북도,1902687
1139,2017.6,2017,06,강원도,1228374
1140,2017.6,2017,06,경기도,8873250
1141,2017.6,2017,06,경상남도,2683615
1142,2017.6,2017,06,경상북도,3592872
1143,2017.6,2017,06,광주광역시,677388
1144,2017.6,2017,06,대구광역시,1218416
1145,2017.6,2017,06,대전광역시,741221
1146,2017.6,2017,06,부산광역시,1646150
1147,2017.6,2017,06,서울특별시,3621612
1148,2017.6,2017,06,세종특별자치시,232819
1149,2017.6,2017,06,울산광역시,2520793
1150,2017.6,2017,06,인천광역시,1938030
1151,2017.6,2017,06,전라남도,2615730
1152,2017.6,2017,06,전라북도,1770289
1153,2017.6,2017,06,제주특별자치도,373510
1154,2017.6,2017,06,충청남도,4000824
1155,2017.6,2017,06,충청북도,1937770
1156,2018.6,2018,06,강원도,1250381
1157,2018.6,2018,06,경기도,9487505
1158,2018.6,2018,06,경상남도,2694747
1159,2018.6,2018,06,경상북도,3584216
1160,2018.6,2018,06,광주광역시,688052
1161,2018.6,2018,06,대구광역시,1232515
1162,2018.6,2018,06,대전광역시,758538
1163,2018.6,2018,06,부산광역시,1647154
1164,2018.6,2018,06,서울특별시,3686242
1165,2018.6,2018,06,세종특별자치시,242180
1166,2018.6,2018,06,울산광역시,2778506
1167,2018.6,2018,06,인천광역시,1981285
1168,2018.6,2018,06,전라남도,2646151
1169,2018.6,2018,06,전라북도,1810635
1170,2018.6,2018,06,제주특별자치도,396634
1171,2018.6,2018,06,충청남도,4102184
1172,2018.6,2018,06,충청북도,2058719
1173,2019.6,2019,06,강원도,1211985
1174,2019.6,2019,06,경기도,9505754
1175,2019.6,2019,06,경상남도,2637434
1176,2019.6,2019,06,경상북도,3491484
1177,2019.6,2019,06,광주광역시,673983
1178,2019.6,2019,06,대구광역시,1204862
1179,2019.6,2019,06,대전광역시,732298
1180,2019.6,2019,06,부산광역시,1633070
1181,2019.6,2019,06,서울특별시,3676047
1182,2019.6,2019,06,세종특별자치시,255501
1183,2019.6,2019,06,울산광역시,2815389
1184,2019.6,2019,06,인천광역시,1897766
1185,2019.6,2019,06,전라남도,2429144
1186,2019.6,2019,06,전라북도,1700388
1187,2019.6,2019,06,제주특별자치도,404085
1188,2019.6,2019,06,충청남도,4253487
1189,2019.6,2019,06,충청북도,2097133
1190,2020.6,2020,06,강원도,1209426
1191,2020.6,2020,06,경기도,9860838
1192,2020.6,2020,06,경상남도,2569712
1193,2020.6,2020,06,경상북도,3056814
1194,2020.6,2020,06,광주광역시,685306
1195,2020.6,2020,06,대구광역시,1149699
1196,2020.6,2020,06,대전광역시,756242
1197,2020.6,2020,06,부산광역시,1615016
1198,2020.6,2020,06,서울특별시,3730294
1199,2020.6,2020,06,세종특별자치시,269349
1200,2020.6,2020,06,울산광역시,2510484
1201,2020.6,2020,06,인천광역시,1873175
1202,2020.6,2020,06,전라남도,2361475
1203,2020.6,2020,06,전라북도,1533556
1204,2020.6,2020,06,제주특별자치도,408215
1205,2020.6,2020,06,충청남도,4049676
1206,2020.6,2020,06,충청북도,2113611
1207,2021.6,2021,06,강원도,1274174
1208,2021.6,2021,06,경기도,10512799
1209,2021.6,2021,06,경상남도,2822799
1210,2021.6,2021,06,경상북도,3506078
1211,2021.6,2021,06,광주광역시,713735
1212,2021.6,2021,06,대구광역시,1232554
1213,2021.6,2021,06,대전광역시,774709
1214,2021.6,2021,06,부산광역시,1676954
1215,2021.6,2021,06,서울특별시,3701621
1216,2021.6,2021,06,세종특별자치시,292890
1217,2021.6,2021,06,울산광역시,2685454
1218,2021.6,2021,06,인천광역시,2000698
1219,2021.6,2021,06,전라남도,2648105
1220,2021.6,2021,06,전라북도,1697453
1221,2021.6,2021,06,제주특별자치도,437447
1222,2021.6,2021,06,충청남도,3770865
1223,2021.6,2021,06,충청북도,2283540
1224,2010.7,2010,07,강원도,1055938
1225,2010.7,2010,07,경기도,7589292
1226,2010.7,2010,07,경상남도,2550149
1227,2010.7,2010,07,경상북도,3344445
1228,2010.7,2010,07,광주광역시,667137
1229,2010.7,2010,07,대구광역시,1202680
1230,2010.7,2010,07,대전광역시,748174
1231,2010.7,2010,07,부산광역시,1675050
1232,2010.7,2010,07,서울특별시,4219590
1233,2010.7,2010,07,세종특별자치시,0
1234,2010.7,2010,07,울산광역시,2218722
1235,2010.7,2010,07,인천광역시,1766598
1236,2010.7,2010,07,전라남도,1998945
1237,2010.7,2010,07,전라북도,1493114
1238,2010.7,2010,07,제주특별자치도,286859
1239,2010.7,2010,07,충청남도,3170594
1240,2010.7,2010,07,충청북도,1551504
1241,2011.7,2011,07,강원도,1144760
1242,2011.7,2011,07,경기도,7828198
1243,2011.7,2011,07,경상남도,2690200
1244,2011.7,2011,07,경상북도,3581232
1245,2011.7,2011,07,광주광역시,674555
1246,2011.7,2011,07,대구광역시,1243303
1247,2011.7,2011,07,대전광역시,764457
1248,2011.7,2011,07,부산광역시,1695590
1249,2011.7,2011,07,서울특별시,4049595
1250,2011.7,2011,07,세종특별자치시,0
1251,2011.7,2011,07,울산광역시,2462805
1252,2011.7,2011,07,인천광역시,1783544
1253,2011.7,2011,07,전라남도,2220065
1254,2011.7,2011,07,전라북도,1706313
1255,2011.7,2011,07,제주특별자치도,305421
1256,2011.7,2011,07,충청남도,3500491
1257,2011.7,2011,07,충청북도,1633233
1258,2012.7,2012,07,강원도,1157824
1259,2012.7,2012,07,경기도,8256552
1260,2012.7,2012,07,경상남도,2623501
1261,2012.7,2012,07,경상북도,3597832
1262,2012.7,2012,07,광주광역시,660058
1263,2012.7,2012,07,대구광역시,1214720
1264,2012.7,2012,07,대전광역시,752158
1265,2012.7,2012,07,부산광역시,1671135
1266,2012.7,2012,07,서울특별시,4075847
1267,2012.7,2012,07,세종특별자치시,0
1268,2012.7,2012,07,울산광역시,2498393
1269,2012.7,2012,07,인천광역시,1829867
1270,2012.7,2012,07,전라남도,2352615
1271,2012.7,2012,07,전라북도,1749714
1272,2012.7,2012,07,제주특별자치도,308449
1273,2012.7,2012,07,충청남도,3654677
1274,2012.7,2012,07,충청북도,1731121
1275,2013.7,2013,07,강원도,1135448
1276,2013.7,2013,07,경기도,8325648
1277,2013.7,2013,07,경상남도,2806015
1278,2013.7,2013,07,경상북도,3736866
1279,2013.7,2013,07,광주광역시,707543
1280,2013.7,2013,07,대구광역시,1272957
1281,2013.7,2013,07,대전광역시,781617
1282,2013.7,2013,07,부산광역시,1703106
1283,2013.7,2013,07,서울특별시,4099931
1284,2013.7,2013,07,세종특별자치시,189805
1285,2013.7,2013,07,울산광역시,2582997
1286,2013.7,2013,07,인천광역시,1875985
1287,2013.7,2013,07,전라남도,2410269
