,연월,시도,인구밀도,연도,월,위도,경도
0,2011.01,서울특별시,17046,2011,1,37.551638,126.993243
1,2011.02,서울특별시,17048,2011,2,37.551638,126.993243
2,2011.03,서울특별시,17037,2011,3,37.551638,126.993243
3,2011.04,서울특별시,17027,2011,4,37.551638,126.993243
4,2011.05,서울특별시,17017,2011,5,37.551638,126.993243
5,2011.06,서울특별시,17005,2011,6,37.551638,126.993243
6,2011.07,서울특별시,16995,2011,7,37.551638,126.993243
7,2011.08,서울특별시,16987,2011,8,37.551638,126.993243
8,2011.09,서울특별시,16978,2011,9,37.551638,126.993243
9,2011.1,서울특별시,16968,2011,10,37.551638,126.993243
10,2011.11,서울특별시,16954,2011,11,37.551638,126.993243
11,2011.12,서울특별시,16941,2011,12,37.551638,126.993243
12,2012.01,서울특별시,16942,2012,1,37.551638,126.993243
13,2012.02,서울특별시,16944,2012,2,37.551638,126.993243
14,2012.03,서울특별시,16935,2012,3,37.551638,126.993243
15,2012.04,서울특별시,16927,2012,4,37.551638,126.993243
16,2012.05,서울특별시,16920,2012,5,37.551638,126.993243
17,2012.06,서울특별시,16912,2012,6,37.551638,126.993243
18,2012.07,서울특별시,16905,2012,7,37.551638,126.993243
19,2012.08,서울특별시,16897,2012,8,37.551638,126.993243
20,2012.09,서울특별시,16891,2012,9,37.551638,126.993243
21,2012.1,서울특별시,16880,2012,10,37.551638,126.993243
22,2012.11,서울특별시,16869,2012,11,37.551638,126.993243
23,2012.12,서울특별시,16851,2012,12,37.551638,126.993243
24,2013.01,서울특별시,16851,2013,1,37.551638,126.993243
25,2013.02,서울특별시,16853,2013,2,37.551638,126.993243
26,2013.03,서울특별시,16846,2013,3,37.551638,126.993243
27,2013.04,서울특별시,16836,2013,4,37.551638,126.993243
28,2013.05,서울특별시,16829,2013,5,37.551638,126.993243
29,2013.06,서울특별시,16820,2013,6,37.551638,126.993243
30,2013.07,서울특별시,16813,2013,7,37.551638,126.993243
31,2013.08,서울특별시,16808,2013,8,37.551638,126.993243
32,2013.09,서울특별시,16804,2013,9,37.551638,126.993243
33,2013.1,서울특별시,16796,2013,10,37.551638,126.993243
34,2013.11,서울특별시,16783,2013,11,37.551638,126.993243
35,2013.12,서울특별시,16766,2013,12,37.551638,126.993243
36,2014.01,서울특별시,16765,2014,1,37.551638,126.993243
37,2014.02,서울특별시,16767,2014,2,37.551638,126.993243
38,2014.03,서울특별시,16763,2014,3,37.551638,126.993243
39,2014.04,서울특별시,16755,2014,4,37.551638,126.993243
40,2014.05,서울특별시,16749,2014,5,37.551638,126.993243
41,2014.06,서울특별시,16742,2014,6,37.551638,126.993243
42,2014.07,서울특별시,16737,2014,7,37.551638,126.993243
43,2014.08,서울특별시,16734,2014,8,37.551638,126.993243
44,2014.09,서울특별시,16731,2014,9,37.551638,126.993243
45,2014.1,서울특별시,16723,2014,10,37.551638,126.993243
46,2014.11,서울특별시,16714,2014,11,37.551638,126.993243
47,2014.12,서울특별시,16699,2014,12,37.551638,126.993243
48,2015.01,서울특별시,16701,2015,1,37.551638,126.993243
49,2015.02,서울특별시,16702,2015,2,37.551638,126.993243
50,2015.03,서울특별시,16695,2015,3,37.551638,126.993243
51,2015.04,서울특별시,16685,2015,4,37.551638,126.993243
52,2015.05,서울특별시,16675,2015,5,37.551638,126.993243
53,2015.06,서울특별시,16659,2015,6,37.551638,126.993243
54,2015.07,서울특별시,16647,2015,7,37.551638,126.993243
55,2015.08,서울특별시,16633,2015,8,37.551638,126.993243
56,2015.09,서울특별시,16619,2015,9,37.551638,126.993243
57,2015.1,서울특별시,16603,2015,10,37.551638,126.993243
58,2015.11,서울특별시,16587,2015,11,37.551638,126.993243
59,2015.12,서울특별시,16565,2015,12,37.551638,126.993243
60,2016.01,서울특별시,16559,2016,1,37.551638,126.993243
61,2016.02,서울특별시,16552,2016,2,37.551638,126.993243
62,2016.03,서울특별시,16544,2016,3,37.551638,126.993243
63,2016.04,서울특별시,16533,2016,4,37.551638,126.993243
64,2016.05,서울특별시,16521,2016,5,37.551638,126.993243
65,2016.06,서울특별시,16512,2016,6,37.551638,126.993243
66,2016.07,서울특별시,16498,2016,7,37.551638,126.993243
67,2016.08,서울특별시,16481,2016,8,37.551638,126.993243
68,2016.09,서울특별시,16469,2016,9,37.551638,126.993243
69,2016.1,서울특별시,16454,2016,10,37.551638,126.993243
70,2016.11,서울특별시,16435,2016,11,37.551638,126.993243
71,2016.12,서울특별시,16414,2016,12,37.551638,126.993243
72,2017.01,서울특별시,16414,2017,1,37.551638,126.993243
73,2017.02,서울특별시,16415,2017,2,37.551638,126.993243
74,2017.03,서울특별시,16408,2017,3,37.551638,126.993243
75,2017.04,서울특별시,16401,2017,4,37.551638,126.993243
76,2017.05,서울특별시,16395,2017,5,37.551638,126.993243
77,2017.06,서울특별시,16387,2017,6,37.551638,126.993243
78,2017.07,서울특별시,16377,2017,7,37.551638,126.993243
79,2017.08,서울특별시,16367,2017,8,37.551638,126.993243
80,2017.09,서울특별시,16349,2017,9,37.551638,126.993243
81,2017.1,서울특별시,16335,2017,10,37.551638,126.993243
82,2017.11,서울특별시,16314,2017,11,37.551638,126.993243
83,2017.12,서울특별시,16293,2017,12,37.551638,126.993243
84,2018.01,서울특별시,16283,2018,1,37.551638,126.993243
85,2018.02,서울특별시,16273,2018,2,37.551638,126.993243
86,2018.03,서울특별시,16262,2018,3,37.551638,126.993243
87,2018.04,서울특별시,16248,2018,4,37.551638,126.993243
88,2018.05,서울특별시,16233,2018,5,37.551638,126.993243
89,2018.06,서울특별시,16221,2018,6,37.551638,126.993243
90,2018.07,서울특별시,16209,2018,7,37.551638,126.993243
91,2018.08,서울특별시,16196,2018,8,37.551638,126.993243
92,2018.09,서울특별시,16186,2018,9,37.551638,126.993243
93,2018.1,서울특별시,16172,2018,10,37.551638,126.993243
94,2018.11,서울특별시,16155,2018,11,37.551638,126.993243
95,2018.12,서울특별시,16141,2018,12,37.551638,126.993243
96,2019.01,서울특별시,16142,2019,1,37.551638,126.993243
97,2019.02,서울특별시,16149,2019,2,37.551638,126.993243
98,2019.03,서울특별시,16149,2019,3,37.551638,126.993243
99,2019.04,서울특별시,16143,2019,4,37.551638,126.993243
100,2019.05,서울특별시,16135,2019,5,37.551638,126.993243
101,2019.06,서울특별시,16127,2019,6,37.551638,126.993243
102,2019.07,서울특별시,16118,2019,7,37.551638,126.993243
103,2019.08,서울특별시,16107,2019,8,37.551638,126.993243
104,2019.09,서울특별시,16099,2019,9,37.551638,126.993243
105,2019.1,서울특별시,16093,2019,10,37.551638,126.993243
106,2019.11,서울특별시,16086,2019,11,37.551638,126.993243
107,2019.12,서울특별시,16081,2019,12,37.551638,126.993243
108,2020.01,서울특별시,16088,2020,1,37.551638,126.993243
109,2020.02,서울특별시,16094,2020,2,37.551638,126.993243
110,2020.03,서울특별시,16088,2020,3,37.551638,126.993243
111,2020.04,서울특별시,16077,2020,4,37.551638,126.993243
112,2020.05,서울특별시,16073,2020,5,37.551638,126.993243
113,2020.06,서울특별시,16067,2020,6,37.551638,126.993243
114,2020.07,서울특별시,16058,2020,7,37.551638,126.993243
115,2020.08,서울특별시,16046,2020,8,37.551638,126.993243
116,2020.09,서울특별시,16031,2020,9,37.551638,126.993243
117,2020.1,서울특별시,16015,2020,10,37.551638,126.993243
118,2020.11,서울특별시,15999,2020,11,37.551638,126.993243
119,2020.12,서울특별시,15980,2020,12,37.551638,126.993243
120,2021.01,서울특별시,15963,2021,1,37.551638,126.993243
121,2021.02,서울특별시,15948,2021,2,37.551638,126.993243
122,2021.03,서울특별시,15865,2021,3,37.551638,126.993243
123,2021.04,서울특별시,15849,2021,4,37.551638,126.993243
124,2021.05,서울특별시,15827,2021,5,37.551638,126.993243
125,2021.06,서울특별시,15811,2021,6,37.551638,126.993243
126,2021.07,서울특별시,15798,2021,7,37.551638,126.993243
127,2021.08,서울특별시,15785,2021,8,37.551638,126.993243
128,2021.09,서울특별시,15772,2021,9,37.551638,126.993243
129,2021.1,서울특별시,15756,2021,10,37.551638,126.993243
130,2021.11,서울특별시,15736,2021,11,37.551638,126.993243
131,2021.12,서울특별시,15718,2021,12,37.551638,126.993243
132,2022.01,서울특별시,15712,2022,1,37.551638,126.993243
133,2022.02,서울특별시,15716,2022,2,37.551638,126.993243
134,2022.03,서울특별시,15713,2022,3,37.551638,126.993243
135,2022.04,서울특별시,15703,2022,4,37.551638,126.993243
136,2022.05,서울특별시,15697,2022,5,37.551638,126.993243
137,2022.06,서울특별시,15693,2022,6,37.551638,126.993243
138,2022.07,서울특별시,15691,2022,7,37.551638,126.993243
139,2022.08,서울특별시,15683,2022,8,37.551638,126.993243
140,2022.09,서울특별시,15621,2022,9,37.551638,126.993243
141,2022.1,서울특별시,15609,2022,10,37.551638,126.993243
142,2022.11,서울특별시,15598,2022,11,37.551638,126.993243
143,2022.12,서울특별시,15584,2022,12,37.551638,126.993243
144,2011.01,부산광역시,4643,2011,1,35.209853,129.069121
145,2011.02,부산광역시,4643,2011,2,35.209853,129.069121
146,2011.03,부산광역시,4641,2011,3,35.209853,129.069121
147,2011.04,부산광역시,4639,2011,4,35.209853,129.069121
148,2011.05,부산광역시,4639,2011,5,35.209853,129.069121
149,2011.06,부산광역시,4639,2011,6,35.209853,129.069121
150,2011.07,부산광역시,4636,2011,7,35.209853,129.069121
151,2011.08,부산광역시,4633,2011,8,35.209853,129.069121
152,2011.09,부산광역시,4630,2011,9,35.209853,129.069121
153,2011.1,부산광역시,4628,2011,10,35.209853,129.069121
154,2011.11,부산광역시,4627,2011,11,35.209853,129.069121
155,2011.12,부산광역시,4623,2011,12,35.209853,129.069121
156,2012.01,부산광역시,4609,2012,1,35.209853,129.069121
157,2012.02,부산광역시,4608,2012,2,35.209853,129.069121
158,2012.03,부산광역시,4606,2012,3,35.209853,129.069121
159,2012.04,부산광역시,4604,2012,4,35.209853,129.069121
160,2012.05,부산광역시,4602,2012,5,35.209853,129.069121
161,2012.06,부산광역시,4600,2012,6,35.209853,129.069121
162,2012.07,부산광역시,4600,2012,7,35.209853,129.069121
163,2012.08,부산광역시,4599,2012,8,35.209853,129.069121
164,2012.09,부산광역시,4598,2012,9,35.209853,129.069121
165,2012.1,부산광역시,4597,2012,10,35.209853,129.069121
166,2012.11,부산광역시,4596,2012,11,35.209853,129.069121
167,2012.12,부산광역시,4595,2012,12,35.209853,129.069121
168,2013.01,부산광역시,4595,2013,1,35.209853,129.069121
169,2013.02,부산광역시,4596,2013,2,35.209853,129.069121
170,2013.03,부산광역시,4595,2013,3,35.209853,129.069121
171,2013.04,부산광역시,4594,2013,4,35.209853,129.069121
172,2013.05,부산광역시,4592,2013,5,35.209853,129.069121
173,2013.06,부산광역시,4590,2013,6,35.209853,129.069121
174,2013.07,부산광역시,4588,2013,7,35.209853,129.069121
175,2013.08,부산광역시,4586,2013,8,35.209853,129.069121
176,2013.09,부산광역시,4586,2013,9,35.209853,129.069121
177,2013.1,부산광역시,4585,2013,10,35.209853,129.069121
178,2013.11,부산광역시,4584,2013,11,35.209853,129.069121
179,2013.12,부산광역시,4581,2013,12,35.209853,129.069121
180,2014.01,부산광역시,4580,2014,1,35.209853,129.069121
181,2014.02,부산광역시,4581,2014,2,35.209853,129.069121
182,2014.03,부산광역시,4578,2014,3,35.209853,129.069121
183,2014.04,부산광역시,4575,2014,4,35.209853,129.069121
184,2014.05,부산광역시,4573,2014,5,35.209853,129.069121
185,2014.06,부산광역시,4573,2014,6,35.209853,129.069121
186,2014.07,부산광역시,4571,2014,7,35.209853,129.069121
187,2014.08,부산광역시,4571,2014,8,35.209853,129.069121
188,2014.09,부산광역시,4572,2014,9,35.209853,129.069121
189,2014.1,부산광역시,4579,2014,10,35.209853,129.069121
190,2014.11,부산광역시,4574,2014,11,35.209853,129.069121
191,2014.12,부산광역시,4570,2014,12,35.209853,129.069121
192,2015.01,부산광역시,4568,2015,1,35.209853,129.069121
193,2015.02,부산광역시,4568,2015,2,35.209853,129.069121
194,2015.03,부산광역시,4566,2015,3,35.209853,129.069121
195,2015.04,부산광역시,4565,2015,4,35.209853,129.069121
196,2015.05,부산광역시,4565,2015,5,35.209853,129.069121
197,2015.06,부산광역시,4568,2015,6,35.209853,129.069121
198,2015.07,부산광역시,4570,2015,7,35.209853,129.069121
199,2015.08,부산광역시,4568,2015,8,35.209853,129.069121
200,2015.09,부산광역시,4567,2015,9,35.209853,129.069121
201,2015.1,부산광역시,4565,2015,10,35.209853,129.069121
202,2015.11,부산광역시,4564,2015,11,35.209853,129.069121
203,2015.12,부산광역시,4563,2015,12,35.209853,129.069121
204,2016.01,부산광역시,4562,2016,1,35.209853,129.069121
205,2016.02,부산광역시,4562,2016,2,35.209853,129.069121
206,2016.03,부산광역시,4561,2016,3,35.209853,129.069121
207,2016.04,부산광역시,4561,2016,4,35.209853,129.069121
208,2016.05,부산광역시,4559,2016,5,35.209853,129.069121
209,2016.06,부산광역시,4557,2016,6,35.209853,129.069121
210,2016.07,부산광역시,4555,2016,7,35.209853,129.069121
211,2016.08,부산광역시,4554,2016,8,35.209853,129.069121
212,2016.09,부산광역시,4553,2016,9,35.209853,129.069121
213,2016.1,부산광역시,4550,2016,10,35.209853,129.069121
214,2016.11,부산광역시,4547,2016,11,35.209853,129.069121
215,2016.12,부산광역시,4543,2016,12,35.209853,129.069121
216,2017.01,부산광역시,4541,2017,1,35.209853,129.069121
217,2017.02,부산광역시,4539,2017,2,35.209853,129.069121
218,2017.03,부산광역시,4536,2017,3,35.209853,129.069121
219,2017.04,부산광역시,4534,2017,4,35.209853,129.069121
220,2017.05,부산광역시,4531,2017,5,35.209853,129.069121
221,2017.06,부산광역시,4528,2017,6,35.209853,129.069121
222,2017.07,부산광역시,4525,2017,7,35.209853,129.069121
223,2017.08,부산광역시,4524,2017,8,35.209853,129.069121
224,2017.09,부산광역시,4523,2017,9,35.209853,129.069121
225,2017.1,부산광역시,4517,2017,10,35.209853,129.069121
226,2017.11,부산광역시,4512,2017,11,35.209853,129.069121
227,2017.12,부산광역시,4507,2017,12,35.209853,129.069121
228,2018.01,부산광역시,4502,2018,1,35.209853,129.069121
229,2018.02,부산광역시,4500,2018,2,35.209853,129.069121
230,2018.03,부산광역시,4497,2018,3,35.209853,129.069121
231,2018.04,부산광역시,4494,2018,4,35.209853,129.069121
232,2018.05,부산광역시,4491,2018,5,35.209853,129.069121
233,2018.06,부산광역시,4487,2018,6,35.209853,129.069121
234,2018.07,부산광역시,4484,2018,7,35.209853,129.069121
235,2018.08,부산광역시,4481,2018,8,35.209853,129.069121
236,2018.09,부산광역시,4479,2018,9,35.209853,129.069121
237,2018.1,부산광역시,4476,2018,10,35.209853,129.069121
238,2018.11,부산광역시,4473,2018,11,35.209853,129.069121
239,2018.12,부산광역시,4469,2018,12,35.209853,129.069121
240,2019.01,부산광역시,4465,2019,1,35.209853,129.069121
241,2019.02,부산광역시,4462,2019,2,35.209853,129.069121
242,2019.03,부산광역시,4459,2019,3,35.209853,129.069121
243,2019.04,부산광역시,4456,2019,4,35.209853,129.069121
244,2019.05,부산광역시,4454,2019,5,35.209853,129.069121
245,2019.06,부산광역시,4451,2019,6,35.209853,129.069121
246,2019.07,부산광역시,4448,2019,7,35.209853,129.069121
247,2019.08,부산광역시,4445,2019,8,35.209853,129.069121
248,2019.09,부산광역시,4443,2019,9,35.209853,129.069121
249,2019.1,부산광역시,4440,2019,10,35.209853,129.069121
250,2019.11,부산광역시,4437,2019,11,35.209853,129.069121
251,2019.12,부산광역시,4433,2019,12,35.209853,129.069121
252,2020.01,부산광역시,4430,2020,1,35.209853,129.069121
253,2020.02,부산광역시,4429,2020,2,35.209853,129.069121
254,2020.03,부산광역시,4428,2020,3,35.209853,129.069121
255,2020.04,부산광역시,4426,2020,4,35.209853,129.069121
256,2020.05,부산광역시,4424,2020,5,35.209853,129.069121
257,2020.06,부산광역시,4421,2020,6,35.209853,129.069121
258,2020.07,부산광역시,4419,2020,7,35.209853,129.069121
259,2020.08,부산광역시,4416,2020,8,35.209853,129.069121
260,2020.09,부산광역시,4415,2020,9,35.209853,129.069121
261,2020.1,부산광역시,4412,2020,10,35.209853,129.069121
262,2020.11,부산광역시,4409,2020,11,35.209853,129.069121
263,2020.12,부산광역시,4405,2020,12,35.209853,129.069121
264,2021.01,부산광역시,4401,2021,1,35.209853,129.069121
265,2021.02,부산광역시,4399,2021,2,35.209853,129.069121
266,2021.03,부산광역시,4379,2021,3,35.209853,129.069121
267,2021.04,부산광역시,4376,2021,4,35.209853,129.069121
268,2021.05,부산광역시,4373,2021,5,35.209853,129.069121
269,2021.06,부산광역시,4369,2021,6,35.209853,129.069121
270,2021.07,부산광역시,4365,2021,7,35.209853,129.069121
271,2021.08,부산광역시,4363,2021,8,35.209853,129.069121
272,2021.09,부산광역시,4362,2021,9,35.209853,129.069121
273,2021.1,부산광역시,4358,2021,10,35.209853,129.069121
274,2021.11,부산광역시,4355,2021,11,35.209853,129.069121
275,2021.12,부산광역시,4351,2021,12,35.209853,129.069121
276,2022.01,부산광역시,4349,2022,1,35.209853,129.069121
277,2022.02,부산광역시,4347,2022,2,35.209853,129.069121
278,2022.03,부산광역시,4342,2022,3,35.209853,129.069121
279,2022.04,부산광역시,4337,2022,4,35.209853,129.069121
280,2022.05,부산광역시,4335,2022,5,35.209853,129.069121
281,2022.06,부산광역시,4333,2022,6,35.209853,129.069121
282,2022.07,부산광역시,4330,2022,7,35.209853,129.069121
283,2022.08,부산광역시,4326,2022,8,35.209853,129.069121
284,2022.09,부산광역시,4316,2022,9,35.209853,129.069121
285,2022.1,부산광역시,4314,2022,10,35.209853,129.069121
286,2022.11,부산광역시,4312,2022,11,35.209853,129.069121
287,2022.12,부산광역시,4308,2022,12,35.209853,129.069121
288,2011.01,대구광역시,2841,2011,1,35.825757,128.576897
289,2011.02,대구광역시,2841,2011,2,35.825757,128.576897
290,2011.03,대구광역시,2840,2011,3,35.825757,128.576897
291,2011.04,대구광역시,2840,2011,4,35.825757,128.576897
292,2011.05,대구광역시,2840,2011,5,35.825757,128.576897
293,2011.06,대구광역시,2839,2011,6,35.825757,128.576897
294,2011.07,대구광역시,2839,2011,7,35.825757,128.576897
295,2011.08,대구광역시,2839,2011,8,35.825757,128.576897
296,2011.09,대구광역시,2838,2011,9,35.825757,128.576897
297,2011.1,대구광역시,2838,2011,10,35.825757,128.576897
298,2011.11,대구광역시,2838,2011,11,35.825757,128.576897
299,2011.12,대구광역시,2836,2011,12,35.825757,128.576897
300,2012.01,대구광역시,2837,2012,1,35.825757,128.576897
301,2012.02,대구광역시,2837,2012,2,35.825757,128.576897
302,2012.03,대구광역시,2836,2012,3,35.825757,128.576897
303,2012.04,대구광역시,2836,2012,4,35.825757,128.576897
304,2012.05,대구광역시,2835,2012,5,35.825757,128.576897
305,2012.06,대구광역시,2835,2012,6,35.825757,128.576897
306,2012.07,대구광역시,2835,2012,7,35.825757,128.576897
307,2012.08,대구광역시,2836,2012,8,35.825757,128.576897
308,2012.09,대구광역시,2836,2012,9,35.825757,128.576897
309,2012.1,대구광역시,2836,2012,10,35.825757,128.576897
310,2012.11,대구광역시,2837,2012,11,35.825757,128.576897
311,2012.12,대구광역시,2834,2012,12,35.825757,128.576897
312,2013.01,대구광역시,2836,2013,1,35.825757,128.576897
313,2013.02,대구광역시,2836,2013,2,35.825757,128.576897
314,2013.03,대구광역시,2836,2013,3,35.825757,128.576897
315,2013.04,대구광역시,2836,2013,4,35.825757,128.576897
316,2013.05,대구광역시,2837,2013,5,35.825757,128.576897
317,2013.06,대구광역시,2835,2013,6,35.825757,128.576897
318,2013.07,대구광역시,2835,2013,7,35.825757,128.576897
319,2013.08,대구광역시,2835,2013,8,35.825757,128.576897
320,2013.09,대구광역시,2835,2013,9,35.825757,128.576897
321,2013.1,대구광역시,2835,2013,10,35.825757,128.576897
322,2013.11,대구광역시,2834,2013,11,35.825757,128.576897
323,2013.12,대구광역시,2833,2013,12,35.825757,128.576897
324,2014.01,대구광역시,2830,2014,1,35.825757,128.576897
325,2014.02,대구광역시,2828,2014,2,35.825757,128.576897
326,2014.03,대구광역시,2829,2014,3,35.825757,128.576897
327,2014.04,대구광역시,2827,2014,4,35.825757,128.576897
328,2014.05,대구광역시,2826,2014,5,35.825757,128.576897
329,2014.06,대구광역시,2826,2014,6,35.825757,128.576897
330,2014.07,대구광역시,2825,2014,7,35.825757,128.576897
331,2014.08,대구광역시,2824,2014,8,35.825757,128.576897
332,2014.09,대구광역시,2818,2014,9,35.825757,128.576897
333,2014.1,대구광역시,2820,2014,10,35.825757,128.576897
334,2014.11,대구광역시,2821,2014,11,35.825757,128.576897
335,2014.12,대구광역시,2820,2014,12,35.825757,128.576897
336,2015.01,대구광역시,2819,2015,1,35.825757,128.576897
337,2015.02,대구광역시,2819,2015,2,35.825757,128.576897
338,2015.03,대구광역시,2818,2015,3,35.825757,128.576897
339,2015.04,대구광역시,2818,2015,4,35.825757,128.576897
340,2015.05,대구광역시,2818,2015,5,35.825757,128.576897
341,2015.06,대구광역시,2818,2015,6,35.825757,128.576897
342,2015.07,대구광역시,2817,2015,7,35.825757,128.576897
343,2015.08,대구광역시,2817,2015,8,35.825757,128.576897
344,2015.09,대구광역시,2817,2015,9,35.825757,128.576897
345,2015.1,대구광역시,2816,2015,10,35.825757,128.576897
346,2015.11,대구광역시,2815,2015,11,35.825757,128.576897
347,2015.12,대구광역시,2814,2015,12,35.825757,128.576897
348,2016.01,대구광역시,2814,2016,1,35.825757,128.576897
349,2016.02,대구광역시,2812,2016,2,35.825757,128.576897
350,2016.03,대구광역시,2812,2016,3,35.825757,128.576897
351,2016.04,대구광역시,2811,2016,4,35.825757,128.576897
352,2016.05,대구광역시,2811,2016,5,35.825757,128.576897
353,2016.06,대구광역시,2810,2016,6,35.825757,128.576897
354,2016.07,대구광역시,2810,2016,7,35.825757,128.576897
355,2016.08,대구광역시,2811,2016,8,35.825757,128.576897
356,2016.09,대구광역시,2811,2016,9,35.825757,128.576897
357,2016.1,대구광역시,2811,2016,10,35.825757,128.576897
358,2016.11,대구광역시,2811,2016,11,35.825757,128.576897
359,2016.12,대구광역시,2810,2016,12,35.825757,128.576897
360,2017.01,대구광역시,2810,2017,1,35.825757,128.576897
361,2017.02,대구광역시,2810,2017,2,35.825757,128.576897
362,2017.03,대구광역시,2809,2017,3,35.825757,128.576897
363,2017.04,대구광역시,2808,2017,4,35.825757,128.576897
364,2017.05,대구광역시,2808,2017,5,35.825757,128.576897
365,2017.06,대구광역시,2807,2017,6,35.825757,128.576897
366,2017.07,대구광역시,2807,2017,7,35.825757,128.576897
367,2017.08,대구광역시,2805,2017,8,35.825757,128.576897
368,2017.09,대구광역시,2803,2017,9,35.825757,128.576897
369,2017.1,대구광역시,2802,2017,10,35.825757,128.576897
370,2017.11,대구광역시,2801,2017,11,35.825757,128.576897
371,2017.12,대구광역시,2800,2017,12,35.825757,128.576897
372,2018.01,대구광역시,2798,2018,1,35.825757,128.576897
373,2018.02,대구광역시,2798,2018,2,35.825757,128.576897
374,2018.03,대구광역시,2796,2018,3,35.825757,128.576897
375,2018.04,대구광역시,2795,2018,4,35.825757,128.576897
376,2018.05,대구광역시,2794,2018,5,35.825757,128.576897
377,2018.06,대구광역시,2793,2018,6,35.825757,128.576897
378,2018.07,대구광역시,2792,2018,7,35.825757,128.576897
379,2018.08,대구광역시,2791,2018,8,35.825757,128.576897
380,2018.09,대구광역시,2790,2018,9,35.825757,128.576897
381,2018.1,대구광역시,2788,2018,10,35.825757,128.576897
382,2018.11,대구광역시,2787,2018,11,35.825757,128.576897
383,2018.12,대구광역시,2784,2018,12,35.825757,128.576897
384,2019.01,대구광역시,2783,2019,1,35.825757,128.576897
385,2019.02,대구광역시,2780,2019,2,35.825757,128.576897
386,2019.03,대구광역시,2778,2019,3,35.825757,128.576897
387,2019.04,대구광역시,2776,2019,4,35.825757,128.576897
388,2019.05,대구광역시,2774,2019,5,35.825757,128.576897
389,2019.06,대구광역시,2772,2019,6,35.825757,128.576897
390,2019.07,대구광역시,2769,2019,7,35.825757,128.576897
391,2019.08,대구광역시,2767,2019,8,35.825757,128.576897
392,2019.09,대구광역시,2766,2019,9,35.825757,128.576897
393,2019.1,대구광역시,2764,2019,10,35.825757,128.576897
394,2019.11,대구광역시,2761,2019,11,35.825757,128.576897
395,2019.12,대구광역시,2757,2019,12,35.825757,128.576897
396,2020.01,대구광역시,2759,2020,1,35.825757,128.576897
397,2020.02,대구광역시,2755,2020,2,35.825757,128.576897
398,2020.03,대구광역시,2756,2020,3,35.825757,128.576897
399,2020.04,대구광역시,2753,2020,4,35.825757,128.576897
400,2020.05,대구광역시,2750,2020,5,35.825757,128.576897
401,2020.06,대구광역시,2749,2020,6,35.825757,128.576897
402,2020.07,대구광역시,2749,2020,7,35.825757,128.576897
403,2020.08,대구광역시,2749,2020,8,35.825757,128.576897
404,2020.09,대구광역시,2748,2020,9,35.825757,128.576897
405,2020.1,대구광역시,2745,2020,10,35.825757,128.576897
406,2020.11,대구광역시,2742,2020,11,35.825757,128.576897
407,2020.12,대구광역시,2738,2020,12,35.825757,128.576897
408,2021.01,대구광역시,2732,2021,1,35.825757,128.576897
409,2021.02,대구광역시,2729,2021,2,35.825757,128.576897
410,2021.03,대구광역시,2724,2021,3,35.825757,128.576897
411,2021.04,대구광역시,2722,2021,4,35.825757,128.576897
412,2021.05,대구광역시,2718,2021,5,35.825757,128.576897
413,2021.06,대구광역시,2712,2021,6,35.825757,128.576897
414,2021.07,대구광역시,2710,2021,7,35.825757,128.576897
415,2021.08,대구광역시,2707,2021,8,35.825757,128.576897
416,2021.09,대구광역시,2706,2021,9,35.825757,128.576897
417,2021.1,대구광역시,2704,2021,10,35.825757,128.576897
418,2021.11,대구광역시,2701,2021,11,35.825757,128.576897
419,2021.12,대구광역시,2698,2021,12,35.825757,128.576897
420,2022.01,대구광역시,2696,2022,1,35.825757,128.576897
421,2022.02,대구광역시,2693,2022,2,35.825757,128.576897
422,2022.03,대구광역시,2692,2022,3,35.825757,128.576897
423,2022.04,대구광역시,2690,2022,4,35.825757,128.576897
424,2022.05,대구광역시,2688,2022,5,35.825757,128.576897
425,2022.06,대구광역시,2686,2022,6,35.825757,128.576897
426,2022.07,대구광역시,2685,2022,7,35.825757,128.576897
427,2022.08,대구광역시,2683,2022,8,35.825757,128.576897
428,2022.09,대구광역시,2678,2022,9,35.825757,128.576897
429,2022.1,대구광역시,2677,2022,10,35.825757,128.576897
430,2022.11,대구광역시,2676,2022,11,35.825757,128.576897
431,2022.12,대구광역시,2673,2022,12,35.825757,128.576897
432,2011.01,인천광역시,2675,2011,1,37.455307,126.703920
433,2011.02,인천광역시,2679,2011,2,37.455307,126.703920
434,2011.03,인천광역시,2682,2011,3,37.455307,126.703920
435,2011.04,인천광역시,2686,2011,4,37.455307,126.703920
436,2011.05,인천광역시,2689,2011,5,37.455307,126.703920
437,2011.06,인천광역시,2692,2011,6,37.455307,126.703920
438,2011.07,인천광역시,2696,2011,7,37.455307,126.703920
439,2011.08,인천광역시,2700,2011,8,37.455307,126.703920
440,2011.09,인천광역시,2703,2011,9,37.455307,126.703920
441,2011.1,인천광역시,2707,2011,10,37.455307,126.703920
442,2011.11,인천광역시,2711,2011,11,37.455307,126.703920
443,2011.12,인천광역시,2714,2011,12,37.455307,126.703920
444,2012.01,인천광역시,2693,2012,1,37.455307,126.703920
445,2012.02,인천광역시,2697,2012,2,37.455307,126.703920
446,2012.03,인천광역시,2700,2012,3,37.455307,126.703920
447,2012.04,인천광역시,2704,2012,4,37.455307,126.703920
448,2012.05,인천광역시,2707,2012,5,37.455307,126.703920
449,2012.06,인천광역시,2709,2012,6,37.455307,126.703920
