,연월,시도,인구밀도,연도,월,위도,경도
2342,2014.03,제주특별자치도,322,2014,3,33.424967,126.778084
2343,2014.04,제주특별자치도,323,2014,4,33.424967,126.778084
2344,2014.05,제주특별자치도,324,2014,5,33.424967,126.778084
2345,2014.06,제주특별자치도,324,2014,6,33.424967,126.778084
2346,2014.07,제주특별자치도,325,2014,7,33.424967,126.778084
2347,2014.08,제주특별자치도,325,2014,8,33.424967,126.778084
2348,2014.09,제주특별자치도,326,2014,9,33.424967,126.778084
2349,2014.1,제주특별자치도,327,2014,10,33.424967,126.778084
2350,2014.11,제주특별자치도,327,2014,11,33.424967,126.778084
2351,2014.12,제주특별자치도,328,2014,12,33.424967,126.778084
2352,2015.01,제주특별자치도,329,2015,1,33.424967,126.778084
2353,2015.02,제주특별자치도,329,2015,2,33.424967,126.778084
2354,2015.03,제주특별자치도,330,2015,3,33.424967,126.778084
2355,2015.04,제주특별자치도,331,2015,4,33.424967,126.778084
2356,2015.05,제주특별자치도,331,2015,5,33.424967,126.778084
2357,2015.06,제주특별자치도,332,2015,6,33.424967,126.778084
2358,2015.07,제주특별자치도,333,2015,7,33.424967,126.778084
2359,2015.08,제주특별자치도,334,2015,8,33.424967,126.778084
2360,2015.09,제주특별자치도,335,2015,9,33.424967,126.778084
2361,2015.1,제주특별자치도,336,2015,10,33.424967,126.778084
2362,2015.11,제주특별자치도,336,2015,11,33.424967,126.778084
2363,2015.12,제주특별자치도,337,2015,12,33.424967,126.778084
2364,2016.01,제주특별자치도,338,2016,1,33.424967,126.778084
2365,2016.02,제주특별자치도,339,2016,2,33.424967,126.778084
2366,2016.03,제주특별자치도,340,2016,3,33.424967,126.778084
2367,2016.04,제주특별자치도,341,2016,4,33.424967,126.778084
2368,2016.05,제주특별자치도,342,2016,5,33.424967,126.778084
2369,2016.06,제주특별자치도,343,2016,6,33.424967,126.778084
2370,2016.07,제주특별자치도,343,2016,7,33.424967,126.778084
2371,2016.08,제주특별자치도,344,2016,8,33.424967,126.778084
2372,2016.09,제주특별자치도,345,2016,9,33.424967,126.778084
2373,2016.1,제주특별자치도,345,2016,10,33.424967,126.778084
2374,2016.11,제주특별자치도,346,2016,11,33.424967,126.778084
2375,2016.12,제주특별자치도,346,2016,12,33.424967,126.778084
2376,2017.01,제주특별자치도,347,2017,1,33.424967,126.778084
2377,2017.02,제주특별자치도,347,2017,2,33.424967,126.778084
2378,2017.03,제주특별자치도,348,2017,3,33.424967,126.778084
2379,2017.04,제주특별자치도,349,2017,4,33.424967,126.778084
2380,2017.05,제주특별자치도,350,2017,5,33.424967,126.778084
2381,2017.06,제주특별자치도,350,2017,6,33.424967,126.778084
2382,2017.07,제주특별자치도,351,2017,7,33.424967,126.778084
2383,2017.08,제주특별자치도,352,2017,8,33.424967,126.778084
2384,2017.09,제주특별자치도,353,2017,9,33.424967,126.778084
2385,2017.1,제주특별자치도,353,2017,10,33.424967,126.778084
2386,2017.11,제주특별자치도,354,2017,11,33.424967,126.778084
2387,2017.12,제주특별자치도,355,2017,12,33.424967,126.778084
2388,2018.01,제주특별자치도,355,2018,1,33.424967,126.778084
2389,2018.02,제주특별자치도,356,2018,2,33.424967,126.778084
2390,2018.03,제주특별자치도,356,2018,3,33.424967,126.778084
2391,2018.04,제주특별자치도,357,2018,4,33.424967,126.778084
2392,2018.05,제주특별자치도,358,2018,5,33.424967,126.778084
2393,2018.06,제주특별자치도,358,2018,6,33.424967,126.778084
2394,2018.07,제주특별자치도,359,2018,7,33.424967,126.778084
2395,2018.08,제주특별자치도,359,2018,8,33.424967,126.778084
2396,2018.09,제주특별자치도,360,2018,9,33.424967,126.778084
2397,2018.1,제주특별자치도,360,2018,10,33.424967,126.778084
2398,2018.11,제주특별자치도,360,2018,11,33.424967,126.778084
2399,2018.12,제주특별자치도,360,2018,12,33.424967,126.778084
2400,2019.01,제주특별자치도,360,2019,1,33.424967,126.778084
2401,2019.02,제주특별자치도,360,2019,2,33.424967,126.778084
2402,2019.03,제주특별자치도,361,2019,3,33.424967,126.778084
2403,2019.04,제주특별자치도,361,2019,4,33.424967,126.778084
2404,2019.05,제주특별자치도,361,2019,5,33.424967,126.778084
2405,2019.06,제주특별자치도,362,2019,6,33.424967,126.778084
2406,2019.07,제주특별자치도,362,2019,7,33.424967,126.778084
2407,2019.08,제주특별자치도,362,2019,8,33.424967,126.778084
2408,2019.09,제주특별자치도,362,2019,9,33.424967,126.778084
2409,2019.1,제주특별자치도,362,2019,10,33.424967,126.778084
2410,2019.11,제주특별자치도,362,2019,11,33.424967,126.778084
2411,2019.12,제주특별자치도,362,2019,12,33.424967,126.778084
2412,2020.01,제주특별자치도,362,2020,1,33.424967,126.778084
2413,2020.02,제주특별자치도,362,2020,2,33.424967,126.778084
2414,2020.03,제주특별자치도,362,2020,3,33.424967,126.778084
2415,2020.04,제주특별자치도,362,2020,4,33.424967,126.778084
2416,2020.05,제주특별자치도,362,2020,5,33.424967,126.778084
2417,2020.06,제주특별자치도,362,2020,6,33.424967,126.778084
2418,2020.07,제주특별자치도,363,2020,7,33.424967,126.778084
2419,2020.08,제주특별자치도,363,2020,8,33.424967,126.778084
2420,2020.09,제주특별자치도,363,2020,9,33.424967,126.778084
2421,2020.1,제주특별자치도,364,2020,10,33.424967,126.778084
2422,2020.11,제주특별자치도,364,2020,11,33.424967,126.778084
2423,2020.12,제주특별자치도,364,2020,12,33.424967,126.778084
2424,2021.01,제주특별자치도,364,2021,1,33.424967,126.778084
2425,2021.02,제주특별자치도,364,2021,2,33.424967,126.778084
2426,2021.03,제주특별자치도,364,2021,3,33.424967,126.778084
2427,2021.04,제주특별자치도,364,2021,4,33.424967,126.778084
2428,2021.05,제주특별자치도,364,2021,5,33.424967,126.778084
2429,2021.06,제주특별자치도,365,2021,6,33.424967,126.778084
2430,2021.07,제주특별자치도,365,2021,7,33.424967,126.778084
2431,2021.08,제주특별자치도,365,2021,8,33.424967,126.778084
2432,2021.09,제주특별자치도,365,2021,9,33.424967,126.778084
2433,2021.1,제주특별자치도,365,2021,10,33.424967,126.778084
2434,2021.11,제주특별자치도,365,2021,11,33.424967,126.778084
2435,2021.12,제주특별자치도,365,2021,12,33.424967,126.778084
2436,2022.01,제주특별자치도,365,2022,1,33.424967,126.778084
2437,2022.02,제주특별자치도,366,2022,2,33.424967,126.778084
2438,2022.03,제주특별자치도,366,2022,3,33.424967,126.778084
2439,2022.04,제주특별자치도,366,2022,4,33.424967,126.778084
2440,2022.05,제주특별자치도,366,2022,5,33.424967,126.778084
2441,2022.06,제주특별자치도,366,2022,6,33.424967,126.778084
2442,2022.07,제주특별자치도,366,2022,7,33.424967,126.778084
2443,2022.08,제주특별자치도,367,2022,8,33.424967,126.778084
2444,2022.09,제주특별자치도,366,2022,9,33.424967,126.778084
2445,2022.1,제주특별자치도,366,2022,10,33.424967,126.778084
2446,2022.11,제주특별자치도,366,2022,11,33.424967,126.778084
2447,2022.12,제주특별자치도,366,2022,12,33.424967,126.778084
