,연월,시도,고용률,연도,월
1905,2012.10,전라북도,59.4,2012,10
1906,2012.11,전라북도,58.5,2012,11
1907,2012.12,전라북도,55.8,2012,12
1908,2013.01,전라북도,54.5,2013,01
1909,2013.02,전라북도,54.7,2013,02
1910,2013.03,전라북도,56.7,2013,03
1911,2013.04,전라북도,58.9,2013,04
1912,2013.05,전라북도,61.0,2013,05
1913,2013.06,전라북도,60.4,2013,06
1914,2013.07,전라북도,60.9,2013,07
1915,2013.08,전라북도,59.8,2013,08
1916,2013.09,전라북도,60.1,2013,09
1917,2013.10,전라북도,60.2,2013,10
1918,2013.11,전라북도,59.6,2013,11
1919,2013.12,전라북도,56.1,2013,12
1920,2014.01,전라북도,54.6,2014,01
1921,2014.02,전라북도,54.5,2014,02
1922,2014.03,전라북도,56.3,2014,03
1923,2014.04,전라북도,58.8,2014,04
1924,2014.05,전라북도,60.1,2014,05
1925,2014.06,전라북도,59.8,2014,06
1926,2014.07,전라북도,59.3,2014,07
1927,2014.08,전라북도,59.3,2014,08
1928,2014.09,전라북도,59.6,2014,09
1929,2014.10,전라북도,60.5,2014,10
1930,2014.11,전라북도,60.1,2014,11
1931,2014.12,전라북도,56.5,2014,12
1932,2015.01,전라북도,55.6,2015,01
1933,2015.02,전라북도,56.2,2015,02
1934,2015.03,전라북도,57.7,2015,03
1935,2015.04,전라북도,59.6,2015,04
1936,2015.05,전라북도,60.9,2015,05
1937,2015.06,전라북도,60.4,2015,06
1938,2015.07,전라북도,60.5,2015,07
1939,2015.08,전라북도,60.4,2015,08
1940,2015.09,전라북도,60.9,2015,09
1941,2015.10,전라북도,60.6,2015,10
1942,2015.11,전라북도,59.9,2015,11
1943,2015.12,전라북도,57.2,2015,12
1944,2016.01,전라북도,56.0,2016,01
1945,2016.02,전라북도,56.5,2016,02
1946,2016.03,전라북도,58.9,2016,03
1947,2016.04,전라북도,60.5,2016,04
1948,2016.05,전라북도,61.1,2016,05
1949,2016.06,전라북도,61.4,2016,06
1950,2016.07,전라북도,61.3,2016,07
1951,2016.08,전라북도,61.8,2016,08
1952,2016.09,전라북도,61.8,2016,09
1953,2016.10,전라북도,61.5,2016,10
1954,2016.11,전라북도,60.5,2016,11
1955,2016.12,전라북도,58.0,2016,12
1956,2017.01,전라북도,56.6,2017,01
1957,2017.02,전라북도,55.9,2017,02
1958,2017.03,전라북도,58.2,2017,03
1959,2017.04,전라북도,59.6,2017,04
1960,2017.05,전라북도,60.1,2017,05
1961,2017.06,전라북도,59.5,2017,06
1962,2017.07,전라북도,59.4,2017,07
1963,2017.08,전라북도,58.8,2017,08
1964,2017.09,전라북도,59.7,2017,09
1965,2017.10,전라북도,59.5,2017,10
1966,2017.11,전라북도,59.4,2017,11
1967,2017.12,전라북도,56.6,2017,12
1968,2018.01,전라북도,55.4,2018,01
1969,2018.02,전라북도,56.1,2018,02
1970,2018.03,전라북도,57.4,2018,03
1971,2018.04,전라북도,58.7,2018,04
1972,2018.05,전라북도,59.3,2018,05
1973,2018.06,전라북도,59.2,2018,06
1974,2018.07,전라북도,59.1,2018,07
1975,2018.08,전라북도,58.4,2018,08
1976,2018.09,전라북도,59.3,2018,09
1977,2018.10,전라북도,59.5,2018,10
1978,2018.11,전라북도,59.3,2018,11
1979,2018.12,전라북도,57.9,2018,12
1980,2019.01,전라북도,57.1,2019,01
1981,2019.02,전라북도,57.6,2019,02
1982,2019.03,전라북도,58.2,2019,03
1983,2019.04,전라북도,59.6,2019,04
1984,2019.05,전라북도,60.3,2019,05
1985,2019.06,전라북도,60.4,2019,06
1986,2019.07,전라북도,60.2,2019,07
1987,2019.08,전라북도,59.3,2019,08
1988,2019.09,전라북도,59.8,2019,09
1989,2019.10,전라북도,59.8,2019,10
1990,2019.11,전라북도,60.4,2019,11
1991,2019.12,전라북도,59.4,2019,12
1992,2020.01,전라북도,58.2,2020,01
1993,2020.02,전라북도,58.0,2020,02
1994,2020.03,전라북도,58.2,2020,03
1995,2020.04,전라북도,58.7,2020,04
1996,2020.05,전라북도,59.8,2020,05
1997,2020.06,전라북도,60.7,2020,06
1998,2020.07,전라북도,60.9,2020,07
1999,2020.08,전라북도,60.6,2020,08
2000,2020.09,전라북도,61.2,2020,09
2001,2020.10,전라북도,61.6,2020,10
2002,2020.11,전라북도,62.2,2020,11
2003,2020.12,전라북도,59.1,2020,12
2004,2021.01,전라북도,57.4,2021,01
2005,2021.02,전라북도,59.7,2021,02
2006,2021.03,전라북도,60.9,2021,03
2007,2021.04,전라북도,61.0,2021,04
2008,2021.05,전라북도,61.8,2021,05
2009,2021.06,전라북도,62.8,2021,06
2010,2021.07,전라북도,62.4,2021,07
2011,2021.08,전라북도,62.3,2021,08
2012,2021.09,전라북도,62.4,2021,09
2013,2021.10,전라북도,62.5,2021,10
2014,2021.11,전라북도,62.3,2021,11
2015,2021.12,전라북도,59.4,2021,12
2016,2022.01,전라북도,59.3,2022,01
2017,2022.02,전라북도,60.0,2022,02
2018,2022.03,전라북도,60.8,2022,03
2019,2022.04,전라북도,62.7,2022,04
2020,2022.05,전라북도,63.6,2022,05
2021,2022.06,전라북도,63.6,2022,06
2022,2022.07,전라북도,64.5,2022,07
2023,2022.08,전라북도,63.2,2022,08
2024,2022.09,전라북도,63.3,2022,09
2025,2022.10,전라북도,63.3,2022,10
2026,2022.11,전라북도,63.1,2022,11
2027,2022.12,전라북도,59.0,2022,12
2028,2010.01,전라남도,61.2,2010,01
2029,2010.02,전라남도,62.3,2010,02
2030,2010.03,전라남도,62.4,2010,03
2031,2010.04,전라남도,63.4,2010,04
2032,2010.05,전라남도,64.1,2010,05
2033,2010.06,전라남도,63.2,2010,06
2034,2010.07,전라남도,62.2,2010,07
2035,2010.08,전라남도,60.6,2010,08
2036,2010.09,전라남도,61.9,2010,09
2037,2010.10,전라남도,62.8,2010,10
2038,2010.11,전라남도,62.4,2010,11
2039,2010.12,전라남도,61.0,2010,12
2040,2011.01,전라남도,57.7,2011,01
2041,2011.02,전라남도,59.0,2011,02
2042,2011.03,전라남도,61.4,2011,03
2043,2011.04,전라남도,62.5,2011,04
2044,2011.05,전라남도,63.8,2011,05
2045,2011.06,전라남도,64.7,2011,06
2046,2011.07,전라남도,63.9,2011,07
2047,2011.08,전라남도,63.4,2011,08
2048,2011.09,전라남도,62.9,2011,09
2049,2011.10,전라남도,63.9,2011,10
2050,2011.11,전라남도,62.9,2011,11
2051,2011.12,전라남도,61.0,2011,12
2052,2012.01,전라남도,60.3,2012,01
2053,2012.02,전라남도,60.9,2012,02
2054,2012.03,전라남도,62.3,2012,03
2055,2012.04,전라남도,63.6,2012,04
2056,2012.05,전라남도,64.7,2012,05
2057,2012.06,전라남도,64.9,2012,06
2058,2012.07,전라남도,64.0,2012,07
2059,2012.08,전라남도,63.5,2012,08
2060,2012.09,전라남도,64.2,2012,09
2061,2012.10,전라남도,63.9,2012,10
2062,2012.11,전라남도,64.0,2012,11
2063,2012.12,전라남도,62.1,2012,12
2064,2013.01,전라남도,60.6,2013,01
2065,2013.02,전라남도,60.4,2013,02
2066,2013.03,전라남도,61.3,2013,03
2067,2013.04,전라남도,63.3,2013,04
2068,2013.05,전라남도,64.0,2013,05
2069,2013.06,전라남도,64.0,2013,06
2070,2013.07,전라남도,63.5,2013,07
2071,2013.08,전라남도,63.0,2013,08
2072,2013.09,전라남도,63.4,2013,09
2073,2013.10,전라남도,63.9,2013,10
2074,2013.11,전라남도,62.7,2013,11
2075,2013.12,전라남도,61.4,2013,12
2076,2014.01,전라남도,59.5,2014,01
2077,2014.02,전라남도,59.7,2014,02
2078,2014.03,전라남도,61.0,2014,03
2079,2014.04,전라남도,63.1,2014,04
2080,2014.05,전라남도,64.1,2014,05
2081,2014.06,전라남도,62.9,2014,06
2082,2014.07,전라남도,62.2,2014,07
2083,2014.08,전라남도,61.9,2014,08
2084,2014.09,전라남도,62.8,2014,09
2085,2014.10,전라남도,63.8,2014,10
2086,2014.11,전라남도,63.4,2014,11
2087,2014.12,전라남도,61.5,2014,12
2088,2015.01,전라남도,60.4,2015,01
2089,2015.02,전라남도,60.4,2015,02
2090,2015.03,전라남도,61.6,2015,03
2091,2015.04,전라남도,62.7,2015,04
2092,2015.05,전라남도,63.6,2015,05
2093,2015.06,전라남도,64.5,2015,06
2094,2015.07,전라남도,63.9,2015,07
2095,2015.08,전라남도,63.2,2015,08
2096,2015.09,전라남도,63.6,2015,09
2097,2015.10,전라남도,63.9,2015,10
2098,2015.11,전라남도,63.8,2015,11
2099,2015.12,전라남도,62.2,2015,12
2100,2016.01,전라남도,59.0,2016,01
2101,2016.02,전라남도,59.0,2016,02
2102,2016.03,전라남도,61.6,2016,03
2103,2016.04,전라남도,63.1,2016,04
2104,2016.05,전라남도,63.4,2016,05
2105,2016.06,전라남도,63.6,2016,06
2106,2016.07,전라남도,63.9,2016,07
2107,2016.08,전라남도,64.5,2016,08
2108,2016.09,전라남도,64.4,2016,09
2109,2016.10,전라남도,64.2,2016,10
2110,2016.11,전라남도,64.1,2016,11
2111,2016.12,전라남도,61.2,2016,12
2112,2017.01,전라남도,58.7,2017,01
2113,2017.02,전라남도,59.7,2017,02
2114,2017.03,전라남도,61.1,2017,03
2115,2017.04,전라남도,62.1,2017,04
2116,2017.05,전라남도,63.0,2017,05
2117,2017.06,전라남도,63.1,2017,06
2118,2017.07,전라남도,62.5,2017,07
2119,2017.08,전라남도,62.6,2017,08
2120,2017.09,전라남도,63.5,2017,09
2121,2017.10,전라남도,63.6,2017,10
2122,2017.11,전라남도,63.5,2017,11
2123,2017.12,전라남도,61.8,2017,12
2124,2018.01,전라남도,60.2,2018,01
2125,2018.02,전라남도,59.7,2018,02
2126,2018.03,전라남도,61.1,2018,03
2127,2018.04,전라남도,62.9,2018,04
2128,2018.05,전라남도,63.2,2018,05
2129,2018.06,전라남도,62.9,2018,06
2130,2018.07,전라남도,62.7,2018,07
2131,2018.08,전라남도,62.5,2018,08
2132,2018.09,전라남도,63.3,2018,09
2133,2018.10,전라남도,63.8,2018,10
2134,2018.11,전라남도,63.7,2018,11
2135,2018.12,전라남도,63.1,2018,12
2136,2019.01,전라남도,61.2,2019,01
2137,2019.02,전라남도,61.6,2019,02
2138,2019.03,전라남도,62.9,2019,03
2139,2019.04,전라남도,63.0,2019,04
2140,2019.05,전라남도,63.5,2019,05
2141,2019.06,전라남도,63.5,2019,06
2142,2019.07,전라남도,63.0,2019,07
2143,2019.08,전라남도,63.7,2019,08
2144,2019.09,전라남도,65.0,2019,09
2145,2019.10,전라남도,65.2,2019,10
2146,2019.11,전라남도,64.8,2019,11
2147,2019.12,전라남도,63.6,2019,12
2148,2020.01,전라남도,62.4,2020,01
2149,2020.02,전라남도,63.3,2020,02
2150,2020.03,전라남도,62.8,2020,03
2151,2020.04,전라남도,62.9,2020,04
2152,2020.05,전라남도,64.3,2020,05
2153,2020.06,전라남도,65.0,2020,06
2154,2020.07,전라남도,64.5,2020,07
2155,2020.08,전라남도,64.5,2020,08
2156,2020.09,전라남도,64.5,2020,09
2157,2020.10,전라남도,64.9,2020,10
2158,2020.11,전라남도,64.7,2020,11
2159,2020.12,전라남도,62.6,2020,12
2160,2021.01,전라남도,60.4,2021,01
2161,2021.02,전라남도,62.5,2021,02
2162,2021.03,전라남도,63.6,2021,03
2163,2021.04,전라남도,64.4,2021,04
2164,2021.05,전라남도,65.7,2021,05
2165,2021.06,전라남도,65.8,2021,06
2166,2021.07,전라남도,65.1,2021,07
2167,2021.08,전라남도,65.6,2021,08
2168,2021.09,전라남도,66.3,2021,09
2169,2021.10,전라남도,66.7,2021,10
2170,2021.11,전라남도,66.1,2021,11
2171,2021.12,전라남도,63.2,2021,12
2172,2022.01,전라남도,63.3,2022,01
2173,2022.02,전라남도,64.6,2022,02
2174,2022.03,전라남도,65.2,2022,03
2175,2022.04,전라남도,66.4,2022,04
2176,2022.05,전라남도,67.9,2022,05
2177,2022.06,전라남도,66.9,2022,06
2178,2022.07,전라남도,66.3,2022,07
2179,2022.08,전라남도,67.0,2022,08
2180,2022.09,전라남도,67.6,2022,09
2181,2022.10,전라남도,67.3,2022,10
2182,2022.11,전라남도,67.9,2022,11
2183,2022.12,전라남도,65.0,2022,12
2184,2010.01,경상북도,57.4,2010,01
2185,2010.02,경상북도,57.9,2010,02
2186,2010.03,경상북도,60.5,2010,03
2187,2010.04,경상북도,63.3,2010,04
2188,2010.05,경상북도,64.7,2010,05
2189,2010.06,경상북도,65.0,2010,06
2190,2010.07,경상북도,64.7,2010,07
2191,2010.08,경상북도,62.9,2010,08
2192,2010.09,경상북도,63.7,2010,09
2193,2010.10,경상북도,63.6,2010,10
2194,2010.11,경상북도,63.5,2010,11
2195,2010.12,경상북도,60.7,2010,12
2196,2011.01,경상북도,57.0,2011,01
2197,2011.02,경상북도,57.8,2011,02
2198,2011.03,경상북도,60.4,2011,03
2199,2011.04,경상북도,61.9,2011,04
2200,2011.05,경상북도,63.9,2011,05
2201,2011.06,경상북도,64.0,2011,06
2202,2011.07,경상북도,64.3,2011,07
2203,2011.08,경상북도,63.7,2011,08
2204,2011.09,경상북도,63.0,2011,09
2205,2011.10,경상북도,63.8,2011,10
2206,2011.11,경상북도,63.1,2011,11
2207,2011.12,경상북도,59.5,2011,12
2208,2012.01,경상북도,58.0,2012,01
2209,2012.02,경상북도,58.4,2012,02
2210,2012.03,경상북도,61.3,2012,03
2211,2012.04,경상북도,62.9,2012,04
2212,2012.05,경상북도,64.0,2012,05
2213,2012.06,경상북도,63.9,2012,06
2214,2012.07,경상북도,63.8,2012,07
2215,2012.08,경상북도,63.3,2012,08
2216,2012.09,경상북도,63.6,2012,09
2217,2012.10,경상북도,63.8,2012,10
2218,2012.11,경상북도,63.7,2012,11
2219,2012.12,경상북도,59.8,2012,12
2220,2013.01,경상북도,57.4,2013,01
2221,2013.02,경상북도,58.0,2013,02
2222,2013.03,경상북도,60.7,2013,03
2223,2013.04,경상북도,63.0,2013,04
2224,2013.05,경상북도,64.5,2013,05
2225,2013.06,경상북도,64.0,2013,06
2226,2013.07,경상북도,63.3,2013,07
2227,2013.08,경상북도,63.4,2013,08
2228,2013.09,경상북도,63.5,2013,09
2229,2013.10,경상북도,63.7,2013,10
2230,2013.11,경상북도,63.6,2013,11
2231,2013.12,경상북도,59.8,2013,12
2232,2014.01,경상북도,59.9,2014,01
2233,2014.02,경상북도,60.3,2014,02
2234,2014.03,경상북도,62.7,2014,03
2235,2014.04,경상북도,64.2,2014,04
2236,2014.05,경상북도,64.6,2014,05
2237,2014.06,경상북도,64.6,2014,06
2238,2014.07,경상북도,64.7,2014,07
2239,2014.08,경상북도,64.3,2014,08
2240,2014.09,경상북도,64.1,2014,09
2241,2014.10,경상북도,64.4,2014,10
2242,2014.11,경상북도,63.8,2014,11
2243,2014.12,경상북도,60.9,2014,12
2244,2015.01,경상북도,59.2,2015,01
2245,2015.02,경상북도,59.4,2015,02
2246,2015.03,경상북도,61.6,2015,03
2247,2015.04,경상북도,63.1,2015,04
2248,2015.05,경상북도,63.9,2015,05
2249,2015.06,경상북도,63.4,2015,06
2250,2015.07,경상북도,63.4,2015,07
2251,2015.08,경상북도,62.9,2015,08
2252,2015.09,경상북도,62.9,2015,09
2253,2015.10,경상북도,63.8,2015,10
2254,2015.11,경상북도,63.5,2015,11
2255,2015.12,경상북도,61.2,2015,12
2256,2016.01,경상북도,60.1,2016,01
2257,2016.02,경상북도,60.2,2016,02
2258,2016.03,경상북도,61.6,2016,03
2259,2016.04,경상북도,62.4,2016,04
2260,2016.05,경상북도,63.4,2016,05
2261,2016.06,경상북도,63.9,2016,06
2262,2016.07,경상북도,63.1,2016,07
2263,2016.08,경상북도,63.2,2016,08
2264,2016.09,경상북도,62.7,2016,09
2265,2016.10,경상북도,63.5,2016,10
2266,2016.11,경상북도,63.3,2016,11
2267,2016.12,경상북도,61.4,2016,12
2268,2017.01,경상북도,60.0,2017,01
2269,2017.02,경상북도,60.6,2017,02
2270,2017.03,경상북도,61.9,2017,03
2271,2017.04,경상북도,62.4,2017,04
2272,2017.05,경상북도,63.8,2017,05
2273,2017.06,경상북도,64.0,2017,06
2274,2017.07,경상북도,63.4,2017,07
2275,2017.08,경상북도,63.0,2017,08
2276,2017.09,경상북도,63.3,2017,09
2277,2017.10,경상북도,63.4,2017,10
2278,2017.11,경상북도,62.9,2017,11
2279,2017.12,경상북도,60.8,2017,12
2280,2018.01,경상북도,59.3,2018,01
2281,2018.02,경상북도,58.7,2018,02
2282,2018.03,경상북도,60.6,2018,03
2283,2018.04,경상북도,62.1,2018,04
2284,2018.05,경상북도,62.3,2018,05
2285,2018.06,경상북도,62.4,2018,06
2286,2018.07,경상북도,62.2,2018,07
2287,2018.08,경상북도,62.2,2018,08
2288,2018.09,경상북도,62.5,2018,09
2289,2018.10,경상북도,63.1,2018,10
2290,2018.11,경상북도,63.2,2018,11
2291,2018.12,경상북도,60.5,2018,12
2292,2019.01,경상북도,58.8,2019,01
2293,2019.02,경상북도,59.8,2019,02
2294,2019.03,경상북도,61.0,2019,03
2295,2019.04,경상북도,61.4,2019,04
2296,2019.05,경상북도,62.0,2019,05
2297,2019.06,경상북도,62.4,2019,06
2298,2019.07,경상북도,62.4,2019,07
2299,2019.08,경상북도,62.5,2019,08
2300,2019.09,경상북도,62.4,2019,09
2301,2019.10,경상북도,62.8,2019,10
2302,2019.11,경상북도,63.5,2019,11
2303,2019.12,경상북도,61.1,2019,12
2304,2020.01,경상북도,60.0,2020,01
2305,2020.02,경상북도,60.6,2020,02
2306,2020.03,경상북도,60.0,2020,03
2307,2020.04,경상북도,60.1,2020,04
2308,2020.05,경상북도,61.2,2020,05
2309,2020.06,경상북도,61.3,2020,06
2310,2020.07,경상북도,62.3,2020,07
2311,2020.08,경상북도,62.1,2020,08
2312,2020.09,경상북도,62.0,2020,09
2313,2020.10,경상북도,62.0,2020,10
2314,2020.11,경상북도,62.3,2020,11
2315,2020.12,경상북도,59.7,2020,12
2316,2021.01,경상북도,57.5,2021,01
2317,2021.02,경상북도,58.4,2021,02
2318,2021.03,경상북도,59.7,2021,03
2319,2021.04,경상북도,60.9,2021,04
2320,2021.05,경상북도,61.5,2021,05
2321,2021.06,경상북도,61.6,2021,06
2322,2021.07,경상북도,62.3,2021,07
2323,2021.08,경상북도,62.0,2021,08
2324,2021.09,경상북도,62.7,2021,09
2325,2021.10,경상북도,62.8,2021,10
2326,2021.11,경상북도,62.2,2021,11
2327,2021.12,경상북도,60.5,2021,12
2328,2022.01,경상북도,59.1,2022,01
2329,2022.02,경상북도,60.3,2022,02
2330,2022.03,경상북도,62.3,2022,03
2331,2022.04,경상북도,63.3,2022,04
2332,2022.05,경상북도,64.7,2022,05
2333,2022.06,경상북도,64.4,2022,06
2334,2022.07,경상북도,63.9,2022,07
2335,2022.08,경상북도,64.0,2022,08
2336,2022.09,경상북도,63.4,2022,09
2337,2022.10,경상북도,64.2,2022,10
2338,2022.11,경상북도,63.8,2022,11
2339,2022.12,경상북도,60.9,2022,12
2340,2010.01,경상남도,57.4,2010,01
2341,2010.02,경상남도,57.3,2010,02
2342,2010.03,경상남도,58.8,2010,03
2343,2010.04,경상남도,60.2,2010,04
2344,2010.05,경상남도,60.9,2010,05
2345,2010.06,경상남도,61.3,2010,06
2346,2010.07,경상남도,60.8,2010,07
2347,2010.08,경상남도,60.0,2010,08
2348,2010.09,경상남도,59.9,2010,09
2349,2010.10,경상남도,60.6,2010,10
2350,2010.11,경상남도,60.3,2010,11
2351,2010.12,경상남도,59.1,2010,12
2352,2011.01,경상남도,58.0,2011,01
2353,2011.02,경상남도,59.2,2011,02
2354,2011.03,경상남도,60.8,2011,03
2355,2011.04,경상남도,61.8,2011,04
2356,2011.05,경상남도,62.4,2011,05
2357,2011.06,경상남도,62.3,2011,06
2358,2011.07,경상남도,60.6,2011,07
2359,2011.08,경상남도,60.3,2011,08
2360,2011.09,경상남도,60.3,2011,09
2361,2011.10,경상남도,61.7,2011,10
2362,2011.11,경상남도,61.6,2011,11
2363,2011.12,경상남도,59.9,2011,12
2364,2012.01,경상남도,58.9,2012,01
2365,2012.02,경상남도,59.1,2012,02
2366,2012.03,경상남도,59.8,2012,03
2367,2012.04,경상남도,61.2,2012,04
2368,2012.05,경상남도,61.5,2012,05
2369,2012.06,경상남도,61.2,2012,06
2370,2012.07,경상남도,60.4,2012,07
2371,2012.08,경상남도,60.5,2012,08
2372,2012.09,경상남도,60.2,2012,09
2373,2012.10,경상남도,60.5,2012,10
2374,2012.11,경상남도,60.6,2012,11
2375,2012.12,경상남도,58.3,2012,12
2376,2013.01,경상남도,57.8,2013,01
2377,2013.02,경상남도,58.4,2013,02
2378,2013.03,경상남도,59.7,2013,03
2379,2013.04,경상남도,60.6,2013,04
2380,2013.05,경상남도,61.2,2013,05
2381,2013.06,경상남도,61.8,2013,06
2382,2013.07,경상남도,61.4,2013,07
2383,2013.08,경상남도,60.4,2013,08
2384,2013.09,경상남도,60.8,2013,09
2385,2013.10,경상남도,61.0,2013,10
2386,2013.11,경상남도,61.4,2013,11
2387,2013.12,경상남도,59.7,2013,12
2388,2014.01,경상남도,59.9,2014,01
2389,2014.02,경상남도,60.0,2014,02
2390,2014.03,경상남도,60.2,2014,03
2391,2014.04,경상남도,60.8,2014,04
2392,2014.05,경상남도,61.0,2014,05
2393,2014.06,경상남도,60.4,2014,06
2394,2014.07,경상남도,60.3,2014,07
2395,2014.08,경상남도,60.2,2014,08
2396,2014.09,경상남도,60.3,2014,09
2397,2014.10,경상남도,59.8,2014,10
2398,2014.11,경상남도,60.5,2014,11
2399,2014.12,경상남도,58.9,2014,12
2400,2015.01,경상남도,58.3,2015,01
2401,2015.02,경상남도,58.5,2015,02
2402,2015.03,경상남도,59.2,2015,03
2403,2015.04,경상남도,60.5,2015,04
2404,2015.05,경상남도,61.3,2015,05
2405,2015.06,경상남도,61.2,2015,06
2406,2015.07,경상남도,61.5,2015,07
2407,2015.08,경상남도,61.1,2015,08
2408,2015.09,경상남도,61.7,2015,09
2409,2015.10,경상남도,61.7,2015,10
2410,2015.11,경상남도,61.3,2015,11
2411,2015.12,경상남도,60.6,2015,12
2412,2016.01,경상남도,59.0,2016,01
2413,2016.02,경상남도,59.8,2016,02
2414,2016.03,경상남도,59.8,2016,03
2415,2016.04,경상남도,60.5,2016,04
2416,2016.05,경상남도,60.5,2016,05
2417,2016.06,경상남도,60.9,2016,06
2418,2016.07,경상남도,61.0,2016,07
2419,2016.08,경상남도,60.8,2016,08
2420,2016.09,경상남도,61.2,2016,09
2421,2016.10,경상남도,61.3,2016,10
2422,2016.11,경상남도,61.4,2016,11
2423,2016.12,경상남도,60.9,2016,12
2424,2017.01,경상남도,59.5,2017,01
2425,2017.02,경상남도,59.7,2017,02
2426,2017.03,경상남도,60.4,2017,03
2427,2017.04,경상남도,61.6,2017,04
2428,2017.05,경상남도,61.5,2017,05
2429,2017.06,경상남도,61.2,2017,06
2430,2017.07,경상남도,61.1,2017,07
2431,2017.08,경상남도,60.9,2017,08
2432,2017.09,경상남도,61.3,2017,09
2433,2017.10,경상남도,61.5,2017,10
2434,2017.11,경상남도,61.1,2017,11
2435,2017.12,경상남도,60.8,2017,12
2436,2018.01,경상남도,59.5,2018,01
2437,2018.02,경상남도,59.5,2018,02
2438,2018.03,경상남도,60.3,2018,03
2439,2018.04,경상남도,61.0,2018,04
2440,2018.05,경상남도,62.3,2018,05
2441,2018.06,경상남도,62.8,2018,06
2442,2018.07,경상남도,62.6,2018,07
2443,2018.08,경상남도,61.4,2018,08
2444,2018.09,경상남도,62.4,2018,09
2445,2018.10,경상남도,61.9,2018,10
2446,2018.11,경상남도,61.9,2018,11
2447,2018.12,경상남도,61.0,2018,12
2448,2019.01,경상남도,60.1,2019,01
2449,2019.02,경상남도,60.3,2019,02
2450,2019.03,경상남도,61.3,2019,03
2451,2019.04,경상남도,61.0,2019,04
2452,2019.05,경상남도,61.6,2019,05
2453,2019.06,경상남도,61.5,2019,06
2454,2019.07,경상남도,61.4,2019,07
2455,2019.08,경상남도,61.5,2019,08
2456,2019.09,경상남도,61.4,2019,09
2457,2019.10,경상남도,61.9,2019,10
2458,2019.11,경상남도,62.0,2019,11
2459,2019.12,경상남도,61.3,2019,12
2460,2020.01,경상남도,60.8,2020,01
2461,2020.02,경상남도,60.7,2020,02
2462,2020.03,경상남도,60.2,2020,03
2463,2020.04,경상남도,60.0,2020,04
2464,2020.05,경상남도,60.4,2020,05
2465,2020.06,경상남도,61.1,2020,06
2466,2020.07,경상남도,61.1,2020,07
2467,2020.08,경상남도,61.1,2020,08
2468,2020.09,경상남도,60.6,2020,09
2469,2020.10,경상남도,60.8,2020,10
2470,2020.11,경상남도,61.2,2020,11
2471,2020.12,경상남도,59.0,2020,12
2472,2021.01,경상남도,57.9,2021,01
2473,2021.02,경상남도,58.8,2021,02
2474,2021.03,경상남도,60.0,2021,03
2475,2021.04,경상남도,61.2,2021,04
2476,2021.05,경상남도,61.9,2021,05
2477,2021.06,경상남도,62.1,2021,06
2478,2021.07,경상남도,61.8,2021,07
2479,2021.08,경상남도,61.4,2021,08
2480,2021.09,경상남도,61.7,2021,09
2481,2021.10,경상남도,61.5,2021,10
2482,2021.11,경상남도,61.1,2021,11
2483,2021.12,경상남도,58.6,2021,12
2484,2022.01,경상남도,58.7,2022,01
2485,2022.02,경상남도,59.9,2022,02
2486,2022.03,경상남도,61.3,2022,03
2487,2022.04,경상남도,61.8,2022,04
2488,2022.05,경상남도,62.0,2022,05
2489,2022.06,경상남도,61.9,2022,06
2490,2022.07,경상남도,61.5,2022,07
2491,2022.08,경상남도,61.1,2022,08
2492,2022.09,경상남도,61.1,2022,09
2493,2022.10,경상남도,61.4,2022,10
2494,2022.11,경상남도,61.8,2022,11
2495,2022.12,경상남도,60.2,2022,12
2496,2010.01,제주특별자치도,65.1,2010,01
2497,2010.02,제주특별자치도,63.5,2010,02
2498,2010.03,제주특별자치도,64.8,2010,03
2499,2010.04,제주특별자치도,64.5,2010,04
2500,2010.05,제주특별자치도,65.8,2010,05
2501,2010.06,제주특별자치도,65.5,2010,06
2502,2010.07,제주특별자치도,64.9,2010,07
2503,2010.08,제주특별자치도,64.7,2010,08
2504,2010.09,제주특별자치도,64.5,2010,09
2505,2010.10,제주특별자치도,65.3,2010,10
2506,2010.11,제주특별자치도,66.7,2010,11
2507,2010.12,제주특별자치도,66.3,2010,12
2508,2011.01,제주특별자치도,63.7,2011,01
2509,2011.02,제주특별자치도,64.8,2011,02
2510,2011.03,제주특별자치도,64.5,2011,03
2511,2011.04,제주특별자치도,66.1,2011,04
2512,2011.05,제주특별자치도,66.4,2011,05
2513,2011.06,제주특별자치도,65.7,2011,06
2514,2011.07,제주특별자치도,66.2,2011,07
2515,2011.08,제주특별자치도,66.2,2011,08
2516,2011.09,제주특별자치도,65.2,2011,09
2517,2011.10,제주특별자치도,66.3,2011,10
2518,2011.11,제주특별자치도,68.3,2011,11
2519,2011.12,제주특별자치도,68.9,2011,12
2520,2012.01,제주특별자치도,66.5,2012,01
2521,2012.02,제주특별자치도,65.6,2012,02
2522,2012.03,제주특별자치도,66.1,2012,03
2523,2012.04,제주특별자치도,65.2,2012,04
2524,2012.05,제주특별자치도,66.9,2012,05
2525,2012.06,제주특별자치도,67.1,2012,06
2526,2012.07,제주특별자치도,66.5,2012,07
2527,2012.08,제주특별자치도,65.7,2012,08
2528,2012.09,제주특별자치도,66.4,2012,09
2529,2012.10,제주특별자치도,68.1,2012,10
2530,2012.11,제주특별자치도,68.2,2012,11
2531,2012.12,제주특별자치도,67.8,2012,12
2532,2013.01,제주특별자치도,66.2,2013,01
2533,2013.02,제주특별자치도,64.3,2013,02
2534,2013.03,제주특별자치도,64.7,2013,03
